accession	sample	arm	contrast	TJ	Tacstd2	Cldn4	Cldn3	Cldn6	Cldn7	Cdh1	F11r	Ocln
GSE182228	GSM5525452	naive	aPD1 vs vehicle	0.3502642674372148	0.10356788104406135	0.0	0.0	0.17455587834049752	0.0	0.08227395804688653	1.3311683469401194	0.863851688733
GSE182228	GSM5525453	naive	aPD1 vs vehicle	0.3705791357223133	0.20104457554397617	0.0	0.0	0.0	0.0	0.5222974466408711	1.42446652334659	0.6472899800687321
GSE182228	GSM5525454	naive	aPD1 vs vehicle	0.5054401099622046	0.42334429721062355	0.11298285859545781	0.0	0.09149848789045266	0.0	0.2811005143833505	1.9021776248482076	1.150321284017963
GSE182228	GSM5525446	icb	aPD1 vs vehicle	0.6060801267846859	0.0	0.04090310970602695	0.0	0.18744280641234273	0.0	0.2850198572670069	2.664418932109982	1.0647761819974424
GSE182228	GSM5525447	icb	aPD1 vs vehicle	0.4286941302853725	0.3589969124786674	0.0	0.0	0.11287843149966954	0.0	0.34178139591884166	1.6705849299726594	0.875614154606437
GSE182228	GSM5525448	icb	aPD1 vs vehicle	0.50960101663545	0.24692997541180803	0.0	0.0	0.0	0.0	0.28199343698944024	2.009693393289471	1.2755202861692385
GSE182228	GSM5525449	naive	aPD1+palbo vs palbo	0.45086059385847677	0.0	0.048183569577340844	0.0	0.057905206880925174	0.0	0.19626526491117557	1.923582961135752	0.9300871545041441
GSE182228	GSM5525450	naive	aPD1+palbo vs palbo	0.8367946219624579	2.5567989830237647	1.2222932804610587	0.1464170639475599	0.0	0.0	1.7482480706579298	1.6319433714998215	1.1086605671708354
GSE182228	GSM5525451	naive	aPD1+palbo vs palbo	0.5178170449415315	0.0	0.13712974911947565	0.0	0.11126385475120323	0.0	0.13586885341654897	2.253473025380094	0.9869838319233983
GSE182228	GSM5525443	icb	aPD1+palbo vs palbo	0.5666598393343726	0.364986232009389	0.49829583601443017	0.5323490997762825	0.0	0.18097599269379822	0.5843601844789679	1.2508038650097564	0.919833897367373
GSE182228	GSM5525444	icb	aPD1+palbo vs palbo	0.3798137011401	0.09377887593911695	0.0	0.0	0.0	0.0	0.15901634425391092	1.3109228127446173	1.1887567509821715
GSE182228	GSM5525445	icb	aPD1+palbo vs palbo	0.3640080553966217	0.1462723984032382	0.0	0.0	0.0	0.0	0.19637455507373497	1.5235530203526122	0.8281288123500046
GSE114601	s2596	naive	aPD1 vs vehicle	7.666180228159003	8.198886990956932	6.203201156316611	7.75127624861109	5.607034345948616	7.963820883991191	10.105672840405937	7.595294784005977	8.436961337833603
GSE114601	s2617	naive	aPD1 vs vehicle	7.605106448234386	6.195938100427832	6.131754090984813	7.297649982743993	5.907371413823563	7.9556499075283735	10.076628568904555	7.467605550082998	8.399085623572404
GSE114601	s1795	icb	aPD1 vs vehicle	7.250634100310405	5.3892226163558945	4.107687869314374	7.281327329659484	4.682573297347578	7.875227153343492	10.087635211793955	7.424586226251101	9.295401614462854
GSE114601	s2521	icb	aPD1 vs vehicle	7.2594566335032455	6.695019442356839	5.581351247168778	7.291677223176022	5.554588851677638	7.868143479666726	9.718053325027899	6.984247546994803	7.818134760810847
GSE157880	0-3_S15	naive	aPD1 vs IgG (0 Gy)	4.317701340513928	2.3764570950111645	1.8489343536942027	5.296857488684306	0.1686625719968844	3.255549073952428	8.921608897357004	7.620996875034329	3.1113001228783395
GSE157880	0-1_S13	naive	aPD1 vs IgG (0 Gy)	4.5604835936639665	2.6256796236285025	2.779799710526931	5.0114822208528045	0.07931734681806965	3.2045038495144444	9.640501633554221	8.165067775692314	3.0427126186889795
GSE157880	0-2_S14	naive	aPD1 vs IgG (0 Gy)	4.164174871867494	2.0712409535555585	3.0404874375322732	3.483544944283752	0.06291953378162891	1.8665163504653182	9.68182696751753	7.8501805854327	3.1637482840592552
GSE157880	0-4_S16	icb	aPD1 vs IgG (0 Gy)	4.56717653217807	2.4084102491846466	2.117778144829329	5.095975039989098	0.13790217711348907	3.167205363985408	9.841035917959065	8.210768737631664	3.399570343738439
GSE157880	0-5_S17	icb	aPD1 vs IgG (0 Gy)	4.526690163382753	3.0027583191089473	2.346574010408873	4.7386543619411645	0.1988574533098612	3.4093203272172565	9.56022582239965	7.874760086719714	3.5584390816827547
GSE169194	X1740R_159_16	naive	A2V+aPD1 vs A2V (no PD-1 mono)	6.106748502576551	5.30755740847866	5.22044212921437	5.97151732279601		4.5115590770162	8.7548031726643	6.87461190528977	5.30755740847866
GSE169194	X1740R_159_20	naive	A2V+aPD1 vs A2V (no PD-1 mono)	5.823166412451471	3.55038428989042	4.63323050307039	6.34583790213908		4.05152833151282	7.95624619321536	6.55096033104037	5.4011952137308
GSE169194	X1740R_159_24	naive	A2V+aPD1 vs A2V (no PD-1 mono)	5.427038358562829	3.45487611899236	4.19389391128681	5.0534651204574		3.14699828606235	8.0638116056373	7.08490676239133	5.01915446554178
GSE169194	X1740R_159_32	icb	A2V+aPD1 vs A2V (no PD-1 mono)	4.934246232247054	4.68514909136152	3.19708238231858	4.83530477482465		3.05735761865196	7.5186405079666	6.19059418295627	4.80649792676427
GSE169194	X1740R_159_36	icb	A2V+aPD1 vs A2V (no PD-1 mono)	5.2982600047593085	4.2205832166176	4.13569431903108	5.11024930247362		3.92613585815234	7.87240767173483	6.72121719848948	4.0238556786745
GSE169194	X1740R_159_40	icb	A2V+aPD1 vs A2V (no PD-1 mono)	5.350562971640286	4.08126837623265	4.28105936863197	4.66706120505781		3.20305685663069	8.17953687862824	6.79601214810538	4.97665137278762
