gene_name	GSM5525443	GSM5525444	GSM5525445	GSM5525446	GSM5525447	GSM5525448	GSM5525449	GSM5525450	GSM5525451	GSM5525452	GSM5525453	GSM5525454
Tacstd2	0.287869339	0.06716176	0.106706293	0.0	0.282533858	0.186679198	0.0	4.884007082	0.0	0.07442731	0.149530365	0.341032589
Cldn4	0.412544028	0.0	0.0	0.028757615	0.0	0.0	0.03396229	1.333172994	0.099715048	0.0	0.0	0.081461914
Cldn3	0.44628222	0.0	0.0	0.0	0.0	0.0	0.0	0.106817273	0.0	0.0	0.0	0.0
Cldn6	0.0	0.0	0.0	0.13874349	0.081383637	0.0	0.040953199	0.0	0.080174095	0.128616916	0.0	0.065476289
Cldn7	0.133650548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdh1	0.49937389	0.116525611	0.145815338	0.218427034	0.267320477	0.215873752	0.145728541	2.359503587	0.098754332	0.058685413	0.436240596	0.215121448
F11r	1.379739844	1.481001853	1.874982193	5.339719158	2.183436374	3.026966284	2.793640477	2.099302068	3.768293452	1.516063524	1.684152282	2.737769554
Ocln	0.89189746	1.279562162	0.775381184	1.091845328	0.834788989	1.420861068	0.905391099	1.15645344	0.982036914	0.819890551	0.56622337	1.219633195
