scale	outcome	n	a	a_se	a_p	b	b_se	b_p	c	c_se	c_p	c_prime	c_prime_se	c_prime_p	ab	vif_tacstd2	r2_tacstd2_on_cldn4	B_ok	ab_lo	ab_hi	ab_boot_p	prop_lo	prop_hi	prop_boot_p	prop
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	64	0.45810668766031876	0.07497233308696032	8.47642860977026e-08	-0.06734985524636738	0.060989942146055	0.2740328059818342	0.07674193631015423	0.03518773875725907	0.03318731733242599	0.10759535541149068	0.04488014132302473	0.019753224516129136	-0.030853419101315303	1.7355599534215782	0.42381708103569393	4000	-0.09917967689234038	0.012875338504398343	0.198	-2.1082026326198697	0.5057770125097257	0.214	-0.4020411861465227
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	64	0.45810668766031876	0.07497233308696032	8.47642860977026e-08	-0.07197412774858247	0.07365385566862549	0.33253133765291515	0.07754859435835477	0.042399086332800456	0.07245240386833557	0.11052042361851383	0.05419902585704278	0.045999677062375836	-0.032971829260143755	1.7355599534215782	0.42381708103569393	4000	-0.1067854095319451	0.021904584391996176	0.254	-2.8756210835766214	1.1685574694052479	0.2905	-0.4251763624209586
pseudobulk	IFN_HALLMARK_UNION	64	0.45810668766031876	0.07497233308696032	8.47642860977026e-08	-0.06362824672811307	0.06115861627741505	0.30248062574828816	0.0773527045925958	0.03524420446648438	0.03212862804151708	0.10650122994286226	0.04500426209747716	0.021319082712667643	-0.029148525350249394	1.7355599534215782	0.42381708103569393	4000	-0.09700866433106327	0.015310661263647302	0.233	-2.009931773702147	0.6158986838505941	0.248	-0.37682619507320353
pseudobulk	MHC_I_APM	64	0.45810668766031876	0.07497233308696032	8.47642860977026e-08	-0.09861101919991733	0.0931791136627892	0.2943085993257259	0.0546347445573378	0.05371391074982332	0.31323823746002194	0.09980911192985403	0.06856690861463066	0.15088235430729785	-0.045174367372482226	1.7355599534215782	0.42381708103569393	4000	-0.12801708030894424	0.04363968949571587	0.3015	-7.999549899981709	7.048132108379928	0.507	-0.8268432064338262
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	64	0.4911531105613187	0.10397705737115417	1.4747245764215956e-05	-0.013081225108709918	0.0035288290812826163	0.00047067604965802086	0.004458446432360435	0.0031078032134356855	0.15668144240472626	0.010883330834458409	0.0033086303293907546	0.0017103219455380189	-0.006424884402095701	1.6189257598646452	0.3823064498747566	4000	-0.011611910376460725	-0.0022649742751191747	0.006	-13.935828905404206	11.882691146811766	0.218	-1.4410590100314773
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	64	0.4911531105613187	0.10397705737115417	1.4747245764215956e-05	-0.013466813817688883	0.004323559562973679	0.0028599345932884936	0.005477846984966887	0.0036989518883609315	0.14394916077502493	0.012092114480877367	0.004053769670188367	0.004171067577182445	-0.006614267495908042	1.6189257598646452	0.3823064498747566	4000	-0.012997567639511287	-0.0019234381461381666	0.008	-13.691796084670438	10.384288433178286	0.207	-1.2074575127892193
percent_positive	IFN_HALLMARK_UNION	64	0.4911531105613187	0.10397705737115417	1.4747245764215956e-05	-0.012890427012491882	0.00354489288800547	0.0005887869735908281	0.004614177476281782	0.003110646215965469	0.14330398285634813	0.010945350799933203	0.0033236917554061475	0.0016912316354921642	-0.0063311733236490345	1.6189257598646452	0.3823064498747566	4000	-0.01145698536922942	-0.0021971685080608558	0.006	-13.728912058403452	10.851369296329892	0.205	-1.3721130919200901
percent_positive	MHC_I_APM	64	0.4911531105613187	0.10397705737115417	1.4747245764215956e-05	-0.016856646317347117	0.005479619868699671	0.00319635798930576	0.001361868384006966	0.0046797393646833725	0.7720614232354379	0.00964106265640731	0.005137691872716666	0.06561565399797074	-0.008279194272397034	1.6189257598646452	0.3823064498747566	4000	-0.015439789368867099	-0.0018931803034397008	0.013	-23.746611933368143	22.852105231932335	0.8125	-6.079291045759885
