scale	outcome	cohort	kind	rho	p	n	I2	lo	hi	k
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE123902	spearman	0.2967032967032967	0.3249215884859749	13				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE123902	partial_spearman_CLDN4	0.23076923076923078	0.4481273823153657	13				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE131907	spearman	0.2753246753246753	0.22706392689035135	21				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE131907	partial_spearman_CLDN4	0.36233766233766235	0.10649069901450199	21				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE189357	spearman	-0.16666666666666669	0.668231040071504	9				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE189357	partial_spearman_CLDN4	-0.5	0.1704706607870538	9				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE205335	spearman	0.26883116883116887	0.23865637920307153	21				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE205335	partial_spearman_CLDN4	0.1974025974025974	0.39105475294328795	21				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	DL	spearman	0.22853681394474698	0.09341980343868603	64	0.0	-0.039137991739720074	0.4656082336788328	4.0
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	DL	partial_spearman_CLDN4	0.18148221092699626	0.23606919916918334	64	0.10808284176525247	-0.11948038798935455	0.4518987924661414	4.0
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	pooled_resid_cohort	spearman	0.2137362637362637	0.08991468806302233	64				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	pooled_resid_cohort	partial_spearman_CLDN4	0.24574175824175823	0.05031044187352495	64				
pseudobulk	HALLMARK_INTERFERON_GAMMA_RESPONSE	CLDN4_low	spearman_resid_cohort	0.21222307104660043	0.2282185924923446	34				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE123902	spearman	0.06043956043956044	0.8445023706449681	13				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE123902	partial_spearman_CLDN4	0.0879120879120879	0.775195408889122	13				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE131907	spearman	0.24935064935064938	0.27569907970760515	21				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE131907	partial_spearman_CLDN4	0.36363636363636365	0.10514930870551215	21				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE189357	spearman	-0.049999999999999996	0.8983528043506303	9				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE189357	partial_spearman_CLDN4	-0.43333333333333335	0.24395243588005172	9				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE205335	spearman	0.3	0.18641143545847974	21				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE205335	partial_spearman_CLDN4	0.187012987012987	0.4169505000140746	21				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	DL	spearman	0.19850614730960775	0.1468613127813923	64	0.0	-0.07050896056841066	0.4406039815533246	4.0
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	DL	partial_spearman_CLDN4	0.16855435443411357	0.23838609498644514	64	0.0	-0.11224823452430843	0.4244274777833346	4.0
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	pooled_resid_cohort	spearman	0.1948260073260073	0.12290036879631389	64				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	pooled_resid_cohort	partial_spearman_CLDN4	0.22115384615384612	0.07905815317819911	64				
pseudobulk	HALLMARK_INTERFERON_ALPHA_RESPONSE	CLDN4_low	spearman_resid_cohort	0.13063407181054237	0.4614910303990474	34				
pseudobulk	MHC_I_APM	GSE123902	spearman	-0.26373626373626374	0.38393651665067413	13				
pseudobulk	MHC_I_APM	GSE123902	partial_spearman_CLDN4	-0.11538461538461539	0.7073898735142603	13				
pseudobulk	MHC_I_APM	GSE131907	spearman	0.22077922077922077	0.3361880870952679	21				
pseudobulk	MHC_I_APM	GSE131907	partial_spearman_CLDN4	0.2558441558441559	0.262972942241723	21				
pseudobulk	MHC_I_APM	GSE189357	spearman	-0.03333333333333333	0.9321567355405039	9				
pseudobulk	MHC_I_APM	GSE189357	partial_spearman_CLDN4	-0.33333333333333337	0.38071318167686347	9				
pseudobulk	MHC_I_APM	GSE205335	spearman	0.12077922077922078	0.6020154473326507	21				
pseudobulk	MHC_I_APM	GSE205335	partial_spearman_CLDN4	0.05844155844155843	0.8013282220179796	21				
pseudobulk	MHC_I_APM	DL	spearman	0.06383559838890654	0.6448331492938988	64	0.0	-0.20493697381220544	0.323656076996886	4.0
pseudobulk	MHC_I_APM	DL	partial_spearman_CLDN4	0.05550172327072507	0.700294622185841	64	0.0	-0.22350540860272455	0.32610225676007043	4.0
pseudobulk	MHC_I_APM	pooled_resid_cohort	spearman	0.06254578754578753	0.6234365912806796	64				
pseudobulk	MHC_I_APM	pooled_resid_cohort	partial_spearman_CLDN4	0.0901098901098901	0.4788746644865667	64				
pseudobulk	MHC_I_APM	CLDN4_low	spearman_resid_cohort	0.012375859434682963	0.9446183941610148	34				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE123902	spearman	-0.0879120879120879	0.775195408889122	13				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE123902	partial_spearman_CLDN4	0.2747252747252747	0.3636749816401782	13				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE131907	spearman	0.4142857142857143	0.061879942683025164	21				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE131907	partial_spearman_CLDN4	0.5935064935064935	0.004564488616221692	21				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE189357	spearman	-0.5833333333333334	0.09918581647988327	9				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE189357	partial_spearman_CLDN4	-0.5499999999999999	0.12497678418833194	9				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE205335	spearman	0.11688311688311687	0.6138658528020938	21				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	GSE205335	partial_spearman_CLDN4	0.22857142857142856	0.31896739880565783	21				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	DL	spearman	0.037468680796431376	0.8535836045396572	64	0.4986650926223628	-0.34577585313398423	0.40999934096199575	4.0
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	DL	partial_spearman_CLDN4	0.23485952762117973	0.2920233697535376	64	0.5577680116082415	-0.20299131338283846	0.5944393554715852	4.0
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	pooled_resid_cohort	spearman	0.10627289377289377	0.4032689684860475	64				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	pooled_resid_cohort	partial_spearman_CLDN4	0.3152472527472527	0.011170148512833523	64				
percent_positive	HALLMARK_INTERFERON_GAMMA_RESPONSE	CLDN4_low	spearman_resid_cohort	0.02857142857142857	0.8725662505924165	34				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE123902	spearman	-0.0879120879120879	0.775195408889122	13				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE123902	partial_spearman_CLDN4	0.21428571428571427	0.4820544547023681	13				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE131907	spearman	0.37142857142857144	0.09735837325949603	21				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE131907	partial_spearman_CLDN4	0.6207792207792208	0.002673912759074672	21				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE189357	spearman	-0.45	0.22421610749233675	9				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE189357	partial_spearman_CLDN4	-0.2833333333333333	0.46003032896572005	9				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE205335	spearman	0.15974025974025974	0.4891511154734236	21				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	GSE205335	partial_spearman_CLDN4	0.1974025974025974	0.39105475294328795	21				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	DL	spearman	0.09363195234638919	0.5650401219066709	64	0.24440434808210768	-0.22221674193421886	0.3916951599297102	4.0
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	DL	partial_spearman_CLDN4	0.29132499417338265	0.1212129575939105	64	0.39962581732862634	-0.07926463461158936	0.591167138124261	4.0
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	pooled_resid_cohort	spearman	0.12019230769230768	0.34413702067548907	64				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	pooled_resid_cohort	partial_spearman_CLDN4	0.2990842490842491	0.016361537356812953	64				
percent_positive	HALLMARK_INTERFERON_ALPHA_RESPONSE	CLDN4_low	spearman_resid_cohort	0.07624140565317035	0.6682461930730613	34				
percent_positive	MHC_I_APM	GSE123902	spearman	-0.46153846153846156	0.11237597055825145	13				
percent_positive	MHC_I_APM	GSE123902	partial_spearman_CLDN4	-0.20329670329670327	0.5053147342962485	13				
percent_positive	MHC_I_APM	GSE131907	spearman	0.17012987012987013	0.46094318375206567	21				
percent_positive	MHC_I_APM	GSE131907	partial_spearman_CLDN4	0.4753246753246753	0.02943042122641138	21				
percent_positive	MHC_I_APM	GSE189357	spearman	-0.2333333333333333	0.5456987782182728	9				
percent_positive	MHC_I_APM	GSE189357	partial_spearman_CLDN4	-0.3666666666666667	0.3317398014330152	9				
percent_positive	MHC_I_APM	GSE205335	spearman	0.0	1.0	21				
percent_positive	MHC_I_APM	GSE205335	partial_spearman_CLDN4	0.14285714285714285	0.5367409296165598	21				
percent_positive	MHC_I_APM	DL	spearman	-0.06740055750872122	0.6365189555491371	64	0.04766948610347283	-0.33413220708215763	0.20932641786935666	4.0
percent_positive	MHC_I_APM	DL	partial_spearman_CLDN4	0.11058235322496363	0.5603901312608542	64	0.38253918695591865	-0.25684942966108676	0.45008371084143617	4.0
percent_positive	MHC_I_APM	pooled_resid_cohort	spearman	-0.026556776556776553	0.834991914823152	64				
percent_positive	MHC_I_APM	pooled_resid_cohort	partial_spearman_CLDN4	0.14308608058608058	0.2593438770104394	64				
percent_positive	MHC_I_APM	CLDN4_low	spearman_resid_cohort	-0.019709702062643237	0.9119032806279382	34				
