scale	stratum	n	tacstd2_sd	cldn4_sd	spearman_tacstd2_cldn4	spearman_p	n_by_cohort
pseudobulk	all	64	2.042423039619821	1.5093052631679669	0.48521062271062265	4.832639777092617e-05	GSE123902:13,GSE131907:21,GSE205335:21,GSE189357:9
pseudobulk	CLDN4_low	34	2.371684427887588	1.7231601323350687	0.4148204736440031	0.014713092338777387	GSE123902:7,GSE131907:11,GSE205335:11,GSE189357:5
percent_positive	all	64	24.84177340073398	23.75982773046261	0.6165750915750915	5.809193136741688e-08	GSE123902:13,GSE131907:21,GSE205335:21,GSE189357:9
percent_positive	CLDN4_low	34	21.3198423874363	19.178124136405877	0.7802902979373566	5.287938425463158e-08	GSE123902:7,GSE131907:11,GSE205335:11,GSE189357:5
