simplex	part	reference	beta_log_vs_ref_per_sd	p_perm	delta_pi_plus_minus_0.5sd	phi	converged	n	n_perm
T_NK_myeloid_Rest	T	Rest	-0.5259743479832649	0.0033333333333333335	-0.08453404933905201	9.627175200111216	True	65	299
T_NK_myeloid_Rest	NK	Rest	-0.3307959085747167	0.013333333333333334	-0.005659553439497658	9.627175200111216	True	65	299
T_NK_myeloid_Rest	myeloid	Rest	-0.27006547893005595	0.02	-0.005531910054729805	9.627175200111216	True	65	299
T_NK_myeloid_Rest	Rest	Rest	0.0		0.09572551283327962	9.627175200111216	True	65	299
within_T_NK_myeloid	T	myeloid	-0.2859821532726032	0.023333333333333334	-0.05509862642388019	11.490933022930093	True	65	299
within_T_NK_myeloid	NK	myeloid	-0.1652213206195461	0.12	0.002226632886638727	11.490933022930093	True	65	299
within_T_NK_myeloid	myeloid	myeloid	0.0		0.052871993537241535	11.490933022930093	True	65	299
