simplex	balance	model	n	beta_per_sd	se_hc1	p_hc1	p_perm	null_sd
T_NK_myeloid_Rest	immune_focus_vs_rest	continuous_z	65	-0.3752940756107304	0.16662995106837422	0.02797711619870375	0.002	0.1287967685569874
T_NK_myeloid_Rest	lymphoid_vs_myeloid	continuous_z	65	-0.18113963464538393	0.08190500730307161	0.030815930087660915	0.0445	0.09235253463557881
T_NK_myeloid_Rest	T_vs_NK	continuous_z	65	-0.11988506539558096	0.15333569373754988	0.4373789600807929	0.2015	0.09399385213612461
within_T_NK_myeloid	lymphoid_vs_myeloid	continuous_z	65	-0.18113963464538393	0.08190500730307163	0.030815930087660915	0.0505	0.09056403122875549
within_T_NK_myeloid	T_vs_NK	continuous_z	65	-0.11988506539558091	0.15333569373754988	0.43737896008079297	0.21	0.09483323318513387
