dataset	unit_id	mal_CLDN4_pct	cldn4_quartile	cldn4_z_within_cohort	ilr4_immune_focus_vs_rest	ilr4_lymphoid_vs_myeloid	ilr4_T_vs_NK	ilr3_lymphoid_vs_myeloid	ilr3_T_vs_NK
GSE123902	LX255B	35.0877192982456	Q2	-0.4973489248895141	-0.6312096159128531	0.0978504116150982	1.001623995319469	0.09785041161509803	1.001623995319469
GSE123902	LX653	71.7241379310345	Q4	1.101764142124234	-1.8761257281885713	-0.608584870841168	1.7881322245996691	-0.6085848708411681	1.7881322245996694
GSE123902	LX661	58.974358974359	Q3	0.5452594702153499	0.18671181699154954	1.1877620746692956	2.0642653321683047	1.1877620746692954	2.064265332168305
GSE123902	LX666	67.175572519084	Q3	0.9032275313457168	-1.8447116418062988	-0.17464905224063046	1.2511713664496638	-0.17464905224063026	1.2511713664496638
GSE123902	LX675	31.3915857605178	Q1	-0.6586784341095683	-0.5454517527486438	-0.16272273635508655	1.7079288390980802	-0.16272273635508672	1.7079288390980802
GSE123902	LX676	42.1768707482993	Q2	-0.18792035242324945	-0.8471630929420151	1.1383287905764843	1.8737912388980122	1.1383287905764843	1.8737912388980122
GSE123902	LX679	43.2595573440644	Q2	-0.14066305088070505	-1.1233593968148594	0.07336098665406186	0.9918653404604212	0.07336098665406186	0.9918653404604212
GSE123902	LX680	73.2558139534884	Q4	1.1686190158630543	-1.0323568197580784	0.19989335573265507	1.2700329841362463	0.19989335573265507	1.2700329841362463
GSE123902	LX681	63.2974316487158	Q3	0.7339537329516905	-2.886024129139664	-0.6870535768529947	1.8084937460679922	-0.6870535768529947	1.8084937460679917
GSE123902	LX682	18.7648456057007	Q1	-1.2098126860062353	-0.1916597689872097	0.20969729156268269	1.7609176989650852	0.20969729156268269	1.760917698965085
GSE123902	LX684	72.8323699421965	Q4	1.1501364546063821	-1.5118977205661162	-0.4432088885617464	1.8072647963236004	-0.4432088885617462	1.8072647963236004
GSE123902	LX699	15.2173913043478	Q1	-1.3646526168626458	0.42747041418798404	1.1300521011515576	2.022842787830662	1.1300521011515579	2.022842787830662
GSE123902	LX701	11.1111111111111	Q1	-1.5438842819345078	-0.683408114315204	-0.1068600396399436	1.2819738150446605	-0.10686003963994342	1.2819738150446605
GSE131907	BRONCHO_11	80.7881773399015	Q2	0.38390586304794644	-1.6290041504814838	-1.335393536205144	2.3947064424421396	-1.3353935362051441	2.3947064424421396
GSE131907	BRONCHO_58	72.1739130434783	Q2	0.053277233237697445	-0.4225296948572835	-0.13427070673381547	1.6570599163548028	-0.13427070673381547	1.6570599163548028
GSE131907	EBUS_06	71.1635750421585	Q2	0.014498916538000693	-1.368935411503642	-0.4194844748969713	1.1422120973103247	-0.4194844748969716	1.1422120973103247
GSE131907	EBUS_10	84.4686648501362	Q3	0.5251685989786169	-1.7927317653376922	-1.0631671565122969	2.6657395343666392	-1.0631671565122967	2.6657395343666384
GSE131907	EBUS_12	88.3268482490272	Q3	0.6732515747077971	-0.5111738480920641	-2.7232850517173306	1.8467525101253963	-2.7232850517173306	1.846752510125396
GSE131907	EBUS_13	0.265957446808511	Q1	-2.7066600072826446	-3.097673949496913	-1.0238069901294038	4.696332585688281	-1.0238069901294038	4.696332585688281
GSE131907	EBUS_15	47.265625	Q1	-0.9027409319065646	-0.17320950810950578	-0.2918411471689447	0.5404583008985442	-0.2918411471689447	0.5404583008985442
GSE131907	EBUS_19	94.0092165898618	Q4	0.8913495566082797	0.3121580992337242	0.34499990068883246	1.0909640945874268	0.34499990068883246	1.0909640945874268
GSE131907	EBUS_28	96.3362068965517	Q4	0.9806630011704662	-3.66558664540705	-1.008702314943011	2.2331277958809164	-1.008702314943011	2.2331277958809164
GSE131907	EBUS_49	49.1228070175439	Q1	-0.8314594475407165	0.10049165546356341	0.5104062429794426	0.5979353730930185	0.5104062429794428	0.5979353730930187
GSE131907	EBUS_51	85.3696498054475	Q3	0.5597497786363984	-0.7251016828947758	-0.1907040828499651	0.18273168053286407	-0.19070408284996518	0.18273168053286423
GSE131907	NS_02	58.5635359116022	Q1	-0.46910984329783584	0.18953476683649742	-0.4678355017958405	0.13197011659419253	-0.4678355017958406	0.13197011659419236
GSE131907	NS_03	93.1441208993734	Q4	0.8581458617878539	-3.055274978328508	-0.2571996731643945	0.1458103975733973	-0.25719967316439446	0.14581039757339717
GSE131907	NS_04	89.3409275834011	Q4	0.7121734894883952	-2.3667741102008724	-1.6218998242640463	1.1975558358483687	-1.6218998242640468	1.1975558358483687
GSE131907	NS_06	60.2409638554217	Q1	-0.40472759501915867	-0.025921150522961817	-0.7427232936391714	0.5704243698194608	-0.7427232936391714	0.5704243698194611
GSE131907	NS_07	90.407204385278	Q4	0.7530988228508042	-3.2985726055716658	-1.212979843003733	0.8285988226029035	-1.212979843003733	0.8285988226029039
GSE131907	NS_12	86.3393810032017	Q3	0.5969695441514697	-3.862237180491116	-2.6378945277464108	0.24847582867769366	-2.637894527746411	0.24847582867769397
GSE131907	NS_13	72.4112426035503	Q2	0.062386304489743895	-1.626424510994257	-0.47682723998350507	2.4043945897731023	-0.47682723998350485	2.4043945897731023
GSE131907	NS_16	11.3924050632911	Q1	-2.2796099420065397	-1.6069198422827276	-0.5407514731580727	1.903240780361042	-0.5407514731580725	1.9032407803610416
GSE131907	NS_17	88.2194244604317	Q3	0.6691284855140859	-1.6871139879656358	-1.4949734177812177	1.836232260164746	-1.494973417781218	1.8362322601647463
GSE131907	NS_19	67.1523178807947	Q2	-0.1394592641541032	-0.9931390255933245	-2.1743558664297264	1.2139209265588928	-2.174355866429726	1.2139209265588928
GSE205335	P0031	59.2476489028213	Q2	-0.2157291475337461	-0.9362655592109833	0.5664778781506794	1.9294053120841073	0.5664778781506791	1.9294053120841073
GSE205335	P1006	74.1809672386895	Q3	0.5746840320471319	-0.5977949012548658	-0.3311387530319654	1.7187752913169516	-0.3311387530319656	1.7187752913169518
GSE205335	P1015	41.5807560137457	Q1	-1.1508290809643948	-0.3510187925033391	-0.33355425161069757	0.4734118207574346	-0.33355425161069757	0.4734118207574347
GSE205335	P1016	82.6461769115442	Q4	1.0227434079240125	-2.6702098175440967	-0.6772278807206179	1.8008362429397093	-0.6772278807206179	1.8008362429397091
GSE205335	P1017	64.3183897529735	Q3	0.052662666532971775	-1.3499973577077402	0.04843925446774389	1.5929756335447414	0.04843925446774426	1.5929756335447414
GSE205335	P1018	67.0338983050847	Q3	0.19639319584861126	-0.9803570316811906	0.08737763231085516	1.8585452890230219	0.08737763231085534	1.858545289023022
GSE205335	P1025	92.8571428571429	Q4	1.563204802915329	-2.6880611042693605	-0.03951377275442049	1.220119881180742	-0.03951377275442049	1.2201198811807419
GSE205335	P1027	78.0728376327769	Q3	0.7806788138846446	-0.7718709461602872	0.8218890012048692	1.2170672655729995	0.8218890012048692	1.2170672655729995
GSE205335	P1030	61.6915422885572	Q3	-0.08637507510789454	-2.1921846480965397	-0.10296045935463653	1.2128744072851925	-0.10296045935463671	1.2128744072851925
GSE205335	P1037	86.0528466357941	Q4	1.2030567574398234	-3.1403119153392147	0.17666455847663037	2.2171292224546986	0.17666455847663	2.2171292224546986
GSE205335	P1056	49.7066219614417	Q2	-0.7207310012134576	-1.7560734223002064	-0.2696635454920883	1.6714342436068756	-0.2696635454920883	1.6714342436068756
GSE205335	P1062	45.2127659574468	Q1	-0.9585885846927237	-0.4784675545584698	-0.10190602147806815	2.2368259879509087	-0.10190602147806833	2.2368259879509087
GSE205335	P1063	35.1145038167939	Q1	-1.4930846228347117	-0.4530544893294476	1.0791490928099225	1.727305688806321	1.0791490928099225	1.7273056888063207
GSE205335	P1072	58.8669950738916	Q2	-0.23587696709246336	-0.7921460442120171	0.5455791482728521	0.5293468477886848	0.5455791482728524	0.5293468477886847
GSE205335	P1076	59.3639575971731	Q2	-0.20957298566484006	-1.240215289824275	-0.5686399657816213	1.432549047521789	-0.5686399657816212	1.432549047521789
GSE205335	P1079	51.3812154696133	Q2	-0.6320955921550286	-1.3313757094295566	0.4806972763897647	1.2466330253972853	0.4806972763897649	1.246633025397285
GSE205335	P1084	86.734693877551	Q4	1.2391465958952887	-0.1672379615305514	0.3929809421210286	1.5228023756824884	0.3929809421210288	1.5228023756824887
GSE205335	P1089	87.7704609595484	Q4	1.2939692370640896	-1.9233746657627642	-0.4519601707032171	1.0835081419157118	-0.451960170703217	1.0835081419157118
GSE205335	P1090	38.1625441696113	Q1	-1.3317533491971196	-1.9446678531919508	-0.8481820162631417	2.3606669757519594	-0.8481820162631422	2.3606669757519594
GSE205335	P1115	88.8829928362961	Q4	1.3528550009852338	-3.607664915819704	-1.3862401734634222	2.8885610195287326	-1.3862401734634222	2.888561019528732
GSE205335	P1119	36.088379705401	Q1	-1.4415378520287747	-1.7167603151941246	-0.4222719227751212	1.7005432740984956	-0.4222719227751212	1.7005432740984956
GSE205335	P4001	48.1481481481481	Q1	-0.8032202520519791	-0.2743290938574519	1.2373531248828011	1.7413030034878407	1.237353124882801	1.7413030034878407
GSE189357	TD1	56.1299176578225	Q3	0.5254377845828113	-0.5764960168479276	0.9620704979369958	1.6886140032480006	0.9620704979369961	1.6886140032480004
GSE189357	TD2	35.6255178127589	Q1	-0.782699065504643	-0.042675923869021797	0.058242170523742406	2.0078344318723325	0.058242170523742406	2.0078344318723325
