scope	cohort	compartment	n_units_full	n_q1	n_q4	n_compared	n_unique_patients_tails	unit_type	median_frac_q1	median_frac_q4	delta_median_frac	logit_delta_q4_minus_q1	logit_t	logit_df	logit_se	logit_p	asin_delta	asin_p	frac_mwu_p	frac_r_rb	note	q_bh	bh_family	q_bh_winpair	logit_t_moderated	logit_p_moderated	ebayes_d0	ebayes_s0_2	recovery_q10
cohort	GSE131907	TNK	21	6	5	11	11	sample	0.3901695415186815	0.0484949832775919	-0.3416745582410896	-1.9097890110532314	-2.4011901403767015	4.592117038724261	0.7953510132078176	0.06602585588588282	-0.3269653815739942	0.09507043565041857	0.12554112554112554	-0.6	within-cohort CLDN4 %pos quartiles; propeller logit + Welch	0.08803447451451042	primary_4_cohort_TNK_B		-2.4011901403767015	0.06602585588588282			True
cohort	GSE131907	B	21	6	5	11	11	sample	0.08393550233523925	0.0053511705685618	-0.07858433176667745	-2.923809233403642	-3.5422523756954973	8.604426570203952	0.8254096329964552	0.006757173745746623	-0.2741400007177224	0.03835491370799495	0.017316017316017316	-0.8666666666666667	within-cohort CLDN4 %pos quartiles; propeller logit + Welch	0.027028694982986493	primary_4_cohort_TNK_B		-3.5422523756954973	0.006757173745746623			True
cohort	GSE131907	CD8	21	6	5	11	11	sample	0.0903080839835496	0.0079120030876109	-0.0823960808959387	-2.2134119665111918	-2.383218342616073	4.958250798823469	0.9287491317650385	0.06334125739211507	-0.16587291914083604	0.11474142272387673	0.08225108225108226	-0.6666666666666667	within-cohort CLDN4 %pos quartiles; propeller logit + Welch				-2.383218342616073	0.06334125739211507			False
cohort	GSE205335	TNK	22	6	6	12	12	patient	0.5142311424633497	0.11640665785333909	-0.3978244846100106	-1.6816434568329741	-2.60834657354539	9.794283792771834	0.6447162635091102	0.026532712049745163	-0.35300916767819535	0.03549779221913723	0.025974025974025976	-0.7777777777777778	within-cohort CLDN4 %pos quartiles; propeller logit + Welch	0.053065424099490326	primary_4_cohort_TNK_B		-2.60834657354539	0.026532712049745163			True
cohort	GSE205335	B	22	6	6	12	12	patient	0.06267847690042999	0.03449161861160825	-0.02818685828882174	-0.39505843423487885	-0.6983848702812842	7.882094248007221	0.5656743882148588	0.5050154757875018	-0.061442173511325054	0.3744372733874616	0.8181818181818182	-0.11111111111111116	within-cohort CLDN4 %pos quartiles; propeller logit + Welch	0.5050154757875018	primary_4_cohort_TNK_B		-0.6983848702812839	0.5050154757875019			False
cohort	GSE205335	CD8	22	6	6	12	12	patient	0.1899768467296828	0.018831775843531448	-0.17114507088615133	-1.9974841034223683	-3.2500856659419735	5.678250753454378	0.614594293422551	0.018894788875540598	-0.22524079736807964	0.016684684010814466	0.06493506493506493	-0.6666666666666667	within-cohort CLDN4 %pos quartiles; propeller logit + Welch				-3.2500856659419735	0.018894788875540598			False
winpair	GSE131907+GSE205335	TNK	43	12	11	23	22	sample+patient	0.40910552869265404	0.1047463175122749	-0.3043592111803791	-1.7902841969378591	-3.7847068666858203	20.0	0.473031138209541	0.0011632974947439934			0.005105016420149752	-0.696969696969697	OLS logit ~ Q4 + cohort; winning-pair propeller			0.00174494624211599	-3.7847068666858203	0.0011632974947439934			False
winpair	GSE131907+GSE205335	B	43	12	11	23	22	sample+patient	0.07705655098415179	0.0229702069592904	-0.054086344024861385	-1.5992254814580986	-2.8759082989839437	20.0	0.5560766600322771	0.00934267182074915			0.028898088924363848	-0.5454545454545454	OLS logit ~ Q4 + cohort; winning-pair propeller			0.00934267182074915	-2.8759082989839437	0.00934267182074915			False
winpair	GSE131907+GSE205335	CD8	43	12	11	23	22	sample+patient	0.14239754316747824	0.0147828064589492	-0.12761473670852905	-2.1003068953694264	-4.133616176211594	20.0	0.5081039955902076	0.0005147252689447594			0.007423145667491824	-0.6666666666666667	OLS logit ~ Q4 + cohort; winning-pair propeller			0.0015441758068342783	-4.133616176211594	0.0005147252689447594			False
