ligand	receptor	pathway	source	score	ligand_mean	receptor_mean	ligand_frac	receptor_frac	pass_expr_prop	cohort	unit	patient	q_pct	n_mal	n_tnk
HLA-A	CD8A	MHC_I	curated_overlay	1.1018086820840836	1.8011877536773682	0.40242961049079895	0.8817733990147784	0.19530284301606923	True	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-B	CD8A	MHC_I	curated_overlay	1.1967040449380875	1.990978479385376	0.40242961049079895	0.8817733990147784	0.19530284301606923	True	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-C	CD8A	MHC_I	curated_overlay	0.9752026945352554	1.547975778579712	0.40242961049079895	0.8374384236453202	0.19530284301606923	True	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-A	CD8B	MHC_I	curated_overlay	1.0637433528900146	1.8011877536773682	0.32629895210266113	0.8817733990147784	0.1668726823238566	True	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-B	CD8B	MHC_I	curated_overlay	1.1586387157440186	1.990978479385376	0.32629895210266113	0.8817733990147784	0.1668726823238566	True	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-C	CD8B	MHC_I	curated_overlay	0.9371373653411865	1.547975778579712	0.32629895210266113	0.8374384236453202	0.1668726823238566	True	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRD1	MHC_I	curated_overlay	0.5315364226698875	0.8677822947502136	0.19529055058956146	0.7635467980295566	0.08529048207663782	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL19	CCR7	T_recruit	cellphonedb_v5	0.09882138931425288	0.001873245113529265	0.1957695335149765	0.008695652173913044	0.11060802069857698	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL21	CCR7	T_recruit	cellphonedb_v5	0.10703655052930117	0.01830356754362583	0.1957695335149765	0.04565217391304348	0.11060802069857698	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL3	CCR1	T_recruit	cellphonedb_v5	0.11384392715990543	0.20941025018692017	0.0182776041328907	0.44782608695652176	0.012289780077619664	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL3	CCR5	T_recruit	cellphonedb_v5	0.17444004863500595	0.20941025018692017	0.13946984708309174	0.44782608695652176	0.08473479948253558	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL4	CCR5	T_recruit	cellphonedb_v5	0.25106170028448105	0.36265355348587036	0.13946984708309174	0.55	0.08473479948253558	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL5	CCR1	T_recruit	cellphonedb_v5	0.0887197945266962	0.1591619849205017	0.0182776041328907	0.30217391304347824	0.012289780077619664	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL5	CCR5	T_recruit	cellphonedb_v5	0.14931591600179672	0.1591619849205017	0.13946984708309174	0.30217391304347824	0.08473479948253558	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CX3CL1	CX3CR1	T_recruit	cellphonedb_v5	0.19108308479189873	0.312466025352478	0.06970014423131943	0.45652173913043476	0.03945666235446313	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CXCL10	CXCR3	T_recruit	cellphonedb_v5	0.31556026078760624	0.03478999808430672	0.5963305234909058	0.05434782608695652	0.32664941785252266	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CXCL11	CXCR3	T_recruit	cellphonedb_v5	0.30344404792413116	0.010557572357356548	0.5963305234909058	0.02391304347826087	0.32664941785252266	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CXCL12	CXCR4	T_recruit	cellphonedb_v5	1.4056001733988523	0.03873559460043907	2.7724647521972656	0.0891304347826087	0.9223803363518758	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CXCL13	CXCR5	T_recruit	cellphonedb_v5	0.014066661708056927	0.01015755906701088	0.017975764349102974	0.030434782608695653	0.012289780077619664	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CXCL16	CXCR6	T_recruit	cellphonedb_v5	0.23925338685512543	0.13759684562683105	0.3409099280834198	0.2956521739130435	0.18175937904269082	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CXCL9	CXCR3	T_recruit	cellphonedb_v5	0.31764383986592293	0.038957156240940094	0.5963305234909058	0.058695652173913045	0.32664941785252266	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5	1.3734939428977668	2.7354917526245117	0.011496133171021938	0.9434782608695652	0.00646830530401035	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5	1.4037369508296251	2.77140212059021	0.0360717810690403	0.9347826086956522	0.019404915912031046	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5	1.2621411178261042	2.485121488571167	0.039160747081041336	0.9347826086956522	0.02199223803363519	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5	1.259118976071477	2.485121488571167	0.03311646357178688	0.9347826086956522	0.018111254851228976	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRC1	MHC_I	cellphonedb_v5	0.6054914817214012	1.0844553709030151	0.1265275925397873	0.7847826086956522	0.06144890038809832	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5	0.6054914817214012	1.0844553709030151	0.1265275925397873	0.7847826086956522	0.06144890038809832	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRC2	MHC_I	cellphonedb_v5	0.5719941630959511	1.0844553709030151	0.059532955288887024	0.7847826086956522	0.03040103492884864	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5	0.5719941630959511	1.0844553709030151	0.059532955288887024	0.7847826086956522	0.03040103492884864	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5	0.5427410771371797	1.0844553709030151	0.0010267833713442087	0.7847826086956522	0.000646830530401035	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRK1	MHC_I	cellphonedb_v5	0.5504558552056551	1.0844553709030151	0.01645633950829506	0.7847826086956522	0.009055627425614488	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-F	KIR3DL1	MHC_I	cellphonedb_v5	0.1575971725396812	0.30369821190834045	0.011496133171021938	0.48478260869565215	0.00646830530401035	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-F	KIR3DL2	MHC_I	cellphonedb_v5	0.16988499648869038	0.30369821190834045	0.0360717810690403	0.48478260869565215	0.019404915912031046	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-F	LILRB1	MHC_I	cellphonedb_v5	0.16275740787386894	0.30369821190834045	0.02181660383939743	0.48478260869565215	0.0129366106080207	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-F	LILRB2	MHC_I	cellphonedb_v5	0.15262381854699925	0.30369821190834045	0.0015494251856580377	0.48478260869565215	0.00129366106080207	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-G	LILRB1	MHC_I	cellphonedb_v5	0.01489257300272584	0.007968542166054249	0.02181660383939743	0.02826086956521739	0.0129366106080207	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-G	LILRB2	MHC_I	cellphonedb_v5	0.004758983675856143	0.007968542166054249	0.0015494251856580377	0.02826086956521739	0.00129366106080207	False	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-A	CD8A	MHC_I	curated_overlay	1.71706223487854	2.7354917526245117	0.6986327171325684	0.9434782608695652	0.3182406209573092	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-B	CD8A	MHC_I	curated_overlay	1.7350174188613892	2.77140212059021	0.6986327171325684	0.9347826086956522	0.3182406209573092	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-C	CD8A	MHC_I	curated_overlay	1.5918771028518677	2.485121488571167	0.6986327171325684	0.9347826086956522	0.3182406209573092	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-A	CD8B	MHC_I	curated_overlay	1.6603383123874664	2.7354917526245117	0.5851848721504211	0.9434782608695652	0.27490297542043984	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-B	CD8B	MHC_I	curated_overlay	1.6782934963703156	2.77140212059021	0.5851848721504211	0.9347826086956522	0.27490297542043984	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-C	CD8B	MHC_I	curated_overlay	1.535153180360794	2.485121488571167	0.5851848721504211	0.9347826086956522	0.27490297542043984	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
HLA-E	KLRD1	MHC_I	curated_overlay	0.7518115788698196	1.0844553709030151	0.41916778683662415	0.7847826086956522	0.17981888745148772	True	GSE131907	BRONCHO_58	P1058	Q2	460	1546
CCL19	CCR7	T_recruit	cellphonedb_v5	0.08885134011507034	0.0	0.17770268023014069	0.0	0.10147299509001637	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL21	CCR7	T_recruit	cellphonedb_v5	0.08885134011507034	0.0	0.17770268023014069	0.0	0.10147299509001637	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL3	CCR1	T_recruit	cellphonedb_v5	0.07376095093786716	0.13919919729232788	0.008322704583406448	0.20657672849915684	0.004909983633387889	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL3	CCR5	T_recruit	cellphonedb_v5	0.0921640582382679	0.13919919729232788	0.045128919184207916	0.20657672849915684	0.02618657937806874	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL4	CCR5	T_recruit	cellphonedb_v5	0.0855223648250103	0.12591581046581268	0.045128919184207916	0.1821247892074199	0.02618657937806874	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL5	CCR1	T_recruit	cellphonedb_v5	0.046304261311888695	0.08428581804037094	0.008322704583406448	0.11467116357504216	0.004909983633387889	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL5	CCR5	T_recruit	cellphonedb_v5	0.06470736861228943	0.08428581804037094	0.045128919184207916	0.11467116357504216	0.02618657937806874	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CX3CL1	CX3CR1	T_recruit	cellphonedb_v5	0.09801475703716278	0.0	0.19602951407432556	0.0	0.09983633387888707	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CXCL10	CXCR3	T_recruit	cellphonedb_v5	0.11081165540963411	0.008383000269532204	0.21324031054973602	0.012647554806070826	0.12274959083469722	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CXCL11	CXCR3	T_recruit	cellphonedb_v5	0.10688213055254892	0.0005239505553618073	0.21324031054973602	0.002529510961214165	0.12274959083469722	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CXCL12	CXCR4	T_recruit	cellphonedb_v5	0.7346234315773472	0.0021400440018624067	1.467106819152832	0.002529510961214165	0.6399345335515548	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CXCL13	CXCR5	T_recruit	cellphonedb_v5	0.003885007434291765	0.0006602168432436883	0.007109798025339842	0.002529510961214165	0.004909983633387889	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CXCL16	CXCR6	T_recruit	cellphonedb_v5	0.0559694766998291	0.042673200368881226	0.06926575303077698	0.081787521079258	0.03600654664484452	False	GSE131907	EBUS_06	P1006	Q2	1186	611
CXCL9	CXCR3	T_recruit	cellphonedb_v5	0.10790862119756639	0.002576931845396757	0.21324031054973602	0.00505902192242833	0.12274959083469722	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5	0.0835208622738719	0.15403535962104797	0.013006364926695824	0.20994940978077573	0.008183306055646482	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5	0.13716880604624748	0.21114270389080048	0.06319490820169449	0.28330522765598654	0.03436988543371522	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5	0.09223289974033833	0.1405133306980133	0.043952468782663345	0.19139966273187184	0.022913256955810146	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5	0.10200509056448936	0.1405133306980133	0.06349685043096542	0.19139966273187184	0.03273322422258593	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRC1	MHC_I	cellphonedb_v5	0.3288705162703991	0.547834575176239	0.10990645736455917	0.4957841483979764	0.049099836333878884	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5	0.3288705162703991	0.547834575176239	0.10990645736455917	0.4957841483979764	0.049099836333878884	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRC2	MHC_I	cellphonedb_v5	0.2739172875881195	0.547834575176239	0.0	0.4957841483979764	0.0	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5	0.2739172875881195	0.547834575176239	0.0	0.4957841483979764	0.0	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5	0.27753601619042456	0.547834575176239	0.007237457204610109	0.4957841483979764	0.004909983633387889	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRK1	MHC_I	cellphonedb_v5	0.2739172875881195	0.547834575176239	0.0	0.4957841483979764	0.0	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-F	KIR3DL1	MHC_I	cellphonedb_v5	0.008916359161958098	0.004826353397220373	0.013006364926695824	0.01011804384485666	0.008183306055646482	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-F	KIR3DL2	MHC_I	cellphonedb_v5	0.03401063079945743	0.004826353397220373	0.06319490820169449	0.01011804384485666	0.03436988543371522	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-F	LILRB1	MHC_I	cellphonedb_v5	0.02856317418627441	0.004826353397220373	0.052299994975328445	0.01011804384485666	0.029459901800327332	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-F	LILRB2	MHC_I	cellphonedb_v5	0.003977471613325179	0.004826353397220373	0.003128589829429984	0.01011804384485666	0.0016366612111292963	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-G	LILRB1	MHC_I	cellphonedb_v5	0.0437298696488142	0.03515974432229996	0.052299994975328445	0.05396290050590219	0.029459901800327332	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-G	LILRB2	MHC_I	cellphonedb_v5	0.01914416707586497	0.03515974432229996	0.003128589829429984	0.05396290050590219	0.0016366612111292963	False	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-A	CD8A	MHC_I	curated_overlay	0.3026643842458725	0.15403535962104797	0.451293408870697	0.20994940978077573	0.220949263502455	True	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-B	CD8A	MHC_I	curated_overlay	0.33121805638074875	0.21114270389080048	0.451293408870697	0.28330522765598654	0.220949263502455	True	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-C	CD8A	MHC_I	curated_overlay	0.29590336978435516	0.1405133306980133	0.451293408870697	0.19139966273187184	0.220949263502455	True	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-A	CD8B	MHC_I	curated_overlay	0.2798052579164505	0.15403535962104797	0.405575156211853	0.20994940978077573	0.19967266775777415	True	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-B	CD8B	MHC_I	curated_overlay	0.30835893005132675	0.21114270389080048	0.405575156211853	0.28330522765598654	0.19967266775777415	True	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-C	CD8B	MHC_I	curated_overlay	0.27304424345493317	0.1405133306980133	0.405575156211853	0.19139966273187184	0.19967266775777415	True	GSE131907	EBUS_06	P1006	Q2	1186	611
HLA-E	KLRD1	MHC_I	curated_overlay	0.618160218000412	0.547834575176239	0.688485860824585	0.4957841483979764	0.3011456628477905	True	GSE131907	EBUS_06	P1006	Q2	1186	611
CCL19	CCR7	T_recruit	cellphonedb_v5	0.30394019559025764	0.015189684927463531	0.5926907062530518	0.021798365122615803	0.30915032679738563	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CCL21	CCR7	T_recruit	cellphonedb_v5	0.29827287211082876	0.0038550379686057568	0.5926907062530518	0.01634877384196185	0.30915032679738563	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CCL3	CCR1	T_recruit	cellphonedb_v5	0.1445498690009117	0.26464521884918213	0.024454519152641296	0.4904632152588556	0.016339869281045753	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CCL3	CCR5	T_recruit	cellphonedb_v5	0.18415643647313118	0.26464521884918213	0.10366765409708023	0.4904632152588556	0.06339869281045751	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CCL4	CCR5	T_recruit	cellphonedb_v5	0.16598374769091606	0.2282998412847519	0.10366765409708023	0.46866485013623976	0.06339869281045751	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CCL5	CCR1	T_recruit	cellphonedb_v5	0.04050922952592373	0.05656393989920616	0.024454519152641296	0.1335149863760218	0.016339869281045753	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CCL5	CCR5	T_recruit	cellphonedb_v5	0.0801157969981432	0.05656393989920616	0.10366765409708023	0.1335149863760218	0.06339869281045751	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CX3CL1	CX3CR1	T_recruit	cellphonedb_v5	0.029527178034186363	0.02858603186905384	0.030468324199318886	0.09809264305177112	0.016339869281045753	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CXCL10	CXCR3	T_recruit	cellphonedb_v5	0.2098067980259657	0.05504443868994713	0.36456915736198425	0.14713896457765668	0.2196078431372549	True	GSE131907	EBUS_10	P1010	Q3	367	1530
CXCL11	CXCR3	T_recruit	cellphonedb_v5	0.1856895585078746	0.006809959653764963	0.36456915736198425	0.01634877384196185	0.2196078431372549	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CXCL12	CXCR4	T_recruit	cellphonedb_v5	0.9438765645027161	0.0	1.8877531290054321	0.0	0.7673202614379085	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CXCL13	CXCR5	T_recruit	cellphonedb_v5	0.04063675459474325	0.028467578813433647	0.052805930376052856	0.043596730245231606	0.03333333333333333	False	GSE131907	EBUS_10	P1010	Q3	367	1530
CXCL16	CXCR6	T_recruit	cellphonedb_v5	0.2327200025320053	0.23627598583698273	0.2291640192270279	0.4822888283378747	0.1261437908496732	True	GSE131907	EBUS_10	P1010	Q3	367	1530
CXCL9	CXCR3	T_recruit	cellphonedb_v5	0.1959170363843441	0.02726491540670395	0.36456915736198425	0.07356948228882834	0.2196078431372549	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5	1.1811617510393262	2.3494715690612793	0.012851933017373085	0.9482288828337875	0.00718954248366013	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5	1.0792623907327652	2.1119165420532227	0.04660823941230774	0.9346049046321526	0.025490196078431372	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5	0.9142186492681503	1.8111034631729126	0.01733383536338806	0.9100817438692098	0.011764705882352941	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5	0.9185457099229097	1.8111034631729126	0.025987956672906876	0.9100817438692098	0.01437908496732026	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-E	KLRC1	MHC_I	cellphonedb_v5	0.5933060795068741	1.005908489227295	0.18070366978645325	0.8147138964577657	0.0784313725490196	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5	0.5933060795068741	1.005908489227295	0.18070366978645325	0.8147138964577657	0.0784313725490196	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-E	KLRC2	MHC_I	cellphonedb_v5	0.5550149492919445	1.005908489227295	0.10412140935659409	0.8147138964577657	0.052941176470588235	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5	0.5550149492919445	1.005908489227295	0.10412140935659409	0.8147138964577657	0.052941176470588235	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5	0.5029542446136475	1.005908489227295	0.0	0.8147138964577657	0.0	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-E	KLRK1	MHC_I	cellphonedb_v5	0.5068503469228745	1.005908489227295	0.0077922046184539795	0.8147138964577657	0.00522875816993464	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-F	KIR3DL1	MHC_I	cellphonedb_v5	0.08183300960808992	0.15081408619880676	0.012851933017373085	0.3405994550408719	0.00718954248366013	False	GSE131907	EBUS_10	P1010	Q3	367	1530
HLA-F	KIR3DL2	MHC_I	cellphonedb_v5	0.09871116280555725	0.15081408619880676	0.04660823941230774	0.3405994550408719	0.025490196078431372	False	GSE131907	EBUS_10	P1010	Q3	367	1530
