ligand	receptor	pathway	source	score	ligand_mean	receptor_mean	ligand_frac	receptor_frac	pass_expr_prop	cohort	unit	patient	q_pct	n_mal	n_tnk
CCL19	CCR7	T_recruit	cellphonedb_v5	0.3873164411634207	0.0026031844317913055	0.77202969789505	0.009852216748768473	0.44128553770086526	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL21	CCR7	T_recruit	cellphonedb_v5	0.39383938256651163	0.015649067237973213	0.77202969789505	0.04926108374384237	0.44128553770086526	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL3	CCR1	T_recruit	cellphonedb_v5	0.34816304175183177	0.6823025345802307	0.014023548923432827	0.6995073891625616	0.011124845488257108	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL3	CCR5	T_recruit	cellphonedb_v5	0.37808922678232193	0.6823025345802307	0.07387591898441315	0.6995073891625616	0.042027194066749075	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL4	CCR5	T_recruit	cellphonedb_v5	0.2511766031384468	0.42847728729248047	0.07387591898441315	0.5615763546798029	0.042027194066749075	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL5	CCR1	T_recruit	cellphonedb_v5	0.03892692876979709	0.06383030861616135	0.014023548923432827	0.13793103448275862	0.011124845488257108	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CCL5	CCR5	T_recruit	cellphonedb_v5	0.06885311380028725	0.06383030861616135	0.07387591898441315	0.13793103448275862	0.042027194066749075	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CX3CL1	CX3CR1	T_recruit	cellphonedb_v5	0.04086782783269882	0.03716390207409859	0.04457175359129906	0.07881773399014778	0.02595797280593325	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CXCL10	CXCR3	T_recruit	cellphonedb_v5	0.178713608533144	0.039558298885822296	0.3178689181804657	0.07389162561576355	0.19406674907292953	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CXCL11	CXCR3	T_recruit	cellphonedb_v5	0.16262279590591788	0.007376673631370068	0.3178689181804657	0.009852216748768473	0.19406674907292953	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CXCL12	CXCR4	T_recruit	cellphonedb_v5	1.2271327520138584	0.0013257552636787295	2.452939748764038	0.0049261083743842365	0.9011124845488258	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CXCL13	CXCR5	T_recruit	cellphonedb_v5	0.047603811137378216	0.026377221569418907	0.06883040070533752	0.034482758620689655	0.04573547589616811	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CXCL16	CXCR6	T_recruit	cellphonedb_v5	0.27318955585360527	0.44690966606140137	0.09946944564580917	0.5960591133004927	0.05686032138442522	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
CXCL9	CXCR3	T_recruit	cellphonedb_v5	0.16039589454885572	0.0029228709172457457	0.3178689181804657	0.009852216748768473	0.19406674907292953	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5	0.9005938768386841	1.8011877536773682	0.0	0.8817733990147784	0.0	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5	0.9973728373879567	1.990978479385376	0.003767195390537381	0.8817733990147784	0.002472187886279357	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5	0.7767042627092451	1.547975778579712	0.005432746838778257	0.8374384236453202	0.003708281829419036	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5	0.7786310049705207	1.547975778579712	0.009286231361329556	0.8374384236453202	0.006180469715698393	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRC1	MHC_I	cellphonedb_v5	0.44489050190895796	0.8677822947502136	0.021998709067702293	0.7635467980295566	0.013597033374536464	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5	0.44489050190895796	0.8677822947502136	0.021998709067702293	0.7635467980295566	0.013597033374536464	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRC2	MHC_I	cellphonedb_v5	0.44672802090644836	0.8677822947502136	0.025673747062683105	0.7635467980295566	0.014833127317676144	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5	0.44672802090644836	0.8677822947502136	0.025673747062683105	0.7635467980295566	0.014833127317676144	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5	0.4338911473751068	0.8677822947502136	0.0	0.7635467980295566	0.0	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-E	KLRK1	MHC_I	cellphonedb_v5	0.4373458626214415	0.8677822947502136	0.006909430492669344	0.7635467980295566	0.003708281829419036	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-F	KIR3DL1	MHC_I	cellphonedb_v5	0.1390179544687271	0.2780359089374542	0.0	0.45320197044334976	0.0	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-F	KIR3DL2	MHC_I	cellphonedb_v5	0.1409015521639958	0.2780359089374542	0.003767195390537381	0.45320197044334976	0.002472187886279357	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-F	LILRB1	MHC_I	cellphonedb_v5	0.1430549742653966	0.2780359089374542	0.008074039593338966	0.45320197044334976	0.006180469715698393	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-F	LILRB2	MHC_I	cellphonedb_v5	0.14032514370046556	0.2780359089374542	0.0026143784634768963	0.45320197044334976	0.002472187886279357	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-G	LILRB1	MHC_I	cellphonedb_v5	0.007092504529282451	0.006110969465225935	0.008074039593338966	0.014778325123152709	0.006180469715698393	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
HLA-G	LILRB2	MHC_I	cellphonedb_v5	0.004362673964351416	0.006110969465225935	0.0026143784634768963	0.014778325123152709	0.002472187886279357	False	GSE131907	BRONCHO_11	P1011	Q2	203	809
