contrast	term	unit	n	median_nes	n_nes_pos	n_nes_neg	wilcoxon_p
all_20_signatures	HALLMARK_INTERFERON_GAMMA_RESPONSE	signature	20	1.1627935208420375	13	7	0.04405403137207031
cell_mean_of_guides	HALLMARK_INTERFERON_GAMMA_RESPONSE	cell	10	0.23985192680252154	8	2	0.10546875
cc_q75_ge_0.2_signatures	HALLMARK_INTERFERON_GAMMA_RESPONSE	signature	10	1.2234278454318597	7	3	0.130859375
all_20_signatures	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	signature	20	0.605502329071761	11	9	0.4523754119873047
cell_mean_of_guides	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	cell	10	0.32760283105625515	5	5	0.431640625
cc_q75_ge_0.2_signatures	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	signature	10	-0.8345100141170296	4	6	0.625
all_20_signatures	HALLMARK_INTERFERON_ALPHA_RESPONSE	signature	20	1.191098747930809	15	5	0.03623390197753906
cell_mean_of_guides	HALLMARK_INTERFERON_ALPHA_RESPONSE	cell	10	0.579853100420108	8	2	0.064453125
cc_q75_ge_0.2_signatures	HALLMARK_INTERFERON_ALPHA_RESPONSE	signature	10	1.3217407292478272	8	2	0.02734375
