nhood	n_cells	n_TNK	n_epithelial	n_malignant_like	frac_TNK	frac_epithelial	mean_TACSTD2_log1p_all	mean_TACSTD2_log1p_epi	mean_TACSTD2_log1p_tnk	index_lineage	index_cell	kth_distance	embedding	n_cells_da	n_samples_nonzero	testable	logFC	logCPM	F	PValue	FDR_BH	SpatialFDR	dispersion	ql_dispersion	ref_level	alt_level	n_samples	n_ref	n_alt	is_interface	tacstd2_high_epi_nhood	tnk_depleted_nhood	kept_composition	kept_da_enriched	tnk_rich_depleted_in_alt	keep_reason	contrast	epi_tacstd2_threshold	tnk_depleted_threshold
0	39	39	0	0	1.0	0.0	0.0		0.0	T	BD_immune01_66564	6.253851890563965	harmony	29.0	6	True	-1.8028730154879267	4.6385457423116305	1.6175913882811555	0.23220919260684225	0.745937174486435	0.7844299151242858	0.4245757443413487	2.011731057257098	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
1	44	44	0	0	1.0	0.0	0.047260035038178085		0.047260035038178085	NK	BD_immune01_647852	6.067204475402832	harmony	25.0	6	True	0.6566581931249071	4.539590103184316	0.2330195611477359	0.6396867803995778	0.9049188275564268	0.9301338360372898	0.47806309007049685	2.4884805632689186	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
2	50	50	0	0	1.0	0.0	0.027725887222397813		0.027725887222397813	NK	BD_immune01_566333	5.591763973236084	harmony	29.0	8	True	0.7651207052216177	5.941154879678006	0.530306467064776	0.48318167746586804	0.8431117928489037	0.8748808632091057	0.40372603504616045	1.759818153947966	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
3	55	54	0	0	0.9818181818181818	0.0	0.0		0.0	NK	BD_immune01_315641	5.271362781524658	harmony	37.0	8	True	2.2819922981011587	6.108220217298911	5.410916388496895	0.042327863602187016	0.7253809501709418	0.7599462021026872	0.38913291600888544	1.8350375476633336	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
4	50	48	0	0	0.96	0.0	0.013862943611198907		0.014440566261665526	NK	BD_immune01_244839	4.991816997528076	harmony	33.0	5	True	-2.5807700337599204	3.7983607233473022	1.9513723901504503	0.19266413059725426	0.7355031758510253	0.7723507225038451	0.5437833728660931	2.6514244360435404	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
5	46	46	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_185773	5.131018161773682	harmony	37.0	7	True	3.379892330763231	5.454659170159666	17.926941500024828	0.001732730108554082	0.7221229054688981	0.7440913108907988	0.2713569289580803	1.345810672334573	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
6	72	72	0	0	1.0	0.0	0.009627044174443685		0.009627044174443685	NK	BD_immune01_555399	4.538456916809082	harmony	64.0	8	True	1.4472592418206092	6.52133352738653	1.6687751238222845	0.22547935886109868	0.7402788646413787	0.7781976035867715	0.5721574531805226	2.2617243539377205	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
7	82	79	0	0	0.9634146341463414	0.0	0.0		0.0	NK	BD_immune01_32558	4.089267730712891	harmony	53.0	9	True	-2.2933714428681506	6.787456382083164	2.9453337120217924	0.11688576789558239	0.7253809501709418	0.7599462021026872	0.2659743872143948	2.704694131702475	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
8	54	54	0	0	1.0	0.0	0.012836058899258247		0.012836058899258247	NK	BD_immune01_22829	5.007774353027344	harmony	40.0	10	True	1.2951899872860224	7.237985045236687	1.7800760696798692	0.21172566324758824	0.7367905245811628	0.7733581495939286	0.48968399470476354	1.6155554921244732	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
9	115	115	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_145131	3.9926183223724365	harmony	99.0	12	True	0.7700723287633393	9.865167711286583	1.4541511572553825	0.25561959157903147	0.7507328468274237	0.7899275809107873	0.3417317287167183	1.16538716006973	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
10	97	96	0	0	0.9896907216494846	0.0	0.0		0.0	T	BD_immune01_853518	3.75131893157959	harmony	56.0	11	True	-0.823202875803745	8.349995490056509	0.6723145080797266	0.43135545117674934	0.8245326972516763	0.8587346568798249	0.32313251706377966	2.0384361052754874	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
11	85	85	0	0	1.0	0.0	0.0		0.0	T	BD_immune01_89457	3.923806667327881	harmony	54.0	10	True	0.29407518502679186	7.553449323748436	0.043895652271503195	0.838254531964001	0.9661978468950911	0.9773413832939228	0.40252065967914086	3.993318166849953	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
12	53	53	0	0	1.0	0.0	0.039234746069430865		0.039234746069430865	NK	BD_immune01_24678	5.427778720855713	harmony	38.0	7	True	1.09165019568917	5.509424483590721	0.9183029511983877	0.3605157954939526	0.7979633842166219	0.8345275604146597	0.5116876808526284	2.0815596422514475	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
13	49	49	0	0	1.0	0.0	0.0		0.0	T	BD_immune01_23875	4.347189903259277	harmony	36.0	9	True	0.7176427367118576	6.8938773945808975	0.7371771585757272	0.41067436331046625	0.8139231107436133	0.8503201000421451	0.5291054275144883	1.0700568674483992	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
14	70	66	0	0	0.9428571428571428	0.0	0.0		0.0	T	BD_immune01_417691	4.470379829406738	harmony	37.0	10	True	0.8162661368132265	7.262727181603862	0.40498849530734776	0.5388168427707243	0.8662593335462652	0.8974447626197368	0.21974783185833768	4.058120449326031	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
15	76	76	0	0	1.0	0.0	0.009120357638946648		0.009120357638946648	NK	BD_immune01_528344	4.426528453826904	harmony	55.0	10	True	1.2012072285983575	7.804068389518872	2.0838070016546686	0.17945515336155116	0.7308272934513476	0.7631880858853125	0.4756538885978281	1.3463370707389481	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
16	50	50	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_154854	5.154417037963867	harmony	45.0	10	True	1.3118129286538036	7.510425866993231	1.5314413844987886	0.24416568025820537	0.7482627465130033	0.7860635474258317	0.26038371264468907	2.87867106996443	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
17	57	57	0	0	1.0	0.0	0.012160476851928864		0.012160476851928864	NK	BD_immune01_407616	4.241403102874756	harmony	33.0	8	True	0.8337987751291592	6.078385653125082	0.5427252481007339	0.47823247153393256	0.8424418571023231	0.8746527975172872	0.33034503549026417	2.4395171448996953	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.51632594758476	0.06868022328548644
