nhood	n_cells	n_TNK	n_epithelial	n_malignant_like	frac_TNK	frac_epithelial	mean_TACSTD2_log1p_all	mean_TACSTD2_log1p_epi	mean_TACSTD2_log1p_tnk	index_lineage	index_cell	kth_distance	embedding	n_cells_da	n_samples_nonzero	testable	logFC	logCPM	F	PValue	FDR_BH	SpatialFDR	dispersion	ql_dispersion	ref_level	alt_level	n_samples	n_ref	n_alt	is_interface	tacstd2_high_epi_nhood	tnk_depleted_nhood	kept_composition	kept_da_enriched	tnk_rich_depleted_in_alt	keep_reason	contrast	epi_tacstd2_threshold	tnk_depleted_threshold
5073	39	3	30	10	0.07692307692307693	0.7692307692307693	0.2977846931467608	0.3178053830347946	0.46209812037329684	epithelial	BD_immune02_196980	14.12819766998291	pca	30.0	4	True	-1.7662766934172405	3.0414000528076457	0.466626779763793	0.5100588767725437	0.7475813253233315	0.7642492428527593	0.6289690429586435	6.204109068730486	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5083	62	4	56	30	0.06451612903225806	0.9032258064516129	1.9774516731461556	1.9833100311334657	1.961940634368402	epithelial	BD_immune03_480613	8.471220016479492	pca	62.0	1	False		1.066018385215532					0.6439423776644329	1.476908466462382	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5085	74	3	70	48	0.04054054054054054	0.9459459459459459	1.6003581605754391	1.6222709918875273	0.8549831191538456	epithelial	BD_immune03_419639	8.880736351013184	pca	74.0	1	False		1.0872870579229					0.6439423776644329	1.5265116615126648	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5086	87	3	82	59	0.034482758620689655	0.9425287356321839	1.7221989283548025	1.7428729672955672	1.4769389329477711	epithelial	BD_immune03_139313	6.529478549957275	pca	87.0	1	False		1.1067424467568323					0.6439423776644329	1.5675751220787213	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5092	78	3	74	50	0.038461538461538464	0.9487179487179487	1.5703794346320576	1.5894873169033097	0.8549831191538456	epithelial	BD_immune03_628173	8.999481201171875	pca	78.0	1	False		1.0936154007634613					0.6439423776644329	1.5403174335314036	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5096	66	4	61	39	0.06060606060606061	0.9242424242424242	1.5488061499599675	1.515759017595078	1.9534989187506977	NK	BD_immune03_53055	7.293303489685059	pca	66.0	1	False		1.0735338420632063					0.6439423776644329	1.4950014256969029	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5110	71	3	67	42	0.04225352112676056	0.9436619718309859	1.6797061564767763	1.6871128483847724	1.3417838969117162	epithelial	BD_immune03_117409	9.581056594848633	pca	71.0	1	False		1.0823121374562648					0.6439423776644329	1.5153522156415173	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5112	84	4	79	52	0.047619047619047616	0.9404761904761905	1.6441332823135075	1.6362478559765914	1.7244262357821591	epithelial	BD_immune03_176373	7.089035511016846	pca	84.0	1	False		1.1025240387365742					0.6439423776644329	1.5590175808151063	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5121	59	3	54	28	0.05084745762711865	0.9152542372881356	1.779840165376934	1.7695068390246556	1.9227736652645906	epithelial	BD_immune03_130709	8.005759239196777	pca	59.0	1	False		1.0600564752879948					0.6439423776644329	1.4621170449080603	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5124	69	3	66	46	0.043478260869565216	0.9565217391304348	1.6936252446304758	1.7058102387952543	1.4255553730053518	epithelial	BD_immune03_206285	6.9329514503479	pca	69.0	1	False		1.078877344577319					0.6439423776644329	1.5074897068689241	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
