nhood	n_cells	n_TNK	n_epithelial	n_malignant_like	frac_TNK	frac_epithelial	mean_TACSTD2_log1p_all	mean_TACSTD2_log1p_epi	mean_TACSTD2_log1p_tnk	index_lineage	index_cell	kth_distance	embedding	n_cells_da	n_samples_nonzero	testable	logFC	logCPM	F	PValue	FDR_BH	SpatialFDR	dispersion	ql_dispersion	ref_level	alt_level	n_samples	n_ref	n_alt	is_interface	tacstd2_high_epi_nhood	tnk_depleted_nhood	kept_composition	kept_da_enriched	tnk_rich_depleted_in_alt	keep_reason	contrast	epi_tacstd2_threshold	tnk_depleted_threshold
0	74	74	0	0	1.0	0.0	0.028100561374051834		0.028100561374051834	NK	BD_immune01_382059	4.753589630126953	pca	68.0	2	False		2.0800474702110785					0.6538250544165598	3.4296599103086964	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
1	51	51	0	0	1.0	0.0	0.0		0.0	T	BD_immune01_207684	5.13446044921875	pca	42.0	7	True	2.2491150260110673	6.194527592465869	2.087473070610152	0.1865139368050896	0.4464506447528953	0.4376165142843598	0.5507841311644459	3.2227624838064104	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
2	67	67	0	0	1.0	0.0	0.031036440920594564		0.031036440920594564	T	BD_immune01_683266	5.390035152435303	pca	50.0	6	True	1.9119019220362925	5.743351468461588	1.2653681467096793	0.29325230882377323	0.5214293521257688	0.5149308142757791	0.6045836966001807	3.900516305423081	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
3	59	57	0	0	0.9661016949152542	0.0	0.01174825729762619		0.012160476851928864	T	BD_immune01_511733	4.767184257507324	pca	53.0	5	True	0.6781754043642728	5.316872962447401	0.2501598554740372	0.630428452725573	0.7785911474718407	0.7773137790466357	0.7159636380951517	2.3789591939891146	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
4	95	95	0	0	1.0	0.0	0.0072962861111573185		0.0072962861111573185	NK	BD_immune01_817655	5.110635757446289	pca	73.0	6	True	0.9706619327475471	5.88463937684267	0.2783746718421362	0.6120840422257993	0.7650470183065756	0.7633512676025708	0.727201671581934	4.582944509693233	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5	56	56	0	0	1.0	0.0	0.012377628224284737		0.012377628224284737	NK	BD_immune01_466980	4.924014568328857	pca	41.0	6	True	4.035048552210359	5.702784385392624	6.82901911993162	0.030974041462500445	0.38659003769591416	0.37757091545277405	0.3993259879622724	2.816029732003227	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
6	51	51	0	0	1.0	0.0	0.05436448474979963		0.05436448474979963	NK	BD_immune01_555399	6.166427135467529	pca	46.0	6	True	4.035398715336087	5.46092930691721	5.759503640930773	0.043183696088503684	0.38659003769591416	0.37757091545277405	0.4045448462221839	3.34766495075137	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
7	75	75	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_122460	5.209037780761719	pca	69.0	4	True	0.34349023219419755	4.077689898904887	0.02909691154247247	0.8687906218213738	0.9250467713199425	0.9244687301789296	0.7450403196557241	5.446488283696123	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
8	37	37	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_836573	5.660805702209473	pca	28.0	5	True	5.0253541238492145	4.671075472487856	14.688736326643582	0.004999502810452554	0.38659003769591416	0.37757091545277405	0.3269130272082799	1.4026197628693167	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
9	94	94	0	0	1.0	0.0	0.036869530880848156		0.036869530880848156	NK	BD_immune01_750523	5.457452774047852	pca	90.0	5	True	0.9275964946611405	5.314831499296335	0.27680791830566986	0.6130703407978806	0.7650470183065756	0.7633512676025708	0.7615991566492166	4.191524498642276	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
10	43	43	0	0	1.0	0.0	0.0161197018734871		0.0161197018734871	NK	BD_immune01_697364	5.2788987159729	pca	38.0	3	True	3.4351684105185067	2.981953977641587	3.019273834022377	0.12048194775534314	0.39380457708468897	0.38435683218582684	0.75503194888525	3.400863422376403	low	high	10	5	5	False	False	False	False	False	False		tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
