nhood	n_cells	n_TNK	n_epithelial	n_malignant_like	frac_TNK	frac_epithelial	mean_TACSTD2_log1p_all	mean_TACSTD2_log1p_epi	mean_TACSTD2_log1p_tnk	index_lineage	index_cell	kth_distance	embedding	n_cells_da	n_samples_nonzero	testable	logFC	logCPM	F	PValue	FDR_BH	SpatialFDR	dispersion	ql_dispersion	ref_level	alt_level	n_samples	n_ref	n_alt	is_interface	tacstd2_high_epi_nhood	tnk_depleted_nhood	kept_composition	kept_da_enriched	tnk_rich_depleted_in_alt	keep_reason	contrast	epi_tacstd2_threshold	tnk_depleted_threshold
0	74	74	0	0	1.0	0.0	0.028100561374051834		0.028100561374051834	NK	BD_immune01_382059	4.753589630126953	pca	7.0	2	False		1.4258256268068437					0.6439423776644329	1.421935173947812	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
1	51	51	0	0	1.0	0.0	0.0		0.0	T	BD_immune01_207684	5.13446044921875	pca	49.0	7	True	-0.8747354251899182	5.363455002658781	0.18565979154767456	0.675693536265054	0.8416098072496067	0.854159256517104	0.5715218078105007	5.769860990302304	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
2	67	67	0	0	1.0	0.0	0.031036440920594564		0.031036440920594564	T	BD_immune01_683266	5.390035152435303	pca	25.0	6	True	0.7926875837605298	4.612657130311772	0.4270990513562206	0.5281560906278099	0.7578489737914668	0.7743471274887979	0.585590195212061	1.8262166323606857	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
3	59	57	0	0	0.9661016949152542	0.0	0.01174825729762619		0.012160476851928864	T	BD_immune01_511733	4.767184257507324	pca	28.0	4	True	-3.379392275541008	3.1534380955647596	2.8035339292171817	0.12499782182127415	0.5202003571503718	0.5121423838505599	0.6199384974359168	2.199123124771469	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
4	95	95	0	0	1.0	0.0	0.0072962861111573185		0.0072962861111573185	NK	BD_immune01_817655	5.110635757446289	pca	32.0	7	True	2.2518367192048494	5.069142494674438	3.374637065526778	0.09606635099943865	0.5128820812661445	0.4981856380159498	0.526616516559925	2.2649185102413063	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5	56	56	0	0	1.0	0.0	0.012377628224284737		0.012377628224284737	NK	BD_immune01_466980	4.924014568328857	pca	22.0	6	True	1.86715754760104	4.525264953846022	2.9494372723561733	0.11666111519538534	0.5155088819921458	0.5061558211577725	0.5451792163767166	1.4890300434528005	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
6	51	51	0	0	1.0	0.0	0.05436448474979963		0.05436448474979963	NK	BD_immune01_555399	6.166427135467529	pca	18.0	5	False		3.4803277220306637					0.6439423776644329	2.8695793380304635	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
7	75	75	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_122460	5.209037780761719	pca	9.0	4	False		2.703795605144535					0.6439423776644329	1.3309431789458293	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
8	37	37	0	0	1.0	0.0	0.0		0.0	NK	BD_immune01_836573	5.660805702209473	pca	23.0	5	True	1.0505042827730988	3.90466304222431	0.5281128579503378	0.4840652445733312	0.7345127704231477	0.7508478061684832	0.5355424200614297	2.6332462489608726	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
9	94	94	0	0	1.0	0.0	0.036869530880848156		0.036869530880848156	NK	BD_immune01_750523	5.457452774047852	pca	16.0	4	False		2.954548924159558					0.6439423776644329	2.8381706941681015	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
10	43	43	0	0	1.0	0.0	0.0161197018734871		0.0161197018734871	NK	BD_immune01_697364	5.2788987159729	pca	7.0	2	False		1.5175607869115393					0.6439423776644329	2.1061365667401777	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
11	86	86	0	0	1.0	0.0	0.00805985093674355		0.00805985093674355	NK	BD_immune01_87377	5.025259971618652	pca	23.0	5	True	1.404588248904601	3.801465132160638	1.114322769655122	0.3159797883927166	0.6169160073087874	0.6347398414227652	0.5538640573903681	2.2604613719823394	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
12	85	85	0	0	1.0	0.0	0.016309345424939888		0.016309345424939888	NK	BD_immune01_471443	4.818924427032471	pca	14.0	3	False		2.3157095487886292					0.6439423776644329	2.5217726961308875	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
13	75	74	0	0	0.9866666666666667	0.0	0.0		0.0	NK	BD_immune01_17731	4.512792110443115	pca	2.0	2	False		1.2109422378341943					0.6439423776644329	0.7834043000669995	NMPR	MPR	12	8	4	False	False	False	False	False	False		mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
