gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	130.21806159000658	-0.026412133821881876	0.24191713094402842	-0.10917843527167477	0.9130609642108083	0.9652181593441906
A2ML1	25.673542100885133	0.1950057274505026	0.5339724255219865	0.36519812284290537	0.7149635194276613	0.8749824358925576
A4GALT	98.95562096250951	0.3627235340725892	0.27605402533800694	1.3139585036967387	0.18886016906249992	0.42687029822467915
AAAS	757.7152436279684	-0.1467331377723349	0.10469424978081485	-1.4015396077581297	0.1610527720350995	0.3834555725588654
AACS	852.7813953380894	0.03097056454170824	0.09953409117246816	0.3111553456397552	0.7556825281463009	0.8940376552795779
AACSP1	3.5419514500581415	-2.6468356267739046	1.6188857004501838	-1.6349737514130032	0.10205455027231149	
AADAT	140.5313574593216	0.1784263421873619	0.2339641376916118	0.7626226136526346	0.4456884942415511	0.6981605854668332
AAED1	460.945574345602	0.34765989588178176	0.13556432833104204	2.564538180226968	0.010331321214476255	0.0499603061151588
AAGAB	2376.7214279711734	0.07952185289810954	0.07334319885807447	1.0842430400668956	0.2782570529887287	0.5399782594984209
AAK1	258.6281322013125	0.33069434774483997	0.17124557711229763	1.9311117596221519	0.05346923305580473	0.17809093815472385
AAMDC	263.18435184290877	-0.03975826095744176	0.1697600342919438	-0.23420271516361577	0.8148276072372035	0.9232921350527461
AAMP	2063.1818292892317	0.11016419816181465	0.07327891145087395	1.5033547303123973	0.13274759371877182	0.3384894503833772
AAR2	626.3138109996066	-0.10729769744151142	0.1175942437584035	-0.9124400481876797	0.3615371156021868	0.627254383625424
AARD	183.24388975556914	1.6932734543644745	0.21391185804620774	7.915753104246822	2.4576088490911067e-15	1.39387216060394e-13
AARS	3066.4056653288	0.32225582602075314	0.06238968447950012	5.16521006171524	2.401690460079112e-07	4.571369790115255e-06
AARS2	259.23709456361564	0.06234337292470348	0.17622816485206685	0.35376509184577315	0.7235149365413833	0.8794904024007155
AARSD1	229.7909683014996	0.060731749420499546	0.19093940434177584	0.31806818309641066	0.7504332175334562	0.8913145110832367
AASDH	663.9894865648089	-0.0016000700445569463	0.11091845038195582	-0.014425643696310107	0.9884904008061786	0.9955866997766909
AASDHPPT	2805.814098124407	0.762971757989958	0.0723932297662018	10.539269493211178	5.69394564257398e-26	7.318026101543018e-24
AASS	23.486014446978984	1.5889639863393097	0.5849407367898888	2.716452943693793	0.006598557459909245	0.03484326854725541
AATF	821.4972029509402	0.16241063488558588	0.10205084042334256	1.5914678822031234	0.11150431797689209	0.3008597824611482
AATK	3.5170765835484814	-0.46650901816377843	1.4236298294021978	-0.3276898309721932	0.7431461929489722	
ABAT	639.2731759860097	0.020149597365979842	0.1147645753091786	0.17557331878496765	0.8606291652283224	0.9445983762389742
ABBA01031674.1	5.1856942148943315	0.34212614595818325	1.1842879172061667	0.2888876437794681	0.7726673596224768	
ABCA10	22.59910233911188	0.7557711427312824	0.5718782692687401	1.3215594705105438	0.18631488693927512	0.4229584061685971
ABCA11P	95.0344795064465	0.25749575890522824	0.27921253833469667	0.9222213316099861	0.3564131384610718	0.6222089245158107
ABCA12	4357.864651924194	1.0265898355403158	0.0635485634378701	16.154414513932924	1.0571754100155384e-58	4.35587362320814e-56
ABCA13	26.545831646782204	0.510932302666646	0.5213666263658944	0.9799865906799996	0.32709273779375214	0.5934009536069249
ABCA17P	18.92778242325339	-0.5313037489324399	0.6295813832291066	-0.8439000311721365	0.3987252707819965	0.6597073719599609
ABCA2	546.9314022060544	-0.2769560478362804	0.12997836018536393	-2.130785828050989	0.033106790413912617	0.12454162913762133
ABCA3	379.7115040638652	-0.34720199121149503	0.14400988497220538	-2.4109594371143808	0.015910617858995946	0.07049077975543144
ABCA4	3.500349394078857	-0.4767706298774196	1.4075725482400843	-0.33871833496151604	0.7348219270245205	
ABCA5	1078.0056759587892	0.46197154761704573	0.09324031644968978	4.9546329871833334	7.246693988437457e-07	1.2611047960747868e-05
ABCA6	20.63329921174991	0.5405157696021339	0.597209985503267	0.9050682050244738	0.3654292550249536	0.6304554721237161
ABCA7	149.18480004338488	0.26618899015492836	0.2356916624171506	1.1293950215506587	0.258731232056187	0.518375865987866
