gene	T47D_WT_rep1	T47D_WT_rep2	T47D_KO_rep1	T47D_KO_rep2	MCF7_WT_rep1	MCF7_WT_rep2	MCF7_KO_rep1	MCF7_KO_rep2
SCN1B	65.82127	69.68070719730001	105.30813	97.69805600000001	185.06861999999998	199.64399978497	94.80311999999999	109.30094773399999
SCN2A	32.152699999999996	29.7769957955386	41.5185	39.109	25.1524	31.0263	19.0778	23.0197
SCN2B	7.14744	8.84442	7.50265	6.57913	19.6625	14.2035	12.6431	11.8416
SCN3A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SCN3B	19.87627	16.400019999999998	21.799300000000002	18.84077	23.4867	21.05323	31.7533	24.2244
SCN4A	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
SCN4B	1.0	0.0	1.0	2.0	2.000001	3.0	3.9999990000000003	2.0
SCN5A	2.0	1.0	1.0	5.0	2.0	8.000004	9.0	9.0
SCN7A	2.22624	4.44198	10.53804	5.79436	4.95631	6.05207	6.7066	4.68318
SCN8A	43.999961870199996	41.0000104737	58.9999894478	52.999994044770006	21.000012698600003	29.999965898200003	32.999960584376	32.0000214592
SCN9A	2.092288	1.0000004	3.0018520000000004	5.050932	5.001645	9.127714	4.003677	3.1811819999999997
SCNM1	279.42904	309.28668999999996	411.99598068946	413.32243	766.02268	806.12725	757.8872	764.59676
SCNN1A	203.27196	162.87955	27.48194	36.85186	49.14137	47.9753514195	45.04228	67.688596
SCNN1B	6.000003	3.9999960363445	0.0	4.0000008	12.000002	8.999999	25.00002	17.999992795723102
SCNN1D	24.0	13.0	27.000060195863	19.99997	3.9999949999999997	7.999999999999999	9.999998999999999	7.0
SCNN1G	5.0	1.0	1.0	1.0	26.0	15.0	5.0	14.0
SCO1	931.04174	958.08159	1043.4160200000001	947.5218299999999	1524.7280600000001	1484.33356	1790.04096	1777.0760599999999
SCO2	322.95480000000003	293.9997116838	267.87310014868604	257.00042175299996	354.695141	385.99955	472.585000609619	431.7943
SCOC	1403.00402898667	1430.998964577814	2016.00335	1963.00049907523	1105.99123	996.0011	1613.0002	1504.001
SCOCP1	1.0	0.0	0.0	0.0	1.00856	0.0	0.0	1.0
SCP2	1284.177590084345	1477.3131216254242	1586.792715	1599.18969	1314.657409	1312.9203300000001	1487.745270340815	1414.45958643564
SCP2D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCPEP1	293.0018	316.07387	428.35096	388.62761	1050.9261700000002	1051.70756	1055.9939100000001	945.757
SCRG1	43.40363	38.7172	41.3351	32.8512	42.713	37.2327	66.67405	54.97052
SCRIB	880.9985999999999	805.00058	741.99966	731.9999373999999	631.0006052809421	632.9993687900001	824.9990399999999	784.99932
SCRN1	3441.9989	3511.9998	2933.99552	2648.00477	3499.99726	3449.9974599999996	4153.99495	3910.00482
SCRN2	550.0009100000001	541.0001812	488.000121338	437.9999	488.00018	509.00032	647.99918	574.00012
SCRN3	359.6779400992741	334.7557159	411.60531	374.162540009	402.07489	385.62997	544.3766	510.60799199999997
SCRT1	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0
SCRT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCTR	1.0	0.0	1.0	0.0	6.23484	2.13119	0.0	0.0
SCUBE1	3.13793	7.29184	5.23994	18.057460000000003	8.537880000000001	7.38254	8.36813	9.49415
SCUBE2	1609.5683	1561.30216	1781.15271	1745.78072	829.0668	836.77171	361.31656	346.2687
SCUBE3	18.4697	28.3261	23.564	24.5505	48.2666	50.4613	40.8802	39.2616
SCX	10.0	7.0	5.0	3.0	5.0	6.0	5.0	3.0
SCYL1	1644.0045849953501	1504.000960493263	1684.00246	1551.0101400605517	2520.0161814537	2453.99852	2585.00036	2510.0102007475
SCYL2	1597.11987	1679.1547400000002	2011.707091	1905.0937999999999	3141.21783	3057.08717	3172.0000800000003	3040.0911
SCYL3	512.7100000102263	546.7763044000001	560.5588	493.07	575.1766	638.1496	410.4923	351.815815
SDAD1	887.40638545	1082.44811	1184.332050219746	1112.1802284	1213.78738	1187.78319	1314.860200253483	1308.14023
SDAD1P1	39.594	27.5524	45.5923	34.8181	7.208959999999999	8.216339999999999	47.144	36.8553
SDAD1P2	0.0	0.0	1.07596	0.0	0.0	0.0	0.0	0.0
SDAD1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDAD1P4	17.0	17.0	37.0	39.0	14.0	18.0	11.0	5.0
SDC1	1458.0	1383.999	495.99977	491.0005	2527.005006	2497.996	2831.00421	2698.9954399999997
SDC2	135.99999	129.00001	153.00005	146.999813767	188.0001	170.9999988953	323.00018	285.99996
SDC3	234.00006000000002	210.00044	194.99979000000002	198.76379	355.8282	346.00049	407.82144	355.47889936
SDC4	4368.0	4650.0	5057.0	4600.0	5969.0	5983.0	4089.0	3876.0
SDC4P	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SDCBP	1654.9998777	1794.79631732	1753.936022891	1654.99961	910.00032	909.0004739999999	1268.91750071	1195.99924463466
SDCBP2	13.0	15.999959	13.228679999999999	12.0	24.0	18.256120000000003	14.697780000000002	15.99998
SDCBP2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDCBPP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDCBPP2	0.0	0.0	1.06343	0.0	0.0	0.0	0.0	0.0
SDCBPP3	0.0	2.20468	0.0	0.0	0.0	0.0	1.08337	0.0
SDCCAG3	818.945942	796.89445	893.92521	804.86111	796.0004700000001	805.9999	905.91342	876.863
SDCCAG3P1	1.05398	0.0	2.07517	0.0	0.0	0.0	0.0	1.03726
SDCCAG3P2	0.0	1.10497	0.0	1.13894	0.0	0.0	1.08577	1.1
SDCCAG8	208.442771	223.23721386	283.17708000000005	233.88247	198.4226069	201.34779661326002	217.05757	218.934015
SDE2	381.787	338.235	432.152	409.327	459.751	427.06	429.676	408.006
SDF2	734.99977	758.56085	872.00129	806.99956	637.09396	616.98871	732.00042	602.9994301922179
SDF2L1	258.99992	251.00045	210.00043	212.99962	339.99957	310.99968	253.99979	254.99968
SDF4	656.00029	649.000211	670.27621	610.0005	1026.99945	1073.99981979	985.999665	961.9998300786763
SDHA	2617.734676	2537.76115	2695.31418	2607.67948745655	5833.319594405441	5849.890910805071	6264.8556171400005	6079.6402333657
SDHAF1	245.0	197.0	194.0	171.0	230.0	298.0	331.0	302.0
SDHAF2	653.2293404795655	812.8047300000001	785.09079	792.2501	723.51539	792.1869	811.142324412	825.44008
SDHAF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDHAF4	239.377	254.614	167.099	165.437	173.092	164.692	215.817	210.942
SDHAP1	404.469	399.3687915	383.805949434	341.2498	497.13509999999997	517.6452	502.9019	489.9361
SDHAP2	208.5712	169.6752	204.88	194.136	284.2696	247.0376	319.8088	271.2416
SDHAP3	128.4155	112.64367	125.4444	108.0652	227.2276	212.099	227.7167	212.2228
SDHB	2133.99983	2241.00081	2301.00287	2200.999	2073.99661	2107.00384	2837.99889	2649.00377
SDHC	916.8618	987.3836	1008.0374	881.239612	1509.27245	1457.43379	1199.51991	1080.99809
SDHCP2	0.0	0.0	0.0	0.0	1.02215	0.0	0.0	0.0
SDHCP3	2.12401	0.0	1.08444	3.10921	2.12376	4.25269	0.0	2.12667
SDHCP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDHD	1595.1243	1605.0992	1751.4280999999999	1803.9318300000002	1570.646	1526.16751	1613.1969100000001	1557.73695
SDHDP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDHDP2	0.0	0.0	0.0	1.77835	0.0	4.21107	0.0	1.85095
SDHDP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDK1	131.9999592	105.99996250211	147.00016735999998	127.99997	147.999900376554	154.999542943	129.00000502	126.00006361
SDK2	4.0000007	3.9999999999999996	6.613020000000001	6.0529	43.06283	40.48946	102.73486	105.62630999999999
SDR16C5	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0
SDR16C6P	1.0	1.0	1.0	2.0	0.0	0.0	1.07919	0.0
SDR39U1	276.2242	245.14986	316.19557957770803	268.73805	247.48887000000002	205.600243272	287.36101885	244.37402874817002
SDR42E1	9.83112	9.18754	17.7227337	18.3045	617.2714	661.6296	631.1383000000001	638.5935
SDR42E1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDR42E1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDR42E1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDR42E1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDR42E1P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDR42E2	4.0	4.0	1.0	1.0	0.0	2.0	3.0	1.0
SDR9C7	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0
SDS	5.47077	4.94327	3.22891	11.14157	9.53344	12.60775	14.099969999999999	19.47325
SDSL	64.51714000000001	62.35266	59.14565	57.71096	159.47742999999997	162.65496	206.7213	175.49310000000003
SEBOX	2.0	3.0	1.0	2.0	2.0	3.06101	0.0	2.0
SEC11A	4339.348115	4701.6885179	4404.211499999999	4055.107770943	2450.6975996	2382.80499	2341.04990534396	2319.95326851
SEC11B	0.0	1.28877	1.30733	0.0	0.0	0.0	0.0	0.0
SEC11C	570.53183	583.2729969	648.58213	619.0569	533.5816	503.89	618.2265	598.26386
SEC13	1364.9998870895	1396.0001	1519.00001	1399.999326	2689.00032	2628.00484	3627.9958282596	3518.00018
SEC13P1	1.3749	2.0	0.0	1.0	2.0	2.0	1.0	0.0
SEC14L1	231.97338185680002	251.2886906	294.9058730545919	260.23725942650003	1010.4239171142581	1105.378470369976	1257.124767337	1257.5510733439542
SEC14L1P1	9.17412	11.0	3.03528	10.0719	26.2671	19.0981	24.6515	19.3678
SEC14L2	159.0148700670058	136.7607	113.99997	110.95662	144.004026058	118.84227299999999	200.59969	185.34143771
SEC14L3	2.01474	2.02726	3.06455	5.11647	6.77575	5.109540000000001	3.07754	5.31338
SEC14L4	19.5363	10.4976	22.6261	20.1939	23.124	30.5912	30.2904	32.7196
SEC14L5	9.78837	12.568	9.43239	10.2552	19.644	17.4053	21.2439	12.8919
SEC14L6	21.9592	32.1303	17.457	25.8186	41.0643	30.0091	48.1511	39.5706
SEC16A	571.999853	533.99983661	451.00045	476.99988	1072.000622037999	1037.00001	1080.00047	980.9991
SEC16B	1.0	0.0	2.0	2.0	0.0	1.0	1.0	1.9999989999999999
SEC1P	7.07123	6.8228	3.76705	7.09505	2.1909	8.71439	6.34109	6.96135
SEC22A	387.9894014	423.83257	469.8795000566348	457.0591	573.451	604.456004	794.67821	726.3624500000001
SEC22B	3295.5897	3351.8794	4406.794000000001	3956.255	4238.6548999999995	4182.8091	4678.152099999999	4596.5012
SEC22C	542.60513	641.77878226854	702.280579853	636.6473500000001	617.42744	644.7218300000001	737.6571	687.13674
SEC23A	1391.11953	1554.07609	2013.2931999999998	1827.6719299999997	1738.47429	1652.0209999999997	2125.8854200369606	1882.2783369999997
SEC23B	2406.99712	2593.00067	3133.001	2817.99787	3488.993	3487.996	4255.9957	3922.0007899999996
SEC23IP	876.3755799999999	943.6223	963.45211	950.53015	1633.2177000000001	1568.1773899999998	1588.90644	1530.8197
SEC24A	538.3389999999999	518.68313	691.7371800000001	603.4123999999999	941.3639999999999	856.997	982.76193	992.2379500000001
SEC24B	841.7063	921.636	944.6697	903.1116999999999	1054.276	1051.885	1098.76	1050.519
SEC24C	806.99964	785.0001	705.999610949	624.9997143	1716.9983000000002	1645.99943	1840.0040970839998	1813.9976079561
SEC24D	648.96734	642.46228	936.54679	942.07708	956.69443	937.171	1359.6174800000001	1312.20882
SEC31A	2210.9780893669	2484.699446107	2520.3331335488465	2330.845873862485	3116.681556557	3138.6144937578197	3332.107614126365	3124.181578283
SEC31B	16.62934	21.710186999999998	19.060934	15.189352	18.92822	15.0867	32.1169	18.912789
SEC61A1	2613.0432	2823.54589	3265.80502	2935.7407000000003	5818.95647	5948.4747	6399.8903	6273.29209
SEC61A2	105.76213	83.999943	171.00851	142.38179	187.43857	216.36831	348.68873	314.02997000000005
SEC61B	1650.0005999999998	1764.99661	1908.0	1903.0015	1503.9974000000002	1658.0029299999999	1870.9984383	1827.997
SEC61G	995.145329019	972.96306351	872.56029929	819.215713258	674.21723115	680.5291740903	925.6686	844.8644635838
SEC62	1638.2124	1726.8883899999998	2061.509969	1997.4907300000002	1589.68808	1520.00886	1979.7224999999999	1916.24616
SEC63	647.06444	680.47025	719.57756	661.1738976830001	920.9881799999999	872.8780399999999	1020.92587	925.8670099999999
SEC63P1	0.0	0.0	0.0	0.0	3.20755	0.0	0.0	0.0
SEC63P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SECISBP2	1524.5013199999999	1497.70664753	1459.88481	1358.1524399999998	1810.88897	1875.09037	1914.70698	1857.99349
SECISBP2L	600.66568	588.91518	662.09338	657.771474068	878.6233100000001	884.66625	905.0506	869.8807
SECTM1	3.000001	6.000003	2.000003	0.0	4.0	2.000001	7.0	5.0
SEH1L	1696.76679	1821.66329	2222.07453	2010.06387	1731.6014499999999	1750.77673	2106.26276	2085.13886
SEL1L	2990.00328	3329.99891	3260.99772	3092.00203	2735.00267	2815.0011	2758.99907	2631.0018
SEL1L2	3.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
SEL1L3	377.99955109999996	379.0003132281	275.0002	192.99997000000002	470.99877	456.99971999999997	548.00022	506.99913599999996
SELE	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SELENBP1	1816.04867	1677.04710001024	1655.999846	1509.2013854299998	2532.00461390515	2358.998800938658	1317.103511312	1217.0004642319
SELENOF	1127.9999	1171.9993	1262.00052	1255.0005	1401.0012000000002	1405.0008220999998	1708.99949	1631.99944
SELENOH	989.5200800000001	966.07441	1014.5583	947.557074843	1147.50458	1210.531	1374.16753	1188.33628
SELENOI	3254.72863	3380.02065	4078.2365	3949.919	3718.4180499999998	3678.58554	4150.58982	4102.3521
SELENOK	218.6118	223.9438	283.46983	268.3127	323.34979999999996	358.2294	428.80158	415.13292
SELENOM	19.0812814094	22.08826	13.999997359599998	14.075897964500001	18.0600138611	23.049	19.26868	15.364640678999999
SELENON	168.9755128099097	157.44211266850002	143.144575	144.831	195.8377677	199.3533790488	234.15185140841	224.78995177144
SELENOO	324.0000000685604	266.00000888263	190.0002509	183.9999	443.0	385.0	612.0	563.000158412
SELENOP	456.51575	435.86875002999096	839.51558	771.7549300000001	1026.25826	1093.4456	150.83086	133.42172
SELENOS	949.9999700000001	996.0002599999999	1012.99995	1043.00019	649.99985	755.00022	782.9997999999999	724.99975
SELENOT	2480.04580662	2653.0267000000003	2963.9021	2776.7026	2361.0582	2503.18888	3051.9628000000002	2822.9681
SELENOV	0.0	0.9999998	0.0	1.0211126	2.000002	0.0	0.0	1.9999978
SELENOW	1743.7303	1835.4164799999999	2346.8600086	2339.70798	2678.20014	2762.678253	4122.25733	3849.8369399999997
SELENOWP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELL	5.000002	9.0	7.0	7.0	0.0	0.0	2.0	2.0
SELP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELPLG	0.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0
SEM1	1297.53539	1466.8473000000001	771.9798099999999	779.88352	1470.916291	1407.56034	1621.9970199999998	1478.8710899999999
SEM1P1	0.0	1.05022	2.0	0.0	0.0	1.0	2.08413	2.09547
SEMA3A	300.00001000000003	246.00021	42.0	37.0	1.999997	3.999993	0.0	0.0
SEMA3B	147.451316	115.22605999999999	35.55633	42.71166	211.46666247846	206.3949	242.9727667361258	177.0414806217166
SEMA3C	2743.0347	3000.0642000000003	894.90256	860.7566936000001	7182.0755	6901.3007	9240.9722	8620.5253
SEMA3D	15.584637	14.29416	11.090806	4.33157	9.66351	5.28253	12.8981	7.72229
SEMA3E	81.5098	84.92651000000001	25.090608	21.47455	34.797075	50.149156	73.57639	91.07823
SEMA3F	364.9998	307.9996902502	597.99988	526.99999	903.99958	886.99928	526.00053	509.0
SEMA3G	0.0	1.0	3.0	3.9999949999999997	3.0	5.999998	1.999998	2.9999969999999996
SEMA4A	46.0000279	47.00003	33.0000307	34.999993	68.9999905867561	71.0000473036	50.999970000000005	61.99999
SEMA4B	272.01475000000005	280.99981	228.0232368	232.545007	227.14271290000002	247.99975320000001	312.999811	255.172370581846
SEMA4C	2562.8181	2478.8047	3189.5921	2967.1518	4297.9529	4293.264999999999	3578.4887	3459.2972499999996
SEMA4D	260.128682	218.98332	223.72936801300568	190.04752	223.97761999999997	255.670017	230.1444600812515	248.771778075141
SEMA4F	162.813383	138.43383054999998	211.66893	177.36781	113.97205	101.60395	234.5636154	197.148199
SEMA4G	21.169175	21.04391	17.03698	10.9473	38.54384	45.28815	35.72017	36.45775
SEMA5A	6.33946	10.0795	8.42543	8.32109	80.410622	61.312233000000006	6.310885	10.679467
SEMA5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA6A	30.000079699999997	29.000024953	42.0000072	44.9999790769	40.999946	47.00006	132.008066	110.00005
SEMA6B	151.0	162.99402	119.4779	107.8733	159.4676	139.5657	180.793	165.0892
SEMA6C	1.0	1.0	7.0	7.0	8.0	10.000007	7.999995	3.9999999999999996
SEMA6D	25.829586667	20.821985361800003	55.09939	39.52263	472.68694	542.6337150170906	371.1277447797513	379.1814154
SEMA7A	16.000019	14.0	26.00002	19.00001	11.999996	10.0	15.0	10.0
SEMG1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SEMG2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SENP1	916.00029	918.9997800000001	1051.99984	921.9994476	1178.78985	1155.70614	1091.94808	1057.44825
SENP2	1329.82742	1447.471351	1674.11574	1638.18745	1345.477664	1408.42921	1449.267650273146	1455.62110139
SENP3	1162.9481	1192.0551	1389.955992	1311.37761	1730.29474	1789.34072126856	2359.684	2219.1002
SENP3-EIF4A1	34.3316	58.998	45.3816	48.2461	57.1154	46.2863	49.3665	21.5094
SENP5	1581.38232	1564.98751	1558.198216	1502.4026199999998	2025.5774022	1957.6174800000001	2081.32432	2030.8189099999997
SENP6	1574.57932	1635.50257	1667.01404	1592.2182933464	2008.166	1972.45347	2073.09588	2101.70815
SENP7	543.7527200000001	591.6652	619.26713	625.5427	737.01923	713.8010999999999	872.00051	787.5213
SENP8	248.700552	281.27071	276.105616	242.49122	166.96161	154.14181	157.27113	147.3818
SEPHS1	1740.5910000000001	1757.6579	2461.73056	2343.85081	2992.8324000000002	2888.8492	3974.9985	3737.0539
SEPHS1P1	0.0	0.0	1.00198	0.0	2.03189	2.00951	3.0024	1.00833
SEPHS1P4	0.0	0.0	2.26598	1.1481	1.13389	1.13959	0.0	2.25322
SEPHS1P6	1.40887	1.3418	0.0	0.0	0.0	0.0	0.0	2.68516
SEPHS1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPHS2	700.0	699.0	732.0	749.0	1093.0	1082.0	1430.0	1313.0
SEPHS2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPSECS	388.1458	420.63203999999996	439.94513	425.526	285.1791	240.0906000181406	406.96911	347.5161
SEPT1	46.7423	49.226530000000004	57.80188	44.46316	80.08513	62.95912	70.22153	42.93772
SEPT10	307.00002	370.99999	481.99939274479	477.99982115	465.99928043999995	496.99949999999995	492.99956	491.99977
SEPT10P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT11	2167.051546	2221.8646400000002	3471.38201	3136.9513329377	3244.02821	3244.32573	2777.2995499999997	2742.6937761
SEPT12	0.0	0.0	1.07549	1.0	1.0	1.00755	1.02051	1.0
SEPT14	29.47935	26.829900000000002	22.07664	30.76652	28.8573	19.4822	25.84908	20.57685
SEPT14P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P12	10.0	15.0	14.0	10.0	17.0	13.0	7.0	7.0
SEPT14P17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P19	2.42651	2.300005	1.69805	1.36681	1.45451	2.0	1.999843	1.9148007
SEPT14P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT14P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT2	5511.572931009846	5917.54606908846	7090.205838	6750.330427	5800.5812557	5723.09086958369	7126.11301996203	6879.099420245401
SEPT2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT3	133.60300999999998	133.45024999999998	151.41957	128.55153	191.06886	187.94522	177.395266746	168.2363
SEPT4	40.4723251099	37.82249907	29.675144	31.06904	34.850952	60.196599	44.20561012846	60.59295
SEPT5	21.999953	10.000000909191	20.68984	25.00003202	36.01548316315	35.722736267200005	39.0	29.000004756499997
SEPT6	7.0286374006	9.4044752088	22.2284485668	14.0259891421	10.1228852902	10.00001	21.0598515148	18.0932364018
SEPT7	2851.90132	2881.43425	2972.33284	2778.1828883174494	2307.42190730553	2312.2100279076	2587.3768700258747	2470.0782129448407
SEPT7P2	109.1494938	155.6951	124.88278000000001	129.19243	141.02014	146.91901	147.61829	122.92965000000001
SEPT7P3	0.0	0.0	0.0	1.75532	1.4855	0.0	0.0	1.46936
SEPT7P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT7P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT7P6	2.16244	4.35193	4.34328	1.08434	1.07343	1.08134	4.29304	2.20655
SEPT7P7	0.0	1.07003	0.0	1.06773	0.0	0.0	0.0	0.0
SEPT7P8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT7P9	4.23584	1.32083	0.0	0.0	6.00282	5.134437	4.57428	0.0
SEPT8	2716.12638262	2746.6856961214594	4015.3857798000004	3654.4286766	2598.55782	2521.5748380059	3464.60927123678	3501.482600608075
SEPT9	1269.739195298	1108.710135014037	1242.0535907180001	1183.6751299753	2548.6355214441	2518.528370188	5542.906851094162	5377.474628151419
SERAC1	138.4541	112.39554000000001	188.93394999999998	140.29347	126.27837000000001	124.31078000000001	179.2982	180.68279
SERBP1	9591.04278	9826.91292	13115.46342	12187.32017	8937.23313	8977.81376	9527.742830000001	8927.34947
SERBP1P1	5.72402	3.01716	0.0	4.47984	7.39851	1.82322	5.3469	6.80119
SERBP1P2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
SERBP1P3	0.0	0.0	0.0	0.0	0.0	0.0	1.00364	0.0
SERBP1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERBP1P5	4.67958	2.47793	0.0	0.0	5.1484	0.0	8.24374	12.7771
SERBP1P6	7.85398	4.91945	3.70081	0.0	11.2703	14.7121	6.8687	8.03141
SERF1A	145.59011999999998	190.80486	220.381468664	213.07299704000002	107.6069800528127	142.61173	181.09751	143.28583
SERF1AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERF1B	535.934300229256	547.441787	681.7044012669401	618.363438883287	461.21173000000005	438.76542463199996	561.91177	525.81332
SERF2	6645.7380379999995	6854.72454	6200.86432	6153.077039999999	6175.60402	6072.305970277513	7135.841640000001	6511.247487000001
SERGEF	279.999966872622	291.99996882	256.999911	297.99993	229.99996257499998	238.9999200359035	428.00025558888	360.99983
SERHL2	48.603014	48.954651	35.62447	36.291300642636	61.830795	62.59676	67.33971	55.663669999999996
SERINC1	2185.0	2160.83	2773.57	2676.02	2798.15	2608.94	3218.69	3125.82
SERINC2	44.0	46.7599	61.72394	56.5484	74.5382	85.73955	152.1625	119.65612
SERINC3	2910.225	3140.7659999999996	3983.127	3584.895	3445.71065	3516.1992	3881.3763500000005	3741.6139000000003
SERINC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29094
SERINC5	1126.06231	1157.2905999999998	859.1687000000001	821.1303	1531.56753	1443.17852	1389.3492199999998	1344.3648999999998
SERP1	3523.65931	3319.27525	3111.160844	2832.0220999999997	2950.2817	2816.0611	3361.277708	3195.41485
SERP2	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SERPINA1	25.999989999999997	23.000012	9.999996	16.000048	5.0	5.0	60.0	55.999990000000004
SERPINA10	40.577749999999995	30.962889	44.66514	47.289629999999995	44.393860000000004	35.00933	31.93364	33.44957
SERPINA11	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
SERPINA12	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SERPINA13P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA15P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA3	283.2137574446	274.9071	181.81522	184.999944983	1179.391423832	1224.20686	2178.9674999999997	1946.985623183
SERPINA4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SERPINA5	5.0	11.000001	1.999999	3.999999	32.99998	31.000010264	25.000030000000002	18.000011
SERPINA6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SERPINA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA7P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SERPINB1	910.5471	953.2243	942.6395	916.2912	1025.1428	1021.1930000000001	828.6439799999999	805.3636
SERPINB10	2.07133	3.30282	7.63863	4.80357	5.22755	4.18348	8.6275	5.49307
SERPINB11	0.0	0.0	0.0	0.0	4.80547	1.09696	1.0	1.83959
SERPINB12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB13	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
SERPINB2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SERPINB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB5	4.0000029999999995	3.000002	9.304316	3.0	7.9999970000000005	9.0	31.07513	32.03502
SERPINB6	1542.7795554	1693.4677	1442.16258146	1372.2466130585	1494.3330231	1555.2810050799999	1641.564318	1600.1706
SERPINB7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SERPINB8	31.00004	39.999990000000004	40.000029999999995	31.000033	27.000059999999998	28.9999700856607	32.0	21.0
SERPINB8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB9	18.8803	17.3079	14.813	14.2101	66.0637	66.0205	128.219	111.402
SERPINC1	0.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0
SERPIND1	1.0	3.0	3.0	3.0	6.0	5.0	4.0000029999999995	4.0000029999999995
SERPINE1	6.11732	6.09202	3.05423	3.14977	10.9238	16.2164	5.23856	5.12132
SERPINE2	9.45894	18.805300000000003	27.226239	27.783724	33.493726699999996	37.44073	112.28905	101.319989
SERPINE3	2.11188	3.678821	5.84356	2.0	2.0	5.27513	3.0	2.10838
SERPINE4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINF1	47.21105	53.89055	41.14991	31.766280000000002	37.720898	42.62589	67.4503	49.65421
