gene	T47D	MCF7
RPL7AP57	both_KO_below_both_WT	overlap
RPL7AP6	both_KO_above_both_WT	both_KO_below_both_WT
RPL7AP61	overlap	overlap
RPL7AP66	both_KO_above_both_WT	both_KO_above_both_WT
RPL7AP69	overlap	overlap
RPL7AP71	overlap	overlap
RPL7AP72	overlap	overlap
RPL7AP73	overlap	overlap
RPL7AP8	overlap	overlap
RPL7AP9	overlap	overlap
RPL7L1	both_KO_above_both_WT	both_KO_above_both_WT
RPL7L1P1	both_KO_below_both_WT	both_KO_below_both_WT
RPL7L1P10	overlap	both_KO_below_both_WT
RPL7L1P11	overlap	overlap
RPL7L1P12	overlap	overlap
RPL7L1P13	overlap	overlap
RPL7L1P2	overlap	overlap
RPL7L1P3	both_KO_below_both_WT	both_KO_below_both_WT
RPL7L1P4	both_KO_below_both_WT	overlap
RPL7L1P5	overlap	overlap
RPL7L1P7	overlap	overlap
RPL7L1P8	overlap	overlap
RPL7L1P9	overlap	overlap
RPL7P1	overlap	overlap
RPL7P10	overlap	both_KO_above_both_WT
RPL7P11	overlap	both_KO_below_both_WT
RPL7P12	both_KO_above_both_WT	both_KO_above_both_WT
RPL7P13	overlap	both_KO_above_both_WT
RPL7P14	both_KO_below_both_WT	both_KO_below_both_WT
RPL7P15	both_KO_below_both_WT	overlap
RPL7P16	overlap	overlap
RPL7P17	overlap	overlap
RPL7P18	overlap	overlap
RPL7P19	overlap	both_KO_below_both_WT
RPL7P2	overlap	overlap
RPL7P20	overlap	overlap
RPL7P21	overlap	overlap
RPL7P22	overlap	overlap
RPL7P23	overlap	overlap
RPL7P24	overlap	both_KO_below_both_WT
RPL7P25	overlap	overlap
RPL7P26	overlap	overlap
RPL7P27	both_KO_above_both_WT	overlap
RPL7P28	overlap	overlap
RPL7P29	overlap	overlap
RPL7P3	overlap	overlap
RPL7P30	both_KO_below_both_WT	overlap
RPL7P31	overlap	overlap
RPL7P32	both_KO_below_both_WT	overlap
RPL7P33	overlap	overlap
RPL7P34	overlap	overlap
RPL7P35	overlap	overlap
RPL7P36	both_KO_above_both_WT	overlap
RPL7P37	overlap	both_KO_below_both_WT
RPL7P38	both_KO_below_both_WT	overlap
RPL7P39	overlap	overlap
RPL7P4	overlap	overlap
RPL7P40	overlap	overlap
RPL7P41	overlap	overlap
RPL7P42	both_KO_below_both_WT	both_KO_above_both_WT
RPL7P43	overlap	overlap
RPL7P44	overlap	overlap
RPL7P45	overlap	overlap
RPL7P46	overlap	both_KO_above_both_WT
RPL7P47	overlap	overlap
RPL7P48	both_KO_below_both_WT	overlap
RPL7P49	both_KO_below_both_WT	both_KO_below_both_WT
RPL7P5	overlap	overlap
RPL7P50	both_KO_below_both_WT	overlap
RPL7P51	overlap	overlap
RPL7P52	overlap	overlap
RPL7P53	overlap	overlap
RPL7P54	overlap	overlap
RPL7P55	overlap	overlap
RPL7P56	overlap	both_KO_below_both_WT
RPL7P57	overlap	overlap
RPL7P58	both_KO_above_both_WT	overlap
RPL7P59	both_KO_above_both_WT	overlap
RPL7P6	overlap	overlap
RPL7P60	both_KO_above_both_WT	both_KO_above_both_WT
RPL7P61	overlap	overlap
RPL7P7	overlap	overlap
RPL7P8	overlap	overlap
RPL7P9	both_KO_above_both_WT	both_KO_above_both_WT
RPL8	overlap	both_KO_above_both_WT
RPL8P2	overlap	overlap
RPL9	both_KO_below_both_WT	both_KO_above_both_WT
RPL9P15	overlap	overlap
RPL9P21	both_KO_below_both_WT	both_KO_above_both_WT
RPL9P32	both_KO_below_both_WT	overlap
RPL9P33	overlap	overlap
RPL9P6	overlap	overlap
RPL9P7	both_KO_below_both_WT	overlap
RPL9P9	both_KO_below_both_WT	both_KO_above_both_WT
RPLP0	both_KO_below_both_WT	both_KO_above_both_WT
RPLP0P1	overlap	overlap
RPLP0P2	both_KO_below_both_WT	both_KO_below_both_WT
RPLP0P6	overlap	overlap
RPLP0P7	overlap	overlap
RPLP1	both_KO_below_both_WT	both_KO_below_both_WT
RPLP1P10	overlap	overlap
RPLP1P13	overlap	overlap
RPLP2	both_KO_above_both_WT	overlap
RPN1	overlap	both_KO_above_both_WT
RPN2	both_KO_above_both_WT	both_KO_above_both_WT
RPP14	overlap	both_KO_below_both_WT
RPP21	overlap	overlap
RPP25	overlap	both_KO_above_both_WT
RPP25L	both_KO_below_both_WT	overlap
RPP30	both_KO_below_both_WT	both_KO_above_both_WT
RPP38	both_KO_above_both_WT	overlap
RPP40	both_KO_above_both_WT	both_KO_above_both_WT
RPP40P1	both_KO_below_both_WT	overlap
RPP40P2	overlap	overlap
RPRD1A	both_KO_above_both_WT	both_KO_above_both_WT
RPRD1B	both_KO_below_both_WT	both_KO_above_both_WT
RPRD2	both_KO_above_both_WT	both_KO_below_both_WT
RPRM	both_KO_above_both_WT	overlap
RPRML	overlap	both_KO_above_both_WT
RPS10	both_KO_below_both_WT	both_KO_above_both_WT
RPS10-NUDT3	both_KO_above_both_WT	both_KO_above_both_WT
RPS10P14	overlap	overlap
RPS10P16	overlap	overlap
RPS10P18	overlap	overlap
RPS10P2	both_KO_above_both_WT	both_KO_above_both_WT
RPS10P20	overlap	overlap
RPS10P21	both_KO_above_both_WT	overlap
RPS10P28	overlap	overlap
RPS10P3	both_KO_below_both_WT	overlap
RPS10P5	overlap	overlap
RPS10P7	overlap	both_KO_below_both_WT
RPS11	both_KO_below_both_WT	overlap
RPS11P1	overlap	overlap
RPS11P7	overlap	overlap
RPS12	both_KO_below_both_WT	overlap
RPS12P10	overlap	overlap
RPS12P16	both_KO_below_both_WT	both_KO_below_both_WT
RPS12P17	overlap	both_KO_below_both_WT
RPS12P18	overlap	overlap
RPS12P2	overlap	overlap
RPS12P20	overlap	overlap
RPS12P23	overlap	both_KO_below_both_WT
RPS12P24	overlap	overlap
RPS12P31	overlap	both_KO_below_both_WT
RPS12P5	overlap	overlap
RPS13	both_KO_below_both_WT	both_KO_above_both_WT
RPS13P2	both_KO_below_both_WT	both_KO_above_both_WT
RPS14	both_KO_below_both_WT	both_KO_above_both_WT
RPS14P4	overlap	overlap
RPS14P7	overlap	overlap
RPS14P8	overlap	overlap
RPS15	overlap	both_KO_below_both_WT
RPS15A	both_KO_below_both_WT	overlap
RPS15AP1	both_KO_below_both_WT	overlap
RPS15AP10	overlap	overlap
RPS15AP11	overlap	overlap
RPS15AP12	both_KO_below_both_WT	overlap
RPS15AP17	overlap	overlap
RPS15AP27	overlap	overlap
RPS15AP28	overlap	overlap
RPS15AP29	overlap	overlap
RPS15AP30	overlap	overlap
RPS15AP34	overlap	overlap
RPS15AP36	overlap	overlap
RPS15AP38	both_KO_above_both_WT	both_KO_below_both_WT
RPS15AP40	overlap	both_KO_above_both_WT
RPS15AP5	overlap	both_KO_below_both_WT
RPS15AP6	overlap	overlap
RPS15AP7	overlap	overlap
RPS15AP9	overlap	overlap
RPS15P5	overlap	both_KO_below_both_WT
RPS15P9	overlap	overlap
RPS16	overlap	both_KO_above_both_WT
RPS16P5	both_KO_below_both_WT	overlap
RPS16P9	overlap	overlap
RPS17	both_KO_below_both_WT	both_KO_above_both_WT
RPS17P11	overlap	overlap
RPS17P13	overlap	overlap
RPS17P15	overlap	overlap
RPS17P17	overlap	overlap
RPS17P2	both_KO_above_both_WT	overlap
RPS17P5	overlap	both_KO_below_both_WT
RPS17P8	overlap	overlap
RPS18	both_KO_below_both_WT	both_KO_above_both_WT
RPS18P1	overlap	overlap
RPS18P13	overlap	both_KO_below_both_WT
RPS18P6	overlap	overlap
RPS18P9	overlap	both_KO_above_both_WT
RPS19	both_KO_below_both_WT	both_KO_above_both_WT
RPS19BP1	both_KO_below_both_WT	both_KO_below_both_WT
RPS19P1	overlap	overlap
RPS19P3	both_KO_below_both_WT	overlap
RPS19P6	overlap	overlap
RPS19P7	both_KO_below_both_WT	overlap
RPS2	both_KO_below_both_WT	both_KO_above_both_WT
RPS20	both_KO_below_both_WT	both_KO_above_both_WT
RPS20P1	overlap	overlap
RPS20P10	overlap	overlap
RPS20P14	overlap	overlap
RPS20P15	overlap	overlap
RPS20P2	overlap	overlap
RPS20P20	overlap	overlap
RPS20P21	overlap	overlap
RPS20P22	overlap	overlap
RPS20P23	overlap	overlap
RPS20P24	overlap	overlap
RPS20P25	overlap	overlap
RPS20P32	overlap	overlap
RPS20P4	overlap	overlap
RPS20P5	overlap	overlap
RPS21	both_KO_below_both_WT	both_KO_above_both_WT
RPS21P1	overlap	overlap
RPS21P4	overlap	overlap
RPS21P8	overlap	overlap
RPS23	both_KO_below_both_WT	both_KO_above_both_WT
RPS23P1	overlap	both_KO_below_both_WT
RPS23P10	overlap	overlap
RPS23P2	overlap	overlap
RPS23P3	overlap	overlap
RPS23P4	overlap	overlap
RPS23P5	overlap	overlap
RPS23P6	overlap	overlap
RPS23P7	overlap	overlap
RPS23P8	overlap	overlap
RPS23P9	overlap	overlap
RPS24	both_KO_below_both_WT	both_KO_above_both_WT
RPS24P1	overlap	overlap
RPS24P12	overlap	overlap
RPS24P13	both_KO_below_both_WT	overlap
RPS24P16	overlap	overlap
RPS24P6	both_KO_below_both_WT	overlap
RPS24P7	overlap	overlap
RPS24P8	overlap	overlap
RPS25	both_KO_below_both_WT	both_KO_above_both_WT
RPS25P9	overlap	overlap
RPS26	overlap	both_KO_above_both_WT
RPS26P11	overlap	overlap
RPS26P13	overlap	overlap
RPS26P15	overlap	overlap
RPS26P2	overlap	overlap
RPS26P21	overlap	overlap
RPS26P24	overlap	overlap
RPS26P28	overlap	overlap
RPS26P3	overlap	overlap
RPS26P30	overlap	overlap
RPS26P38	overlap	overlap
RPS26P39	overlap	both_KO_below_both_WT
RPS26P4	overlap	overlap
RPS26P40	overlap	overlap
RPS26P41	overlap	overlap
RPS26P42	both_KO_below_both_WT	overlap
RPS26P45	overlap	both_KO_above_both_WT
RPS26P47	overlap	overlap
RPS26P48	overlap	overlap
RPS26P5	overlap	overlap
RPS26P55	overlap	overlap
RPS26P56	overlap	overlap
RPS26P6	overlap	both_KO_above_both_WT
RPS26P8	overlap	overlap
RPS27	both_KO_below_both_WT	both_KO_above_both_WT
RPS27A	both_KO_below_both_WT	both_KO_above_both_WT
RPS27AP1	overlap	overlap
RPS27AP10	overlap	overlap
RPS27AP11	overlap	overlap
RPS27AP12	overlap	overlap
RPS27AP13	overlap	overlap
RPS27AP14	overlap	overlap
RPS27AP15	overlap	overlap
RPS27AP16	overlap	overlap
RPS27AP17	overlap	overlap
RPS27AP18	overlap	overlap
RPS27AP19	overlap	both_KO_below_both_WT
RPS27AP2	both_KO_below_both_WT	both_KO_below_both_WT
RPS27AP3	both_KO_below_both_WT	overlap
RPS27AP6	overlap	overlap
RPS27AP7	overlap	overlap
RPS27AP8	overlap	overlap
RPS27AP9	overlap	overlap
RPS27L	both_KO_above_both_WT	both_KO_above_both_WT
RPS27P1	overlap	overlap
RPS27P12	overlap	overlap
RPS27P16	overlap	overlap
RPS27P18	overlap	overlap
RPS27P20	overlap	overlap
RPS27P21	overlap	both_KO_below_both_WT
RPS27P22	overlap	overlap
RPS27P23	overlap	overlap
RPS27P26	overlap	overlap
RPS27P27	overlap	overlap
RPS27P29	overlap	overlap
RPS27P5	overlap	overlap
RPS28	both_KO_below_both_WT	both_KO_above_both_WT
RPS28P1	overlap	overlap
RPS28P7	overlap	both_KO_above_both_WT
RPS28P8	overlap	overlap
RPS29	both_KO_below_both_WT	overlap
RPS29P1	overlap	overlap
RPS29P10	overlap	overlap
RPS29P11	overlap	overlap
RPS29P12	overlap	overlap
RPS29P13	overlap	overlap
RPS29P14	overlap	overlap
RPS29P15	overlap	overlap
RPS29P16	overlap	overlap
RPS29P17	overlap	overlap
RPS29P19	overlap	overlap
RPS29P2	overlap	overlap
RPS29P20	overlap	overlap
RPS29P21	overlap	overlap
RPS29P22	overlap	overlap
RPS29P23	overlap	overlap
RPS29P24	overlap	overlap
RPS29P25	overlap	overlap
RPS29P26	overlap	overlap
RPS29P27	overlap	overlap
RPS29P28	overlap	overlap
RPS29P29	overlap	overlap
RPS29P3	overlap	overlap
RPS29P30	overlap	overlap
RPS29P31	overlap	overlap
RPS29P32	overlap	overlap
RPS29P33	overlap	overlap
RPS29P4	overlap	overlap
RPS29P5	overlap	overlap
RPS29P6	overlap	overlap
RPS29P7	overlap	overlap
RPS29P8	overlap	overlap
RPS29P9	overlap	overlap
RPS2P1	overlap	overlap
RPS2P25	overlap	overlap
RPS2P28	overlap	overlap
RPS2P32	overlap	both_KO_above_both_WT
RPS2P35	both_KO_below_both_WT	overlap
RPS2P36	overlap	overlap
RPS2P4	overlap	overlap
RPS2P45	overlap	overlap
RPS2P52	overlap	overlap
RPS2P55	both_KO_below_both_WT	both_KO_above_both_WT
RPS2P7	both_KO_below_both_WT	overlap
RPS3	both_KO_below_both_WT	overlap
RPS3A	both_KO_below_both_WT	both_KO_above_both_WT
RPS3AP1	overlap	overlap
RPS3AP12	overlap	overlap
RPS3AP14	overlap	overlap
RPS3AP15	overlap	overlap
RPS3AP17	overlap	overlap
RPS3AP2	overlap	both_KO_below_both_WT
RPS3AP22	both_KO_below_both_WT	overlap
RPS3AP23	overlap	overlap
RPS3AP24	overlap	overlap
RPS3AP25	overlap	both_KO_below_both_WT
RPS3AP26	overlap	overlap
RPS3AP29	overlap	overlap
RPS3AP3	overlap	overlap
RPS3AP36	overlap	overlap
RPS3AP37	overlap	overlap
RPS3AP38	both_KO_below_both_WT	overlap
RPS3AP4	overlap	overlap
RPS3AP41	overlap	overlap
RPS3AP43	overlap	both_KO_above_both_WT
RPS3AP44	overlap	overlap
RPS3AP46	both_KO_below_both_WT	both_KO_below_both_WT
RPS3AP49	both_KO_above_both_WT	overlap
RPS3AP5	both_KO_below_both_WT	both_KO_below_both_WT
RPS3AP50	overlap	overlap
RPS3AP52	both_KO_below_both_WT	overlap
RPS3AP53	overlap	overlap
RPS3AP54	both_KO_above_both_WT	overlap
RPS3AP6	overlap	both_KO_below_both_WT
RPS3AP9	both_KO_above_both_WT	overlap
RPS3P1	overlap	overlap
RPS3P2	overlap	both_KO_above_both_WT
RPS3P6	both_KO_above_both_WT	overlap
RPS3P7	overlap	overlap
RPS4X	both_KO_below_both_WT	both_KO_above_both_WT
RPS4XP1	overlap	overlap
RPS4XP10	overlap	overlap
RPS4XP11	both_KO_below_both_WT	overlap
RPS4XP12	overlap	overlap
RPS4XP13	overlap	overlap
RPS4XP14	overlap	both_KO_below_both_WT
RPS4XP15	overlap	overlap
RPS4XP16	both_KO_below_both_WT	both_KO_below_both_WT
RPS4XP17	overlap	overlap
RPS4XP18	overlap	overlap
RPS4XP19	overlap	overlap
RPS4XP2	overlap	overlap
RPS4XP20	overlap	both_KO_below_both_WT
RPS4XP21	overlap	overlap
RPS4XP22	both_KO_below_both_WT	both_KO_above_both_WT
RPS4XP23	overlap	overlap
RPS4XP3	overlap	overlap
RPS4XP4	overlap	overlap
RPS4XP5	overlap	overlap
RPS4XP6	overlap	overlap
RPS4XP7	overlap	overlap
RPS4XP8	both_KO_below_both_WT	overlap
RPS4XP9	overlap	overlap
RPS4Y1	overlap	overlap
RPS4Y2	overlap	overlap
RPS5	both_KO_below_both_WT	both_KO_above_both_WT
RPS5P2	both_KO_above_both_WT	overlap
RPS5P3	overlap	overlap
RPS5P7	overlap	overlap
RPS6	both_KO_below_both_WT	both_KO_above_both_WT
RPS6KA1	both_KO_below_both_WT	overlap
RPS6KA2	overlap	overlap
RPS6KA3	both_KO_above_both_WT	both_KO_above_both_WT
RPS6KA4	both_KO_above_both_WT	both_KO_below_both_WT
RPS6KA5	both_KO_above_both_WT	both_KO_below_both_WT
RPS6KA6	both_KO_below_both_WT	overlap
RPS6KB1	overlap	both_KO_above_both_WT
RPS6KB2	both_KO_below_both_WT	both_KO_above_both_WT
RPS6KC1	both_KO_below_both_WT	overlap
RPS6KL1	both_KO_below_both_WT	overlap
RPS6P12	overlap	overlap
RPS6P14	overlap	overlap
RPS6P15	overlap	overlap
RPS6P2	overlap	both_KO_below_both_WT
RPS6P23	overlap	overlap
RPS6P25	overlap	overlap
RPS6P4	overlap	overlap
RPS7	both_KO_below_both_WT	both_KO_above_both_WT
RPS7P1	overlap	overlap
RPS7P10	overlap	both_KO_above_both_WT
RPS7P11	overlap	overlap
RPS7P12	overlap	overlap
RPS7P13	overlap	overlap
RPS7P14	both_KO_below_both_WT	both_KO_above_both_WT
RPS7P15	both_KO_above_both_WT	overlap
RPS7P2	overlap	overlap
RPS7P3	overlap	overlap
RPS7P4	both_KO_below_both_WT	overlap
RPS7P5	both_KO_below_both_WT	overlap
RPS7P6	both_KO_below_both_WT	overlap
RPS7P7	overlap	overlap
RPS7P8	overlap	overlap
RPS7P9	overlap	overlap
RPS8	both_KO_below_both_WT	both_KO_above_both_WT
RPS8P10	overlap	overlap
RPS8P4	overlap	overlap
RPS8P6	overlap	overlap
RPS9	both_KO_below_both_WT	both_KO_above_both_WT
RPS9P1	both_KO_below_both_WT	both_KO_below_both_WT
RPSA	both_KO_below_both_WT	both_KO_above_both_WT
RPSAP1	overlap	both_KO_below_both_WT
RPSAP10	overlap	overlap
RPSAP11	overlap	overlap
RPSAP12	both_KO_above_both_WT	both_KO_above_both_WT
RPSAP13	overlap	both_KO_above_both_WT
RPSAP14	both_KO_below_both_WT	overlap
RPSAP15	overlap	overlap
RPSAP16	overlap	overlap
RPSAP17	overlap	overlap
RPSAP18	overlap	both_KO_below_both_WT
RPSAP19	both_KO_below_both_WT	overlap
RPSAP2	overlap	both_KO_above_both_WT
RPSAP20	overlap	overlap
RPSAP21	both_KO_above_both_WT	both_KO_above_both_WT
RPSAP22	overlap	overlap
RPSAP23	overlap	overlap
RPSAP24	overlap	overlap
RPSAP25	overlap	overlap
RPSAP26	overlap	overlap
RPSAP27	overlap	overlap
RPSAP28	overlap	both_KO_below_both_WT
RPSAP29	overlap	both_KO_above_both_WT
RPSAP3	both_KO_below_both_WT	overlap
RPSAP31	overlap	overlap
RPSAP32	overlap	overlap
RPSAP33	overlap	overlap
RPSAP34	overlap	overlap
RPSAP35	overlap	overlap
RPSAP36	overlap	overlap
RPSAP37	overlap	overlap
RPSAP38	overlap	overlap
RPSAP39	overlap	overlap
RPSAP4	overlap	overlap
RPSAP40	overlap	overlap
RPSAP41	overlap	both_KO_below_both_WT
RPSAP42	overlap	overlap
RPSAP43	both_KO_below_both_WT	overlap
RPSAP44	overlap	overlap
RPSAP45	both_KO_below_both_WT	both_KO_below_both_WT
RPSAP46	overlap	overlap
RPSAP47	overlap	overlap
RPSAP48	both_KO_above_both_WT	both_KO_below_both_WT
RPSAP49	both_KO_below_both_WT	overlap
RPSAP5	both_KO_below_both_WT	overlap
RPSAP50	overlap	overlap
RPSAP51	overlap	overlap
RPSAP52	overlap	both_KO_above_both_WT
RPSAP53	both_KO_below_both_WT	both_KO_above_both_WT
RPSAP54	both_KO_below_both_WT	overlap
RPSAP55	overlap	overlap
RPSAP57	overlap	overlap
RPSAP58	overlap	both_KO_below_both_WT
RPSAP59	overlap	overlap
RPSAP6	overlap	both_KO_above_both_WT
RPSAP60	overlap	overlap
RPSAP61	overlap	overlap
RPSAP62	overlap	overlap
RPSAP63	both_KO_below_both_WT	overlap
RPSAP64	overlap	overlap
RPSAP65	overlap	overlap
RPSAP66	overlap	overlap
RPSAP67	overlap	overlap
RPSAP68	overlap	overlap
RPSAP69	overlap	overlap
RPSAP7	overlap	overlap
RPSAP70	overlap	overlap
RPSAP71	overlap	overlap
RPSAP72	overlap	overlap
RPSAP73	overlap	overlap
RPSAP74	overlap	both_KO_above_both_WT
RPSAP75	overlap	overlap
RPSAP76	overlap	overlap
RPSAP8	overlap	overlap
RPSAP9	overlap	overlap
RPTN	overlap	overlap
RPTOR	both_KO_below_both_WT	both_KO_above_both_WT
RPUSD1	both_KO_below_both_WT	both_KO_above_both_WT
RPUSD2	overlap	both_KO_above_both_WT
RPUSD3	overlap	both_KO_above_both_WT
RPUSD4	both_KO_below_both_WT	both_KO_above_both_WT
RRAD	overlap	both_KO_above_both_WT
RRAGA	both_KO_above_both_WT	both_KO_above_both_WT
RRAGB	both_KO_below_both_WT	overlap
RRAGC	both_KO_above_both_WT	both_KO_below_both_WT
RRAGD	both_KO_below_both_WT	both_KO_above_both_WT
RRAS	both_KO_below_both_WT	both_KO_below_both_WT
RRAS2	both_KO_above_both_WT	both_KO_above_both_WT
RRBP1	overlap	both_KO_above_both_WT
RREB1	both_KO_below_both_WT	both_KO_above_both_WT
RRH	overlap	both_KO_above_both_WT
RRM1	both_KO_below_both_WT	both_KO_above_both_WT
RRM2	both_KO_above_both_WT	both_KO_above_both_WT
RRM2B	both_KO_above_both_WT	both_KO_above_both_WT
RRM2P2	overlap	overlap
RRM2P3	overlap	overlap
RRM2P4	overlap	overlap
RRN3	both_KO_above_both_WT	both_KO_above_both_WT
RRN3P1	overlap	both_KO_below_both_WT
RRN3P3	both_KO_below_both_WT	both_KO_below_both_WT
RRNAD1	both_KO_below_both_WT	both_KO_below_both_WT
RRP1	overlap	both_KO_below_both_WT
RRP12	overlap	overlap
RRP15	both_KO_above_both_WT	overlap
RRP1B	both_KO_above_both_WT	both_KO_below_both_WT
RRP36	both_KO_above_both_WT	both_KO_above_both_WT
RRP7A	both_KO_below_both_WT	both_KO_above_both_WT
RRP7BP	overlap	both_KO_above_both_WT
RRP8	both_KO_below_both_WT	overlap
RRP9	both_KO_above_both_WT	both_KO_above_both_WT
RRS1	both_KO_above_both_WT	both_KO_above_both_WT
RS1	overlap	overlap
RSAD1	both_KO_below_both_WT	both_KO_above_both_WT
RSAD2	overlap	overlap
RSBN1	both_KO_below_both_WT	both_KO_above_both_WT
RSBN1L	both_KO_below_both_WT	both_KO_below_both_WT
RSC1A1	overlap	overlap
RSF1	both_KO_above_both_WT	both_KO_above_both_WT
RSG1	both_KO_below_both_WT	both_KO_above_both_WT
RSL1D1	both_KO_above_both_WT	both_KO_above_both_WT
RSL24D1	both_KO_above_both_WT	both_KO_above_both_WT
RSL24D1P1	overlap	both_KO_below_both_WT
RSL24D1P11	overlap	overlap
RSL24D1P2	overlap	overlap
RSL24D1P3	both_KO_above_both_WT	both_KO_above_both_WT
RSL24D1P4	overlap	overlap
RSL24D1P6	overlap	overlap
RSL24D1P8	overlap	both_KO_above_both_WT
RSPH1	both_KO_above_both_WT	overlap
RSPH10B	overlap	overlap
RSPH10B2	both_KO_below_both_WT	both_KO_above_both_WT
RSPH14	overlap	both_KO_above_both_WT
RSPH3	overlap	overlap
RSPH4A	both_KO_above_both_WT	overlap
RSPH6A	overlap	overlap
RSPH9	both_KO_below_both_WT	overlap
RSPO1	overlap	both_KO_above_both_WT
RSPO2	overlap	overlap
RSPO3	overlap	overlap
RSPO4	overlap	overlap
RSPRY1	overlap	both_KO_above_both_WT
RSRC1	both_KO_above_both_WT	both_KO_above_both_WT
RSRC2	both_KO_above_both_WT	both_KO_above_both_WT
RSRP1	both_KO_above_both_WT	overlap
RSU1	both_KO_above_both_WT	both_KO_below_both_WT
RSU1P1	overlap	both_KO_below_both_WT
RSU1P2	overlap	overlap
RSU1P3	overlap	overlap
RTBDN	both_KO_below_both_WT	both_KO_below_both_WT
RTCA	both_KO_above_both_WT	both_KO_above_both_WT
RTCB	both_KO_below_both_WT	both_KO_above_both_WT
RTEL1	both_KO_above_both_WT	both_KO_above_both_WT
RTEL1-TNFRSF6B	both_KO_below_both_WT	both_KO_above_both_WT
RTEL1P1	overlap	both_KO_below_both_WT
RTF1	overlap	overlap
RTFDC1	overlap	both_KO_above_both_WT
RTKN	both_KO_above_both_WT	both_KO_above_both_WT
RTKN2	overlap	both_KO_below_both_WT
RTL1	overlap	both_KO_below_both_WT
RTL10	both_KO_below_both_WT	both_KO_below_both_WT
RTL3	overlap	overlap
RTL4	overlap	overlap
RTL5	both_KO_above_both_WT	overlap
RTL6	both_KO_below_both_WT	overlap
RTL8A	both_KO_above_both_WT	both_KO_above_both_WT
RTL8B	overlap	both_KO_above_both_WT
RTL8C	overlap	both_KO_above_both_WT
RTL9	both_KO_above_both_WT	overlap
RTN1	both_KO_above_both_WT	overlap
RTN2	both_KO_below_both_WT	both_KO_below_both_WT
RTN3	both_KO_above_both_WT	both_KO_below_both_WT
RTN3P1	overlap	overlap
RTN4	both_KO_above_both_WT	both_KO_above_both_WT
RTN4IP1	both_KO_above_both_WT	both_KO_above_both_WT
RTN4R	both_KO_below_both_WT	both_KO_below_both_WT
RTN4RL1	overlap	both_KO_below_both_WT
RTN4RL2	both_KO_below_both_WT	overlap
RTP1	overlap	overlap
RTP2	overlap	overlap
RTP3	overlap	overlap
RTP4	overlap	overlap
RTP5	overlap	overlap
RTTN	overlap	both_KO_above_both_WT
RUBCN	overlap	both_KO_below_both_WT
RUBCNL	both_KO_below_both_WT	overlap
RUFY1	overlap	overlap
RUFY2	overlap	both_KO_above_both_WT
RUFY3	overlap	both_KO_above_both_WT
RUFY4	overlap	overlap
RUNDC1	overlap	both_KO_above_both_WT
RUNDC3A	overlap	both_KO_above_both_WT
RUNDC3B	both_KO_below_both_WT	both_KO_below_both_WT
RUNX1	both_KO_below_both_WT	both_KO_below_both_WT
RUNX1T1	both_KO_above_both_WT	both_KO_above_both_WT
RUNX2	both_KO_above_both_WT	both_KO_below_both_WT
RUNX3	overlap	overlap
RUSC1	both_KO_below_both_WT	both_KO_below_both_WT
RUSC2	both_KO_above_both_WT	overlap
RUVBL1	both_KO_above_both_WT	both_KO_above_both_WT
RUVBL2	overlap	both_KO_above_both_WT
RWDD1	overlap	overlap
RWDD2A	overlap	both_KO_above_both_WT
RWDD2B	overlap	both_KO_below_both_WT
RWDD3	both_KO_above_both_WT	overlap
RWDD4	both_KO_above_both_WT	both_KO_above_both_WT
RWDD4P1	overlap	overlap
RWDD4P2	overlap	both_KO_below_both_WT
RXFP1	overlap	both_KO_above_both_WT
RXFP2	overlap	overlap
RXFP3	overlap	overlap
RXFP4	overlap	overlap
RXRA	overlap	both_KO_below_both_WT
RXRB	both_KO_below_both_WT	both_KO_below_both_WT
RXRG	overlap	overlap
RYBP	both_KO_below_both_WT	both_KO_above_both_WT
RYK	both_KO_above_both_WT	overlap
RYR1	overlap	overlap
RYR2	overlap	overlap
RYR3	overlap	overlap
S100A1	both_KO_below_both_WT	overlap
S100A10	overlap	both_KO_below_both_WT
S100A11	both_KO_above_both_WT	both_KO_below_both_WT
S100A11P1	overlap	overlap
S100A11P2	overlap	overlap
S100A12	overlap	both_KO_below_both_WT
S100A13	both_KO_below_both_WT	both_KO_below_both_WT
