sample	patient	gene	n_hi_contacts	n_lo_contacts	mean_lognorm_hi	mean_lognorm_lo	delta_lognorm	frac_pos_hi	frac_pos_lo	mwu_p	pos_or_hi_vs_lo	pos_or_lo	pos_or_hi	mwu_q
Lung12	Lung12	CDH1	1062	1692	0.16175103187561035	0.1508328914642334	0.010918140411376953	0.2919020715630885	0.1702127659574468	1.2584454589514849e-09	2.0096409574468086	1.673168215266993	2.413778089373556	4.027025468644752e-09
Lung12	Lung12	LGALS9	1062	1692	0.09027201682329178	0.09417513757944107	-0.003903120756149292	0.16101694915254236	0.12174940898345153	0.01830025389790535	1.3844267921937825	1.1120137107867762	1.7235736613246428	0.024400338530540466
Lung13	Lung13	CDH1	789	1193	0.30565986037254333	0.21166564524173737	0.09399421513080597	0.4448669201520912	0.24811399832355407	4.19468164359043e-15	2.4284755646057015	2.003650374984752	2.9433745734865853	1.677872657436172e-14
Lung13	Lung13	LGALS9	789	1193	0.09814861416816711	0.11792035400867462	-0.019771739840507507	0.16223067173637515	0.14836546521374686	0.67364901304245	1.1115498688000547	0.867749721716428	1.4238473143909367	0.67364901304245
Lung5_Rep1	Lung5	CDH1	953	1964	0.2366555631160736	0.12802551686763763	0.10863004624843597	0.3357817418677859	0.1369653767820774	3.488079181827758e-31	3.185397910463539	2.6445715871874973	3.836825555089837	5.580926690924413e-30
Lung5_Rep1	Lung5	LGALS9	953	1964	0.10350864380598068	0.10155919194221497	0.0019494518637657166	0.16369359916054566	0.10641547861507128	0.0001442522625438869	1.6436037052823687	1.3142283744523586	2.05552793755775	0.0002564484667446878
Lung5_Rep2	Lung5	CDH1	1523	2827	0.21653342247009277	0.1547413468360901	0.061792075634002686	0.2849638870650033	0.1545808277325787	7.08860956227384e-20	2.1796076008682626	1.8742766833068367	2.534678756917007	5.670887649819072e-19
Lung5_Rep2	Lung5	LGALS9	1523	2827	0.11121392995119095	0.10724257677793503	0.00397135317325592	0.15692711753118843	0.11001061195613725	0.00013210420729592443	1.505854894772165	1.2559015651743886	1.8055546923332486	0.0002564484667446878
Lung5_Rep3	Lung5	CDH1	765	1480	0.15755696594715118	0.10454393178224564	0.05301303416490555	0.26143790849673204	0.11756756756756757	1.4369105033704577e-15	2.6569016376767367	2.1196885797577756	3.3302657662551525	7.66352268464244e-15
Lung5_Rep3	Lung5	LGALS9	765	1480	0.07659372687339783	0.07293692976236343	0.0036567971110343933	0.12418300653594772	0.08445945945945946	0.0065873851999640465	1.5370149253731342	1.158887210890427	2.0385201067191243	0.009581651199947704
Lung6	Lung6	CDH1	177	219	0.33537083864212036	0.23265528678894043	0.10271555185317993	0.2937853107344633	0.1552511415525114	0.002618771279230714	2.263529411764706	1.3891618442294034	3.6882422442044707	0.004190034046769142
Lung6	Lung6	LGALS9	177	219	0.08040650933980942	0.11201003193855286	-0.03160352259874344	0.06779661016949153	0.0821917808219178	0.5682137608528137	0.8121212121212121	0.3802145248713543	1.7346545700756244	0.6060946782430013
Lung9_Rep1	Lung9	CDH1	1036	1448	0.12695102393627167	0.10636386275291443	0.02058716118335724	0.21621621621621623	0.12154696132596685	1.2848938801823806e-08	1.993730407523511	1.6061497521618238	2.474838309773855	3.426383680486348e-08
Lung9_Rep1	Lung9	LGALS9	1036	1448	0.14915713667869568	0.1246359571814537	0.024521179497241974	0.2606177606177606	0.1595303867403315	1.9550572005755384e-07	1.8570072225424705	1.5241022136000713	2.2626276596169226	4.468702172744088e-07
Lung9_Rep2	Lung9	CDH1	1332	1630	0.07197512686252594	0.08495897054672241	-0.012983843684196472	0.13588588588588588	0.1049079754601227	0.038379088044166565	1.341721665879149	1.0736964698555669	1.6766535787639156	0.04723580066974347
Lung9_Rep2	Lung9	LGALS9	1332	1630	0.06751515716314316	0.07674974203109741	-0.009234584867954254	0.13588588588588588	0.11042944785276074	0.10348866134881973	1.2667728545226373	1.0162546430214	1.579046625739883	0.11827275582722255
