a	b	c	d	n_hi	n_lo	p_contact_hi	p_contact_hi_lo	p_contact_hi_hi	p_contact_lo	p_contact_lo_lo	p_contact_lo_hi	or	or_lo	or_hi	sample	patient	fov
14	68	25	57	82	82	0.17073170731707318	0.10451499593969749	0.26641937620620854	0.3048780487804878	0.21583254094468948	0.4113878277343659	0.46941176470588236	0.223306187846958	0.9867501074144212	Lung5_Rep3	Lung5	22
21	45	18	48	66	66	0.3181818181818182	0.21848849400185993	0.43787676681690707	0.2727272727272727	0.180032031620791	0.3904245444026678	1.2444444444444445	0.588124969275008	2.6331852177908384	Lung5_Rep3	Lung5	23
14	84	28	70	98	98	0.14285714285714285	0.0870439104644005	0.2256141781752124	0.2857142857142857	0.20568632301416542	0.38190853016960236	0.4166666666666667	0.2036892876828069	0.8523330465049557	Lung5_Rep3	Lung5	24
33	61	30	64	94	94	0.35106382978723405	0.2621533589409395	0.4516698001243252	0.3191489361702128	0.23361018709048176	0.4188893632030539	1.1540983606557378	0.6294734639283276	2.1159637417534056	Lung5_Rep3	Lung5	25
35	354	96	293	389	389	0.08997429305912596	0.06540472010247222	0.12256315295374179	0.2467866323907455	0.2065558739344492	0.2919697404607676	0.3017596516007533	0.1989014850144378	0.45780898683385035	Lung5_Rep3	Lung5	26
23	754	73	704	777	777	0.029601029601029602	0.019804289370226998	0.04402632621172969	0.09395109395109395	0.07538699875355598	0.11651056408121102	0.294175357000109	0.18206828178113604	0.4753114590830825	Lung5_Rep3	Lung5	27
30	412	76	366	442	442	0.06787330316742081	0.04795353334279139	0.09523992370563117	0.17194570135746606	0.1396324860923332	0.20991228496536984	0.35066428206438427	0.22461423422038704	0.5474516748349921	Lung5_Rep3	Lung5	28
8	234	26	216	242	242	0.03305785123966942	0.016844100424388123	0.06386477878889392	0.10743801652892562	0.07437898572509116	0.1527656472418274	0.28402366863905326	0.12587984150444476	0.6408448198144443	Lung5_Rep3	Lung5	29
54	62	56	60	116	116	0.46551724137931033	0.37730845831344373	0.5559367587063557	0.4827586206896552	0.3938423815560117	0.5727802269538881	0.9331797235023042	0.5573029662104635	1.5625691036192566	Lung5_Rep3	Lung5	30
3	1006	3	1006	1009	1009	0.002973240832507433	0.0010116559202196676	0.00870516455792815	0.002973240832507433	0.0010116559202196676	0.00870516455792815	1.0	0.2013485677081655	4.966511614075146	Lung6	Lung6	3
5	947	12	940	952	952	0.005252100840336135	0.002245374653836364	0.01223568580639052	0.012605042016806723	0.007225033723040599	0.021902805031832593	0.41358676522351284	0.14513758754699949	1.1785645280390045	Lung6	Lung6	4
9	893	12	890	902	902	0.009977827050997782	0.005258058334179707	0.01885388353291935	0.013303769401330377	0.007626370969321563	0.02310924550048949	0.7474804031354984	0.3133929352147409	1.7828319987135646	Lung6	Lung6	5
4	1033	3	1034	1037	1037	0.003857280617164899	0.0015009883026692412	0.009875958967693513	0.0028929604628736743	0.0009843269794684068	0.008471098322517988	1.3346240722813811	0.29795700746342413	5.978115532428256	Lung6	Lung6	6
2	1068	0	1070	1070	1070	0.001869158878504673	0.0005127297940369416	0.006789650743278804	0.0	0.0	0.0035774363742287502	5.009358914365934	0.24019751202372333	104.47101021787037	Lung6	Lung6	7
6	947	7	946	953	953	0.0062959076600209865	0.0028885317458811873	0.013667604609394333	0.007345225603357817	0.00356245869846841	0.015083887781450523	0.8562377432493589	0.28668640895671654	2.5572997186463895	Lung6	Lung6	8
4	872	7	869	876	876	0.0045662100456621	0.0017770709521672196	0.011681715265715632	0.007990867579908675	0.003876020201033426	0.01640217532870738	0.5694626474442989	0.16610350632545987	1.9523230665514486	Lung6	Lung6	9
5	377	1	381	382	382	0.013089005235602094	0.005603367914313666	0.030270420707753008	0.002617801047120419	0.0004622438330808354	0.01467764777010555	5.053050397877984	0.5875486702653282	43.457367220258355	Lung6	Lung6	10
2	1005	4	1003	1007	1007	0.0019860973187686196	0.0005448171895884955	0.007212679138223893	0.003972194637537239	0.0015457353973298647	0.010168859649015677	0.49900497512437814	0.09119075951101228	2.73060523384292	Lung6	Lung6	12
4	621	18	607	625	625	0.0064	0.0024915267873279797	0.016339288476802133	0.0288	0.018293552213890417	0.045063579375368305	0.2172123814635892	0.07308948508750651	0.6455267622229927	Lung6	Lung6	13
34	371	49	356	405	405	0.08395061728395062	0.06069588717124403	0.11502400043314848	0.12098765432098765	0.09273739084739671	0.15636054830556623	0.6658232025964025	0.4198972815968359	1.0557832987863538	Lung6	Lung6	14
24	100	20	104	124	124	0.1935483870967742	0.13365449027053075	0.27185983370538946	0.16129032258064516	0.10690383789562934	0.23603304649880874	1.248	0.6490189043049578	2.399782178406575	Lung6	Lung6	15
3	688	5	686	691	691	0.004341534008683068	0.0014775618339820731	0.012686241830047254	0.00723589001447178	0.0030945391532333907	0.01682597222662642	0.5982558139534884	0.1424136038631324	2.513172963961525	Lung6	Lung6	16
7	1002	6	1003	1009	1009	0.006937561942517344	0.0033645086852388704	0.01425088151990278	0.005946481665014866	0.0027280539162245626	0.01291269385716863	1.167831004657352	0.39109542677453546	3.4872032810172455	Lung6	Lung6	18
10	682	16	676	692	692	0.014450867052023121	0.007867948107234193	0.02639502208598219	0.023121387283236993	0.014281193312490946	0.037227080984418	0.6195014662756598	0.2791320759935855	1.3749120926056233	Lung6	Lung6	19
4	380	4	380	384	384	0.010416666666666666	0.004058021011151665	0.02647403124935881	0.010416666666666666	0.004058021011151665	0.02647403124935881	1.0	0.24827840528959705	4.027736519547801	Lung6	Lung6	20
1	774	2	773	775	775	0.0012903225806451613	0.0002278040831370869	0.007272565696802761	0.0025806451612903226	0.0007079766691192244	0.009360309359772914	0.49935400516795864	0.04518419081129632	5.518620960120008	Lung6	Lung6	21
5	1105	2	1108	1110	1110	0.0045045045045045045	0.0019255152242815274	0.010501386410564934	0.0018018018018018018	0.0004942478400627053	0.006545891440064738	2.506787330316742	0.48530997172426077	12.948389865368183	Lung6	Lung6	24
23	389	19	393	412	412	0.055825242718446605	0.03748380685884617	0.08237336952754712	0.04611650485436893	0.02971913242385052	0.07089994945732732	1.2229738871600595	0.6555335008678047	2.281599836919704	Lung6	Lung6	25
7	744	1	750	751	751	0.009320905459387484	0.004522180613193188	0.01911403657462476	0.0013315579227696406	0.00023508530537600823	0.007503756857006138	7.056451612903226	0.8660273520552741	57.49646272380839	Lung6	Lung6	26
0	979	1	978	979	979	0.0	0.0	0.003908666462632432	0.0010214504596527069	0.00018032921053547915	0.005763253153092597	0.3329930236515229	0.013547867854554203	8.184635028257174	Lung6	Lung6	27
0	950	1	949	950	950	0.0	0.0	0.0040275030990470535	0.0010526315789473684	0.0001858347131650363	0.005938452589884022	0.33298264071541295	0.013546938614463043	8.184686014553447	Lung6	Lung6	28
15	489	26	478	504	504	0.02976190476190476	0.018117450983413372	0.048520650345819996	0.051587301587301584	0.035444502062581755	0.07451419371972517	0.5639452571967909	0.29502893188982626	1.0779764922632038	Lung6	Lung6	30
104	594	122	576	698	698	0.1489971346704871	0.12450385827516573	0.17733290945134125	0.17478510028653296	0.1484110693639817	0.2047193235907819	0.8266269249875807	0.6212662653297881	1.0998699128652984	Lung9_Rep1	Lung9	1
47	638	111	574	685	685	0.06861313868613139	0.0519878676030531	0.09005001164233511	0.16204379562043797	0.13634567052541285	0.19151141592232784	0.38094834646558784	0.26597856377675577	0.5456140548103371	Lung9_Rep1	Lung9	2
74	334	69	339	408	408	0.18137254901960784	0.14701100812387743	0.2216783132074305	0.16911764705882354	0.13586886160353145	0.20853927977898062	1.088518614944025	0.7585676445375982	1.5619869679544849	Lung9_Rep1	Lung9	3
45	452	70	427	497	497	0.09054325955734406	0.06835655381552591	0.11901126866567371	0.14084507042253522	0.11300980601711724	0.1741899793042299	0.6073008849557522	0.40823927395957166	0.9034269566738544	Lung9_Rep1	Lung9	4
55	714	78	691	769	769	0.07152145643693109	0.05535857307799189	0.09194405659411689	0.10143042912873862	0.08203475158509664	0.1247884836030713	0.6824139912375207	0.4758145074907353	0.978719328867438	Lung9_Rep1	Lung9	5
49	540	51	538	589	589	0.0831918505942275	0.06349791430474987	0.10828760142154194	0.0865874363327674	0.06646988760881946	0.11206279295880602	0.9572258533042847	0.6353561000637564	1.4421539891443071	Lung9_Rep1	Lung9	6
60	564	144	480	624	624	0.09615384615384616	0.07543273840037436	0.12181701376641423	0.23076923076923078	0.19941839054671945	0.265414777564473	0.3546099290780142	0.25625712092206004	0.4907110536021368	Lung9_Rep1	Lung9	7
62	581	56	587	643	643	0.09642301710730948	0.07594662853263931	0.12169310274005554	0.08709175738724728	0.0676761175341613	0.11141193122460744	1.118576346201131	0.7656389607805723	1.6342076440376747	Lung9_Rep1	Lung9	8
34	713	37	710	747	747	0.04551539491298527	0.03275156973415491	0.06292986294085937	0.049531459170013385	0.036146045884979106	0.06752641978554315	0.9150524999052349	0.5678699607095286	1.4744944010361525	Lung9_Rep1	Lung9	9
66	490	96	460	556	556	0.11870503597122302	0.09440117356779472	0.14824174542929303	0.17266187050359713	0.14351900523229025	0.20629708560483231	0.6454081632653061	0.46018634044059575	0.9051804901698677	Lung9_Rep1	Lung9	10
39	444	56	427	483	483	0.08074534161490683	0.05962723980946226	0.10848000492886738	0.11594202898550725	0.09037199255284674	0.14757316250374658	0.6697635135135135	0.4357624914147381	1.0294212394866866	Lung9_Rep1	Lung9	11
55	499	60	494	554	554	0.09927797833935018	0.07706913157905976	0.12700600372816723	0.10830324909747292	0.08507126659738276	0.13693010440112288	0.9074816299265197	0.6165973817317115	1.3355926136780403	Lung9_Rep1	Lung9	12
66	670	89	647	736	736	0.08967391304347826	0.07110637109424485	0.11250266089314274	0.12092391304347826	0.09931599208038576	0.14646851098081007	0.7161160489686399	0.5116423990288044	1.0023059006913628	Lung9_Rep1	Lung9	13
41	667	59	649	708	708	0.05790960451977401	0.0429715990824497	0.07761927394323467	0.08333333333333333	0.06515392336189532	0.10600999849937268	0.6761619190404797	0.4474346071156462	1.0218139891050837	Lung9_Rep1	Lung9	14
52	725	59	718	777	777	0.06692406692406692	0.051398023894733774	0.08671142109385291	0.07593307593307594	0.059322805261352855	0.09671601234262725	0.8728462887200468	0.5928425219794504	1.285097838779465	Lung9_Rep1	Lung9	15
33	578	59	552	611	611	0.054009819967266774	0.03871331801286662	0.07487951630413468	0.09656301145662848	0.07560117058959266	0.12256629237973145	0.5341622192246789	0.3434235814589619	0.8308377521277753	Lung9_Rep1	Lung9	16
26	834	54	806	860	860	0.030232558139534883	0.020713598514216218	0.04392973424493777	0.06279069767441861	0.04844133299364607	0.08102869947526954	0.4653166355804246	0.28857213041187585	0.7503135214022559	Lung9_Rep1	Lung9	17
55	918	66	907	973	973	0.0565262076053443	0.04368343271345517	0.07285705860059205	0.06783144912641316	0.05367060733446695	0.0853914473528027	0.8233478576615831	0.569042696068404	1.1913019873546162	Lung9_Rep1	Lung9	18
46	868	70	844	914	914	0.05032822757111598	0.037941885207016364	0.06647874684975683	0.07658643326039387	0.06106292045438608	0.09565431702972879	0.638973008558262	0.4352730547795719	0.9380008736648274	Lung9_Rep1	Lung9	19
27	1008	42	993	1035	1035	0.02608695652173913	0.017989425419449166	0.03768951543159107	0.04057971014492753	0.030160082760473203	0.05439717794221717	0.6332908163265306	0.38744603311734777	1.0351306343664466	Lung9_Rep1	Lung9	20
40	620	32	628	660	660	0.06060606060606061	0.04482034628829381	0.08147725241597539	0.048484848484848485	0.03455078513127786	0.06764467836483326	1.2661290322580645	0.7850943586793898	2.0418981598890795	Lung9_Rep2	Lung9	1
20	749	48	721	769	769	0.02600780234070221	0.01689798523862681	0.03982980995252232	0.06241872561768531	0.04739987142178981	0.08178779135412703	0.40109034267912774	0.23571256671803614	0.6824984566177161	Lung9_Rep2	Lung9	2
34	767	48	753	801	801	0.04244694132334582	0.030532178331107378	0.058729609329967784	0.0599250936329588	0.045493799023314005	0.07855744286080331	0.6954041720990873	0.44309830588856325	1.091376238965889	Lung9_Rep2	Lung9	3
1	806	34	773	807	807	0.0012391573729863693	0.0002187695760161078	0.006985596850176134	0.042131350681536554	0.03030400891235404	0.0582972666018771	0.028207560940008758	0.00385175536112531	0.20657243765134906	Lung9_Rep2	Lung9	4
22	946	34	934	968	968	0.022727272727272728	0.0150558370076712	0.03417193838288627	0.03512396694214876	0.02524228127484051	0.04868087657310507	0.6388508891928865	0.3708561088473168	1.100508927548962	Lung9_Rep2	Lung9	5
16	493	25	484	509	509	0.03143418467583497	0.019439752622897464	0.050448493572418984	0.04911591355599214	0.033486695657654345	0.07150010728500865	0.6283164300202839	0.3313340667415795	1.191490932748971	Lung9_Rep2	Lung9	6
21	640	16	645	661	661	0.03177004538577912	0.020871830159250572	0.04807933053827498	0.024205748865355523	0.014953372151999473	0.03895661182012261	1.32275390625	0.6839823079134415	2.5580747868131364	Lung9_Rep2	Lung9	7
42	737	43	736	779	779	0.05391527599486521	0.04013238021340934	0.0720762709364529	0.055198973042362	0.04123590128671197	0.07352754511163989	0.9754188886434635	0.6298987237312389	1.5104682268389618	Lung9_Rep2	Lung9	8
21	1101	46	1076	1122	1122	0.01871657754010695	0.012273866977934107	0.02844376150550441	0.040998217468805706	0.030876318420792	0.05425253096619104	0.44615566875962565	0.2644600174202224	0.7526842155880751	Lung9_Rep2	Lung9	9
25	870	27	868	895	895	0.027932960893854747	0.018990628635387925	0.0409104707351797	0.030167597765363128	0.020814419531282012	0.04353685214995747	0.9237973605789698	0.5318798602096142	1.604500616128509	Lung9_Rep2	Lung9	10
11	760	27	744	771	771	0.014267185473411154	0.007984846962139337	0.025365969514415353	0.03501945525291829	0.024177246358000403	0.050472333633574645	0.39883040935672515	0.1964097456880005	0.8098666126289423	Lung9_Rep2	Lung9	11
18	563	36	545	581	581	0.03098106712564544	0.019685177150292263	0.04843856780902664	0.06196213425129088	0.045089362936500454	0.08458951079614782	0.48401420959147423	0.2715597260616833	0.8626822485203363	Lung9_Rep2	Lung9	12
32	774	27	779	806	806	0.03970223325062035	0.028261345887905374	0.05551009781170207	0.033498759305210915	0.023122790420426677	0.0483005595285016	1.1928414202316011	0.7079266194342766	2.0099126304322303	Lung9_Rep2	Lung9	13
24	983	43	964	1007	1007	0.023833167825223437	0.01606722068625763	0.03521836154541942	0.04270109235352532	0.031854420021603644	0.057023600036138336	0.547351486905297	0.32958832759966167	0.9089935083542899	Lung9_Rep2	Lung9	14
22	898	33	887	920	920	0.02391304347826087	0.015843933272022936	0.035941567619038904	0.035869565217391305	0.025653331956254348	0.04994577507681278	0.6585003711952487	0.38091335625171485	1.138376304604384	Lung9_Rep2	Lung9	15
12	631	22	621	643	643	0.01866251944012442	0.010707289167101992	0.032335087822875155	0.03421461897356143	0.022701532179382828	0.05126031566713786	0.5368102578879124	0.26337721098489075	1.0941161230164984	Lung9_Rep2	Lung9	16
41	736	73	704	777	777	0.05276705276705277	0.03913235974586018	0.07080235684710823	0.09395109395109395	0.07538699875355598	0.11651056408121102	0.5372245384157236	0.3614723858820342	0.7984294677773108	Lung9_Rep2	Lung9	17
36	685	28	693	721	721	0.049930651872399444	0.03628148701800507	0.06835047671034605	0.038834951456310676	0.027003138832652644	0.055555036636304976	1.3007299270072992	0.784968447263854	2.155371147604498	Lung9_Rep2	Lung9	18
36	843	54	825	879	879	0.040955631399317405	0.02972793263009222	0.05617830468360029	0.06143344709897611	0.04738748179674238	0.07929617243975937	0.6524317912218268	0.4233486313939832	1.0054768354755361	Lung9_Rep2	Lung9	19
54	1071	74	1051	1125	1125	0.048	0.03697335501452111	0.062103078738451854	0.06577777777777778	0.05271899262982163	0.08179199633444051	0.7161026572791279	0.4991255417941287	1.0274028732709914	Lung9_Rep2	Lung9	20
20	468	17	471	488	488	0.040983606557377046	0.026684666835692074	0.06245297422598307	0.03483606557377049	0.021861650744450616	0.05507694086715768	1.1840120663650076	0.6125052908623086	2.2887713693449205	Lung9_Rep2	Lung9	21
45	789	51	783	834	834	0.0539568345323741	0.04056722342240705	0.07143676396613989	0.06115107913669065	0.046814315061887546	0.0795121886591022	0.8756430328785506	0.57944971488387	1.3232394482796739	Lung9_Rep2	Lung9	22
17	428	29	416	445	445	0.038202247191011236	0.0239860498269455	0.060323425943571325	0.0651685393258427	0.04575423490204617	0.09202622038552077	0.5697711891717693	0.3084352685309433	1.0525359488117139	Lung9_Rep2	Lung9	23
6	566	10	562	572	572	0.01048951048951049	0.004815990722408112	0.02269435239972825	0.017482517482517484	0.009523253987185402	0.031879798518920435	0.5957597173144876	0.21507574493358944	1.6502541506213657	Lung9_Rep2	Lung9	24
20	755	44	731	775	775	0.025806451612903226	0.01676668668966872	0.039524091820364635	0.0567741935483871	0.04256170505577742	0.07535906342911089	0.44009632751354605	0.2569099176784406	0.753901520194851	Lung9_Rep2	Lung9	25
24	318	31	311	342	342	0.07017543859649122	0.04760763580025889	0.10229220273854037	0.09064327485380116	0.06459180084450332	0.12578899776387695	0.7571515520389531	0.4345042586284569	1.319385164519651	Lung9_Rep2	Lung9	26
37	600	35	602	637	637	0.058084772370486655	0.042431183438514916	0.07903658644408945	0.054945054945054944	0.039769364487033346	0.07545661335210817	1.0606666666666666	0.6590953490513328	1.706905957380921	Lung9_Rep2	Lung9	27
19	627	38	608	646	646	0.029411764705882353	0.018908522865335793	0.04547886015231035	0.058823529411764705	0.04315352614693707	0.0797096454321062	0.48484848484848486	0.2764246420190694	0.850423650882957	Lung9_Rep2	Lung9	28
31	548	33	546	579	579	0.0535405872193437	0.03797220432803298	0.0749943375248478	0.05699481865284974	0.0408680321720348	0.07896143779030144	0.9359654943596549	0.5652210071530666	1.549891804348094	Lung9_Rep2	Lung9	29
34	465	40	459	499	499	0.06813627254509018	0.04916537159745233	0.09370586260433209	0.08016032064128256	0.059417761854763954	0.10731784633676196	0.8390322580645161	0.5217628183565779	1.34922440868858	Lung9_Rep2	Lung9	30
14	398	9	403	412	412	0.03398058252427184	0.02034738290428734	0.056224080845371185	0.021844660194174758	0.011534134525574799	0.04098971109256441	1.5750977107761028	0.674041426458109	3.680682968595413	Lung9_Rep2	Lung9	31
42	616	41	617	658	658	0.06382978723404255	0.047566412317168724	0.085156583638359	0.06231003039513678	0.04626047332192228	0.08344065153937384	1.0260532150776054	0.6578141723182328	1.6004294897766074	Lung9_Rep2	Lung9	32
43	512	32	523	555	555	0.07747747747747748	0.05802647370792388	0.10273750663999581	0.05765765765765766	0.041134548158074394	0.08026228414646414	1.37261962890625	0.8548607649117856	2.2039666843911743	Lung9_Rep2	Lung9	33
43	616	43	616	659	659	0.06525037936267071	0.048800546069453	0.08673952866333384	0.06525037936267071	0.048800546069453	0.08673952866333384	1.0	0.6458363729662131	1.5483798092807557	Lung9_Rep2	Lung9	34
42	561	44	559	603	603	0.06965174129353234	0.0519398229961889	0.09281228364910371	0.07296849087893864	0.05480250756171043	0.09654110500539109	0.9511424404472533	0.6133405918907294	1.4749911451827238	Lung9_Rep2	Lung9	35
31	305	13	323	336	336	0.09226190476190477	0.06575899906271211	0.12798302663396538	0.03869047619047619	0.022747848232480106	0.06506247281120613	2.525346784363178	1.2970672972461885	4.9167659957453935	Lung9_Rep2	Lung9	36
41	402	35	408	443	443	0.09255079006772009	0.06895556739710362	0.12315188186455867	0.07900677200902935	0.05735413231332871	0.10789816290717001	1.188912579957356	0.7418670765704063	1.9053455361780143	Lung9_Rep2	Lung9	37
49	406	41	414	455	455	0.1076923076923077	0.08242287246212635	0.13953084751444073	0.09010989010989011	0.06711760906779785	0.11996568939511396	1.2186711522287637	0.787343999364271	1.8862903362110484	Lung9_Rep2	Lung9	38
36	666	48	654	702	702	0.05128205128205128	0.037269515060337835	0.07017895496466493	0.06837606837606838	0.05195782050863219	0.08949261256303717	0.7364864864864865	0.47176678296786734	1.1497467909141754	Lung9_Rep2	Lung9	39
37	693	45	685	730	730	0.050684931506849315	0.036992881659812196	0.06908123569739405	0.06164383561643835	0.04638656259346233	0.08149062507210472	0.812730479397146	0.5194640301683613	1.2715622137052165	Lung9_Rep2	Lung9	40
47	431	47	431	478	478	0.09832635983263599	0.07474997548016221	0.12830762685222255	0.09832635983263599	0.07474997548016221	0.12830762685222255	1.0	0.6532522326189205	1.5308022691188523	Lung9_Rep2	Lung9	41
43	399	40	402	442	442	0.09728506787330317	0.07302874383507497	0.1284813889116225	0.09049773755656108	0.06716254001464578	0.1208898983401421	1.0830827067669173	0.6890261940107718	1.7025015302672413	Lung9_Rep2	Lung9	42
37	284	30	291	321	321	0.11526479750778816	0.08479027616867228	0.15483913090234325	0.09345794392523364	0.0662491539934594	0.13028232473340315	1.263732394366197	0.7599777834897057	2.101402961067156	Lung9_Rep2	Lung9	43
34	503	34	503	537	537	0.0633147113594041	0.04565904473106104	0.08717393261387692	0.0633147113594041	0.04565904473106104	0.08717393261387692	1.0	0.6119080140220581	1.6342325596081375	Lung9_Rep2	Lung9	44
12	596	30	578	608	608	0.019736842105263157	0.011325580136817899	0.034179007978798956	0.049342105263157895	0.03477838003143913	0.06956496635102329	0.38791946308724834	0.1966887943952974	0.7650741380796062	Lung9_Rep2	Lung9	45
