a	b	c	d	n_hi	n_lo	p_contact_hi	p_contact_hi_lo	p_contact_hi_hi	p_contact_lo	p_contact_lo_lo	p_contact_lo_hi	or	or_lo	or_hi	sample	patient	n_tumor
953	9409	1964	8398	10362	10362	0.0919706620343563	0.08655657617528528	0.09768718074262864	0.1895386990928392	0.18210771206767706	0.19719980117852187	0.43309564725371275	0.39868712309232135	0.4704737845939349	Lung5_Rep1	Lung5	31058
1523	9450	2827	8146	10973	10973	0.13879522464230384	0.1324525825168906	0.14539069072484037	0.2576323703636198	0.24953536274141241	0.2658990223188584	0.4643940984797016	0.4334364332186479	0.4975628769858941	Lung5_Rep2	Lung5	32883
765	8838	1480	8123	9603	9603	0.07966260543580131	0.0744134803046034	0.08524790101764096	0.15411850463396856	0.14703531353983065	0.1614783190779904	0.4750749986238785	0.43317504500163456	0.5210278314084932	Lung5_Rep3	Lung5	28777
177	17422	219	17380	17599	17599	0.010057389624410478	0.008686390186066989	0.011642236755619517	0.012443888857321438	0.010909179288074663	0.014191404472220035	0.8062707677114277	0.6606363571600512	0.9840096504232857	Lung6	Lung6	52780
1036	12831	1448	12419	13867	13867	0.07470974255426552	0.07045039751834309	0.07920466018197697	0.10442056681329775	0.09943974278694355	0.10962050630421467	0.6924960741229697	0.6370300105830968	0.7527915556706272	Lung9_Rep1	Lung9	41584
1332	28625	1630	28327	29957	29957	0.044463731348265846	0.04218738423315662	0.046856896819348924	0.05441132289615115	0.05189934918554194	0.05703756398848586	0.8086706994936641	0.7508137371356688	0.8709860620216734	Lung9_Rep2	Lung9	89822
1062	7452	1692	6822	8514	8514	0.12473572938689217	0.11788585680148855	0.13192409505298122	0.19873150105708245	0.19039179368942047	0.2073429563909285	0.5745965669647446	0.5285847583664975	0.6246135733992368	Lung12	Lung12	25517
789	8140	1193	7736	8929	8929	0.0883637585395901	0.08265227333602061	0.09442929497478429	0.1336095867398365	0.1267097473948304	0.14082456106083505	0.6285337688522936	0.5714736435476998	0.6912911960999195	Lung13	Lung13	26771
