cohort,target,test,stat,p,n_wt,n_egfr,n_alk,median_wt,median_egfr,median_alk,rank_biserial
LUAD,TACSTD2,kruskal_all_groups,11.208140466634859,0.0036828431377477003,422,71,25,8.949553400779795,9.364528222820214,8.618092895501526,
LUAD,TACSTD2,MWU_EGFR_mut_vs_wt,17647.0,0.016392796356695348,422,71,25,8.949553400779795,9.364528222820214,8.618092895501526,-0.17795874774714648
LUAD,TACSTD2,MWU_ALK_driven_vs_wt,3933.0,0.03255337108536243,422,71,25,8.949553400779795,9.364528222820214,8.618092895501526,0.2544075829383886
LUAD,CLDN4,kruskal_all_groups,17.4016661825101,0.0001664470875979291,422,71,25,8.14389057150169,8.505006039336774,7.616972217240369,
LUAD,CLDN4,MWU_EGFR_mut_vs_wt,18765.0,0.0006575033979509283,422,71,25,8.14389057150169,8.505006039336774,7.616972217240369,-0.2525866097056271
LUAD,CLDN4,MWU_ALK_driven_vs_wt,3898.0,0.02828447596496059,422,71,25,8.14389057150169,8.505006039336774,7.616972217240369,0.26104265402843607
