cohort,feature,n,spearman_rho_vs_pfstime,spearman_p,logrank_p_medsplit,median_pfs_high,median_pfs_low
GSE135222,TACSTD2,27,-0.15539612453983953,0.43894654089209406,0.1686336035799774,44.0,77.5
GSE135222,CLDN4,27,-0.14318424834810362,0.4761639125522927,0.9093360571274169,59.0,63.5
GSE135222,sig_IFNG_6gene,27,0.35444970646513496,0.06967209500458378,0.12236793218306904,73.0,37.5
GSE135222,sig_CYT,27,0.30071745122149696,0.12746782655368918,0.13056560581226884,73.0,43.5
GSE135222,sig_CD8_effector,27,0.3330789231295972,0.0895643173553977,0.12208251508455442,73.0,43.5
GSE135222,sig_Checkpoint,27,0.3193405624138942,0.1044479827123399,0.0881034531116936,73.0,40.5
GSE135222,sig_Broad_immune,27,0.4460387779031543,0.019702341695768132,0.01344697161529263,168.0,37.5
