check,cohort,target,metric,value,ci_lo,ci_hi,perm_p,pass
A/B_corr_target_vs_CD8effector,LUAD,TACSTD2,spearman_rho,-0.12881002591458396,-0.20864537653790446,-0.04608643679141188,0.0035996400359964,True
A/B_corr_target_vs_CD8effector,LUAD,CLDN4,spearman_rho,-0.13757776087168486,-0.21996503716612772,-0.05485328684732065,0.0015998400159984002,True
A/B_corr_target_vs_CD8effector,LUSC,TACSTD2,spearman_rho,-0.2692741369849942,-0.34977477966172105,-0.18363693004927326,9.999000099990002e-05,True
A/B_corr_target_vs_CD8effector,LUSC,CLDN4,spearman_rho,-0.1186306271918315,-0.20294822169517132,-0.031715739488280825,0.007999200079992,True
C_cross_cohort_sign_concordance,LUAD_vs_LUSC,TACSTD2,concordant/total,0.6666666666666666,24.0,36.0,0.032622667611576624,True
C_cross_cohort_sign_concordance,LUAD_vs_LUSC,CLDN4,concordant/total,0.7777777777777778,28.0,36.0,0.0005966214812360704,True
D_EGFRmut_vs_WT_median_diff,LUAD,TACSTD2,median_diff_log2TPM,0.4149748220404188,0.062278510907394405,0.593584013633901,0.016392796356695348,True
D_EGFRmut_vs_WT_median_diff,LUAD,CLDN4,median_diff_log2TPM,0.3611154678350843,0.08527633864912688,0.6218341015397297,0.0006575033979509283,True
E_alt_immune_scoring,LUAD,TACSTD2,spearman_vs_CD8A,-0.0962441299244476,,,0.027007030411126145,True
E_alt_immune_scoring,LUAD,TACSTD2,spearman_vs_GZMB,-0.1519090442778401,,,0.000460603254270921,True
E_alt_immune_scoring,LUAD,TACSTD2,spearman_vs_sig_Broad_immune,-0.03509808704261021,,,0.4209182279005919,False
E_alt_immune_scoring,LUAD,CLDN4,spearman_vs_CD8A,-0.09266461076112313,,,0.03327028494444371,True
E_alt_immune_scoring,LUAD,CLDN4,spearman_vs_GZMB,-0.1573534873816814,,,0.00028366831169094253,True
E_alt_immune_scoring,LUAD,CLDN4,spearman_vs_sig_Broad_immune,-0.0654582107360792,,,0.13305533196419014,False
E_alt_immune_scoring,LUSC,TACSTD2,spearman_vs_CD8A,-0.27934413245222706,,,1.9647234213055613e-10,True
E_alt_immune_scoring,LUSC,TACSTD2,spearman_vs_GZMB,-0.225452680296777,,,3.405371400160191e-07,True
E_alt_immune_scoring,LUSC,TACSTD2,spearman_vs_sig_Broad_immune,-0.25430493594484344,,,7.783806070776928e-09,True
E_alt_immune_scoring,LUSC,CLDN4,spearman_vs_CD8A,-0.07403917265071451,,,0.09785270532839715,False
E_alt_immune_scoring,LUSC,CLDN4,spearman_vs_GZMB,-0.12786707063959732,,,0.004148032374632132,True
E_alt_immune_scoring,LUSC,CLDN4,spearman_vs_sig_Broad_immune,-0.103001264403464,,,0.021118600288512913,True
F_poscontrol_CD8sig_predicts_response,GSE126044,sig_CD8_effector,AUC_resp_high,1.0,,,0.0004578754578754,True
