cohort,group,n,target,feature,spearman_rho,p,q_BH
LUAD,ALL,528,TACSTD2,CD8A,-0.0962441299244476,0.027007030411126145,0.08838664498186738
LUAD,ALL,528,TACSTD2,CD8B,-0.11704012123962422,0.007096919416902847,0.04258151650141708
LUAD,ALL,528,TACSTD2,GZMA,-0.1413083424612105,0.001131236859462047,0.010181131735158423
LUAD,ALL,528,TACSTD2,GZMB,-0.1519090442778401,0.000460603254270921,0.007916594102762369
LUAD,ALL,528,TACSTD2,PRF1,-0.06508516072944322,0.13528474296609236,0.32468338311862166
LUAD,ALL,528,TACSTD2,IFNG,-0.14775410586115365,0.0006597161752301974,0.007916594102762369
LUAD,ALL,528,TACSTD2,TBX21,-0.04927427363010662,0.25837517836955914,0.44292887720495855
LUAD,ALL,528,TACSTD2,CXCL9,-0.047120960486373736,0.27978986024040586,0.45783795312066417
LUAD,ALL,528,TACSTD2,CXCL10,0.0031729632002180266,0.9420157776724334,0.9420157776724333
LUAD,ALL,528,TACSTD2,CXCL11,0.05314438111362602,0.2227939480945004,0.41261888695884374
LUAD,ALL,528,TACSTD2,STAT1,0.052413281362858645,0.22923271497713543,0.41261888695884374
LUAD,ALL,528,TACSTD2,IDO1,-0.01283133920188737,0.7686394186630341,0.8385157294505827
LUAD,ALL,528,TACSTD2,HLA-DRA,0.1686079234647476,9.899631166976283e-05,0.003563867220111462
LUAD,ALL,528,TACSTD2,CD274,0.10024235206724816,0.021237237510659798,0.07645405503837528
LUAD,ALL,528,TACSTD2,PDCD1,-0.028278797085717972,0.5167347156252502,0.6200816587503002
LUAD,ALL,528,TACSTD2,CTLA4,-0.10205224995076513,0.018998968792761667,0.07599587517104667
LUAD,ALL,528,TACSTD2,LAG3,-0.0850096670169989,0.05090508322212562,0.15271524966637687
LUAD,ALL,528,TACSTD2,HAVCR2,0.07824479319692443,0.07242738635212824,0.2005681468212782
LUAD,ALL,528,TACSTD2,TIGIT,-0.04201031484104604,0.335316177083121,0.5135034973252353
LUAD,ALL,528,TACSTD2,FOXP3,0.06071058812912221,0.16361917027252992,0.32723834054505985
LUAD,ALL,528,TACSTD2,CD4,0.10998021493868432,0.011444053469386664,0.05885513212827427
LUAD,ALL,528,TACSTD2,CD3D,-0.03588331817545938,0.41059515365068494,0.5612243038674559
LUAD,ALL,528,TACSTD2,CD3E,-0.03619041594097462,0.40659902826231986,0.5612243038674559
LUAD,ALL,528,TACSTD2,GZMK,-0.06096930562882472,0.16182816916625836,0.32723834054505985
LUAD,ALL,528,TACSTD2,NKG7,-0.07517079918463793,0.08441185134905115,0.21705904632613152
LUAD,ALL,528,TACSTD2,CCL5,-0.028935995510356218,0.507034917118698,0.6200816587503002
LUAD,ALL,528,TACSTD2,CCR5,-0.024842961925746747,0.5689606947594209,0.6607285487528759
LUAD,ALL,528,TACSTD2,ITGAX,0.03337101877543727,0.44415041613294853,0.5710505350280767
LUAD,ALL,528,TACSTD2,CD68,0.06297755785210382,0.1484244008977501,0.32723834054505985
LUAD,ALL,528,TACSTD2,CD163,0.006093367503496531,0.8889093637707687,0.9255781012259348
LUAD,ALL,528,TACSTD2,MRC1,0.041404719147802485,0.34233566488349015,0.5135034973252353
LUAD,ALL,528,TACSTD2,sig_IFNG_6gene,0.0054889547523603414,0.8998675984141034,0.9255781012259348
LUAD,ALL,528,TACSTD2,sig_CYT,-0.10288370263870926,0.018041621669622504,0.07599587517104667
LUAD,ALL,528,TACSTD2,sig_CD8_effector,-0.12881002591458396,0.0030250998776775438,0.021780719119278317
LUAD,ALL,528,TACSTD2,sig_Checkpoint,-0.02168320554305353,0.6191046137637553,0.6964926904842247
LUAD,ALL,528,TACSTD2,sig_Broad_immune,-0.03509808704261021,0.4209182279005919,0.5612243038674559
LUAD,ALL,528,CLDN4,CD8A,-0.09266461076112313,0.03327028494444371,0.13308113977777483
LUAD,ALL,528,CLDN4,CD8B,-0.0888817746338097,0.041196256257018886,0.14627186084613866
LUAD,ALL,528,CLDN4,GZMA,-0.17385866752668175,5.9162772144746315e-05,0.0010649298986054336
LUAD,ALL,528,CLDN4,GZMB,-0.1573534873816814,0.00028366831169094253,0.0025530148052184828
LUAD,ALL,528,CLDN4,PRF1,-0.06800662489854443,0.1185763623571522,0.21343745224287397
LUAD,ALL,528,CLDN4,IFNG,-0.19678609054068907,5.221045140366541e-06,0.00018795762505319547
LUAD,ALL,528,CLDN4,TBX21,-0.07881101395112082,0.07037917102925426,0.16891001047021023
LUAD,ALL,528,CLDN4,CXCL9,-0.0731230187832635,0.09324865927342714,0.18975888500615837
LUAD,ALL,528,CLDN4,CXCL10,-0.01461885667140867,0.7375213368562706,0.7458839287444101
LUAD,ALL,528,CLDN4,CXCL11,-0.015698345373217945,0.7189310549421591,0.7458839287444101
LUAD,ALL,528,CLDN4,STAT1,0.014136198470429757,0.7458839287444101,0.7458839287444101
LUAD,ALL,528,CLDN4,IDO1,-0.05462643373268957,0.21013989627022572,0.302601450629125
LUAD,ALL,528,CLDN4,HLA-DRA,0.1644649977026772,0.00014702548108735635,0.0017643057730482763
LUAD,ALL,528,CLDN4,CD274,0.07600461812429544,0.08101297355991541,0.18227919050980967
LUAD,ALL,528,CLDN4,PDCD1,0.04115750098637939,0.34522792082004117,0.46030389442672154
LUAD,ALL,528,CLDN4,CTLA4,-0.10870286918953562,0.012444178147029803,0.063998630470439
LUAD,ALL,528,CLDN4,LAG3,-0.05496014658517394,0.20736358272050714,0.302601450629125
LUAD,ALL,528,CLDN4,HAVCR2,0.05640750887053568,0.1956293217357424,0.302601450629125
LUAD,ALL,528,CLDN4,TIGIT,-0.10336008536453914,0.017512315027342868,0.07880541762304291
LUAD,ALL,528,CLDN4,FOXP3,0.07276228025761405,0.09487944250307918,0.18975888500615837
LUAD,ALL,528,CLDN4,CD4,0.06807510574522908,0.11820500038038495,0.21343745224287397
LUAD,ALL,528,CLDN4,CD3D,-0.05757198577062056,0.18654672516282295,0.302601450629125
LUAD,ALL,528,CLDN4,CD3E,-0.08286210226070262,0.05706836088884163,0.16604094434577285
LUAD,ALL,528,CLDN4,GZMK,-0.08015627339969836,0.06570249237059417,0.16891001047021023
LUAD,ALL,528,CLDN4,NKG7,-0.08740604047527355,0.044694179702986815,0.14627186084613866
LUAD,ALL,528,CLDN4,CCL5,-0.08192059121904201,0.059959229902640195,0.16604094434577285
LUAD,ALL,528,CLDN4,CCR5,-0.05226009933434706,0.23059834973915158,0.31929002271574836
LUAD,ALL,528,CLDN4,ITGAX,0.03695485866654841,0.39675271367567483,0.5101106318687247
LUAD,ALL,528,CLDN4,CD68,0.018958520290469266,0.6638235813928063,0.7241711797012432
LUAD,ALL,528,CLDN4,CD163,-0.03396646397833702,0.4360592943313554,0.5413149860665102
LUAD,ALL,528,CLDN4,MRC1,0.024456949735750813,0.5749816775929616,0.6468543872920818
LUAD,ALL,528,CLDN4,sig_IFNG_6gene,-0.02946263516133272,0.4993314894353014,0.5991977873223617
LUAD,ALL,528,CLDN4,sig_CYT,-0.12553442511330906,0.003862698718604548,0.023176192311627288
LUAD,ALL,528,CLDN4,sig_CD8_effector,-0.13757776087168486,0.0015302500003668595,0.011017800002641388
LUAD,ALL,528,CLDN4,sig_Checkpoint,-0.025114434067813583,0.5647443648936852,0.6468543872920818
LUAD,ALL,528,CLDN4,sig_Broad_immune,-0.0654582107360792,0.13305533196419014,0.2280948547957545
