cohort,group,n,target,feature,spearman_rho,p,q_BH
LUAD,EGFR_ALK_wt,422,TACSTD2,CD8A,-0.08684216766381873,0.07474210233238869,0.17938104559773285
LUAD,EGFR_ALK_wt,422,TACSTD2,CD8B,-0.11787918903462477,0.015400573936205126,0.061602295744820505
LUAD,EGFR_ALK_wt,422,TACSTD2,GZMA,-0.14454181902985597,0.002919335006208941,0.052548030111760936
LUAD,EGFR_ALK_wt,422,TACSTD2,GZMB,-0.15104456458119417,0.001861265842106524,0.052548030111760936
LUAD,EGFR_ALK_wt,422,TACSTD2,PRF1,-0.08967997323150319,0.0656935572892392,0.16892629017232938
LUAD,EGFR_ALK_wt,422,TACSTD2,IFNG,-0.09745717396315202,0.045408085122295945,0.1576606950174409
LUAD,EGFR_ALK_wt,422,TACSTD2,TBX21,-0.061408582765057666,0.2080516508393023,0.32564606218325576
LUAD,EGFR_ALK_wt,422,TACSTD2,CXCL9,-0.027337990036223864,0.5754566784652346,0.6770683221547344
LUAD,EGFR_ALK_wt,422,TACSTD2,CXCL10,0.025470232121790302,0.6018385085819862,0.6770683221547344
LUAD,EGFR_ALK_wt,422,TACSTD2,CXCL11,0.06323945597229771,0.19478605031976404,0.31874080961415935
LUAD,EGFR_ALK_wt,422,TACSTD2,STAT1,0.07980753316661307,0.10158726992993682,0.21512598338104266
LUAD,EGFR_ALK_wt,422,TACSTD2,IDO1,-0.0662183401016378,0.17454137467934144,0.2992137851645853
LUAD,EGFR_ALK_wt,422,TACSTD2,HLA-DRA,0.1279020462075927,0.008526840303612586,0.0557112263852404
LUAD,EGFR_ALK_wt,422,TACSTD2,CD274,0.13727533141064502,0.004727786863518432,0.0557112263852404
LUAD,EGFR_ALK_wt,422,TACSTD2,PDCD1,-0.056497115149051313,0.24683037096785293,0.3554357341937082
LUAD,EGFR_ALK_wt,422,TACSTD2,CTLA4,-0.12228967262361828,0.011932170704224445,0.0557112263852404
LUAD,EGFR_ALK_wt,422,TACSTD2,LAG3,-0.13104435859598246,0.007025234180743625,0.0557112263852404
LUAD,EGFR_ALK_wt,422,TACSTD2,HAVCR2,0.09101344803995091,0.06176357231771544,0.16892629017232938
LUAD,EGFR_ALK_wt,422,TACSTD2,TIGIT,-0.05339200771757962,0.2738058257175339,0.37911575868581615
LUAD,EGFR_ALK_wt,422,TACSTD2,FOXP3,0.011910895743894274,0.8072586048601558,0.8187861886191246
LUAD,EGFR_ALK_wt,422,TACSTD2,CD4,0.07282918823340574,0.13526708871026052,0.2660313160299328
LUAD,EGFR_ALK_wt,422,TACSTD2,CD3D,-0.09155012733957885,0.06023758935355669,0.16892629017232938
LUAD,EGFR_ALK_wt,422,TACSTD2,CD3E,-0.0718873219375608,0.14040541679357565,0.2660313160299328
LUAD,EGFR_ALK_wt,422,TACSTD2,GZMK,-0.09624396315578984,0.048174101255329164,0.1576606950174409
LUAD,EGFR_ALK_wt,422,TACSTD2,NKG7,-0.08077310880625903,0.09750337897051044,0.21512598338104266
LUAD,EGFR_ALK_wt,422,TACSTD2,CCL5,-0.057302291521608775,0.24014915733902042,0.3554357341937082
LUAD,EGFR_ALK_wt,422,TACSTD2,CCR5,-0.02258963171041737,0.6435555765224515,0.7020606289335835
LUAD,EGFR_ALK_wt,422,TACSTD2,ITGAX,0.042107129715035434,0.38824271810176253,0.4991692089879804
LUAD,EGFR_ALK_wt,422,TACSTD2,CD68,0.06736648815343306,0.16717129460690225,0.2992137851645853
LUAD,EGFR_ALK_wt,422,TACSTD2,CD163,0.016757695363999424,0.7314101656670773,0.7744342930592583
LUAD,EGFR_ALK_wt,422,TACSTD2,MRC1,0.042144813831284225,0.3878178583633844,0.4991692089879804
LUAD,EGFR_ALK_wt,422,TACSTD2,sig_IFNG_6gene,0.01118555586985599,0.8187861886191246,0.8187861886191246
LUAD,EGFR_ALK_wt,422,TACSTD2,sig_CYT,-0.12166069429311585,0.012380272530053422,0.0557112263852404
LUAD,EGFR_ALK_wt,422,TACSTD2,sig_CD8_effector,-0.12614238959292454,0.009487185596393388,0.0557112263852404
LUAD,EGFR_ALK_wt,422,TACSTD2,sig_Checkpoint,-0.026039325131768664,0.5937426893563988,0.6770683221547344
LUAD,EGFR_ALK_wt,422,TACSTD2,sig_Broad_immune,-0.03146647658542946,0.5191561084252773,0.6444696518382752
LUAD,EGFR_ALK_wt,422,CLDN4,CD8A,-0.06761177152790969,0.1656274489712406,0.27046744972394127
LUAD,EGFR_ALK_wt,422,CLDN4,CD8B,-0.07897944067989172,0.10519675610842748,0.23669270124396183
LUAD,EGFR_ALK_wt,422,CLDN4,GZMA,-0.1660243201470064,0.000616486828354438,0.022193525820759768
LUAD,EGFR_ALK_wt,422,CLDN4,GZMB,-0.14572280091026305,0.002693734238833917,0.02551634922138959
LUAD,EGFR_ALK_wt,422,CLDN4,PRF1,-0.04946032273731034,0.3107486893680907,0.4474781126900506
LUAD,EGFR_ALK_wt,422,CLDN4,IFNG,-0.14497247339209776,0.0028351499134877324,0.02551634922138959
LUAD,EGFR_ALK_wt,422,CLDN4,TBX21,-0.0664865174295824,0.17279864843474024,0.27046744972394127
LUAD,EGFR_ALK_wt,422,CLDN4,CXCL9,-0.041692923793216076,0.39293117029727315,0.5051972189536369
LUAD,EGFR_ALK_wt,422,CLDN4,CXCL10,0.018642380956011752,0.702564498081902,0.7903850603421397
LUAD,EGFR_ALK_wt,422,CLDN4,CXCL11,0.005549385313781346,0.9095059302215655,0.9095059302215655
LUAD,EGFR_ALK_wt,422,CLDN4,STAT1,0.04502381644130848,0.3561987335116962,0.4931982464008101
LUAD,EGFR_ALK_wt,422,CLDN4,IDO1,-0.09317829246316456,0.055797583517077254,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,HLA-DRA,0.1478751068548286,0.00232298188813789,0.02551634922138959
LUAD,EGFR_ALK_wt,422,CLDN4,CD274,0.12500148700564648,0.010160094400402416,0.07315267968289739
LUAD,EGFR_ALK_wt,422,CLDN4,PDCD1,0.032158683987575286,0.5100016340820281,0.6120019608984338
LUAD,EGFR_ALK_wt,422,CLDN4,CTLA4,-0.10862910009887698,0.025646930405876723,0.11541118682644526
LUAD,EGFR_ALK_wt,422,CLDN4,LAG3,-0.09176585293725732,0.05963303912559978,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,HAVCR2,0.09476142082211893,0.05174430385768141,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,TIGIT,-0.09690678462221342,0.0466459409563485,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,FOXP3,0.04367214003194611,0.3708368165132211,0.4944490886842948
LUAD,EGFR_ALK_wt,422,CLDN4,CD4,0.0722406134112107,0.13846078755869443,0.2619250185052591
LUAD,EGFR_ALK_wt,422,CLDN4,CD3D,-0.0908973618004896,0.0620978091639811,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,CD3E,-0.09216552811933666,0.058526241962595836,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,GZMK,-0.07097676119366068,0.1455138991695884,0.2619250185052591
LUAD,EGFR_ALK_wt,422,CLDN4,NKG7,-0.0736552818320804,0.13088061518886676,0.2619250185052591
LUAD,EGFR_ALK_wt,422,CLDN4,CCL5,-0.10113897846185095,0.037817541372697064,0.14903474199355463
LUAD,EGFR_ALK_wt,422,CLDN4,CCR5,-0.022920964512181115,0.6386964518148573,0.7417120085591892
LUAD,EGFR_ALK_wt,422,CLDN4,ITGAX,0.06777160966504969,0.16462717469007038,0.27046744972394127
LUAD,EGFR_ALK_wt,422,CLDN4,CD68,0.0639537074605053,0.18978220370581333,0.28467330555872
LUAD,EGFR_ALK_wt,422,CLDN4,CD163,0.01651195021608887,0.7352004371398918,0.8020368405162457
LUAD,EGFR_ALK_wt,422,CLDN4,MRC1,0.07144165935938122,0.1428882584735031,0.2619250185052591
LUAD,EGFR_ALK_wt,422,CLDN4,sig_IFNG_6gene,-0.008725868892328896,0.8581543544286006,0.8826730502694178
LUAD,EGFR_ALK_wt,422,CLDN4,sig_CYT,-0.11119409068347252,0.022340206188152953,0.11489248896764377
LUAD,EGFR_ALK_wt,422,CLDN4,sig_CD8_effector,-0.11172677802163342,0.02170182440002991,0.11489248896764377
LUAD,EGFR_ALK_wt,422,CLDN4,sig_Checkpoint,-0.00912219082677594,0.8517845764252568,0.8826730502694178
LUAD,EGFR_ALK_wt,422,CLDN4,sig_Broad_immune,-0.03591623619350187,0.4618139221221041,0.5732862481515775
LUAD,EGFR_mut,71,TACSTD2,CD8A,-0.069215291750503,0.5662690789762578,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD8B,-0.07357478202548624,0.5420106580946772,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,GZMA,-0.06183769282360831,0.6084440904077464,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,GZMB,-0.15181086519114687,0.206296320091705,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,PRF1,-6.70690811535882e-05,0.9995570920600173,0.9995570920600172
LUAD,EGFR_mut,71,TACSTD2,IFNG,-0.15453266148065442,0.1981821429914793,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,TBX21,0.11502347417840374,0.33948829744045445,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CXCL9,-0.06351441985244802,0.5987392975782037,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CXCL10,0.010932260228034873,0.9279022383988196,0.9824847230105149
LUAD,EGFR_mut,71,TACSTD2,CXCL11,0.08745808182427899,0.46830131264018054,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,STAT1,0.04262240107310529,0.7241421154462612,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,IDO1,0.12997987927565388,0.27997268294372635,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,HLA-DRA,0.10466130114017436,0.38505106379140647,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD274,0.11079812206572769,0.3576424824725882,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,PDCD1,0.020020120724346075,0.8683813858343248,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CTLA4,-0.09480214621059692,0.43162639606041603,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,LAG3,0.06646545942320589,0.5818279421972076,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,HAVCR2,0.03199195171026156,0.7911235448936668,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,TIGIT,-0.01834339369550637,0.8793183320511938,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,FOXP3,0.03041582830315225,0.8011976307113923,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD4,0.1466130114017438,0.22244184106464684,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD3D,0.06495640509725016,0.5904485336347542,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD3E,0.025955734406438627,0.8298756713065909,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,GZMK,0.029242119382964452,0.808720769762735,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,NKG7,0.030114017437961098,0.803130460148313,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CCL5,0.13011401743796108,0.27947243463729327,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CCR5,0.052917505030181076,0.661180735151283,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,ITGAX,-0.0528169014084507,0.6617856365416163,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD68,-0.10797470280481186,0.37010000697224077,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,CD163,0.06995305164319249,0.5621282276053428,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,MRC1,-0.003286384976525821,0.978300126974489,0.9995570920600172
LUAD,EGFR_mut,71,TACSTD2,sig_IFNG_6gene,0.01556002682763246,0.8975225067663717,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,sig_CYT,-0.019349429912810193,0.8727533270925588,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,sig_CD8_effector,-0.10194500335345405,0.39757303287293855,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,sig_Checkpoint,-0.01951710261569416,0.8716599800872584,0.9791154619269509
LUAD,EGFR_mut,71,TACSTD2,sig_Broad_immune,-0.019483568075117367,0.8718786303695311,0.9791154619269509
LUAD,EGFR_mut,71,CLDN4,CD8A,-0.07417840375586854,0.5386922166939225,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CD8B,0.016498993963782693,0.8913749615659444,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,GZMA,-0.12310529845741112,0.3064079621955456,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,GZMB,-0.12491616364855801,0.2992926006721297,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,PRF1,-0.2150905432595573,0.07164564984306408,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,IFNG,-0.18489567898825154,0.12267373721398173,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,TBX21,-0.022266934942991277,0.8537647696464825,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,CXCL9,-0.07018779342723003,0.5608136912657028,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CXCL10,0.033333333333333326,0.7825765836438776,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CXCL11,0.04493628437290408,0.7098131336646112,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,STAT1,0.04637826961770623,0.7009336086494996,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,IDO1,0.01653252850435949,0.8911555222453014,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,HLA-DRA,-0.035177733065057004,0.77086649722102,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CD274,0.03363514419852447,0.7806570105948154,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,PDCD1,0.1015425888665325,0.39944834163795967,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CTLA4,-0.04862508383635144,0.687177747766527,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,LAG3,0.09698189134808852,0.4210632133701905,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,HAVCR2,-0.04785378940308518,0.6918887729212935,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,TIGIT,-0.08537894030851778,0.47898230227294875,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,FOXP3,0.052749832327297116,0.6621890241512244,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CD4,-0.06351441985244802,0.5987392975782037,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CD3D,-0.003789403085177733,0.9749797121836077,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,CD3E,-0.10285043594902749,0.39337261561650383,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,GZMK,-0.09647887323943662,0.4234876086046433,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,NKG7,0.000368879946344735,0.9975640099091613,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,CCL5,0.07196512407780012,0.5509083001434816,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CCR5,-0.05707578806170355,0.6363713122538571,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,ITGAX,-0.0023809523809523807,0.9842777626151693,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,CD68,-0.0699352907488688,0.5622277464942255,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,CD163,-0.0965459423205902,0.4231638950549134,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,MRC1,-0.1726693494299128,0.14988065780275123,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,sig_IFNG_6gene,-0.0340710932260228,0.7778866035657523,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,sig_CYT,-0.18376928236083162,0.12501011255069933,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,sig_CD8_effector,-0.15932260228034875,0.18446165023370936,0.971474379695848
LUAD,EGFR_mut,71,CLDN4,sig_Checkpoint,-0.005197853789403085,0.9656849860761948,0.9975640099091613
LUAD,EGFR_mut,71,CLDN4,sig_Broad_immune,-0.059993293091884635,0.6191977478413699,0.971474379695848
LUAD,ALK_driven,25,TACSTD2,CD8A,0.34076923076923077,0.09552706065583515,0.3126340166918241
LUAD,ALK_driven,25,TACSTD2,CD8B,0.3538461538461538,0.08268751738668596,0.2976750625920695
LUAD,ALK_driven,25,TACSTD2,GZMA,0.14076923076923076,0.5021146784013018,0.7531720176019526
LUAD,ALK_driven,25,TACSTD2,GZMB,0.1176923076923077,0.5752831629598214,0.777133121841329
LUAD,ALK_driven,25,TACSTD2,PRF1,0.26615384615384613,0.1984488730956815,0.4762772954296356
LUAD,ALK_driven,25,TACSTD2,IFNG,-0.32846153846153847,0.10891936168892885,0.32675808506678655
LUAD,ALK_driven,25,TACSTD2,TBX21,0.11846153846153845,0.5727706028933911,0.777133121841329
LUAD,ALK_driven,25,TACSTD2,CXCL9,0.08615384615384615,0.6821887087728209,0.8380932916586988
LUAD,ALK_driven,25,TACSTD2,CXCL10,-0.10461538461538461,0.6187190398978744,0.7954959084401241
LUAD,ALK_driven,25,TACSTD2,CXCL11,0.0,1.0,1.0
LUAD,ALK_driven,25,TACSTD2,STAT1,0.015384615384615384,0.941814892951957,1.0
LUAD,ALK_driven,25,TACSTD2,IDO1,0.18692307692307694,0.37095344799135543,0.6471065240163164
LUAD,ALK_driven,25,TACSTD2,HLA-DRA,0.39999999999999997,0.047568001069874966,0.21405600481443735
LUAD,ALK_driven,25,TACSTD2,CD274,-0.21153846153846154,0.31006337883220814,0.6201267576644163
LUAD,ALK_driven,25,TACSTD2,PDCD1,0.5269230769230769,0.006803374393674243,0.06658539576986483
LUAD,ALK_driven,25,TACSTD2,CTLA4,0.11538461538461539,0.5828498413809968,0.777133121841329
LUAD,ALK_driven,25,TACSTD2,LAG3,0.3538461538461538,0.08268751738668596,0.2976750625920695
LUAD,ALK_driven,25,TACSTD2,HAVCR2,0.0015384615384615385,0.9941767167264197,1.0
LUAD,ALK_driven,25,TACSTD2,TIGIT,0.1776923076923077,0.39545398689886,0.6471065240163164
LUAD,ALK_driven,25,TACSTD2,FOXP3,0.5946153846153845,0.0017199024174734034,0.061916487029042525
LUAD,ALK_driven,25,TACSTD2,CD4,0.43615384615384617,0.029287387372710277,0.16946960653851822
LUAD,ALK_driven,25,TACSTD2,CD3D,0.5223076923076923,0.007398377307762759,0.06658539576986483
LUAD,ALK_driven,25,TACSTD2,CD3E,0.5346153846153846,0.005900861073159652,0.06658539576986483
LUAD,ALK_driven,25,TACSTD2,GZMK,0.3192307692307692,0.1198372598471496,0.33185702726902966
LUAD,ALK_driven,25,TACSTD2,NKG7,0.42769230769230765,0.032952423493600766,0.16946960653851822
LUAD,ALK_driven,25,TACSTD2,CCL5,0.44307692307692315,0.02653849729772442,0.16946960653851822
LUAD,ALK_driven,25,TACSTD2,CCR5,-0.009230769230769232,0.965070428359898,1.0
LUAD,ALK_driven,25,TACSTD2,ITGAX,0.18076923076923077,0.38718773246535093,0.6471065240163164
LUAD,ALK_driven,25,TACSTD2,CD68,0.2714486332141574,0.18932994468424102,0.4762772954296356
LUAD,ALK_driven,25,TACSTD2,CD163,-0.08153846153846152,0.698411076382249,0.8380932916586988
LUAD,ALK_driven,25,TACSTD2,MRC1,0.04769230769230769,0.8209045857929845,0.9533085512434659
LUAD,ALK_driven,25,TACSTD2,sig_IFNG_6gene,0.030769230769230767,0.8839182553315145,0.9944080372479538
LUAD,ALK_driven,25,TACSTD2,sig_CYT,0.21538461538461537,0.3011417579193581,0.6201267576644163
LUAD,ALK_driven,25,TACSTD2,sig_CD8_effector,0.23846153846153845,0.2510011134189242,0.5647525051925795
LUAD,ALK_driven,25,TACSTD2,sig_Checkpoint,0.16307692307692304,0.436053023345979,0.6825177756719671
LUAD,ALK_driven,25,TACSTD2,sig_Broad_immune,0.19076923076923075,0.3610105468146809,0.6471065240163164
LUAD,ALK_driven,25,CLDN4,CD8A,0.15461538461538463,0.4605426867968305,0.753026978608473
LUAD,ALK_driven,25,CLDN4,CD8B,0.024615384615384615,0.9070239485424344,0.9302033007015402
LUAD,ALK_driven,25,CLDN4,GZMA,0.11384615384615385,0.5879182238585222,0.7838909651446963
