Sample	Sample_Origin	n_epithelial	mean_CLDN4	median_CLDN4	pct_CLDN4_pos	mean_cytotrace_like	median_cytotrace_like	mean_n_genes	mean_total_umi	mean_EPCAM_log1p_cp10k	n_CLDN4_high	n_CLDN4_low	mean_cyto_CLDN4_high	mean_cyto_CLDN4_low	eligible
LUNG_N01	nLung	199	0.8612544987003526	0.8495135044986433	73.86934673366834	0.5212641658196465	0.4855522549284364	2785.743718592965	12766.849246231155	0.8439533756476753	50	52	0.661436672967864	0.43234695361349423	1
LUNG_N06	nLung	178	1.0706317735131432	1.0432774270129783	66.85393258426966	0.43785633877178237	0.3817175263300027	2161.483146067416	8947.073033707866	0.9981101132938098	45	59	0.7111591202328442	0.37864397625379326	1
LUNG_N08	nLung	299	0.9899777608483674	1.0120226931144127	67.89297658862876	0.5625828104664301	0.5924925735889819	2161.511705685619	8681.428093645485	0.9946460486497741	75	96	0.6949464398235665	0.6078967503825727	1
LUNG_N09	nLung	384	0.9422292136258582	0.9357743580966974	78.38541666666666	0.47590917274282124	0.461652714015663	2652.9505208333335	12076.5390625	1.0482540462915548	96	96	0.47276138716356114	0.4804297191466378	1
LUNG_N18	nLung	399	1.4547204213122673	1.5980164684787401	76.44110275689223	0.6087450600576515	0.6743181204428842	2125.3558897243106	7564.278195488721	1.030023264609259	100	100	0.7458466108560625	0.5867593842830137	1
LUNG_N19	nLung	174	1.0937283879962394	1.1568077932777936	79.88505747126436	0.3809104764387993	0.31839049419389687	2351.6724137931033	10367.798850574713	0.8777669316772748	44	44	0.4428718729285837	0.3624640954508629	1
LUNG_N20	nLung	305	0.9567538583313826	1.0524385011477349	67.8688524590164	0.3613844335341747	0.2741020793950851	1758.2622950819673	7088.324590163935	0.8441566887914925	77	98	0.40563109588224355	0.42084740998748954	1
LUNG_N28	nLung	233	0.9815791919330292	1.0412813569290011	77.25321888412017	0.43742285283130833	0.4075074264110181	2177.991416309013	9420.403433476395	1.1419453995287958	59	59	0.4700586331742014	0.46512905248607406	1
LUNG_N30	nLung	334	1.4647999315912263	1.6014708999234735	73.65269461077844	0.5472225950475501	0.6190926275992439	1794.6107784431138	6326.703592814371	0.9791448979767583	84	88	0.641442588377506	0.5694553556084748	1
LUNG_N31	nLung	548	1.1683299883504605	1.3011120536183425	67.88321167883211	0.5355935510958761	0.5669727248177154	1711.844890510949	5529.299270072993	1.0479641135006779	137	176	0.6697311905320404	0.5179154493899295	1
LUNG_N34	nLung	650	1.183364035375329	1.2963337765253213	69.23076923076923	0.4950485053698664	0.48312179314069675	1778.8061538461538	6561.944615384616	0.8709373428132376	163	200	0.6585424850353468	0.4950931677018633	1
