Sample	Sample_Origin	n_epithelial	mean_CLDN4	median_CLDN4	pct_CLDN4_pos	mean_cytotrace_like	median_cytotrace_like	mean_n_genes	mean_total_umi	mean_EPCAM_log1p_cp10k	n_CLDN4_high	n_CLDN4_low	mean_cyto_CLDN4_high	mean_cyto_CLDN4_low	eligible
EFFUSION_11	PE	81	1.8299951347750947	1.9839598221903878	90.12345679012346	0.6482461177655089	0.7201196435111707	4339.432098765432	23550.987654320987	1.5891398733398119	21	21	0.7427911587049666	0.5649217201225505	1
EFFUSION_12	PE	25	1.3717621053922862	1.7132662552014726	76.0	0.8582981320962031	0.9650531070687339	6416.52	60043.36	1.6560111731735254	7	7	0.9486675270767567	0.6944817482602856	1
EFFUSION_13	PE	47	0.0	0.0	0.0	0.7705187582634808	0.7985288731534611	5642.63829787234	41202.17021276596	0.0	47	47	0.7705187582634808	0.7705187582634808	1
EFFUSION_64	PE	15	2.0375607625085017	2.303485588327296	80.0	0.6912871851218817	0.8019167378830424	2052.266666666667	13051.133333333333	1.1428118303467112	4	4	0.8641038945183739	0.742011048712001	0
LUNG_T06	tLung	145	1.5803042614558327	1.6348754490062107	90.3448275862069	0.3672427475067252	0.32038212672445365	2640.6275862068965	10467.213793103449	1.4315834714917102	37	37	0.4780320853144685	0.24057097935440014	1
LUNG_T08	tLung	42	1.5306764857888104	1.7694554495922827	85.71428571428571	0.3471449500322653	0.2270479794896838	3063.190476190476	15109.42857142857	1.226898957784978	11	11	0.47964506498263065	0.25622634598950067	1
LUNG_T09	tLung	119	0.9208332090479011	0.936264196507767	78.15126050420169	0.39534680921568965	0.34373092418508117	3261.831932773109	16382.44537815126	0.8664674852623951	30	30	0.4954604647377202	0.42968400276726487	1
LUNG_T18	tLung	1028	1.8019304419359963	1.9143987615908427	91.73151750972762	0.4984518899931451	0.4838542302527164	3309.5943579766536	15328.544747081713	1.222778878106517	257	257	0.45877652562578175	0.5460907316419701	1
LUNG_T19	tLung	316	1.2514004320379104	1.370766481136997	81.0126582278481	0.37427395999622926	0.3260590892442925	2673.4145569620255	10898.167721518987	1.094656393249104	79	79	0.5152747535501299	0.2786583452971693	1
LUNG_T20	tLung	526	1.7518125922690129	1.871406684708138	89.35361216730038	0.46214000528262267	0.42581797094371876	3310.0038022813687	17903.169201520912	1.3106719979990922	132	132	0.5160641483816311	0.3923814201100247	1
LUNG_T25	tLung	226	1.379441466266423	1.5301767708803604	79.64601769911505	0.3998735796789699	0.36410389451837377	2260.3982300884954	8718.765486725664	1.2661339837660288	57	57	0.4491113481420557	0.46001976923752436	1
LUNG_T28	tLung	1228	1.8509150723164056	1.9314570496845587	92.83387622149837	0.47770986677202315	0.4883713832254914	3446.840390879479	17048.258143322477	1.6578626582127736	307	307	0.5519185274057449	0.3509190889182017	1
LUNG_T30	tLung	882	1.036229469521862	1.1313176830105445	63.038548752834465	0.4258146661993655	0.40654376754974975	1757.530612244898	5591.4625850340135	1.089302002661536	221	326	0.47022653712743984	0.4859560339681515	1
LUNG_T31	tLung	272	1.1000575470947087	1.2586121011674964	69.85294117647058	0.5970666109503258	0.657810401660359	2961.9742647058824	14208.371323529413	1.2795822437538193	68	82	0.71440856894583	0.524705134427733	1
LUNG_T34	tLung	2486	1.5813133612634085	1.6696027098185087	91.2711182622687	0.24547905334947123	0.13612501526065193	2720.9859211584876	12214.316572807724	1.3167822640870899	622	622	0.30256931476434223	0.21869831742234536	1
NS_02	mBrain	181	0.8218572045084204	0.7857399673877703	58.5635359116022	0.400887208774487	0.36418019777804905	2779.1436464088397	16048.3591160221	0.7971341273197217	46	75	0.3856340203723069	0.46541976966589355	1
NS_03	mBrain	2720	1.993643822543292	2.1121122158491143	92.90441176470588	0.41111893905254693	0.3722836039555609	3280.504044117647	16425.704779411764	2.0427557529347884	680	680	0.4355555236378522	0.3548924303575661	1
NS_04	mBrain	1234	1.3512305798807338	1.460355817824061	89.05996758508914	0.6714382380392601	0.7220882676107923	4318.812803889789	26098.684764991896	1.9171389235743705	309	309	0.7018227638749452	0.6122506389718924	1
NS_06	mBrain	84	1.1823742335165424	1.3958306938259157	60.71428571428571	0.5232294373615639	0.6652118178488584	2577.440476190476	23990.535714285714	1.2325319930088745	21	33	0.5332129921923598	0.5385900267477608	1
NS_07	mBrain	5112	1.7534040219649878	1.864047537643441	90.33646322378716	0.4377946541721333	0.4238646074960323	2459.4454225352115	8973.381455399061	1.4348080054611947	1278	1278	0.4798229702282115	0.4436180407367223	1
NS_12	mBrain	2815	1.68693934121419	1.8316930090529395	86.28774422735347	0.69395912378812	0.7621780002441705	3092.2227353463586	16149.818827708703	1.7547724580475008	704	704	0.7389966364135803	0.6996598782199975	1
NS_13	mBrain	1363	1.2502342889187357	1.4339153511592977	71.9002201027146	0.5706124248533253	0.6509278476376511	1981.0344827586207	7232.431401320617	1.1424083478516127	341	383	0.6351959951037026	0.7388452204913181	1
NS_16	mBrain	81	0.10942157592642152	0.0	12.345679012345679	0.45213543621348934	0.4724392626052985	3047.753086419753	16076.876543209877	0.9362454494561782	81	71	0.45213543621348934	0.42398604789523364	1
NS_17	mBrain	1117	2.0970869054754555	2.2388174397913514	87.91405550581915	0.7125540352770531	0.7685569527530216	3426.867502238138	20892.191584601613	2.1604210257331053	280	280	0.7260705347332438	0.6846135566911418	1
NS_19	mBrain	756	1.016693982885251	1.1642071653581338	67.06349206349206	0.638417766725513	0.657840922964229	2642.814814814815	10791.411375661375	1.4421861237966935	189	249	0.6871575235175529	0.6556216319312165	1
