Sample	Sample_Origin	n_epithelial	mean_CLDN4	median_CLDN4	pct_CLDN4_pos	mean_cytotrace_like	median_cytotrace_like	mean_n_genes	mean_total_umi	mean_EPCAM_log1p_cp10k	n_CLDN4_high	n_CLDN4_low	mean_cyto_CLDN4_high	mean_cyto_CLDN4_low	eligible
BRONCHO_11	mLN	204	1.3860533279033096	1.5547410495996328	80.3921568627451	0.5833798633603118	0.6501342937370285	3538.4166666666665	18826.04411764706	1.544921464792169	51	51	0.6193107691129193	0.563576773646829	1
BRONCHO_58	tL/B	497	0.9752354635102534	1.0840278756454806	71.42857142857143	0.4436928308957641	0.41075570748382373	3219.444668008048	21898.75050301811	1.883905918227883	125	142	0.4123958002685874	0.5572479714079864	1
EBUS_06	tL/B	1197	1.2862609393654416	1.5008577815123	71.0108604845447	0.7067346748632048	0.7430411427176169	2910.9197994987467	13184.38178780284	1.7944762251676436	300	347	0.7042244027998209	0.7169613042641516	1
EBUS_10	mLN	400	1.291830423632083	1.3169050992010432	83.5	0.5483096157367843	0.6129440849713099	3972.9625	30844.9425	1.730882452972017	100	100	0.5858336894152119	0.47743376877060184	1
EBUS_12	mLN	262	1.3446780560582807	1.4364311718876854	87.40458015267176	0.7391289406265116	0.8550085459650836	5283.103053435115	39601.34732824427	2.0543580293122097	66	66	0.7753585790760739	0.5949527012278814	1
EBUS_13	mLN	381	0.0006709937333642075	0.0	0.26246719160104987	0.690554874100022	0.77408130875351	3607.5853018372704	21700.50656167979	0.07782300205715653	381	380	0.690554874100022	0.6898047198786859	1
EBUS_15	mLN	263	0.7903715575760611	0.0	46.00760456273764	0.6497823703378417	0.7890062263459895	2773.9467680608363	21586.182509505703	1.664326616559449	66	142	0.8097468396577175	0.6043816770725685	1
EBUS_19	mLN	228	1.6810115971935915	1.8105897992221003	90.78947368421053	0.7760182736936347	0.8161091441826396	4699.315789473684	25941.276315789473	1.4319091632739787	57	57	0.7538531807482324	0.7208936530680873	1
EBUS_28	tL/B	4766	2.2314204128456208	2.276309468656038	95.9085186739404	0.4192601844711192	0.38597240874130145	2763.193243810323	12727.325639949644	1.2303893196680418	1192	1192	0.4367443800856891	0.4022388938301082	1
EBUS_49	tL/B	122	0.7470461305044019	0.17511455885228716	50.0	0.4733366389740039	0.49862654132584544	2550.344262295082	14666.073770491803	1.078447249007061	31	61	0.6035016796562711	0.44137407910721677	1
EBUS_51	mLN	1315	1.1934641948151372	1.2958508943790834	84.7148288973384	0.5029507137807284	0.4929190575021365	3628.9642585551333	17975.049429657796	1.725852398837655	329	329	0.5438542896254657	0.5127724235102727	1
EFFUSION_06	PE	228	1.005519304076672	1.2240577628038092	58.333333333333336	0.7615071339531836	0.8415028690025638	3723.8201754385964	23539.640350877195	1.4771144227745556	57	95	0.804727107415713	0.6666945106631798	1
