definition,sample,patient,radius_um,stratum,n_tumor,n_high_arm,n_low_arm,usable,count_high,count_low,count_delta,count_ratio,frac_high,frac_low,frac_delta,frac_ratio,contact_high,contact_low,contact_or,a,b,c,d,cldn4_median,frac_cldn4_high,dist_median,dist_p90,n_core_cells,n_margin_cells,tertile_near_um,tertile_far_um
immune_rich,LUAD-5 R1,Lung5,50.0,all,18600,9298,9302,True,0.21671327167132717,0.22296280369812943,-0.006249532026802257,0.971970517399559,0.005375893995589478,0.005593328784959953,-0.0002174347893704751,,0.15261346526134653,0.1594280799827994,0.9495725908401259,1419.0,7879.0,1483.0,7819.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,margin,18600,1690,1403,True,0.5023668639053255,0.5637918745545261,-0.061425010649200584,0.8910502023504066,0.013061392008810109,0.015260493403573291,-0.0021991013947631824,,0.32366863905325444,0.3528153955808981,0.8778680181096418,547.0,1143.0,495.0,908.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,core,18600,3899,4718,True,0.10002564760194922,0.14582450190758797,-0.04579885430563875,0.6859316938749948,0.002421990419111912,0.0035118447403426675,-0.0010898543212307554,,0.08027699410105155,0.11615091140313692,0.6646273418970486,313.0,3586.0,548.0,4170.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,buffer,18600,3709,3181,True,0.20922081423564304,0.18704809808236403,0.02217271615327901,1.118540185014421,0.004979231391745627,0.004416783598726013,0.0005624477930196142,,0.15071447829603668,0.1383212826155297,1.105256160806142,559.0,3150.0,440.0,2741.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,near,18600,3416,2784,True,0.3594847775175644,0.3728448275862069,-0.013360050068642493,0.9641672645557797,0.009085652885314837,0.009900036852141693,-0.0008143839668268565,,0.24414519906323184,0.2413793103448276,1.015057021631873,834.0,2582.0,672.0,2112.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,far,18600,2756,3444,True,0.0874455732946299,0.14111498257839722,-0.053669409283767316,0.6196760379150317,0.0022584457889031516,0.0033806917535533637,-0.0011222459646502122,,0.06894049346879536,0.11091753774680604,0.5942899271534057,190.0,2566.0,382.0,3062.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,niche_core,18600,6173,6532,True,0.11274906852421837,0.1266074709124311,-0.013858402388212732,0.8905404058043463,0.0027320778967989804,0.0028217712443941675,-8.969334759518707e-05,,0.08877369188401102,0.10747091243110839,0.8092355887068639,548.0,5625.0,702.0,5830.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,50.0,niche_margin,18600,2148,2001,True,0.29003724394785846,0.2958520739630185,-0.005814830015160033,0.9803454816548391,0.006994230726980278,0.007166572429508692,-0.00017234170252841425,,0.21042830540037244,0.20789605197401298,1.015350437257131,452.0,1696.0,416.0,1585.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,100.0,all,18600,9298,9302,True,1.411916541191654,1.3269189421629757,0.08499759902867843,1.0640563611897242,0.008754266805033155,0.00827885037758798,0.0004754164274451741,,0.5297913529791353,0.5349387228553,0.9795381805061261,4926.0,4372.0,4976.0,4326.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,100.0,margin,18600,1690,1403,True,2.986390532544379,2.8838203848895225,0.10257014765485639,1.0355674535738417,0.01855546207082255,0.01859675501011872,-4.129293929617042e-05,,0.8059171597633136,0.8032786885245902,1.0171376309030837,1362.0,328.0,1127.0,276.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,100.0,core,18600,3899,4718,True,0.6157989228007181,0.7844425604069521,-0.16864363760623402,0.7850146765127771,0.003821671784656481,0.004856900667726474,-0.001035228883069993,,0.35521928699666583,0.423696481559983,0.749415281837958,1385.0,2514.0,1999.0,2719.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,100.0,buffer,18600,3709,3181,True,1.5314100835804798,1.4448286702294877,0.08658141335099212,1.0599250382657759,0.009473643452448787,0.008803445954980614,0.0006701974974681734,,0.5874898894580749,0.5815781200880227,1.0246501801918144,2179.0,1530.0,1850.0,1331.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,100.0,near,18600,3416,2784,True,2.377927400468384,2.298132183908046,0.07979521656033794,1.034721769756796,0.014768172926907627,0.014523985958218185,0.00024418696868944156,,0.7456088992974239,0.7392241379310345,1.0340209873282395,2547.0,869.0,2058.0,726.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
immune_rich,LUAD-5 R1,Lung5,100.0,far,18600,2756,3444,True,0.5087082728592163,0.6951219512195121,-0.18641367836029588,0.7318259363939603,0.0032458411207786936,0.00432061359827055,-0.0010747724774918567,,0.3211175616835994,0.40069686411149824,0.7075827068429461,885.0,1871.0,1380.0,2064.0,7.949395179748535,0.49989247311827956,138.99240550961684,324.31500676283736,8617,3093,95.7764081965912,197.6866057619716
