definition,sample,patient,distance_um,count_high,count_low
immune_rich,LUAD-5 R1,Lung5,10.0,0.5909961685823755,0.7218628719275549
immune_rich,LUAD-5 R1,Lung5,30.0,0.43896103896103894,0.4073107049608355
immune_rich,LUAD-5 R1,Lung5,50.0,0.2116788321167883,0.2674199623352166
immune_rich,LUAD-5 R1,Lung5,70.0,0.24705882352941178,0.13266998341625208
immune_rich,LUAD-5 R1,Lung5,90.0,0.20341047503045068,0.1926163723916533
immune_rich,LUAD-5 R1,Lung5,110.0,0.18596059113300492,0.16544655929721816
immune_rich,LUAD-5 R1,Lung5,130.0,0.22946175637393768,0.22693997071742314
immune_rich,LUAD-5 R1,Lung5,150.0,0.17003367003367004,0.19435215946843853
immune_rich,LUAD-5 R1,Lung5,170.0,0.11176470588235295,0.1704119850187266
immune_rich,LUAD-5 R1,Lung5,190.0,0.12244897959183673,0.1488095238095238
immune_rich,LUAD-5 R2,Lung5,10.0,0.5454545454545454,0.7785365853658537
immune_rich,LUAD-5 R2,Lung5,30.0,0.40308370044052866,0.432967032967033
immune_rich,LUAD-5 R2,Lung5,50.0,0.32868217054263565,0.3602150537634409
immune_rich,LUAD-5 R2,Lung5,70.0,0.22830440587449932,0.2448700410396717
immune_rich,LUAD-5 R2,Lung5,90.0,0.16222479721900349,0.22164276401564537
immune_rich,LUAD-5 R2,Lung5,110.0,0.16145833333333334,0.17780938833570412
immune_rich,LUAD-5 R2,Lung5,130.0,0.17377567140600317,0.21134751773049645
immune_rich,LUAD-5 R2,Lung5,150.0,0.19458544839255498,0.24277456647398843
immune_rich,LUAD-5 R2,Lung5,170.0,0.11949685534591195,0.16226415094339622
immune_rich,LUAD-5 R2,Lung5,190.0,0.16822429906542055,0.19221967963386727
immune_rich,LUAD-5 R3,Lung5,10.0,0.695906432748538,0.9671052631578947
immune_rich,LUAD-5 R3,Lung5,30.0,0.4450704225352113,0.5138888888888888
immune_rich,LUAD-5 R3,Lung5,50.0,0.25239005736137665,0.3078817733990148
immune_rich,LUAD-5 R3,Lung5,70.0,0.2055944055944056,0.23722627737226276
immune_rich,LUAD-5 R3,Lung5,90.0,0.13940256045519203,0.15421303656597773
immune_rich,LUAD-5 R3,Lung5,110.0,0.1613372093023256,0.16326530612244897
immune_rich,LUAD-5 R3,Lung5,130.0,0.14405594405594405,0.18676470588235294
immune_rich,LUAD-5 R3,Lung5,150.0,0.17708333333333334,0.22916666666666666
immune_rich,LUAD-5 R3,Lung5,170.0,0.1917808219178082,0.16930022573363432
immune_rich,LUAD-5 R3,Lung5,190.0,0.1424802110817942,0.15575620767494355
immune_rich,LUSC-6,Lung6,10.0,1.6126126126126126,1.2348993288590604
immune_rich,LUSC-6,Lung6,30.0,1.4545454545454546,1.0320284697508897
immune_rich,LUSC-6,Lung6,50.0,0.9576271186440678,0.6931818181818182
immune_rich,LUSC-6,Lung6,70.0,0.6993865030674846,0.5045045045045045
immune_rich,LUSC-6,Lung6,90.0,0.540084388185654,0.41750358680057387
immune_rich,LUSC-6,Lung6,110.0,0.49097472924187724,0.29112271540469975
immune_rich,LUSC-6,Lung6,130.0,0.28104575163398693,0.2540792540792541
