cyto,radius_um,cut,margin_um,core_um,drop_lusc,n_sections,n_both,frac_both,n_pat,n_pat_both,mean_d_core,mean_d_margin,mean_inter_d,mean_r_core,mean_r_margin,mean_inter_r,n_core_excl,n_abs_stronger,n_fold_stronger,wilcox_d,wilcox_r,mean_count_core_low,mean_count_margin_low,aligned
cd8_nk,25.0,absolute,20.0,60.0,False,8,1,0.125,5,1,-0.03471418086400685,-0.08728504320015891,0.052570862336152074,0.5121875881440445,0.6798811786866306,-0.19964702080070745,7,1,4,0.078125,,0.0826605289649493,0.32767900195020117,False
cd8_nk,25.0,absolute,20.0,80.0,False,8,1,0.125,5,1,-0.0365728116389617,-0.08728504320015891,0.05071223156119721,0.5144061024735906,0.6798811786866306,-0.19742850647116134,7,1,4,0.109375,,0.08386083239443697,0.32767900195020117,False
cd8_nk,25.0,absolute,20.0,100.0,False,8,1,0.125,5,1,-0.03727441603566678,-0.08728504320015891,0.05001062716449213,0.5200334360316453,0.6798811786866306,-0.19180117291310664,7,1,4,0.109375,,0.08569871311575318,0.32767900195020117,False
cd8_nk,25.0,absolute,20.0,120.0,False,8,1,0.125,5,1,-0.0386517065148213,-0.08728504320015891,0.04863333668533762,0.5131752610035922,0.6798811786866306,-0.19865934794115975,7,1,4,0.1484375,,0.08671385433241974,0.32767900195020117,False
cd8_nk,25.0,absolute,20.0,150.0,False,8,1,0.125,5,1,-0.03700474442881814,-0.08728504320015891,0.05028029877134077,0.5179333292189275,0.6798811786866306,-0.1939012797258245,7,1,4,0.078125,,0.08313827514838057,0.32767900195020117,False
cd8_nk,25.0,absolute,20.0,200.0,False,8,1,0.125,5,1,-0.02894221253131944,-0.08728504320015891,0.05834283066883947,0.5303983149547274,0.6798811786866306,-0.14573002636042834,7,1,3,0.0234375,,0.08171908342085,0.32767900195020117,False
cd8_nk,25.0,absolute,20.0,250.0,False,7,1,0.14285714285714285,4,1,-0.027952589029354102,-0.09333196354746702,0.06537937451811292,0.36819883628277766,0.6488381967049685,-0.19740264941082358,6,1,2,0.03125,,0.05154720879822154,0.3120267618931404,False
cd8_nk,25.0,absolute,20.0,300.0,False,7,1,0.14285714285714285,4,1,-0.026465547045255174,-0.09333196354746702,0.06686641650221185,0.3750663383740105,0.6488381967049685,-0.19053514731959076,4,1,2,0.03125,,0.048772690049962555,0.3120267618931404,False
cd8_nk,25.0,absolute,20.0,400.0,False,7,1,0.14285714285714285,4,1,-0.03002119289460445,-0.09333196354746702,0.06331077065286257,0.38745559001922675,0.6488381967049685,-0.17814589567437444,4,1,2,0.109375,,0.053254518534412564,0.3120267618931404,False
cd8_nk,25.0,absolute,30.0,60.0,False,8,1,0.125,5,1,-0.03471418086400685,-0.08572921768055702,0.05101503681655019,0.5121875881440445,0.6857085972689912,-0.17887575420034635,7,1,4,0.109375,,0.0826605289649493,0.31028966066046815,False
cd8_nk,25.0,absolute,30.0,80.0,False,8,1,0.125,5,1,-0.0365728116389617,-0.08572921768055702,0.04915640604159533,0.5144061024735906,0.6857085972689912,-0.1766572398708003,7,1,4,0.109375,,0.08386083239443697,0.31028966066046815,False
cd8_nk,25.0,absolute,30.0,100.0,False,8,1,0.125,5,1,-0.03727441603566678,-0.08572921768055702,0.04845480164489025,0.5200334360316453,0.6857085972689912,-0.17102990631274556,7,1,4,0.109375,,0.08569871311575318,0.31028966066046815,False
