niche,n,tumor_frac,cytotoxic_frac,immune_frac,immune_rich_primary
immune,45686,0.2009368296633542,0.05964628113645318,0.5692991288359672,True
lymphoid structure,58841,0.004163763362281403,0.05902347002940127,0.8026546115803607,True
macrophages,23910,0.13174404015056462,0.03500627352572146,0.6531994981179423,True
myeloid-enriched stroma,71791,0.036954492903010124,0.041760109205889316,0.7318744689445752,True
neutrophils,42573,0.21523031029055975,0.03474032837714044,0.6154839922016302,True
plasmablast-enriched stroma,40765,0.057475775788053476,0.025389427204709922,0.6879185575861646,True
stroma,116659,0.03185352180286133,0.057029461936070086,0.5544621503698814,False
tumor interior,275778,0.8532914155588915,0.008499590250128726,0.07905996852540811,False
tumor-stroma boundary,89768,0.40709384190357367,0.02478611531949024,0.29659789680064164,False
