gene,contrast,odds_ratio,or_95ci_low,or_95ci_high,n,n_responder,n_nonresponder,high_R,high_NR,low_R,low_NR,fisher_p
CLDN4,CR vs SD+PD,1.1666666666666667,0.32050725955379283,4.246740348427792,45,13,32,7,16,6,16,1.0
CLDN4,CR vs PD,1.1666666666666667,0.2794032171463342,4.87149405440899,31,13,18,7,9,6,9,1.0
CLDN4,CR+SD vs PD,0.7428571428571429,0.22427984917593372,2.460482904378073,45,27,18,13,10,14,8,0.7631037223084101
CD274,CR vs SD+PD,4.871794871794871,1.119582156185913,21.199324356600034,45,13,32,10,13,3,19,0.04717593373293885
TACSTD2,CR vs SD+PD,1.1666666666666667,0.32050725955379283,4.246740348427792,45,13,32,7,16,6,16,1.0
EPCAM,CR vs SD+PD,0.7563025210084033,0.2076204933385107,2.7549953961002824,45,13,32,6,17,7,15,0.7494473486532477
