file	md5	sha256	url_or_note
ICB_Kim.zip	8ec1669e80c0f365172982ff39f8f6ca	e7dc0aa7b70a538e1fac05fe8a7f4d98beba4d32fb46e54e3cf949303d40906a	https://zenodo.org/api/records/7058399/files/ICB_Kim.zip/content
ICB_Kim_metadata.tsv	b7958be5d4be649717c442bba3a5474a	236a517866295ea0c8ca7170561dc10011f3f7c26b2d2143ad852de717447220	extracted from ICB_Kim.zip (Zenodo 10.5281/zenodo.7058399)
ICB_Kim_expr_gene_tpm.tsv	ee67e67d121011b5c99a8066c6862aad	b757444cb796b8a093ed75132e9045a0122fadbda07cafb97b26888e2d46b60b	extracted from ICB_Kim.zip (Zenodo 10.5281/zenodo.7058399)
ICB_Kim_expr_gene_tpm_genes.tsv	0a8b1c92794a3794768b3a5fc36a9a3a	056814d36509a904f8b18a2c2ee473a5a45fc76531607819ea84d88b34fecfca	extracted from ICB_Kim.zip (Zenodo 10.5281/zenodo.7058399)
