Study_ID,Cell_Line,sub_clone,Cell_treatment,n,Tacstd2_mean,Cldn4_mean,Actb_mean,Cd274_mean
RTM28723893,LLC,clone7,IFNb,3,0.0,0.0,12.071895942739369,4.775476370151001
RTM28723893,LLC,clone7,IFNg,3,0.0,0.0,11.949765007663325,5.385193489170962
RTM28723893,LLC,clone7,TNFa,3,0.0,0.0,11.752759267748099,0.9850094468097096
RTM28723893,LLC,clone7,no_treatment,3,0.0,0.0,11.716060421210079,1.0657021322473106
RTM28723893,LLC,clone8,IFNb,3,0.0,0.0,11.279036650482427,4.557072443773827
RTM28723893,LLC,clone8,IFNg,3,0.0,0.0,11.07249326906942,5.766510335099234
RTM28723893,LLC,clone8,TNFa,3,0.0,0.0,10.951086412464091,1.3525331995319751
RTM28723893,LLC,clone9,IFNb,3,0.0,0.0,11.683100304464075,4.510909066787021
RTM28723893,LLC,clone9,IFNg,3,0.0,0.0,11.43270767630593,5.409147777970111
RTM28723893,LLC,clone9,TNFa,3,0.0,0.0,11.415586759142167,1.14037799011443
RTM28723893,LLC,clone9,no_treatment,3,0.0,0.0,11.425318704564488,0.8993122032438264
GSE148101,LLC,parental,BMP2,1,0.0,0.0,9.273996301952764,2.574650658502284
RTM28723893,LLC,parental,IFNb,3,0.0,0.0,12.029055557273102,4.9660111817396535
RTM28723893,LLC,parental,IFNg,2,0.0,0.0,12.108625497745347,4.675370552359205
RTM28723893,LLC,parental,TNFa,3,0.0,0.0,12.047420334776092,1.0269374206967437
GSE103548,LLC,parental,no_treatment,4,0.053876511766746404,0.0,9.992778441550488,0.4764677608510394
GSE148101,LLC,parental,no_treatment,1,0.3903501386711204,0.12934575336635432,10.339588948531961,2.3227950444349137
GSE97975,LLC,parental,no_treatment,1,0.0,0.00439612316894322,10.122983522435947,1.015325667931696
RTM28723893,LLC,parental,no_treatment,3,0.0,0.0,12.090260720242357,0.8852013552787042
GSE131271,LLC,parental,sh_control,3,0.0,0.0,10.452448293055554,1.2440766711678028
GSE148101,LLC,parental,vehicle,1,0.0,0.0,9.097346180245403,2.575293879237652
GSE103548,MLE12,parental,no_treatment,4,5.878699603374206,0.014755737184621195,10.701309325167884,1.1571188871209677
