gene,group,cell_line,is_lung,GSE_ID,treatments,n_baseline,n_icb,mean_baseline,mean_icb,delta_mean,median_baseline,median_icb,delta_median,direction_mean,direction_median,tismo_deseq2_p
Tacstd2,B16_GSE151829_Aire_KO_antiCTLA4,B16,False,GSE151829,antiCTLA4;isotype,5,6,0.6228288226342723,1.0310100854793471,0.40818126284507483,0.776238848933823,0.730170707224903,-0.04606814170892004,up,down,0.396783213649528
Tacstd2,KPB25L_GSE124821_end_antiCTLA4&antiPD1,KPB25L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,6,3,3.4126520817840915,3.78826684370036,0.3756147619162684,3.5587643125654997,4.26169643735673,0.7029321247912304,up,up,0.999910030472736
Tacstd2,CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1,CT26,False,GSE153239,antiGARP:TGFb FcD;antiGARP:TGFb FcD; antiPD1 FcS;,5,5,0.261835637001249,0.6199550142686849,0.3581193772674359,0.19668510468779,0.443338881278346,0.24665377659055598,up,up,0.178139572680639
Tacstd2,CT26_ERP114266_day7_antiCTLA4&antiPDL1,CT26,False,ERP114266,antiPDL1; antiCTL4;;isotype,5,5,1.2147556112925646,1.532631748140728,0.3178761368481633,0.480306402118443,0.357836766320015,-0.12246963579842801,up,down,0.739950574332942
Tacstd2,KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1,KPB25L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,6,1.9267391105229015,2.2441641278254147,0.31742501730251327,1.7015899288239875,2.5102673166574148,0.8086773878334272,up,up,0.955094155118968
Tacstd2,T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.10494176922714632,0.3964290828959,0.2914873136687537,0.01042709353438265,0.36234716212489304,0.3519200685905104,up,up,0.0586628136990498
Tacstd2,CT26_GSE153239_FcS_antiTGFb_antiPD1,CT26,False,GSE153239,antiTGFb;antiTGFb; antiPD1 FcS;,5,5,0.2696775919165601,0.5547914329982612,0.28511384108170107,0.263049928553122,0.276267275006927,0.013217346453805012,up,up,0.989431937816084
Tacstd2,CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1,CT26,False,GSE153239,antiGARP:TGFb WT;antiGARP:TGFb WT; antiPD1 FcS;,5,5,0.18921112023409634,0.4656884624358647,0.27647734220176834,0.170755459657288,0.21651768478215,0.045762225124862,up,up,
Tacstd2,T11_GSE124821_Apobec_end_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.09251530525424052,0.34444681183323594,0.25193150657899543,0.02159111120164255,0.28336965461585195,0.2617785434142094,up,up,0.999300924725397
Tacstd2,402230_GSE148856_antiPD1,402230,False,GSE148856,antiPD1;isotype,4,4,0.35402865800400896,0.5920764417419231,0.23804778373791413,0.3434807777595295,0.668633588210434,0.32515281045090444,up,up,0.99949700181637
Tacstd2,B16_GSE150401_MDK_knockdown_antiPD1,B16,False,GSE150401,antiPD1;isotype,4,4,0.0,0.21215404398300575,0.21215404398300575,0.0,0.1621063958169895,0.1621063958169895,up,up,
Tacstd2,B16_GSE151829_antiCTLA4,B16,False,GSE151829,antiCTLA4;isotype,3,6,0.14111845486978783,0.34690976943646173,0.2057913145666739,0.115827599152482,0.321601607789782,0.20577400863729997,up,up,0.459000407593525
Tacstd2,T11_GSE124821_UV_day3_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,3,0.1026740683924566,0.30399366698476965,0.20131959859231305,0.07360314424602721,0.319764739447131,0.2461615952011038,up,up,0.146947980431004
Tacstd2,4T1_GSE130472_young_antiCTLA4,4T1,False,GSE130472,antiCTLA4; young;;isotype; young;,7,12,1.828002337047947,2.022329043801921,0.1943267067539738,2.0041692956078,2.042084475065975,0.03791517945817491,up,up,0.482356121607691
Tacstd2,402230_GSE148856_radiation_antiPD1,402230,False,GSE148856,antiPD1; radiation;;isotype; radiation;,4,4,0.7853871758966535,0.9710154722618483,0.18562829636519473,0.717414095291941,0.9763494979905245,0.2589354026985835,up,up,0.835589614531079
Tacstd2,p53-2336R_GSE124821_day3_antiCTLA4&antiPD1,p53-2336R,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,3,5,0.0,0.17639883432466702,0.17639883432466702,0.0,0.0,0.0,up,tie,
Tacstd2,D4M.3A.3_GSE159344_antiPD1,D4M.3A.3,False,GSE159344,antiPD1;isotype,3,3,0.049577902420543996,0.21097662239110068,0.1613987199705567,0.0,0.191002897726662,0.191002897726662,up,up,0.999991667614612
Tacstd2,CT26_GSE153239_FcS_antiPD1,CT26,False,GSE153239,antiPD1_FcS;isotype,5,5,0.2201852447206285,0.3752578004740946,0.15507255575346612,0.154330652833521,0.460429307496847,0.30609865466332603,up,up,0.999953620793337
Tacstd2,YTN16_GSE146027_anti_IL17_day10_antiPD1,YTN16,False,GSE146027,antiPD1; antiIL17;anti_IL17,4,4,1.2627168801482025,1.4053435272237125,0.14262664707550998,1.26805377005716,1.47943191746601,0.21137814740885008,up,up,0.66765587031771
Tacstd2,T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.24153950286932843,0.3745505974293625,0.13301109456003404,0.2359462401717129,0.34704131928100046,0.11109507910928756,up,up,0.38390004317808
Tacstd2,YTN16_GSE146027_day10_antiPD1,YTN16,False,GSE146027,antiPD1;no_treatment,4,4,1.0798943046149072,1.2126212403190129,0.13272693570410565,1.03311639467173,1.27678568719933,0.24366929252759983,up,up,0.825764641592501
Tacstd2,MC38_GSE93017_antiPDL1,MC38,False,GSE93017,antiPDL1;isotype,3,3,0.0,0.09954429880361666,0.09954429880361666,0.0,0.14928913405771,0.14928913405771,up,up,
Tacstd2,T11_GSE124821_day7_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.2016015812206086,0.277320336994813,0.07571875577420442,0.194962999482176,0.3215850312077385,0.12662203172556252,up,up,0.947161800271999
Tacstd2,KPB25L_GSE124821_day3_antiCTLA4&antiPD1,KPB25L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,5,5,3.029181049806108,3.0910298932539133,0.06184884344780528,3.14075395637055,3.08136689931215,-0.05938705705839986,up,down,0.740090616556492
Tacstd2,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2,YUMM1.7,False,GSE103725,BRAFi;BRAFi; antiPDL2;,3,4,0.06187295047089236,0.12016964543363072,0.05829669496273836,0.0655941453224401,0.08236495502065394,0.016770809698213845,up,up,
Tacstd2,4T1_GSE137818_Brca2_KO_antiPD1,4T1,False,GSE137818,antiPD1;no_treatment,5,3,4.16174288745599,4.219715199100553,0.05797231164456296,3.92360076832232,4.25409640102182,0.3304956326994999,up,up,0.990658392275117
Tacstd2,B16_GSE150401_antiPD1,B16,False,GSE150401,antiPD1;isotype,4,4,0.0,0.0574797835081895,0.0574797835081895,0.0,0.0,0.0,up,tie,0.987188231334236
Tacstd2,EMT6_GSE107801_antiPDL1,EMT6,False,GSE107801,antiPDL1;;isotype,10,10,0.14814397911812333,0.19311695139532664,0.044972972277203316,0.1007223640994256,0.1503856554008045,0.049663291301378906,up,up,0.0223871957549608
Tacstd2,T11_GSE124821_UV_day7_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.4073534407815702,0.44660604537001763,0.039252604588447426,0.213621311602647,0.4132111016896205,0.1995897900869735,up,up,0.994537411615673
Tacstd2,BNL-MEA_GSE148947_regorafenib_5_antiPD1,BNL-MEA,False,GSE148947,antiPD1; regorafenib_5;;regorafenib_5,3,3,0.05333403157349123,0.0856724437193928,0.032338412145901566,0.0449661875199237,0.0604735557997394,0.015507368279815699,up,up,
Tacstd2,B16_GSE152925_Man2a1_KO_antiPDL1,B16,False,GSE152925,antiPDL1;isotype,3,3,0.0,0.020458133410393733,0.020458133410393733,0.0,0.0,0.0,up,tie,
Tacstd2,MC38_GSE172162_antiPD1,MC38,False,GSE172162,antiPD1;isotype,4,4,0.015763892114444476,0.035893998652544695,0.02013010653810022,0.0,0.03181089454898895,0.03181089454898895,up,up,
Tacstd2,B16_GSE109485_intracranial_antiCTLA4&antiPD1,B16,False,GSE109485,antiPD1; antiCTLA4; intracranial;;isotype; intracranial;,3,3,0.0023855947572956667,0.019042874566411766,0.016657279809116098,0.0020016382809721,0.0251171055882165,0.0231154673072444,up,up,
Tacstd2,B16_GSE152925_antiPDL1,B16,False,GSE152925,antiPDL1;isotype;isotype; PBS,6,6,0.0,0.013112900419935384,0.013112900419935384,0.0,0.0,0.0,up,tie,
Tacstd2,4T1_GSE132529_antiPD1,4T1,False,GSE132529,antiPD1;vehicle,3,3,4.60635116464027,4.618043517048983,0.011692352408712914,4.71476550712754,4.50430625408492,-0.21045925304261992,up,down,0.999994158740348
Tacstd2,E0771_GSE174053_high.fat.diet_antiPD1,E0771,False,GSE174053,antiPD1; high.fat.diet;;isotype; high.fat.diet;,8,8,0.5992002718011491,0.6090158168355533,0.009815545034404183,0.20331010716772252,0.42800483053675253,0.22469472336903,up,up,0.458870947942633
Tacstd2,B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1,B16,False,GSE109485,antiPD1; antiCTLA4; intra&extracranial;;isotype; intra&extracranial;,3,3,0.004121673363300867,0.0076217986493453335,0.0035001252860444665,0.0,0.0077528188424745,0.0077528188424745,up,up,
Tacstd2,B16_GSE149825_antiCTLA4&antiPD1,B16,False,GSE149825,antiPD1; antiCTLA4;;vehicle,3,3,0.077101880865998,0.079864880532896,0.002762999666898011,0.0,0.0,0.0,up,tie,0.0001024961527034
Tacstd2,T11_GSE124821_end_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,5,5,0.11854036639830576,0.11108386059021387,-0.007456505808091887,0.0412654146334319,0.0429468514458314,0.0016814368123995033,down,up,0.995894560673228
Tacstd2,MC38_GSE172162_exercise_antiPD1,MC38,False,GSE172162,antiPD1; exercise;exercise,4,4,0.012811111085799826,0.0,-0.012811111085799826,0.0,0.0,0.0,down,tie,
Tacstd2,B16_GSE152925_swainsonine_antiPDL1,B16,False,GSE152925,antiPDL1; swainsonine;swainsonine,3,3,0.07951813931059483,0.06640259869642899,-0.013115540614165838,0.0622149948141085,0.0,-0.0622149948141085,down,down,
Tacstd2,T11_GSE124821_UV_end_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,5,0.2852555138013886,0.2595699589686632,-0.025685554832725388,0.33789472959473954,0.284587569053806,-0.05330716054093354,down,down,0.849890094522889
Tacstd2,BNL-MEA_GSE148947_antiPD1,BNL-MEA,False,GSE148947,antiPD1;vehicle,3,3,0.14660126103697393,0.09458129715921816,-0.05201996387775577,0.176310005371219,0.0738270869335435,-0.10248291843767549,down,down,0.967415452699153
Tacstd2,T11_GSE124821_day3_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.163628713206281,0.08027609274528794,-0.08335262046099307,0.0620502312041325,0.050555026006381856,-0.011495205197750644,down,down,
Tacstd2,p53-2225L_GSE124821_end_antiCTLA4&antiPD1,p53-2225L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,6,3,3.394043055323935,3.2997633084773565,-0.09427974684657858,3.579376927128025,3.49885884174825,-0.0805180853797749,down,down,0.997707392100415
Tacstd2,p53-2225L_GSE124821_day3_antiCTLA4&antiPD1,p53-2225L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,8,5,3.898453633121589,3.78174653612252,-0.11670709699906867,4.366542901133945,3.8890733874046,-0.477469513729345,down,down,0.525496937586661
Tacstd2,4T1_GSE137818_Brca1_KO_antiPD1,4T1,False,GSE137818,antiPD1;no_treatment,5,5,4.13363209798346,4.004876780464524,-0.12875531751893554,4.13196896960058,4.13036998337883,-0.0015989862217500317,down,down,0.843155009346725
Tacstd2,KPB25L_GSE124821_day7_antiCTLA4&antiPD1,KPB25L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,2.992719406727982,2.7426183942685523,-0.25010101245942984,2.94145343192011,2.9066161627199554,-0.03483726920015462,down,down,0.999861192789984
Tacstd2,4T1_GSE130472_young_antiPDL1,4T1,False,GSE130472,antiPDL1; young;;isotype; young;,7,10,1.828002337047947,1.513979847296362,-0.3140224897515851,2.0041692956078,1.46919348992629,-0.5349758056815102,down,down,0.482356121607691
Tacstd2,CT26_GSE139475_antiPD1,CT26,False,GSE139475,antiPD1;isotype,5,9,1.629370250589023,1.3127072172063137,-0.3166630333827094,1.84328675299402,1.39432807053456,-0.44895868245946,down,down,0.905541868789538
Tacstd2,4T1_GSE130472_old_antiCTLA4,4T1,False,GSE130472,antiCTLA4; old;;isotype; old;,7,8,2.514297489980687,2.101033994252919,-0.4132634957277683,2.52574704290325,1.952722276979635,-0.5730247659236147,down,down,0.25528274159276
Tacstd2,4T1_GSE130472_old_antiPDL1,4T1,False,GSE130472,antiPDL1; old;;isotype; old;,7,8,2.514297489980687,1.9181712442543726,-0.5961262457263146,2.52574704290325,1.934024474690875,-0.5917225682123748,down,down,0.364372932141465
Tacstd2,KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1,KPB25L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,6,4,3.376535004092348,2.034580232234338,-1.3419547718580098,3.826553757452385,2.016311709252115,-1.8102420482002701,down,down,0.636481726367842
Cldn4,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1,LLC,True,GSE155972,antiPD1; antiCTL4;;no_treatment,10,7,0.26720103590172417,0.6008010386252158,0.33360000272349166,0.13742334990546,0.138449148826943,0.0010257989214829955,up,up,0.617583278510816
Cldn4,LLC_GSE155972_antiCTLA4&antiPD1,LLC,True,GSE155972,antiPD1; antiCTL4;;no_treatment,10,6,0.12803456322983156,0.20872810220200658,0.08069353897217502,0.0929870451034409,0.20070759537315302,0.10772055026971213,up,up,0.627346374288726
Cldn4,p53-2336R_GSE124821_end_antiCTLA4&antiPD1,p53-2336R,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,8,5,2.3698386213059734,4.89586858502922,2.5260299637232464,1.270607697105615,5.70570022526118,4.435092528155565,up,up,0.370937180303095
Cldn4,YTN16_GSE146027_day7_antiCTLA4,YTN16,False,GSE146027,antiCTLA4;no_treatment,4,5,1.6592985325519836,3.7022047505238502,2.0429062179718667,1.5223377592462048,3.55899455449509,2.036656795248885,up,up,6.21962096871058e-06
Cldn4,YTN16_GSE146027_day14_antiCTLA4,YTN16,False,GSE146027,antiCTLA4;no_treatment,4,5,2.1198041382353887,3.9712919617959046,1.8514878235605159,2.23819823327546,4.0777397372373,1.83954150396184,up,up,0.0178314156676923
Cldn4,B16_GSE149825_birinapant_antiCTLA4&antiPD1,B16,False,GSE149825,antiPD1; antiCTLA4; birinapant;birinapant,3,3,0.034774497839035766,1.5004604337252934,1.4656859358862575,0.0305043535475078,1.20306801734117,1.1725636637936623,up,up,2.29877607899229e-06
Cldn4,EMT6_GSE107801_antiTGFb_trap_antiPDL1,EMT6,False,GSE107801,M7824 (anti_PDL1_TGFb_Trap);anti_PDL1(mut)_TGFb_Trap_control,10,10,0.23495080701674637,0.97220228367741,0.7372514766606637,0.11088854003094015,0.963871624881366,0.8529830848504258,up,up,0.0135050657257688
Cldn4,CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1,CT26,False,GSE153239,antiGARP:TGFb FcD;antiGARP:TGFb FcD; antiPD1 FcS;,5,5,0.4301268946357755,0.9795424785165496,0.5494155838807742,0.482335868270211,0.188559601295096,-0.29377626697511505,up,down,0.290485357276973
Cldn4,p53-2225L_GSE124821_day3_antiCTLA4&antiPD1,p53-2225L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,8,5,6.989574430276287,7.509093416883822,0.5195189866075349,7.15319223645996,7.83853904395933,0.6853468074993705,up,up,0.735460062643864
Cldn4,T11_GSE124821_Apobec_end_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.21360330766742103,0.6973077323139635,0.48370442464654245,0.12344802595222384,0.5215886282212195,0.3981406022689957,up,up,0.999300924725397
Cldn4,D3UV2_GSE159344_antiPD1,D3UV2,False,GSE159344,antiPD1;isotype,3,3,0.10005597973651033,0.5758237067181168,0.47576772698160646,0.143115171814098,0.0870459270131905,-0.0560692448009075,up,down,0.460067257325625
Cldn4,T11_GSE124821_day7_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.29420518717486,0.7654152631990858,0.4712100760242258,0.272059894797978,0.802872662137829,0.530812767339851,up,up,0.815609708973067
Cldn4,CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1,CT26,False,GSE153239,antiGARP:TGFb WT;antiGARP:TGFb WT; antiPD1 FcS;,5,5,0.46691004130120745,0.8992465962764014,0.4323365549751939,0.145664471531024,0.771318410885129,0.625653939354105,up,up,0.373623837536422
Cldn4,BNL-MEA_GSE148947_antiPD1,BNL-MEA,False,GSE148947,antiPD1;vehicle,3,3,0.671056938695246,1.0991225739881736,0.4280656352929276,0.235470966397632,0.991084062016367,0.755613095618735,up,up,0.821969791425645
Cldn4,p53-2336R_GSE124821_day3_antiCTLA4&antiPD1,p53-2336R,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,3,5,1.3966837133176833,1.7834035121096157,0.3867197987919324,1.40668142223428,1.70730611724121,0.30062469500693,up,up,0.99965767764384
Cldn4,CT26_ERP114266_day14_antiCTLA4&antiPDL1,CT26,False,ERP114266,antiPDL1; antiCTL4;;isotype,5,5,0.08374363448948113,0.43952350563367426,0.3557798711441931,0.0874537930231873,0.152264920111525,0.06481112708833771,up,up,0.0122561525523558
Cldn4,BNL-MEA_GSE148947_regorafenib_5_antiPD1,BNL-MEA,False,GSE148947,antiPD1; regorafenib_5;;regorafenib_5,3,3,0.3894955993823317,0.7123454113447806,0.3228498119624489,0.336137111169699,0.813119939123847,0.4769828279541479,up,up,0.991913053993249
Cldn4,T11_GSE124821_UV_day7_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.48075480872890597,0.7730771214372439,0.292322312708338,0.3880316039153,0.8339207701112805,0.4458891661959805,up,up,0.577835901699376
Cldn4,YTN16_GSE146027_anti_IL17_day10_antiPD1,YTN16,False,GSE146027,antiPD1; antiIL17;anti_IL17,4,4,0.9864255019440428,1.2754117868132027,0.2889862848691599,0.9029634119815745,1.30995992312823,0.40699651114665547,up,up,0.431582498296806
Cldn4,CT26_GSE153239_FcS_antiTGFb_antiPD1,CT26,False,GSE153239,antiTGFb;antiTGFb; antiPD1 FcS;,5,5,0.40726674503123766,0.6708006399438484,0.26353389491261076,0.0087501672858076,0.15600421057879,0.1472540432929824,up,up,0.989431937816084
Cldn4,KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1,KPB25L,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,3,4.99337729084064,5.239179754576163,0.24580246373552317,4.976323987467775,4.93435887217286,-0.0419651152949152,up,down,0.963953546944547
Cldn4,EMT6_GSE107801_antiPDL1,EMT6,False,GSE107801,antiPDL1;;isotype,10,10,0.21473811868799192,0.45843769101455356,0.24369957232656164,0.1674362528013275,0.22548122532937198,0.05804497252804447,up,up,0.746566048549853
Cldn4,T11_GSE124821_UV_day3_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,3,0.1460028748812642,0.3650869964384477,0.21908412155718351,0.12989840914805587,0.40496087237685,0.27506246322879413,up,up,0.139418502044318
Cldn4,CT26_GSE153239_FcS_antiPD1,CT26,False,GSE153239,antiPD1_FcS;isotype,5,5,0.2936265918777111,0.47664327082002866,0.18301667894231755,0.43986022345491,0.379810127166109,-0.06005009628880098,up,down,0.999953620793337
Cldn4,T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.0687192597445351,0.21920802218765834,0.15048876244312323,0.0791922607965437,0.2064253732064587,0.127233112409915,up,up,0.042032818767114
Cldn4,4T1_GSE130472_young_antiPDL1,4T1,False,GSE130472,antiPDL1; young;;isotype; young;,7,10,5.477910590715585,5.608436736607784,0.13052614589219846,5.50943306211066,5.67991410956419,0.17048104745352965,up,up,0.86442479160906
Cldn4,402230_GSE148856_antiPD1,402230,False,GSE148856,antiPD1;isotype,4,4,0.062426122840972154,0.16170368606383562,0.09927756322286346,0.0471920173235723,0.16738151036613774,0.12018949304256545,up,up,0.99949700181637
Cldn4,B16_GSE152925_swainsonine_antiPDL1,B16,False,GSE152925,antiPDL1; swainsonine;swainsonine,3,3,0.07334788101872633,0.15290240243163725,0.07955452141291092,0.0,0.0450009312387138,0.0450009312387138,up,up,0.779007177329248
Cldn4,4T1_GSE137818_Brca2_KO_antiPD1,4T1,False,GSE137818,antiPD1;no_treatment,5,3,7.650635802905315,7.725200165328396,0.0745643624230814,7.61252217186314,7.73726729199355,0.12474512013041039,up,up,0.947935639221431
Cldn4,T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1,T11,False,GSE124821,antiPD1; antiCTLA4;;no_treatment,4,4,0.43886252111421586,0.5133300696725511,0.07446754855833526,0.3994574914370145,0.546173315237498,0.14671582380048354,up,up,0.652915639202253
Cldn4,B16_GSE150401_MDK_knockdown_antiPD1,B16,False,GSE150401,antiPD1;isotype,4,4,0.0,0.07422023008169075,0.07422023008169075,0.0,0.0,0.0,up,tie,
Cldn4,B16_GSE151829_antiCTLA4,B16,False,GSE151829,antiCTLA4;isotype,3,6,0.04129928145875606,0.10388464706408816,0.0625853656053321,0.0425219232427201,0.0896624137967114,0.047140490553991304,up,up,0.564429235083819
Cldn4,B16_GSE149825_antiCTLA4&antiPD1,B16,False,GSE149825,antiPD1; antiCTLA4;;vehicle,3,3,0.0,0.017317774064741366,0.017317774064741366,0.0,0.0,0.0,up,tie,2.29877607899229e-06
Cldn4,B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1,B16,False,GSE109485,antiPD1; antiCTLA4; intra&extracranial;;isotype; intra&extracranial;,3,3,0.0,0.0005918980905810334,0.0005918980905810334,0.0,0.0005535795256006,0.0005535795256006,up,up,
Cldn4,B16_GSE150401_antiPD1,B16,False,GSE150401,antiPD1;isotype,4,4,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie,
Cldn4,B16_GSE152925_Man2a1_KO_antiPDL1,B16,False,GSE152925,antiPDL1;isotype,3,3,0.0,0.0,0.0,0.0,0.0,0.0,tie,tie,
Cldn4,B16_GSE109485_intracranial_antiCTLA4&antiPD1,B16,False,GSE109485,antiPD1; antiCTLA4; intracranial;;isotype; intracranial;,3,3,0.0006103877145249666,0.0,-0.0006103877145249666,0.0,0.0,0.0,down,tie,
Cldn4,MC38_GSE172162_exercise_antiPD1,MC38,False,GSE172162,antiPD1; exercise;exercise,4,4,0.01227009468723,0.008352666095568225,-0.003917428591661776,0.0,0.0,0.0,down,tie,
Cldn4,MC38_GSE93017_antiPDL1,MC38,False,GSE93017,antiPDL1;isotype,3,3,0.08786849771900233,0.0806197927224359,-0.007248704996566435,0.0,0.0991324192003727,0.0991324192003727,down,up,
Cldn4,MC38_GSE172162_antiPD1,MC38,False,GSE172162,antiPD1;isotype,4,4,0.00729893102448615,0.0,-0.00729893102448615,0.0,0.0,0.0,down,tie,
Cldn4,4T1_GSE132529_antiPD1,4T1,False,GSE132529,antiPD1;vehicle,3,3,6.870862547908357,6.8577733306809465,-0.013089217227410188,6.69924746219443,6.96539942547292,0.26615196327848967,down,up,0.999994158740348
Cldn4,4T1_GSE130472_old_antiCTLA4,4T1,False,GSE130472,antiCTLA4; old;;isotype; old;,7,8,6.069634781563109,6.056395227828862,-0.013239553734247345,6.10319272346033,6.10933822846104,0.006145505000709761,down,up,0.407583794203051
Cldn4,B16_GSE152925_antiPDL1,B16,False,GSE152925,antiPDL1;isotype;isotype; PBS,6,6,0.021235350504255197,0.0030393653574435665,-0.01819598514681163,0.0,0.0,0.0,down,tie,
Cldn4,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2,YUMM1.7,False,GSE103725,BRAFi;BRAFi; antiPDL2;,3,4,0.07508670675454167,0.0536043475666061,-0.02148235918793557,0.0,0.0338198692588792,0.0338198692588792,down,up,
