sample,Tacstd2,Cldn4,Actb,Epcam,Krt8,Cldn3,Cldn7,Cd8a,Ifng,Gzmb,Cd274
Manguso_4T1_IFNb_rep1,6.348796914606113,9.050737402995876,11.021030418706262,8.04215691556476,9.292378722978423,8.26729303559665,7.1696460255847265,0.011103493489875835,0.011103493489875835,0.011103493489875835,2.878003050895398
Manguso_4T1_IFNb_rep2,6.332051370550029,9.002117304441805,10.778207597996076,7.794871709265376,9.292378722978423,8.324393857955165,7.200894847880843,0.009407540926914726,0.009407540926914726,0.009407540926914726,2.8490631049390025
Manguso_4T1_IFNb_rep3,6.636470740399104,9.026664811264839,11.22992541044843,8.14459949893308,9.363592585039527,8.109451103806201,6.9361720480349724,0.009222631041844842,0.055053019997302305,0.009222631041844842,2.685207628661001
Manguso_4T1_IFNg_rep1,5.904989018409342,8.423023071326597,10.913569226303624,7.388825682628433,9.11113047139545,8.358401987148898,7.43180663194804,0.011180039457032597,0.011180039457032597,0.011180039457032597,5.177604395120987
Manguso_4T1_IFNg_rep2,6.116577591832206,8.64598959983879,11.320789733855928,7.737607987013639,9.323527468793102,8.186123180508096,7.563949435844994,0.011585868615489773,0.011585868615489773,0.011585868615489773,5.044475297841039
Manguso_4T1_IFNg_rep3,5.928708822180902,8.14459949893308,10.998048332627526,7.007738834707406,8.96034030155013,7.955327325956915,7.011216381526356,0.011520552157771168,0.011520552157771168,0.011520552157771168,5.609701711605561
Manguso_4T1_nostim_rep1,5.5264862369807455,8.6246759579421,10.931528266246415,8.500399141333096,9.867448571042774,7.86340199591329,7.140678759173216,0.009010481889638483,0.009010481889638483,0.009010481889638483,1.055772090395831
Manguso_4T1_nostim_rep2,5.307763448594163,8.776102239194726,10.873428014368425,8.300068336566893,9.7582519108601,7.75867573146631,7.362400904714852,0.010824149684961008,0.010824149684961008,0.010824149684961008,1.6044443927606409
Manguso_4T1_nostim_rep3,5.103503725368355,8.782841533161955,10.998048332627526,8.423023071326597,9.826876610093638,7.746726079445272,7.350672456707583,0.010735032667549988,0.010735032667549988,0.010735032667549988,1.1827019359053672
Manguso_4T1_TNFa_rep1,5.271450873215877,8.825768556470889,10.834603614762985,8.373231797223756,9.53674224632013,7.635306034658776,7.093732335143557,0.010773261619077188,0.010773261619077188,0.010773261619077188,1.6596127961673517
Manguso_4T1_TNFa_rep2,5.126912268046499,8.811637121362645,10.815549688156802,7.838738382254421,9.546942676421612,7.897988347554644,7.31707397388775,0.011399747166033451,0.011399747166033451,0.011399747166033451,1.4751869273767702
