gene,group,n_baseline,n_icb,mean_baseline,mean_icb,delta_mean,all_welch_t,all_welch_p,all_mwu_u,all_mwu_p,loo_dropped,loo_n_icb,welch_t,welch_p,mwu_u,mwu_p
Tacstd2,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1,10,7,0.2803433444414772,1.004972502977412,0.7246291585359348,0.9747771832278763,0.3659473845960335,46.0,0.3052105562810218,SRX8918393,6,-0.07306625071582942,0.9427943324644754,36.0,0.5505087896489046
Tacstd2,LLC_GSE155972_antiCTLA4&antiPD1,10,6,0.15694832791755048,0.28954265590410805,0.13259432798655757,1.537907809794862,0.14636625542704737,49.0,0.0446343863556977,,6,1.537907809794862,0.14636625542704737,49.0,0.0446343863556977
Cldn4,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1,10,7,0.26720103590172417,0.6008010386252158,0.33360000272349166,0.7458759039428848,0.48203860774690005,33.0,0.8867749897161661,SRX8918393,6,-1.0921872972087403,0.29490322367005,23.0,0.49225774225774227
Cldn4,LLC_GSE155972_antiCTLA4&antiPD1,10,6,0.12803456322983156,0.20872810220200658,0.08069353897217502,1.4527466190435439,0.1685399183382251,43.0,0.1738866597606088,,6,1.4527466190435439,0.1685399183382251,43.0,0.1738866597606088
