layer	cohort	gene	n_lines_in_cohort	n_quantified	n_pairwise_vs_TACSTD2	rho_vs_TACSTD2	p_vs_TACSTD2	median_abundance	mean_abundance	q_vs_TACSTD2	in_confirmatory_family	rank_rho_among_claudins	rank_median_among_claudins	n_claudins_tested
RNA	LINEAGE:Cervix	CLDN1	20	20	20	0.5984962406015037	0.005305836200418916	6.031003921519229	5.4629001423865216	0.040678077536545024	True	3	2	23
RNA	LINEAGE:Cervix	CLDN2	20	20	20	0.058246149700892424	0.8072936879558413	0.1110313123887439	0.15465385835154682	0.8369654403509544	True	14	12	23
RNA	LINEAGE:Cervix	CLDN3	20	20	20	0.29484770795161597	0.20695657346452784	1.5329843009760393	1.6325599973309508	0.5345495456491	True	7	5	23
RNA	LINEAGE:Cervix	CLDN4	20	20	20	0.6902255639097743	0.0007563948378339712	5.570692700824544	4.8345605358439965	0.008698540635090669	True	2	3	23
RNA	LINEAGE:Cervix	CLDN5	20	20	20	0.3198659042578938	0.1691884649310717	0.0285691521967709	0.044135115720835345	0.5345495456491	True	6	14	23
RNA	LINEAGE:Cervix	CLDN6	20	20	20	-0.04915012874224178	0.8369654403509544	0.1439134336425406	0.18002993761307354	0.8369654403509544	True	15	11	23
RNA	LINEAGE:Cervix	CLDN7	20	20	20	0.3984962406015037	0.08180541617403751	6.973666476911956	5.508732314452998	0.4703811430007157	True	4	1	23
RNA	LINEAGE:Cervix	CLDN8	20	20	20	0.06000868609636906	0.801572094923621	0.01435529297707	0.4205388342332143	0.8369654403509544	True	13	16	23
RNA	LINEAGE:Cervix	CLDN9	20	20	20	0.35802935965553356	0.12115107227989573	0.484506153758158	0.8013297308958593	0.5345495456491	True	5	8	23
RNA	LINEAGE:Cervix	CLDN10	20	20	20	-0.32726795506708983	0.15898666501351094	0.0285691521967709	0.16180720053963965	0.5345495456491	True	23	14	23
RNA	LINEAGE:Cervix	CLDN11	20	20	20	0.06466165413533834	0.7865148626867857	0.3784689387056275	1.1805547127864278	0.8369654403509544	True	12	10	23
RNA	LINEAGE:Cervix	CLDN12	20	20	20	-0.1789473684210526	0.45032544160933996	4.1131121585475645	4.084768527121702	0.64329539287589	True	17	4	23
RNA	LINEAGE:Cervix	CLDN14	20	20	20	0.23009189250312034	0.3291021547505175	0.0	0.04498119165163662	0.64329539287589	True	8	18	23
RNA	LINEAGE:Cervix	CLDN15	20	20	20	-0.2625047195793723	0.26351703755030526	1.5181637459088821	1.5841555065582962	0.6060891863657021	True	21	6	23
RNA	LINEAGE:Cervix	CLDN16	20	20	20	0.7037593984962407	0.0005349352863012419	0.40881162875571553	0.8098367572528875	0.008698540635090669	True	1	9	23
RNA	LINEAGE:Cervix	CLDN17	20	20	20	-0.22254120895763904	0.3456543929220032	0.0	0.03287825052764446	0.64329539287589	True	20	18	23
RNA	LINEAGE:Cervix	CLDN18	20	20	20	-0.20583096990369304	0.3839670459629078	0.0496139328874306	0.13888967950704614	0.64329539287589	True	19	13	23
RNA	LINEAGE:Cervix	CLDN19	20	20	20	0.17638487808451261	0.45694412518974764	0.0	0.060748192457983685	0.64329539287589	True	9	18	23
RNA	LINEAGE:Cervix	CLDN20	20	20	20	-0.2934791054307719	0.20917156134095216	0.007177646488535	0.051073431752614376	0.5345495456491	True	22	17	23
RNA	LINEAGE:Cervix	CLDN22	20	20	20	-0.1872498689623659	0.4292260248564194	0.0	0.07492224374279315	0.64329539287589	True	18	18	23
RNA	LINEAGE:Cervix	CLDN23	20	20	20	0.16096277934093317	0.4978106181757826	1.4488138371397754	1.3799367603574315	0.64329539287589	True	10	7	23
RNA	LINEAGE:Cervix	CLDN24	20	20	20	0.15888504742737455	0.5034485683376531	0.0	0.06012295759171889	0.64329539287589	True	11	18	23
RNA	LINEAGE:Cervix	CLDN25	20	20	20			0.0	0.0		False		18	23
RNA	LINEAGE:Cervix	CLDN34	20	20	20	-0.06531940838680954	0.7843920820039039	0.0	0.036816059689323166	0.8369654403509544	True	16	18	23
RNA	LINEAGE:Esophagus/Stomach	CLDN1	73	73	73	0.38524609132093884	0.0007636485718776992	4.7824085649273735	4.328059759015371	0.002618223675009254	True	7	3	24
RNA	LINEAGE:Esophagus/Stomach	CLDN2	73	73	73	-0.0002932189483332993	0.9980355920510585	0.2630344058337938	1.5408399953837593	0.9980531438379406	True	19	12	24
RNA	LINEAGE:Esophagus/Stomach	CLDN3	73	73	73	0.2942034016054198	0.011521427094442364	2.456806149230474	2.787034888322235	0.030723805585179637	True	9	6	24
RNA	LINEAGE:Esophagus/Stomach	CLDN4	73	73	73	0.6031346898477393	1.632202868678863e-08	7.878602741519047	6.695393038481052	1.958643442414636e-07	True	2	1	24
RNA	LINEAGE:Esophagus/Stomach	CLDN5	73	73	73	0.03428009882148164	0.7734089659006577	0.1243281350022017	0.2712172840405991	0.9280907590807892	True	16	14	24
RNA	LINEAGE:Esophagus/Stomach	CLDN6	73	73	73	0.22324361432011341	0.057629138038215254	0.1890338243900171	0.9287283361139342	0.12573630117428783	True	10	13	24
RNA	LINEAGE:Esophagus/Stomach	CLDN7	73	73	73	0.5922697787244146	3.4016347462379126e-08	6.669026765509631	5.879535136060367	2.72130779699033e-07	True	3	2	24
RNA	LINEAGE:Esophagus/Stomach	CLDN8	73	73	73	0.4373425130440621	0.00010931650758920113	0.0285691521967709	0.30281937358419464	0.0005247192364281654	True	5	16	24
RNA	LINEAGE:Esophagus/Stomach	CLDN9	73	73	73	0.6168609285367143	6.200371466520413e-09	0.6780719051126377	1.3342576242137043	1.4880891519648994e-07	True	1	8	24
RNA	LINEAGE:Esophagus/Stomach	CLDN10	73	73	73	0.0002905990614941872	0.9980531438379406	0.0285691521967709	0.13771248342440373	0.9980531438379406	True	18	16	24
RNA	LINEAGE:Esophagus/Stomach	CLDN11	73	73	73	0.1932190961866886	0.101453953895287	0.3673710656485294	1.1592693124606614	0.202907907790574	True	11	9	24
RNA	LINEAGE:Esophagus/Stomach	CLDN12	73	73	73	0.05858986324578248	0.6224541141719787	4.635173946674924	4.647969240790896	0.7862578284277626	True	15	4	24
RNA	LINEAGE:Esophagus/Stomach	CLDN14	73	73	73	0.16058003981033514	0.17473622520506096	0.0285691521967709	0.12285626157033278	0.32258995422472797	True	12	16	24
RNA	LINEAGE:Esophagus/Stomach	CLDN15	73	73	73	-0.15349490150101047	0.19479500185977028	2.967168607532628	2.9580536498643584	0.3274983803727628	True	23	5	24
RNA	LINEAGE:Esophagus/Stomach	CLDN16	73	73	73	0.5152790048207515	3.090463634768957e-06	0.2868811477881615	0.5113968192344066	1.8542781808613745e-05	True	4	11	24
RNA	LINEAGE:Esophagus/Stomach	CLDN17	73	73	73	0.09875075861767506	0.4058614238052127	0.0	0.03021679142406457	0.5411485650736169	True	14	20	24
RNA	LINEAGE:Esophagus/Stomach	CLDN18	73	73	73	-0.1400990902493721	0.23713108714744105	0.1243281350022017	0.968691517121402	0.3556966307211616	True	21	14	24
RNA	LINEAGE:Esophagus/Stomach	CLDN19	73	73	73	-0.008604150087875764	0.9424058419033183	0.01435529297707	0.10237480978577082	0.9980531438379406	True	20	19	24
RNA	LINEAGE:Esophagus/Stomach	CLDN20	73	73	73	0.023542395035918318	0.8432782745619758	0.3103401206121505	0.40505275334420116	0.9637465994994009	True	17	10	24
RNA	LINEAGE:Esophagus/Stomach	CLDN22	73	73	73	-0.15019333909298666	0.20468648773297674	0.0	0.0736165979611768	0.3274983803727628	True	22	20	24
RNA	LINEAGE:Esophagus/Stomach	CLDN23	73	73	73	0.34187994647642633	0.003072756575593648	1.4698859762744636	1.6489646289327056	0.009218269726780946	True	8	7	24
RNA	LINEAGE:Esophagus/Stomach	CLDN24	73	73	73	-0.27356123778626623	0.019189524308554622	0.0	0.10013653585910952	0.046054858340531094	True	24	20	24
RNA	LINEAGE:Esophagus/Stomach	CLDN25	73	73	73	0.09956522998297948	0.4019811036703305	0.0	0.0011683380111916083	0.5411485650736169	True	13	20	24
RNA	LINEAGE:Esophagus/Stomach	CLDN34	73	73	73	0.398469497827306	0.0004802129917548096	0.0	0.03457274495505468	0.0019208519670192385	True	6	20	24
RNA	LINEAGE:Fibroblast	CLDN1	39	39	39	0.04101266012043685	0.8042155873227024	1.0071955014042038	1.60661028732893	0.8042155873227024	True	17	6	23
RNA	LINEAGE:Fibroblast	CLDN2	39	39	39	0.4891343480963517	0.0015781146808037324	0.1110313123887439	0.1592684146480811	0.03629663765848585	True	1	13	23
RNA	LINEAGE:Fibroblast	CLDN3	39	39	39	0.33319923490693193	0.03819335624548649	0.137503523749935	0.19469153358309318	0.43244437347471265	True	2	11	23
RNA	LINEAGE:Fibroblast	CLDN4	39	39	39	0.213721528849832	0.19140956874421966	1.0426443374084935	1.2869510861451656	0.43244437347471265	True	7	5	23
RNA	LINEAGE:Fibroblast	CLDN5	39	39	39	-0.2308946317920177	0.15729885214241665	0.0426443374084937	0.08933463597539723	0.43244437347471265	True	23	15	23
RNA	LINEAGE:Fibroblast	CLDN6	39	39	39	0.19855002888801612	0.22562315137811095	0.137503523749935	0.16883777968309832	0.43244437347471265	True	9	11	23
RNA	LINEAGE:Fibroblast	CLDN7	39	39	39	0.11675358942971181	0.47905087506968635	1.1826922975161902	1.2595445047585134	0.6290717936226327	True	12	4	23
RNA	LINEAGE:Fibroblast	CLDN8	39	39	39	0.10626448586224976	0.5196680034273922	0.0	0.005461000873522213	0.6290717936226327	True	14	18	23
RNA	LINEAGE:Fibroblast	CLDN9	39	39	39	-0.1403779776684597	0.3940088950074658	0.01435529297707	0.030745977309594295	0.5663877865732321	True	19	17	23
RNA	LINEAGE:Fibroblast	CLDN10	39	39	39	0.10869446377649114	0.5101092758963525	0.0285691521967709	0.07750561486630317	0.6290717936226327	True	13	16	23
RNA	LINEAGE:Fibroblast	CLDN11	39	39	39	-0.06115836872630675	0.7114912548944906	6.032982416699429	5.57209403431597	0.7597858886611822	True	18	1	23
RNA	LINEAGE:Fibroblast	CLDN12	39	39	39	0.20520481264467563	0.2101341435510477	4.4276061727819	4.432228895333103	0.43244437347471265	True	8	2	23
RNA	LINEAGE:Fibroblast	CLDN14	39	39	39	0.15764932786011607	0.33781089152548693	0.2141248053528473	0.37678439270407915	0.5549750360775857	True	11	9	23
RNA	LINEAGE:Fibroblast	CLDN15	39	39	39	0.18373341530485587	0.26286401984621793	2.3132458517875616	2.3067887883012883	0.4650671120356164	True	10	3	23
RNA	LINEAGE:Fibroblast	CLDN16	39	39	39	0.05779016695739704	0.7267517195889569	0.0976107966264223	0.14223525038357898	0.7597858886611822	True	16	14	23
RNA	LINEAGE:Fibroblast	CLDN17	39	39	39	0.21629385879686278	0.1859931321958177	0.0	0.00036808443530948715	0.43244437347471265	True	6	18	23
RNA	LINEAGE:Fibroblast	CLDN18	39	39	39	0.2620177806002557	0.10710209545213924	0.1763227726404629	0.2836252666109834	0.43244437347471265	True	5	10	23
RNA	LINEAGE:Fibroblast	CLDN19	39	39	39	0.2705182261275634	0.09578519725432774	0.0	0.007339929666594498	0.43244437347471265	True	4	18	23
RNA	LINEAGE:Fibroblast	CLDN20	39	39	39	-0.14132306829687954	0.3908005138921302	0.2509615735332188	0.28608677167475016	0.5663877865732321	True	20	8	23
RNA	LINEAGE:Fibroblast	CLDN22	39	39	39			0.0	0.0		False		18	23
RNA	LINEAGE:Fibroblast	CLDN23	39	39	39	-0.2246076053015529	0.16923205086071014	0.632268215499513	0.9392792358277453	0.43244437347471265	True	22	7	23
RNA	LINEAGE:Fibroblast	CLDN24	39	39	39	0.06730556169181652	0.6839272830217512	0.0	0.07594476177346249	0.7597858886611822	True	15	18	23
RNA	LINEAGE:Fibroblast	CLDN25	39	39	39	0.2739722211426929	0.0914583646011563	0.0	0.0018048545613178974	0.43244437347471265	True	3	18	23
RNA	LINEAGE:Fibroblast	CLDN34	39	39	39	-0.20465435310013838	0.21138659077322922	0.0	0.014010355389226849	0.43244437347471265	True	21	18	23
RNA	LINEAGE:Head and Neck	CLDN1	65	65	65	0.5868006993006992	2.7900424934952545e-07	6.595742339474399	6.362494214641811	1.3392203968777221e-06	True	5	2	24
RNA	LINEAGE:Head and Neck	CLDN2	65	65	65	-0.015398811269430686	0.9030990195075271	0.1110313123887439	0.15700578591280254	0.9030990195075271	True	15	13	24
RNA	LINEAGE:Head and Neck	CLDN3	65	65	65	0.3139778018909731	0.010864800015760758	0.3334237337251918	0.5942506580934841	0.03259440004728228	True	8	11	24
RNA	LINEAGE:Head and Neck	CLDN4	65	65	65	0.6418706293706294	8.307253792398461e-09	6.26134275618808	5.72967872249783	9.968704550878154e-08	True	2	3	24
RNA	LINEAGE:Head and Neck	CLDN5	65	65	65	-0.23762797473829106	0.05664439491829553	0.0426443374084937	0.1779831406472749	0.13594654780390927	True	24	16	24
RNA	LINEAGE:Head and Neck	CLDN6	65	65	65	-0.10735827098916104	0.3946474020358331	0.1505596765753814	0.4727281168642743	0.4985019815189471	True	18	12	24
RNA	LINEAGE:Head and Neck	CLDN7	65	65	65	0.6809877622377623	4.317203806151382e-10	6.659353759170051	6.210882391895458	1.0361289134763318e-08	True	1	1	24
RNA	LINEAGE:Head and Neck	CLDN8	65	65	65	0.592000244164017	2.058699763531114e-07	0.3785116232537298	0.89623227254205	1.2352198581186686e-06	True	4	10	24
RNA	LINEAGE:Head and Neck	CLDN9	65	65	65	0.37546988516582147	0.0020560792721408703	0.7990873060740036	1.179380216880226	0.008224317088563481	True	6	8	24
RNA	LINEAGE:Head and Neck	CLDN10	65	65	65	-0.15876386839923906	0.20652139455621515	0.01435529297707	0.15821841518355254	0.38127026687301263	True	22	19	24
RNA	LINEAGE:Head and Neck	CLDN11	65	65	65	-0.11269945624412692	0.3714105800029236	0.6415460290875237	1.5008054057714044	0.4952141066705648	True	19	9	24
RNA	LINEAGE:Head and Neck	CLDN12	65	65	65	0.24829545454545454	0.04611593431548187	4.37364821133469	4.441038354271444	0.12297582484128498	True	9	4	24
RNA	LINEAGE:Head and Neck	CLDN14	65	65	65	-0.20590839852734147	0.09985410449207881	0.0285691521967709	0.06809211903919249	0.21786350070999014	True	23	18	24
RNA	LINEAGE:Head and Neck	CLDN15	65	65	65	0.16388032959178936	0.19208082085417721	1.726831217032493	1.9026397957833106	0.38127026687301263	True	10	5	24
RNA	LINEAGE:Head and Neck	CLDN16	65	65	65	0.6049566199596745	9.425772869576092e-08	1.070389327891398	1.2976639519911084	7.540618295660874e-07	True	3	6	24
RNA	LINEAGE:Head and Neck	CLDN17	65	65	65	0.14880878751096094	0.23678672109704257	0.01435529297707	0.11881247797949838	0.4059200933092158	True	11	19	24
RNA	LINEAGE:Head and Neck	CLDN18	65	65	65	-0.11907136915399125	0.3447998567416531	0.0426443374084937	0.06823051046515304	0.4867762683411573	True	20	16	24
RNA	LINEAGE:Head and Neck	CLDN19	65	65	65	0.04420798611320126	0.7265851858372933	0.0	0.05228646962603106	0.7581758460910886	True	14	21	24
RNA	LINEAGE:Head and Neck	CLDN20	65	65	65	-0.12694217509163436	0.3136147326032611	0.070389327891398	0.18602280400936286	0.4704220989048917	True	21	15	24
RNA	LINEAGE:Head and Neck	CLDN22	65	65	65	-0.04711019259485213	0.7094075362346126	0.0	0.06264289825791332	0.7581758460910886	True	16	21	24
RNA	LINEAGE:Head and Neck	CLDN23	65	65	65	0.35998076873408175	0.0032256312861610693	1.0426443374084935	1.1250281301756777	0.011059307266837952	True	7	7	24
RNA	LINEAGE:Head and Neck	CLDN24	65	65	65	-0.08020852153985603	0.5253377644594152	0.0840642647884745	0.17478892534000479	0.6304053173512981	True	17	14	24
RNA	LINEAGE:Head and Neck	CLDN25	65	65	65	0.13325044772225653	0.28997239678207914	0.0	0.004413556119817869	0.46395583485132663	True	12	21	24
RNA	LINEAGE:Head and Neck	CLDN34	65	65	65	0.06633085137346585	0.5995979465267396	0.0	0.041850791336889855	0.6852547960305595	True	13	21	24
RNA	LINEAGE:Kidney	CLDN1	46	46	46	0.49015982135354697	0.0005445337180538572	5.296036242683783	4.842173395741187	0.006262137757619358	True	2	1	23
RNA	LINEAGE:Kidney	CLDN2	46	46	46	0.06714598701008978	0.6574951034152656	1.7151426364888904	3.0287151327774637	0.7302158161289932	True	12	5	23
RNA	LINEAGE:Kidney	CLDN3	46	46	46	0.27193334374929345	0.06751864001927667	0.6551700603060753	1.3026790140164923	0.17254763560481814	True	8	9	23
RNA	LINEAGE:Kidney	CLDN4	46	46	46	0.1356387158942278	0.368763123707389	4.714624902291937	4.323378772074192	0.5300969903293717	True	10	3	23
RNA	LINEAGE:Kidney	CLDN5	46	46	46	-0.13752837690969147	0.3620667811783201	0.0565835283663675	0.0741857803194611	0.5300969903293717	True	18	18	23
RNA	LINEAGE:Kidney	CLDN6	46	46	46	0.18101244750335485	0.22863794503570015	0.1699107524616712	0.22739669165225287	0.4780611578019185	True	9	14	23
RNA	LINEAGE:Kidney	CLDN7	46	46	46	0.380248674526221	0.009141340834451582	0.7527422397557476	1.0777841885712471	0.03003583417034091	True	6	8	23
RNA	LINEAGE:Kidney	CLDN8	46	46	46	0.11504129167580125	0.4464731244928363	0.0	0.1023026805635021	0.6040518743138374	True	11	19	23
RNA	LINEAGE:Kidney	CLDN9	46	46	46	-0.14624664639792567	0.3321346753393502	0.5557827724797588	0.7563001446436152	0.5300969903293717	True	19	10	23
RNA	LINEAGE:Kidney	CLDN10	46	46	46	0.050492587853678265	0.7389490106938472	0.1890338243900171	0.2828118202616038	0.7703432843460803	True	14	12	23
RNA	LINEAGE:Kidney	CLDN11	46	46	46	0.4614174255023161	0.0012483986160196428	1.1472148010546641	1.9884661690476637	0.00892026396616518	True	3	7	23
RNA	LINEAGE:Kidney	CLDN12	46	46	46	0.3954593398207975	0.0065244884260125865	4.850781459140782	4.902603897313154	0.02501053896638158	True	5	2	23
RNA	LINEAGE:Kidney	CLDN14	46	46	46	0.2741912408974392	0.06518412657499043	0.1110313123887439	0.30711848745355114	0.17254763560481814	True	7	16	23
RNA	LINEAGE:Kidney	CLDN15	46	46	46	-0.15762848880532568	0.29545730621044203	2.972117664655932	2.978370566076435	0.5300969903293717	True	21	4	23
RNA	LINEAGE:Kidney	CLDN16	46	46	46	0.5596740727395266	5.2582554230317286e-05	0.28683268153219244	1.0956330850153646	0.0012093987472972976	True	1	11	23
RNA	LINEAGE:Kidney	CLDN17	46	46	46	-0.2571535458202864	0.08448280097686373	0.0	0.11052119443976341	0.19431044224678656	True	22	19	23
RNA	LINEAGE:Kidney	CLDN18	46	46	46	-0.0933967858037498	0.5369928215014901	0.15702920442913046	0.23054552398056216	0.6861574941407929	True	17	15	23
RNA	LINEAGE:Kidney	CLDN19	46	46	46	-0.07844975713670745	0.6042984498401364	0.0	0.008633083410235977	0.7302158161289932	True	16	19	23
RNA	LINEAGE:Kidney	CLDN20	46	46	46	0.04423851978964043	0.7703432843460803	0.1890338243900171	0.31432414601725495	0.7703432843460803	True	15	12	23
RNA	LINEAGE:Kidney	CLDN22	46	46	46	-0.42973187450626626	0.002877820579310889	0.0	0.019726232301953816	0.01323797466483009	True	23	19	23
RNA	LINEAGE:Kidney	CLDN23	46	46	46	0.453460042043521	0.0015513502549852488	1.4182044661398692	1.417291842659774	0.00892026396616518	True	4	6	23
RNA	LINEAGE:Kidney	CLDN24	46	46	46	-0.15289482058059037	0.310380114053988	0.070389327891398	0.14137438611985334	0.5300969903293717	True	20	17	23
RNA	LINEAGE:Kidney	CLDN25	46	46	46			0.0	0.0		False		19	23
RNA	LINEAGE:Kidney	CLDN34	46	46	46	0.06522401934320762	0.6667187886395155	0.0	0.006786468789339819	0.7302158161289932	True	13	19	23
RNA	LINEAGE:Liver	CLDN1	27	27	27	0.16228618483737356	0.41866251292768814	5.496973580998276	4.922714739533677	0.5537677199771986	True	10	1	24
RNA	LINEAGE:Liver	CLDN2	27	27	27	0.20415663177281643	0.30704545768872776	1.2265085298086795	2.241537027497498	0.5537677199771986	True	8	7	24
RNA	LINEAGE:Liver	CLDN3	27	27	27	-0.19651603926634878	0.32588675740534323	1.1043366598147355	1.820987290106938	0.5537677199771986	True	20	8	24
RNA	LINEAGE:Liver	CLDN4	27	27	27	-0.17237176694591086	0.38992697747654126	4.180307019969433	3.9985562585241277	0.5537677199771986	True	18	3	24
RNA	LINEAGE:Liver	CLDN5	27	27	27	-0.15557966232460088	0.43839944498194894	0.1110313123887439	0.15080436230744448	0.5537677199771986	True	16	16	24
RNA	LINEAGE:Liver	CLDN6	27	27	27	0.3151774785801714	0.10930261693103849	0.1634987322828795	1.1549441930517244	0.5454475328066811	True	3	14	24
RNA	LINEAGE:Liver	CLDN7	27	27	27	-0.2111859768787667	0.29032283037438644	2.408711861029429	2.935809141713331	0.5537677199771986	True	21	5	24
RNA	LINEAGE:Liver	CLDN8	27	27	27	-0.08031584572233486	0.6904605697583605	0.0	0.08901503454089678	0.7204805945304631	True	13	20	24
RNA	LINEAGE:Liver	CLDN9	27	27	27	0.30194168735935284	0.1258496707646456	0.4956951626240688	0.6655268357462746	0.5454475328066811	True	5	10	24
RNA	LINEAGE:Liver	CLDN10	27	27	27	0.0711132675361002	0.7244804643368449	0.0426443374084937	0.3091806919190012	0.7244804643368449	True	12	18	24
RNA	LINEAGE:Liver	CLDN11	27	27	27	0.16964704802639785	0.3975768404556098	0.6780719051126377	1.7243503060006091	0.5537677199771986	True	9	9	24
RNA	LINEAGE:Liver	CLDN12	27	27	27	-0.10666267139028882	0.5964416835039604	4.750070485865693	4.760322157454221	0.6816476382902404	True	14	2	24
RNA	LINEAGE:Liver	CLDN14	27	27	27	0.3512769906317981	0.07238780341450991	0.2387868595871164	0.7744971735710989	0.5454475328066811	True	2	13	24
RNA	LINEAGE:Liver	CLDN15	27	27	27	-0.10819078989158237	0.5911602517395022	3.0303360783709588	2.9519219551156906	0.6816476382902404	True	15	4	24
RNA	LINEAGE:Liver	CLDN16	27	27	27	0.26487233250947945	0.1818158442688937	0.2509615735332188	0.47984361887529736	0.5454475328066811	True	6	12	24
RNA	LINEAGE:Liver	CLDN17	27	27	27	-0.22381547865110088	0.26175225773045585	0.0	0.003706027761754915	0.5537677199771986	True	22	20	24
RNA	LINEAGE:Liver	CLDN18	27	27	27	0.4344765052236211	0.02353779752227491	0.1505596765753814	0.16032310108160724	0.5454475328066811	True	1	15	24
RNA	LINEAGE:Liver	CLDN19	27	27	27	-0.2684685305992028	0.1757346631280063	0.01435529297707	0.5038435175659034	0.5454475328066811	True	24	19	24
RNA	LINEAGE:Liver	CLDN20	27	27	27	0.307645317480823	0.1185083145878227	0.3219280948873623	0.3670916064789971	0.5454475328066811	True	4	11	24
RNA	LINEAGE:Liver	CLDN22	27	27	27	-0.1708910604322069	0.39407370167005046	0.0	0.004673331437896044	0.5537677199771986	True	17	20	24
RNA	LINEAGE:Liver	CLDN23	27	27	27	0.08619904061881836	0.669010510906725	1.875780063068488	1.5472063020086078	0.7204805945304631	True	11	6	24
RNA	LINEAGE:Liver	CLDN24	27	27	27	0.23396388108900285	0.24016430375012932	0.0565835283663675	0.10062119567786221	0.5537677199771986	True	7	17	24
RNA	LINEAGE:Liver	CLDN25	27	27	27	-0.1890734049820828	0.3449024431623458	0.0	0.0015794199040182852	0.5537677199771986	True	19	20	24
RNA	LINEAGE:Liver	CLDN34	27	27	27	-0.2653462102737532	0.1810062471660084	0.0	0.03871615563645815	0.5454475328066811	True	23	20	24
RNA	LINEAGE:Lung	CLDN1	204	204	204	0.4571250057464613	6.292663883626342e-12	3.6922084125583474	3.4863939620393776	3.020478664140644e-11	True	5	4	24
RNA	LINEAGE:Lung	CLDN2	204	204	204	0.09819700063493308	0.1623249610554245	0.1634987322828795	0.568389519102279	0.2050420560700099	True	12	13	24
RNA	LINEAGE:Lung	CLDN3	204	204	204	0.13110396306785804	0.06160773575128947	2.9154952406246304	3.2300799721410387	0.0869756269429969	True	11	5	24
RNA	LINEAGE:Lung	CLDN4	204	204	204	0.606775395411263	6.642019438965092e-22	6.555946785421707	5.758698145181673	7.97042332675811e-21	True	2	1	24
RNA	LINEAGE:Lung	CLDN5	204	204	204	-0.3222060875960994	2.6056020398865233e-06	0.1440316001626582	0.6271208840144361	6.948272106364062e-06	True	22	14	24
RNA	LINEAGE:Lung	CLDN6	204	204	204	-0.05041025935702063	0.47397056442392166	0.1890338243900171	0.6358033108039841	0.568764677308706	True	17	11	24
RNA	LINEAGE:Lung	CLDN7	204	204	204	0.6217572472575369	3.2748643890928607e-23	5.972906986660064	5.025668731072847	7.859674533822866e-22	True	1	2	24
RNA	LINEAGE:Lung	CLDN8	204	204	204	0.5404726334807183	7.201776456073972e-17	0.01435529297707	0.32596217449449166	4.3210658736443835e-16	True	4	18	24
RNA	LINEAGE:Lung	CLDN9	204	204	204	0.19222578104681426	0.005880035856738082	0.7484356746033936	1.2353194153538944	0.011760071713476164	True	8	9	24
RNA	LINEAGE:Lung	CLDN10	204	204	204	-0.14137160563255444	0.04370344907051689	0.1890338243900171	0.978808278542331	0.07365904349775694	True	20	11	24
RNA	LINEAGE:Lung	CLDN11	204	204	204	-0.11994513718759772	0.08748674091066794	0.7609776397171	1.8263252091109294	0.11664898788089058	True	18	8	24
RNA	LINEAGE:Lung	CLDN12	204	204	204	0.22973246619076268	0.0009484268369856376	4.798535380634814	4.886340525464874	0.002069294917059573	True	7	3	24
RNA	LINEAGE:Lung	CLDN14	204	204	204	0.1662737190295198	0.01746165828202034	0.0285691521967709	0.1365333730206403	0.03223690759757601	True	9	17	24
RNA	LINEAGE:Lung	CLDN15	204	204	204	-0.331969833219893	1.2308413692538962e-06	2.9114925092734385	2.8811867721373363	3.6925241077616886e-06	True	23	6	24
RNA	LINEAGE:Lung	CLDN16	204	204	204	0.40348551547699846	2.179133064982826e-09	0.1243281350022017	0.39010342219929955	8.716532259931304e-09	True	6	15	24
RNA	LINEAGE:Lung	CLDN17	204	204	204	0.1382016081005895	0.048694837751381656	0.0	0.010111548976985381	0.07365904349775694	True	10	20	24
RNA	LINEAGE:Lung	CLDN18	204	204	204	-0.3481181675505826	3.3597741714975185e-07	0.0976107966264223	0.4224600070112548	1.1519225730848634e-06	True	24	16	24
RNA	LINEAGE:Lung	CLDN19	204	204	204	-0.30971796166811355	6.549884646990107e-06	0.01435529297707	0.10513946225267412	1.5719723152776257e-05	True	21	18	24
RNA	LINEAGE:Lung	CLDN20	204	204	204	0.04251375229310487	0.5460034370777987	0.3219280948873623	0.3686623888374514	0.6240039280889128	True	13	10	24
RNA	LINEAGE:Lung	CLDN22	204	204	204	-0.13795274787151024	0.04910602899850462	0.0	0.08821361393749817	0.07365904349775694	True	19	20	24
RNA	LINEAGE:Lung	CLDN23	204	204	204	0.565353322442445	1.257794422563823e-18	1.408688835748279	1.478630377111532	1.0062355380510584e-17	True	3	7	24
RNA	LINEAGE:Lung	CLDN24	204	204	204	0.020331017820252813	0.7728641536285954	0.0	0.12203545461813575	0.8064669429167952	True	14	20	24
RNA	LINEAGE:Lung	CLDN25	204	204	204	-0.03325273656116176	0.6368152631061504	0.0	0.003057290714299245	0.6947075597521641	True	16	20	24
RNA	LINEAGE:Lung	CLDN34	204	204	204	0.013373061777231434	0.8494342547949052	0.0	0.04214615542513905	0.8494342547949052	True	15	20	24
RNA	LINEAGE:Lymphoid	CLDN1	166	166	166	0.579624262368955	2.7885610862524004e-16	0.1890338243900171	0.41034332918669636	1.6731366517514402e-15	True	4	6	24
RNA	LINEAGE:Lymphoid	CLDN2	166	166	166	0.5918398228380389	4.579157771563285e-17	0.0426443374084937	0.08030251470329368	3.663326217250628e-16	True	3	12	24
RNA	LINEAGE:Lymphoid	CLDN3	166	166	166	0.6298963622316253	9.779793589597644e-20	0.0976107966264223	0.22089986825068822	1.1735752307517175e-18	True	2	9	24
