term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	contrast	accession	rank_metric	n_genes_ranked	n_ko	n_wt	headline	fdr	direction
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.48872180090843814	1.873368156478274	0.000999000999000999	186	0.4643582482393701	IFI44L,ISG15,IFI44,IFITM3,STAT2,MYD88,UBE2L6,DDX58,IFIT3,OAS3,OAS2,MT2A,MX1,MX2,CMPK2,STAT1,BST2,IFIT1,IFI35,IL4R,ISG20,DDX60,TDRD7,PARP12,XAF1	74	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_Wald_stat	26253	4	3	True	0.002997002997002997	UP_in_Trop2KO
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4184155272522097	1.0806782088006712	0.18681318681318682	21	0.3873002293201405	HLA-F,HLA-C,B2M,HLA-B,HLA-A,NLRC5,TAP1,HLA-E,PSMB8,TAPBPL	10	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_Wald_stat	26253	4	3	True	0.18681318681318682	UP_in_Trop2KO
KEGG_TIGHT_JUNCTION	-0.2902932947031677	-1.0933399133638046	0.10989010989010989	153	-0.10831263394007973	SRC,ARPC1A,IGSF5,PRKAA1,CGNL1,ROCK2,ARPC3,HSPA4,MYH11,PPP2CB,PRKAA2,ERBB2,RAC1,RAP2C,PRKAG2,NF2,ACTR3B,PPP2R2B,ROCK1,ACTR2,CD1D,NEDD4,RHOA,PARD3,PRKACB	39	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_Wald_stat	26253	4	3	True	0.16483516483516483	DOWN_in_Trop2KO
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.6356025114193806	2.2113908021080024	0.000999000999000999	95	0.9031462595474683	IFI44L,ISG15,IFI44,IFITM3,STAT2,MOV10,UBE2L6,IFIT3,OAS1,MX1,CMPK2,BST2,IFI35,HLA-C,IL4R,ISG20,DDX60,TDRD7,PARP12,OASL,HERC6,B2M,PLSCR1,IFI27,RSAD2	50	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_Wald_stat	26253	4	3	False		UP_in_Trop2KO
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4520095578986989	1.640507305966851	0.000999000999000999	186	0.12157217650986984	IFI44L,ISG15,IFI44,IFITM3,IFIT3,MX1,MX2,IFIT1,DDX58,TDRD7,CMPK2,OAS3,UBE2L6,OAS2,CCL5,MT2A,ISG20,STAT1,HERC6,XAF1,STAT2,BST2,RSAD2,DDX60,NOD1	61	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_log2FC	26253	4	3	True	0.002997002997002997	UP_in_Trop2KO
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.45082150539049576	1.1212058060369443	0.16683316683316685	21	0.13048409926713514	HLA-F,HLA-C,HLA-A,HLA-B,B2M,NLRC5,TAPBPL,TAP1,HLA-E,PSMB8	10	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_log2FC	26253	4	3	True	0.25024975024975027	UP_in_Trop2KO
KEGG_TIGHT_JUNCTION	-0.2319705768760683	-0.8466034461415857	0.3646353646353646	153	-0.01573218237222105	DLG1,ARPC3,PPP2R1B,TUBA1B,MAP3K1,YBX3,CLDN23,MSN,CLDN16,RAB8A,HSPA4,DLG2,PARD6G,RAB8B,PRKCE,PPP2CB,ARPC1A,RAC1,PRKAA1,ACTR2,SRC,CLDN15,ROCK2,ROCK1,MAGI1	56	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_log2FC	26253	4	3	True	0.3646353646353646	DOWN_in_Trop2KO
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.6237539853318324	2.0690490881997703	0.000999000999000999	95	0.271316060907436	IFI44L,ISG15,IFI44,IFITM3,IFIT3,MX1,TDRD7,OAS1,CMPK2,UBE2L6,ISG20,MOV10,HERC6,STAT2,BST2,HLA-C,RSAD2,DDX60,OASL,IL4R,IFI35,IFI27,IFIT2,PARP12,PLSCR1	44	GSE289287_T47D_Trop2KO_xenograft	GSE289287	DESeq2_log2FC	26253	4	3	False		UP_in_Trop2KO
