n_studies	n_up	n_down	n_flat	stouffer_z	stouffer_p	note	gene	metric	studies
1	0	1	0	-1.192750674728636	0.23296703296703292	one_independent_tumor_cell_cohort	TACSTD2	epithelial mean log1p(CP10K)	GSE207422
1	0	1	0	-0.20245576135382634	0.8395604395604395	one_independent_tumor_cell_cohort	CLDN4	epithelial mean log1p(CP10K)	GSE207422
