gene,patient,n_malignant,n_immune,mean_malignant,mean_immune
TACSTD2,P1,3900,990,0.8979891538619995,0.09952604025602341
TACSTD2,P10,2610,457,1.001298189163208,0.15310361981391907
TACSTD2,P11,62,420,0.0,0.0
TACSTD2,P12,75,305,1.727101445198059,0.05289480462670326
TACSTD2,P13,77,705,1.1291632652282715,0.127286896109581
TACSTD2,P14,1356,254,2.1972975730895996,0.2833421528339386
TACSTD2,P15,2226,140,2.3894331455230713,0.2665363848209381
TACSTD2,P16,950,146,1.7156026363372803,0.19978149235248566
TACSTD2,P18,1563,531,1.014553427696228,0.16211585700511932
TACSTD2,P19,117,90,2.4639251232147217,0.02478468418121338
TACSTD2,P2,272,21,0.7584999799728394,0.0
TACSTD2,P20,395,24,1.3223834037780762,0.08670908957719803
TACSTD2,P21,1811,132,0.8266550302505493,0.05453207343816757
TACSTD2,P22,139,201,2.0070993900299072,0.0
TACSTD2,P23,1777,356,1.371341347694397,0.3008759021759033
TACSTD2,P24,27,181,0.8497883081436157,0.01868557557463646
TACSTD2,P25,3138,45,0.6238850951194763,0.15295825898647308
TACSTD2,P26,24,70,1.4264777898788452,0.0
TACSTD2,P28,672,1457,1.780860185623169,0.07221026718616486
TACSTD2,P29,815,111,0.29594630002975464,0.0
TACSTD2,P3,7447,96,1.291896939277649,0.3518282175064087
TACSTD2,P30,573,155,0.062112558633089066,0.0
TACSTD2,P31,341,38,1.7449654340744019,0.0
TACSTD2,P32,164,115,2.925847053527832,0.20039787888526917
TACSTD2,P33,36,32,2.1215243339538574,0.15194439888000488
TACSTD2,P34,423,520,0.4882602095603943,0.03020876832306385
TACSTD2,P36,155,93,1.1216222047805786,0.045124683529138565
TACSTD2,P38,43,1109,0.5900434255599976,0.02552305907011032
TACSTD2,P4,789,1996,1.871756911277771,0.07749868929386139
TACSTD2,P40,101,429,2.059849739074707,0.06474766880273819
TACSTD2,P41,5672,161,0.5304938554763794,0.09211122989654541
TACSTD2,P42,243,433,0.15146055817604065,0.0
TACSTD2,P6,1726,401,1.9345592260360718,0.16660645604133606
TACSTD2,P7,149,2339,0.8250265717506409,0.012124428525567055
TACSTD2,P8,245,736,1.4931411743164062,0.0210342388600111
TACSTD2,P9,68,407,1.5839425325393677,0.1709309071302414
CLDN4,P1,3900,990,1.2270216941833496,0.15129101276397705
CLDN4,P10,2610,457,1.1063438653945923,0.23624448478221893
CLDN4,P11,62,420,0.07314463704824448,0.005778214428573847
CLDN4,P12,75,305,2.344403028488159,0.07661605626344681
CLDN4,P13,77,705,1.9126218557357788,0.04503406584262848
CLDN4,P14,1356,254,0.37239760160446167,0.03869721293449402
CLDN4,P15,2226,140,1.3314539194107056,0.14354293048381805
CLDN4,P16,950,146,1.717644214630127,0.11988691985607147
CLDN4,P18,1563,531,1.2899569272994995,0.22638718783855438
CLDN4,P19,117,90,1.66049325466156,0.0
CLDN4,P2,272,21,2.0584166049957275,0.02754024975001812
CLDN4,P20,395,24,2.1398797035217285,0.12186640501022339
CLDN4,P21,1811,132,1.3718435764312744,0.11882217973470688
CLDN4,P22,139,201,2.349416494369507,0.01524153258651495
CLDN4,P23,1777,356,0.621630847454071,0.15582294762134552
CLDN4,P24,27,181,1.478697657585144,0.03177597373723984
CLDN4,P25,3138,45,1.1707532405853271,0.259863018989563
CLDN4,P26,24,70,2.0142343044281006,0.0
CLDN4,P28,672,1457,1.698474645614624,0.04330289363861084
CLDN4,P29,815,111,0.5970546007156372,0.008484629914164543
CLDN4,P3,7447,96,0.9968166947364807,0.2893067002296448
CLDN4,P30,573,155,0.9036057591438293,0.04533398151397705
CLDN4,P31,341,38,1.4528579711914062,0.011638152413070202
CLDN4,P32,164,115,3.000330924987793,0.134054496884346
CLDN4,P33,36,32,1.86513352394104,0.14632804691791534
CLDN4,P34,423,520,0.9885475635528564,0.011883031576871872
CLDN4,P36,155,93,0.9361674785614014,0.03696161508560181
CLDN4,P38,43,1109,1.3206080198287964,0.02200140431523323
CLDN4,P4,789,1996,0.28260937333106995,0.005394119769334793
CLDN4,P40,101,429,1.7687283754348755,0.051240283995866776
CLDN4,P41,5672,161,1.3821452856063843,0.23206141591072083
CLDN4,P42,243,433,0.09565450996160507,0.005180885083973408
CLDN4,P6,1726,401,2.0195930004119873,0.3220070004463196
CLDN4,P7,149,2339,0.5080106854438782,0.010189260356128216
CLDN4,P8,245,736,2.2740044593811035,0.035659268498420715
CLDN4,P9,68,407,1.541136622428894,0.16131886839866638
EPCAM,P1,3900,990,1.1305444240570068,0.12172198295593262
EPCAM,P10,2610,457,1.0147777795791626,0.1740301251411438
EPCAM,P11,62,420,0.425458699464798,0.08349741995334625
EPCAM,P12,75,305,1.657724142074585,0.04012681543827057
EPCAM,P13,77,705,1.248216152191162,0.026797087863087654
EPCAM,P14,1356,254,1.1563557386398315,0.07860485464334488
EPCAM,P15,2226,140,0.7573168873786926,0.12235462665557861
EPCAM,P16,950,146,2.036144971847534,0.1563517153263092
EPCAM,P18,1563,531,1.3065191507339478,0.21837559342384338
EPCAM,P19,117,90,0.3998655676841736,0.0
EPCAM,P2,272,21,1.2389012575149536,0.02754024975001812
EPCAM,P20,395,24,2.154247999191284,0.07137411087751389
EPCAM,P21,1811,132,1.9231325387954712,0.28427448868751526
EPCAM,P22,139,201,1.2105567455291748,0.008885322138667107
EPCAM,P23,1777,356,0.9926362633705139,0.19204334914684296
EPCAM,P24,27,181,1.5431475639343262,0.025263851508498192
EPCAM,P25,3138,45,1.2386572360992432,0.23541966080665588
EPCAM,P26,24,70,1.1143769025802612,0.021333128213882446
EPCAM,P28,672,1457,1.6967530250549316,0.03500659018754959
EPCAM,P29,815,111,0.16052407026290894,0.0
EPCAM,P3,7447,96,1.5363044738769531,0.24691195785999298
EPCAM,P30,573,155,0.6554687023162842,0.0
EPCAM,P31,341,38,1.5602917671203613,0.058806173503398895
EPCAM,P32,164,115,2.1657533645629883,0.06785030663013458
EPCAM,P33,36,32,1.7968945503234863,0.020205745473504066
EPCAM,P34,423,520,1.3220757246017456,0.02457156777381897
EPCAM,P36,155,93,0.949601411819458,0.0
EPCAM,P38,43,1109,0.9211379885673523,0.01161422673612833
EPCAM,P4,789,1996,0.28800278902053833,0.004840857349336147
EPCAM,P40,101,429,0.4270440340042114,0.01973002403974533
EPCAM,P41,5672,161,2.736011028289795,0.7359607815742493
EPCAM,P42,243,433,0.0,0.0
EPCAM,P6,1726,401,0.3868299424648285,0.026540087535977364
EPCAM,P7,149,2339,0.22651657462120056,0.00576062360778451
EPCAM,P8,245,736,1.8453090190887451,0.021958714351058006
EPCAM,P9,68,407,0.9084439277648926,0.05786889046430588
PTPRC,P1,3900,990,0.08664064109325409,1.4103202819824219
PTPRC,P10,2610,457,0.05509668216109276,1.4625211954116821
PTPRC,P11,62,420,0.08650512248277664,0.9929893016815186
PTPRC,P12,75,305,0.007067639846354723,1.3857471942901611
PTPRC,P13,77,705,0.06964609026908875,1.4363534450531006
PTPRC,P14,1356,254,0.10545897483825684,2.047896146774292
PTPRC,P15,2226,140,0.1467156857252121,1.833272933959961
PTPRC,P16,950,146,0.02165275812149048,1.8088442087173462
PTPRC,P18,1563,531,0.08832922577857971,1.737964153289795
PTPRC,P19,117,90,0.10677355527877808,1.539843201637268
PTPRC,P2,272,21,0.004317424725741148,1.247190237045288
PTPRC,P20,395,24,0.0069749136455357075,1.2141224145889282
PTPRC,P21,1811,132,0.05927187576889992,0.9949979782104492
PTPRC,P22,139,201,0.0054477425292134285,1.6183518171310425
PTPRC,P23,1777,356,0.06595385074615479,1.4834351539611816
PTPRC,P24,27,181,0.0,1.5293457508087158
PTPRC,P25,3138,45,0.005499209277331829,1.3334261178970337
PTPRC,P26,24,70,0.0,1.64749276638031
PTPRC,P28,672,1457,0.04080010578036308,1.16142737865448
PTPRC,P29,815,111,0.0049888696521520615,1.6920706033706665
PTPRC,P3,7447,96,0.004866586532443762,1.6280790567398071
PTPRC,P30,573,155,0.005790089722722769,1.2689924240112305
PTPRC,P31,341,38,0.004262892995029688,0.6477115154266357
PTPRC,P32,164,115,0.02681669034063816,1.0940628051757812
PTPRC,P33,36,32,0.03267757222056389,1.0548183917999268
PTPRC,P34,423,520,0.06505674868822098,1.7052083015441895
PTPRC,P36,155,93,0.04728362336754799,1.6908513307571411
PTPRC,P38,43,1109,0.17663636803627014,1.744005560874939
PTPRC,P4,789,1996,0.125655397772789,1.8542799949645996
PTPRC,P40,101,429,0.03204863518476486,1.6917561292648315
PTPRC,P41,5672,161,0.004164665937423706,1.3129847049713135
PTPRC,P42,243,433,0.0900660827755928,2.096946954727173
PTPRC,P6,1726,401,0.07672916352748871,1.796144962310791
PTPRC,P7,149,2339,0.07968936860561371,1.5091437101364136
PTPRC,P8,245,736,0.04294923320412636,1.2145979404449463
PTPRC,P9,68,407,0.0566939041018486,1.2560575008392334
