sample,TACSTD2_log2FPKM,ESTIMATE_StromalScore,ESTIMATE_ImmuneScore,ESTIMATE_Score,ESTIMATE_purity,IFNG6_Ayers,GEP18_TcellInflamed,CYT_Rooney,CD8A
pod04,4.989593184938768,538.9522878400388,3716.0050424609544,4254.957330300993,0.3346471311971022,6.200966006248164,5.427013801929893,4.6018813820328095,5.2712762591759255
pod15,6.207697668655053,940.9900395246977,3863.2728924426156,4804.262931967313,0.25765942747429016,5.645305864998915,5.114103400520904,3.382840299850928,3.593353770980297
POD23R,4.889960199658641,1429.5618370101754,3418.2747773730644,4847.83661438324,0.2514740476336834,4.962585582672048,4.660882082645591,3.840952301905478,3.763411574470007
47-M-PO,6.1141587687205465,136.8320131552092,3125.323564056826,3262.155577212035,0.46794365923879094,7.043404035535518,5.646248775295356,4.462917396219692,4.848998430400023
53-M-PO,3.791814071161826,1764.6768328446644,4892.136260778647,6656.813093623311,-0.011333575470258655,6.331791235446152,5.941739434673362,5.536702502584486,6.183486514459391
61-M-PO,4.88508622529017,2625.6872948189502,5014.648392845756,7640.335687664706,-0.15507515288845602,5.92468348305105,5.765683274769035,5.548450654713544,5.191009848587294
57-M-PO,6.647026632654853,-496.75097087308313,2926.5840129427434,2429.83304206966,0.5721605635338637,5.693760347811948,4.594449563481849,4.024481258556864,3.341985747228616
POD26R,3.017921907997262,2184.0892533559413,5157.602068417876,7341.6913217738165,-0.11163282815634716,7.35934211452175,6.4548860331512685,5.710524395585475,5.856487779495678
POD27R,6.414473836430928,908.0531770022214,4128.08273095496,5036.135907957182,0.22462949035617608,6.570182251541793,5.825145415212854,5.61312420254492,5.519164449806069
38-M-PO,4.297191416565856,2462.4570106555893,4721.93645605789,7184.393466713479,-0.08865993102767088,6.949352131506183,5.817805064540811,5.310205459766104,5.325890061039784
40-M-PO,5.484782623077873,-1226.900302006536,2141.653530340699,914.7532283341629,0.7389657364274439,5.27083275514263,4.448871687838575,4.114399727216881,4.927896453728821
45-M-PO,4.6519127446457835,-1194.637556828402,3024.018081721427,1829.3805248930248,0.6421328544782228,4.9225212914956185,4.927043801943623,4.810937658262734,4.645009884391095
pod01,5.060047383669939,1813.6745069429835,4611.703322079602,6425.3778290225855,0.022636260493581525,6.639808012493786,5.60975295099475,4.977268582497368,4.475084882948782
pod07,6.949885059226931,1492.3508491165264,2784.1200186215046,4276.470867738031,0.33166960535418727,4.230615718450134,4.154609512370873,3.0344879984704702,2.4698859762744636
POD32R,7.091170890027901,2305.1697555645605,2055.8404479312576,4361.010203495818,0.31993740109902363,4.0411840332986655,3.7635617674666744,2.1773565429646426,2.304511041809953
44-RT-PO,7.04592343960255,680.8634701337534,3669.105095642305,4349.968565776058,0.3214725739745426,6.262501478224242,5.462445047178006,3.6279561667421323,4.782932704820836
52-RT-PO,5.36387192485753,2055.99465396527,4857.751989027876,6913.746642993146,-0.049029018432605306,5.609209861412424,5.742948173497265,5.343854183036768,6.804260115634738
pod09,4.9941271140031285,1956.6165542689914,4267.291920418194,6223.908474687186,0.052187839623582304,6.6196770173987876,5.587302665515148,4.462135324547457,4.588564737401351
pod13,7.187451054027326,666.127027381068,2538.566219122222,3204.6932465032896,0.4753812524800407,5.160816703603625,4.427909157605798,3.0297295573467053,3.035623909730721
46-RT-PO,7.111657346263132,1605.8742826598077,2210.5734772307424,3816.44775989055,0.394569107606089,4.964516604436902,3.9438059312725935,2.880758330268092,2.3305584000308026
POD20R,5.12267271882414,1939.5066154961123,4675.182483482524,6614.689098978636,-0.005150481569814577,6.44324870648704,5.731784158468645,4.600898641105578,5.172727518012846
41-M-PO,5.521678951603199,-1793.7398642463663,355.7723442565771,-1437.9675199897893,0.9234153608384893,3.8805467328498287,3.406423289747791,2.916324772475801,3.2735158897021166
pod08,5.552131108253784,1404.4926389089178,4014.2756923487545,5418.768331257672,0.16957340757276515,6.09836063737032,4.962988394498135,3.9897554699441624,3.6678921252302343
pod12,5.520736526937641,380.6643530430958,3172.0330798533387,3552.6974328964343,0.429838906995564,5.835345905706967,4.7734328853404815,3.673623762966659,3.771885578515366
POD30R,7.190812367916136,-174.9942332954891,3213.3924932065165,3038.3982599110273,0.496713078532207,4.890638517592118,4.6371619419144245,2.126370556414004,3.326249700837456
55-M-PO,8.014132086503214,495.5804629745494,2971.507444686127,3467.0879076606766,0.4411510193074768,6.067501190393374,4.850918321418548,3.332709177273234,4.1626934322112366
36-M-PO,8.581238249711042,-2437.249876049518,-1423.6984655912765,-3860.9483416407948,0.9992687578344196,2.165305273585825,2.0733049327091915,0.5555156561943719,0.35614381022527536
pod18,6.34002810238993,-77.10370849797263,2219.4115573760073,2142.3078488780347,0.6062551461566245,5.596945191589903,4.545799813325192,3.3809564290665177,3.910732661902913
59-RT-PO,7.0300049445090815,1833.8430029229248,3274.4666680365362,5108.309670959461,0.21429355091789237,5.304443621457187,4.8676974994721975,3.5843972237344053,3.7570232465074596
