sample,TACSTD2_log2FPKM,ESTIMATE_StromalScore,ESTIMATE_ImmuneScore,ESTIMATE_Score,ESTIMATE_purity,IFNG6_Ayers,GEP18_TcellInflamed,CYT_Rooney,CD8A
durva001,4.230203013366421,2045.4092284073836,7511.374413046984,9556.783641454367,-0.42323766229282533,4.898492264087719,5.71702605578739,5.726065021795938,5.383877059978108
durva003,7.6120428110206895,2882.0440487079127,3389.8042392517345,6271.848287959647,0.045159186412232454,4.078811924481181,3.947832607680707,1.8422978485802992,1.8261925362366016
durva006,7.083043128701803,-1113.2350528564007,3741.255369639186,2628.0203167827854,0.5480626038059155,2.8703260934532064,3.714627374171167,2.7972177829311926,2.2488384016402487
durva007,1.1342209397606338,-1635.299190223952,5908.292309106906,4272.993118882954,0.33215115914948684,2.7104529798579406,3.6581631072052065,2.6121075789839536,1.9068905956085185
durva008,5.88774458270931,3377.0532661792986,5143.348494797097,8520.401760976396,-0.2810490239103274,5.098836014542347,4.649261189946575,3.294229749786626,3.3188952496983046
durva009,3.8495990111514518,4276.117327477149,6877.193494614099,11153.310822091247,-0.6220573019868325,5.551105236197945,5.73219830664311,4.421159429186297,4.97769206320873
durva012,4.815575428862573,2937.508249448444,6006.542242864618,8944.050492313061,-0.3401474909804285,3.4479187115108965,4.5959066364587,3.218825707544652,4.438425935389111
durva017,7.302456147992687,3071.328919575699,3733.2639529923836,6804.592872568082,-0.033020171984366686,4.236268400332388,4.133420413389622,2.519552742670915,2.885574364371426
durva018,5.261982056984317,2688.2910573221416,5850.459449132524,8538.750506454666,-0.28363282329091977,4.849255888275471,4.451484483740163,4.141878248618056,2.9126498648972037
durva021,8.148502003893345,517.7812882260132,769.9512235289742,1287.7325117549874,0.7009901515431354,2.990864723267219,2.6945872643049564,1.8274677239814714,1.0517201164473275
durva023,6.106034182520036,3769.692031562019,5833.877837761303,9603.569869323323,-0.4294498748681198,3.6063856522623445,4.5473774969100855,3.5541693881253,3.900625332536066
durva026,2.859770816208743,3620.0470206697664,7679.719221032314,11299.76624170208,-0.6387445574725368,6.291035076464374,6.476083255737502,5.656739686104281,5.96834423848799
durva027,6.765640822980862,2147.7875470097215,4668.257838475161,6816.045385484883,-0.03470030385498154,4.986719746136731,4.760713518508813,3.463222764559341,3.6973290237937193
durva028,7.752454243031376,2996.8228593669537,4451.534598314304,7448.357457681258,-0.12717799464727106,3.8776538115913435,4.115061312551636,2.710913121654358,3.2539892662307865
durva029,8.537393144401806,281.4383194808089,3392.268139316365,3673.7064587971736,0.4137338815365741,4.63309350202969,4.604042234795745,3.4027254787966186,3.220639512876857
durva030,6.166755608523193,187.99338559471596,2939.3577199332453,3127.3511055279614,0.4853384813465921,3.4160580572413597,3.3940835592531666,1.7801771178112606,1.7957669477823923
durva033,7.781038350203309,2008.0868310264286,3236.0636247397215,5244.15045576615,0.19477560680173572,3.388615197198231,3.7112886764378703,1.964098594612914,2.3999913506641812
durva036,7.808217704802233,1019.4955952047892,3078.569885192418,4098.0654803972075,0.3562585526059703,3.8273703355269686,3.9669734783240918,2.938619967519571,3.274416733319735
durva037,2.2327313550329713,912.7096317193278,7900.577786094719,8813.287417814046,-0.32203596656306693,5.257827808906476,5.601621154678284,5.143605897352009,5.385037521245937
durva038,7.381715977694854,2057.5314892215,5858.199760680467,7915.731249901967,-0.1948734255657238,5.40722192913077,5.085913200677482,4.896830917160311,4.492750494082538
durva039,6.2867407146943455,594.684873486904,6137.8645317391865,6732.549405226091,-0.02244914409776842,4.640152487143965,4.8160334090731185,4.011495459993183,4.0282331914427525
durva040,4.894798365597157,2363.4269355889237,4294.497222347492,6657.924157936416,-0.011496656196750842,4.113360611062345,4.160182543452067,3.233108073789898,3.9457481456288805
durva042,6.008979822360662,4237.4336792711065,6445.0512980484655,10682.484977319571,-0.5665027884129005,5.241810406717177,5.4942741601590726,4.424474953850028,4.9515038713851585
durva044,6.5532237849125154,3591.043081964216,4873.031955232502,8464.075037196719,-0.2731046575095196,3.917609019526319,4.18362750365397,2.4261907104729463,2.8131634572680215
durva045,4.463975502538819,3331.24539080935,5785.378137711463,9116.623528520813,-0.3638570561653176,4.671114831396253,4.874023367051638,3.9517077860685106,3.722695525881377
durva046,6.5845326337881165,4130.572060828201,3940.8511881288487,8071.4232489570495,-0.21723622172781742,3.3132936872687875,3.396311551193132,1.8701722641149439,1.2330229198713327
durva053,4.67782955707597,1668.0098546729294,6396.543639113126,8064.553493786056,-0.21625179262038166,4.288977771295145,4.2981417804044835,3.3913332974025385,3.723405656090354
durva055,5.119032405921335,3642.9844852494584,6156.155012538109,9799.139497787568,-0.4551947121110722,4.920004642839795,5.025771173339816,3.4857015778242992,4.323211522433175
durva056,6.71963523890685,479.9404256397594,6863.8157639496585,7343.756189589418,-0.11193402715529199,5.1608742451241225,5.060283079676275,3.828324711770202,3.8929932375314085
durva057,6.354628466662086,-37.41322675197932,6463.886381020348,6426.473154268369,0.02247552035878994,4.269076239009785,4.602704277521189,4.646639164272763,3.8959326932540788
durva060,7.343985140130816,3439.6827731161,5828.756725808442,9268.439498924541,-0.3845222994439642,5.257870818529635,4.976868599728004,3.9521222158285965,3.4558308836707035
durva061,6.541446692688694,3605.2118942894263,4742.735694791751,8347.947589081177,-0.2566676333838547,3.709743788177914,3.9752566194022063,2.516040673471525,2.2436568959910743
