dataset	donor	n_cells	n_epithelial	n_malignant_like	n_tnk	n_b	n_b_tls_like	tnk_fraction	b_fraction	b_tls_like_fraction	eligible	eligible_b	epi_TACSTD2_mean_log1p	epi_TACSTD2_pct_pos	mal_TACSTD2_mean_log1p	mal_TACSTD2_pct_pos	epi_CLDN4_mean_log1p	epi_CLDN4_pct_pos	mal_CLDN4_mean_log1p	mal_CLDN4_pct_pos
GSE131907	NS_16	1317	88	63	374	233	239	0.2839787395596052	0.17691723614274868	0.18147304479878512	True	True	0.11414758085011169	12.5	0.10443255892079525	11.11111111111111	0.0925893992036812	10.227272727272728	0.03300700859809263	4.761904761904762
GSE131907	LUNG_T06	3426	139	5	1548	504	538	0.45183887915936954	0.14711033274956217	0.15703444249854057	True	True	1.6522815772230703	85.61151079136691	0.7742402021815782	80.0	1.5249807444712502	89.20863309352518	1.5181704247377164	80.0
GSE131907	LUNG_T19	4361	289	13	1720	434	474	0.39440495299243294	0.09951845906902086	0.10869066727814722	True	True	1.0414900392058688	73.01038062283737	0.2665950694461328	23.076923076923077	1.2809621563812674	80.96885813148789	0.42158760948784546	38.46153846153847
GSE131907	LUNG_T30	4094	781	1	1365	103	109	0.3334147532975085	0.02515876893014167	0.026624328285295554	True	True	1.135222857780658	79.3854033290653	0.0	0.0	0.8000618230503983	65.81306017925736	0.0	0.0
GSE131907	EBUS_10	5144	382	165	1487	2313	2473	0.2890746500777605	0.44965007776049765	0.4807542768273717	True	True	1.8044030508048492	80.10471204188482	1.2743317911880263	64.24242424242425	1.9454178348617084	86.91099476439791	1.4533723766263777	78.18181818181819
GSE131907	EBUS_49	1775	108	52	1137	182	182	0.6405633802816901	0.10253521126760563	0.10253521126760563	True	True	0.8418549184754561	37.96296296296296	0.2756289051925474	19.230769230769234	1.0582072893843137	54.629629629629626	0.4339713967257142	32.69230769230769
GSE131907	NS_07	5730	5018	3922	140	45	46	0.02443280977312391	0.007853403141361256	0.008027923211169284	True	True	1.002929002089353	74.05340773216422	0.9462039315411115	71.5961244263131	1.6143467198900463	91.03228377839777	1.5281301903278806	89.69913309535951
GSE131907	EBUS_19	2112	214	2	1428	81	103	0.6761363636363636	0.03835227272727273	0.04876893939393939	True	True	2.4103238434771987	92.99065420560748	0.34657359027997264	50.0	2.4641274615336246	92.5233644859813	0.0	0.0
GSE131907	LUNG_T08	3765	40	1	2106	973	1051	0.5593625498007968	0.25843293492695885	0.27915006640106244	True	True	2.05889824125871	87.5	0.0	0.0	1.8392928376575768	87.5	0.0	0.0
GSE131907	LUNG_T20	4021	599	153	2236	53	152	0.5560805769709027	0.013180800795821936	0.03780154190499876	True	True	1.979001513607687	77.96327212020033	0.891023467784218	44.44444444444444	1.7778686310842096	78.46410684474124	0.8652701573067231	47.712418300653596
GSE131907	EBUS_51	3275	1320	3	1127	96	101	0.34412213740458014	0.02931297709923664	0.03083969465648855	True	True	1.5606113637075736	85.07575757575758	0.0	0.0	1.5649149567015994	84.3939393939394	0.0	0.0
GSE131907	EFFUSION_13	4441	27	20	3145	986	987	0.7081738347219095	0.22202206710200406	0.22224724161224949	True	True	0.05134423559703299	3.7037037037037033	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_12	3115	264	120	335	164	217	0.10754414125200643	0.05264847512038523	0.0696629213483146	True	True	3.368036530324426	92.42424242424242	2.596335726709985	85.0	2.3011853362847	86.74242424242425	1.694151341197664	72.5
GSE131907	EBUS_15	1105	257	159	464	35	41	0.41990950226244345	0.03167420814479638	0.037104072398190045	True	True	1.3445257147404102	58.36575875486382	0.7331355153893805	50.943396226415096	1.1277949962521308	47.47081712062256	0.46990680363261383	31.446540880503143
GSE131907	EBUS_13	3550	4	3	1178	1948	1985	0.331830985915493	0.5487323943661971	0.5591549295774648	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	3182	2794	1039	10	1	1	0.0031426775612822125	0.00031426775612822125	0.00031426775612822125	False	False	1.0364409680459015	67.35862562634216	0.4805108769544742	43.31087584215592	1.7365788763546794	86.50680028632785	1.0011166150981143	73.43599615014436
GSE131907	NS_06	1070	101	77	369	9	25	0.3448598130841122	0.008411214953271028	0.02336448598130841	True	False	1.2825409599276796	62.37623762376238	1.192501447277008	62.33766233766234	1.203459365008876	51.48514851485149	1.0750552327986997	50.649350649350644
GSE131907	NS_03	2990	2721	2145	138	12	12	0.046153846153846156	0.004013377926421404	0.004013377926421404	True	True	0.8359916650811693	63.32230797500918	0.7584986790026548	59.3939393939394	2.2582740880930583	92.87026828371923	2.1123819276686344	91.18881118881119
GSE131907	EFFUSION_11	2943	77	28	1927	97	99	0.6547740400951411	0.03295956506965681	0.03363914373088685	True	True	1.26516887280542	81.81818181818183	1.1051635158223119	78.57142857142857	2.5104798559857175	93.5064935064935	2.0806720879493494	89.28571428571429
GSE131907	EBUS_06	2303	1162	612	581	106	113	0.25227963525835867	0.04602692140686062	0.049066435084672164	True	True	1.7574305091763465	79.77624784853701	1.1250784096252022	67.3202614379085	1.385981737988952	72.71944922547333	0.8670411495297782	59.150326797385624
GSE253013	MRC001	7620	831	57	787	3126	3164	0.10328083989501312	0.41023622047244096	0.4152230971128609	True	True	0.7449089447657353	62.69554753309266	1.5758744478137638	84.21052631578947	0.7806896508981942	68.47172081829122	1.3130089085348922	82.45614035087719
GSE253013	MRC002	5073	469	38	993	130	206	0.19574216439976344	0.025625862408831065	0.04060713581707077	True	True	1.4639219448212062	82.94243070362474	1.6295858376225647	84.21052631578947	1.20959962037218	78.25159914712152	1.1523984688670417	73.68421052631578
GSE253013	MRC003	6459	2888	912	889	1502	1507	0.1376374051710791	0.23254373742065335	0.23331785106053568	True	True	2.4818893741288606	92.34764542936288	2.783959872456121	98.35526315789474	2.125654764809519	94.18282548476455	2.279852495548556	98.1359649122807
GSE253013	MRC004	34860	796	4	22854	2734	3655	0.6555938037865748	0.07842799770510614	0.10484796328169822	True	True	1.2448229142403802	77.51256281407035	0.17328679513998632	25.0	1.162030828496242	80.77889447236181	0.5198603854199589	25.0
GSE253013	MRC006	20766	1203	9	11245	4411	5061	0.5415101608398344	0.21241452374073003	0.24371568910719446	True	True	0.816973623424603	57.93848711554447	1.0333940710958145	66.66666666666666	1.1371144930305102	75.39484621778885	1.1934150085633144	77.77777777777779
GSE253013	MRC007	20389	2298	6	7129	5508	5880	0.3496493207121487	0.27014566678110746	0.2883907989602236	True	True	1.2258051591296117	81.72323759791122	0.18310204811135164	16.666666666666664	1.5446186037231198	88.33768494342907	0.11552453009332421	16.666666666666664
GSE253013	MRC008	19723	5926	841	4784	1703	1858	0.242559448359783	0.08634589058459666	0.0942047355878923	True	True	1.1023269408882521	77.45528180897739	1.0030183455462058	74.19738406658739	1.9103626329201775	93.68882888963887	1.7919547699239815	90.24970273483947
GSE253013	MRC009	29029	2007	132	11960	1230	2017	0.41200179131213616	0.04237142168176651	0.069482241896035	True	True	1.0556985375878414	77.97708021923269	0.5111740555971029	37.878787878787875	1.3425587464409356	84.20528151469856	0.574900060716485	38.63636363636363
GSE253013	MRC010	33286	2296	49	15082	12096	12438	0.45310340683770955	0.36339602235173946	0.37367061226942255	True	True	0.762784357121995	62.58710801393729	0.5306611340691263	40.816326530612244	1.403466472771273	87.1951219512195	1.022116663340488	67.3469387755102
GSE148071	P1	5317	3630	3444	132	53	142	0.024826029716005265	0.009968027082941509	0.02670678954297536	True	True	0.7908843919906172	62.56198347107438	0.7770046055439703	61.672473867595826	1.1253715728599245	75.09641873278237	1.104829906827494	74.30313588850174
GSE148071	P2	306	251	5	0	3	3	0.0	0.00980392156862745	0.00980392156862745	False	False	0.8341784923732316	66.13545816733067	0.4969813299576001	60.0	2.0489176592928313	95.61752988047809	0.4969813299576001	60.0
GSE148071	P3	7835	7371	6874	20	6	9	0.0025526483726866626	0.0007657945118059987	0.001148691767708998	True	False	0.9683662615310654	61.429928096594764	0.938493098355648	60.27058481233634	0.7539731660636889	52.36738570071904	0.7394321541394538	51.51294733779459
GSE148071	P4	4558	260	237	307	73	124	0.06735410267661254	0.01601579640193067	0.02720491443615621	True	True	1.8391407204098942	95.38461538461539	1.818508864208006	94.9367088607595	0.2764005249438118	23.846153846153847	0.2504174406590855	22.362869198312236
GSE148071	P5	2454	1370	108	51	28	40	0.02078239608801956	0.011409942950285249	0.016299918500407497	True	True	0.5841015179116511	55.91240875912409	0.3393075896754873	32.407407407407405	0.8716247193293926	71.82481751824817	0.6528384874170994	60.18518518518518
GSE148071	P6	3119	2211	1267	67	24	47	0.02148124398845784	0.0076947739660147485	0.015068932350112215	True	True	1.2869830905936448	80.6422433288105	1.216927380031781	80.42620363062352	1.5169661375827548	80.23518769787427	1.310805810478758	74.66456195737963
GSE148071	P7	3059	260	132	1055	407	433	0.3448839490029421	0.13305001634521085	0.14154952598888526	True	True	0.793571059071196	63.84615384615384	0.8124330294479852	62.121212121212125	0.8769294294232919	58.84615384615385	0.5781992240022742	43.18181818181818
GSE148071	P8	1342	435	46	60	114	116	0.044709388971684055	0.08494783904619971	0.08643815201192251	True	True	1.0788680096070598	70.34482758620689	1.2672395406192596	78.26086956521739	1.747548954446241	90.3448275862069	1.6957707542724338	93.47826086956522
GSE148071	P9	3520	2015	1867	61	32	54	0.017329545454545455	0.00909090909090909	0.01534090909090909	True	True	1.1727884047095314	79.10669975186104	1.1543841892035054	78.8430637386181	1.3290506798371367	79.00744416873448	1.3091121409851425	78.46813069094804
GSE148071	P10	3740	2563	2360	54	40	59	0.014438502673796792	0.0106951871657754	0.015775401069518715	True	True	0.9244549465992837	69.76199765899337	0.8897809044304842	68.34745762711864	1.0270312949208005	71.40070230198987	0.9924162325540908	70.33898305084746
GSE148071	P11	574	58	56	44	16	34	0.07665505226480836	0.027874564459930314	0.059233449477351915	True	True	0.0	0.0	0.0	0.0	0.04780325383172036	5.172413793103448	0.049510512897138946	5.357142857142857
GSE148071	P12	891	334	2	61	87	90	0.06846240179573512	0.09764309764309764	0.10101010101010101	True	True	0.8493498221270329	58.38323353293413	1.0986122886681098	50.0	1.4072334373110547	82.33532934131736	1.7328679513998633	100.0
GSE148071	P13	938	159	54	99	207	214	0.10554371002132196	0.22068230277185502	0.2281449893390192	True	True	1.0473754490376257	74.84276729559748	0.9257365363119748	64.81481481481481	1.631050192143744	86.79245283018868	1.5591913191631146	87.03703703703704
GSE148071	P14	1808	1136	865	29	55	68	0.016039823008849558	0.030420353982300884	0.03761061946902655	True	True	1.7319914193860249	91.81338028169014	1.694671219090898	91.67630057803468	0.335272204153088	28.169014084507044	0.27523808649784304	24.6242774566474
GSE148071	P15	3606	2362	2347	8	4	5	0.0022185246810870773	0.0011092623405435386	0.0013865779256794233	False	False	1.2623202654004828	81.03302286198138	1.2624481379969865	80.9970174691095	0.641163174357433	57.23962743437765	0.63919832722477	57.136770345121434
GSE148071	P16	1148	930	862	2	1	1	0.0017421602787456446	0.0008710801393728223	0.0008710801393728223	False	False	1.154608515117128	80.21505376344086	1.1428477903650804	79.58236658932715	1.132301377876458	82.79569892473118	1.1175750771524324	82.71461716937355
GSE148071	P17	8700	7174	5117	1	5	5	0.00011494252873563218	0.0005747126436781609	0.0005747126436781609	False	False	0.958023987298016	70.32339001951492	0.8222358836657395	65.1358217705687	0.5286037760953535	50.348480624477276	0.49009909828036474	47.44967754543678
GSE148071	P18	3314	1858	1488	62	6	61	0.018708509354254676	0.0018105009052504525	0.018406759203379603	True	False	0.6966764824004166	48.92357373519914	0.6158016461238314	43.68279569892473	0.9350990051253096	67.65339074273412	0.8566881160567851	65.05376344086021
GSE148071	P19	453	185	50	45	11	11	0.09933774834437085	0.024282560706401765	0.024282560706401765	True	True	1.5330681597265474	80.54054054054053	1.602446430478816	84.0	1.1980514650429193	78.37837837837837	0.9653629599652058	70.0
GSE148071	P20	429	397	249	0	4	5	0.0	0.009324009324009324	0.011655011655011656	False	False	1.0849133695243696	74.05541561712846	1.0206174124794587	70.28112449799197	1.746587913464998	91.43576826196474	1.6198286812385596	88.35341365461848
GSE148071	P21	1968	1813	1412	9	38	43	0.004573170731707317	0.019308943089430895	0.02184959349593496	False	True	0.7175017618029733	62.38279095421952	0.6530834311049892	59.490084985835686	1.1754665651159715	79.53667953667953	1.0763669097111181	76.41643059490086
GSE148071	P22	644	153	142	198	3	6	0.30745341614906835	0.004658385093167702	0.009316770186335404	True	False	1.42228334904386	80.3921568627451	1.3518264007773175	78.87323943661971	1.6826217520742686	86.27450980392157	1.5979168939032493	85.2112676056338
GSE148071	P23	2387	1617	1543	26	38	45	0.010892333472978634	0.015919564306661083	0.018852115626309174	True	True	1.1629918775433514	76.25231910946196	1.1569898348840397	76.08554763447829	0.5454731388180181	39.39393939393939	0.5251250382242975	38.36681788723266
GSE148071	P24	386	87	81	66	41	46	0.17098445595854922	0.10621761658031088	0.11917098445595854	True	True	0.2848890883160218	29.88505747126437	0.24463626399898633	25.925925925925924	0.4951527400779845	45.97701149425287	0.43643993483872845	43.20987654320987
GSE148071	P25	4029	2997	2971	2	0	2	0.0004964010920824026	0.0	0.0004964010920824026	False	False	0.43363419793951247	43.00967634300968	0.4315647745545881	42.8475260854931	0.7986058983781549	60.59392726059393	0.7952260134434954	60.41736788959946
GSE148071	P26	570	66	65	76	32	33	0.13333333333333333	0.056140350877192984	0.05789473684210526	True	True	0.8720563036740913	62.121212121212125	0.8485818579952562	61.53846153846154	1.1042533838069966	68.18181818181817	1.0723487615525205	67.6923076923077
GSE148071	P27	707	25	25	81	2	3	0.11456859971711457	0.002828854314002829	0.004243281471004243	True	False	1.4288375135387377	64.0	1.4288375135387377	64.0	1.094306964056326	60.0	1.094306964056326	60.0
GSE148071	P28	2373	708	376	67	51	55	0.028234302570585755	0.021491782553729456	0.023177412557943533	True	True	1.36257549479462	80.9322033898305	1.3672859868791565	79.25531914893617	1.2662997555973508	79.94350282485875	1.0995468116326295	73.40425531914893
GSE148071	P29	969	189	188	1	0	0	0.0010319917440660474	0.0	0.0	False	False	0.35284255573398327	32.27513227513227	0.35471937783895136	32.4468085106383	0.8106338860261254	66.66666666666666	0.8112588153105199	66.48936170212765
GSE148071	P30	742	555	516	2	0	3	0.0026954177897574125	0.0	0.004043126684636119	False	False	0.11510730396164659	8.82882882882883	0.05071646090015993	6.5891472868217065	1.0758519016047006	72.25225225225225	1.0454466643680533	71.31782945736434
GSE148071	P31	387	341	297	4	5	9	0.0103359173126615	0.012919896640826873	0.023255813953488372	False	False	1.5554917720553576	71.8475073313783	1.4227226598672804	68.35016835016835	1.3254690029144365	73.90029325513197	1.2150526533383081	71.04377104377105
GSE148071	P32	595	383	179	70	29	29	0.11764705882352941	0.04873949579831933	0.04873949579831933	True	True	1.7197171790200745	87.98955613577023	1.38232232692231	84.35754189944134	1.773967658249431	91.12271540469973	1.4025243400129708	86.59217877094973
GSE148071	P33	350	315	2	0	0	0	0.0	0.0	0.0	False	False	1.9595788101197607	89.52380952380953	0.8958797346140275	100.0	1.9934921387444158	90.47619047619048	0.8047189562170501	50.0
GSE148071	P34	972	437	405	14	6	22	0.01440329218106996	0.006172839506172839	0.02263374485596708	False	False	0.5019782878694975	42.5629290617849	0.4912495897240301	42.22222222222222	0.9061670739188672	63.1578947368421	0.8764890357758128	61.97530864197531
GSE148071	P35	1079	708	15	14	10	10	0.012974976830398516	0.009267840593141797	0.009267840593141797	False	True	0.48818423924687104	44.91525423728814	0.6845420444082692	60.0	0.6227405246504347	55.08474576271186	0.6426348004467776	53.333333333333336
GSE148071	P36	500	155	155	4	2	2	0.008	0.004	0.004	False	False	0.709984717116927	50.32258064516129	0.709984717116927	50.32258064516129	0.6095623685220731	43.87096774193549	0.6095623685220731	43.87096774193549
GSE148071	P37	2486	15	15	49	12	29	0.019710378117457763	0.004827031375703942	0.01166532582461786	False	False	0.8837159838676739	46.666666666666664	0.8837159838676739	46.666666666666664	0.10729586082894002	6.666666666666667	0.10729586082894002	6.666666666666667
GSE148071	P38	1358	185	64	147	14	20	0.10824742268041238	0.010309278350515464	0.014727540500736377	True	True	0.6391225067180224	52.972972972972975	0.21560007953220833	25.0	1.276868163138141	81.62162162162161	0.7735451119592206	59.375
GSE148071	P39	1896	548	7	254	120	122	0.1339662447257384	0.06329113924050633	0.06434599156118144	True	True	0.7074298807124809	62.04379562043796	0.35498666425542863	42.857142857142854	1.1940984309844485	77.91970802919708	0.7099733285108573	57.14285714285714
GSE148071	P40	1155	268	49	346	86	86	0.2995670995670996	0.07445887445887446	0.07445887445887446	True	True	1.1731712773511864	71.26865671641791	1.4248911449554615	75.51020408163265	1.3961482867242172	82.46268656716418	1.1126423199921966	73.46938775510205
GSE148071	P41	6222	5546	4921	2	4	4	0.0003214400514304082	0.0006428801028608164	0.0006428801028608164	False	False	0.4278341282664242	41.50739271547061	0.3959514488739378	39.46352367404999	1.1063339023347958	78.83159033537684	1.0784930929832979	77.9516358463727
GSE148071	P42	1001	109	103	430	44	54	0.42957042957042957	0.04395604395604396	0.053946053946053944	True	True	0.1256242621504909	16.51376146788991	0.12621259605673363	16.50485436893204	0.09490909823174463	9.174311926605505	0.10043778356563267	9.70873786407767
GSE127465	p1	8290	1315	1201	1727	322	339	0.2083232810615199	0.03884197828709288	0.04089264173703257	True	True	0.37495291810222486	42.66159695817491	0.3571947776696024	40.54954204829309	0.13377783801574838	25.39923954372624	0.11714497058980364	23.230641132389675
GSE127465	p2	492	66	66	85	52	52	0.17276422764227642	0.10569105691056911	0.10569105691056911	True	True	0.0031633837152713765	1.5151515151515151	0.0031633837152713765	1.5151515151515151	0.19468589504114076	27.27272727272727	0.19468589504114076	27.27272727272727
GSE127465	p3	10279	718	494	2001	2883	2893	0.19466874209553459	0.28047475435353636	0.2814476116353731	True	True	0.7876579565392802	62.25626740947076	0.8887310917796519	62.55060728744939	0.5450363624340968	53.2033426183844	0.6404746867322585	53.441295546558706
GSE127465	p4	4956	228	71	2589	137	155	0.5223970944309927	0.027643260694108152	0.031275221953188055	True	True	0.7053124400250262	59.64912280701754	0.6788273715377552	43.66197183098591	0.4942186663211764	57.45614035087719	0.35640572797904935	32.3943661971831
GSE127465	p5	4576	632	222	883	689	693	0.19296328671328672	0.15056818181818182	0.15144230769230768	True	True	0.6419299335731626	56.9620253164557	0.6988959789244269	53.153153153153156	0.5663996075815307	57.120253164556964	0.555445080457217	49.0990990990991
GSE127465	p6	5672	255	25	1714	1076	1087	0.30218617771509165	0.18970380818053598	0.19164315937940762	True	True	0.5483632150003174	61.96078431372549	0.6243186111696083	44.0	0.2465354081298923	40.78431372549019	0.14169640799768413	24.0
GSE127465	p7	6097	591	319	602	165	167	0.09873708381171067	0.027062489749056912	0.02739051992783336	True	True	0.39076914543843905	49.06937394247039	0.34714327708217707	40.75235109717868	0.3147950133403327	48.05414551607445	0.2660546847927802	39.811912225705335
