ligand	n	auroc_high	auroc_low	aupr_high	aupr_low	aupr_corrected_high	aupr_corrected_low	delta_auroc	delta_aupr_corrected
A2M	50	0.6573818525519849	0.38443604284814115	0.016058427561854917	0.006069060475462665	0.008243485392426971	-0.0017458816939652805	0.27294580970384374	0.009989367086392252
AANAT	50	0.6620321361058601	0.36173913043478256	0.016250725083467303	0.005761489587766505	0.008435782914039357	-0.002053452581661441	0.30029300567107753	0.0104892354957008
ABCA1	50	0.6221140516698173	0.35036546943919344	0.011759320935982441	0.005584849559331747	0.003944378766554495	-0.0022300926100961987	0.2717485822306238	0.006174471376650694
ACE	50	0.6928197857592943	0.3891493383742911	0.015843225450815263	0.0061792690787392315	0.008028283281387317	-0.0016356730906887142	0.30367044738500315	0.009663956372076031
ACE2	50	0.6569659735349717	0.3843793320730939	0.01610899252641848	0.006053238872831818	0.008294050356990535	-0.0017617032965961277	0.2725866414618778	0.010055753653586663
ACP4	50	0.6567611846250787	0.33655954631379964	0.014467363057068298	0.005518800687122596	0.006652420887640353	-0.00229614148230535	0.32020163831127907	0.008948562369945703
ADAM10	50	0.6239287964713295	0.3720825456836798	0.020125015482582546	0.0058319682467208615	0.0123100733131546	-0.001982973922707084	0.25184625078764966	0.014293047235861684
ADAM11	50	0.6330245746691872	0.3678197857592943	0.01284875156530271	0.00578137255314148	0.005033809395874764	-0.002033569616286466	0.26520478890989285	0.00706737901216123
ADAM12	50	0.6556049149338375	0.3668525519848771	0.01639863324342719	0.005923762646532438	0.008583691073999245	-0.001891179522895508	0.28875236294896045	0.010474870596894753
ADAM15	50	0.6540453686200379	0.3793446754883428	0.015475576745129036	0.005955831347286298	0.0076606345757010905	-0.001859110822141648	0.27470069313169515	0.009519745397842738
ADAM17	50	0.6613011972274733	0.4136231884057971	0.01849467720068038	0.007505845233301415	0.010679735031252434	-0.0003090969361265305	0.24767800882167618	0.010988831967378964
ADAM2	50	0.669259609325772	0.36792690611216133	0.016855185389822874	0.005851527959938958	0.009040243220394928	-0.001963414209488988	0.30133270321361066	0.011003657429883917
ADAM20	50	0.6498424700693132	0.37208569628229365	0.014858168792423722	0.005877603278534564	0.007043226622995776	-0.0019373388908933819	0.2777567737870195	0.008980565513889158
ADAM21	50	0.6645998739760555	0.37465028355387525	0.016188297567145588	0.00622785585688445	0.008373355397717643	-0.001587086312543496	0.2899495904221802	0.009960441710261139
ADAM23	50	0.6777662255828608	0.3719943289224953	0.016282295334343683	0.005989548019484196	0.008467353164915738	-0.0018253941499437494	0.3057718966603655	0.010292747314859487
ADAM28	50	0.6507561436672968	0.3829206049149338	0.014253142798978583	0.006064675841594807	0.006438200629550637	-0.0017502663278331386	0.26783553875236304	0.008188466957383775
ADAM29	50	0.6554095778197858	0.372224322621298	0.019268088388313252	0.005982240885680641	0.011453146218885307	-0.0018327012837473051	0.2831852551984878	0.013285847502632613
ADAM7	50	0.6451512287334594	0.3617076244486453	0.014749158737699195	0.005810090816063251	0.0069342165682712495	-0.0020048513533646945	0.28344360428481413	0.008939067921635943
ADAM9	50	0.6644896030245747	0.3615374921235035	0.016381997083200928	0.005775992490703831	0.008567054913772982	-0.002038949678724115	0.3029521109010712	0.010606004592497097
ADAMTS3	50	0.6555608065532451	0.36211405166981725	0.015999645544936013	0.005763085776894106	0.008184703375508067	-0.00205185639253384	0.29344675488342786	0.010236559768041907
ADCYAP1	50	0.675705734089477	0.3671991178323882	0.015222571936926816	0.005874335322583423	0.007407629767498871	-0.0019406068468445226	0.3085066162570888	0.009348236614343393
ADGRB1	50	0.6487838689350977	0.3848393194706994	0.015157339964420358	0.006097443626183521	0.007342397794992413	-0.0017174985432444247	0.26394454946439827	0.009059896338236837
ADGRE5	50	0.6221140516698173	0.3475110270951481	0.014308055291116976	0.005816699161839511	0.00649311312168903	-0.0019982430075884345	0.2746030245746692	0.008491356129277466
ADGRF5	50	0.6224228103339635	0.34212035286704473	0.010802953677948328	0.005530147801721471	0.0029880115085203825	-0.0022847943677064744	0.2803024574669188	0.005272805876226857
ADIPOQ	50	0.648097038437303	0.36501575299306865	0.014908099767343957	0.005859346555601538	0.007093157597916011	-0.0019555956138264073	0.2830812854442344	0.009048753211742418
ADM	50	0.6400409577819787	0.4076622558286075	0.012489406653098573	0.010467367127534115	0.0046744644836706276	0.0026524249581061695	0.23237870195337118	0.002022039525564458
ADM2	50	0.659666036546944	0.3774700693131695	0.015250696314447995	0.0059834469414587945	0.007435754145020049	-0.0018314952279691512	0.2821959672337745	0.0092672493729892
AGRN	50	0.6339855072463768	0.3821928166351607	0.01484864744299783	0.006208594727583787	0.007033705273569885	-0.0016063474418441586	0.2517926906112161	0.008640052715414043
AGRP	50	0.6446565847511027	0.44381222432262124	0.017905615520315485	0.007123500170156668	0.01009067335088754	-0.0006914419992712778	0.20084436042848142	0.010782115350158817
AGT	50	0.6336893509766856	0.39218651543793315	0.01329833075192896	0.006311537004223518	0.005483388582501015	-0.0015034051652044276	0.2415028355387524	0.0069867937477054425
AHSG	50	0.6650756143667297	0.3643919344675488	0.01569717035280882	0.02590313124465815	0.007882228183380875	0.018088189075230205	0.3006836798991809	-0.01020596089184933
AIMP1	50	0.670633270321361	0.3619533711405167	0.015541953315002414	0.005840659582567353	0.007727011145574468	-0.001974282586860593	0.3086798991808443	0.00970129373243506
ALB	50	0.6604442344045369	0.3612413358538122	0.014891664219395185	0.005771443177586381	0.007076722049967239	-0.002043498991841565	0.29920289855072474	0.009120221041808804
ALCAM	50	0.6071077504725898	0.40402961562696915	0.012217989033473924	0.006338889551786344	0.004403046864045978	-0.0014760526176416013	0.20307813484562065	0.005879099481687579
ALKAL1	50	0.5971770636420921	0.4266194076874606	0.011961620635938055	0.0073201259183098165	0.004146678466510109	-0.0004948162511181292	0.17055765595463152	0.004641494717628238
ALKAL2	50	0.5940138626339003	0.4272747321991178	0.01177837617981041	0.007392789187402856	0.003963434010382464	-0.00042215298202509	0.1667391304347825	0.004385586992407554
ALOX5AP	50	0.6641808443604285	0.3727189666036547	0.01662466178936399	0.006025677448753364	0.008809719619936044	-0.0017892647206745821	0.29146187775677374	0.010598984340610625
AMBN	50	0.6387492123503465	0.3887870195337114	0.01384764151777627	0.006844828731219612	0.006032699348348325	-0.0009701134382083341	0.24996219281663512	0.007002812786556659
AMELX	50	0.6431758034026465	0.44273787019533717	0.01637790938614047	0.00730802468914531	0.008562967216712524	-0.0005069174802826357	0.2004379332073093	0.00906988469699516
AMELY	50	0.6609262759924386	0.38244801512287335	0.01667590129084412	0.0060033155869679885	0.008860959121416174	-0.0018116265824599572	0.27847826086956523	0.010672585703876131
AMH	50	0.6068966603654694	0.38836483931947074	0.013565327470372519	0.006374570256803052	0.005750385300944573	-0.0014403719126248934	0.21853182104599866	0.007190757213569467
ANG	50	0.6521109010712036	0.37642407057340893	0.017081990682890062	0.005957081380314644	0.009267048513462117	-0.0018578607891133019	0.2756868304977947	0.011124909302575418
ANGPT1	50	0.609259609325772	0.44150913673597986	0.01130016195071774	0.007130025026380942	0.0034852197812897945	-0.0006849171430470041	0.1677504725897921	0.004170136924336799
ANGPT2	50	0.6387744171392565	0.36489603024574674	0.013801048611265049	0.006043580375955996	0.005986106441837103	-0.0017713617934719495	0.2738783868935098	0.007757468235309053
ANGPT4	50	0.6548172652804032	0.3321014492753623	0.013698890982371712	0.005450106575296612	0.005883948812943766	-0.0023648355941313336	0.3227158160050409	0.0082487844070751
ANGPTL1	50	0.644725897920605	0.3890800252047889	0.015192848767727071	0.006009173480747697	0.007377906598299126	-0.0018057686886802484	0.25564587271581607	0.009183675286979373
ANGPTL2	50	0.6934373030875866	0.43420604914933847	0.0167437510264845	0.01045518648272319	0.008928808857056554	0.002640244313295244	0.2592312539382481	0.00628856454376131
ANGPTL3	50	0.6399401386263389	0.3971455576559546	0.014172926858164922	0.00626672179130136	0.006357984688736976	-0.001548220378126586	0.2427945809703843	0.007906205066863563
ANGPTL4	50	0.6362003780718337	0.41621298046628863	0.014247131655615523	0.0070194902132654355	0.006432189486187578	-0.0007954519561625103	0.2199873976055451	0.007227641442350088
