ligand	n	auroc_high	auroc_low	aupr_high	aupr_low	aupr_corrected_high	aupr_corrected_low	delta_auroc	delta_aupr_corrected	mean_rp_all	mean_z_top25	mean_rp_top25	mean_z_top50	mean_rp_top50	mean_z_top100	mean_rp_top100	mean_z_top200	mean_rp_top200	bg_mean_z	bg_sd_z	centered_z_top25	cohen_d_top25	centered_z_top50	cohen_d_top50	centered_z_top100	cohen_d_top100	centered_z_top200	cohen_d_top200	target_auroc_k25	target_auroc_k50	target_auroc_k100	target_auroc_k200	family	n_patients	mean_delta	p_wilcoxon	mean_GSE123902	mean_GSE131907	mean_GSE205335	mean_GSE189357	potential	best_receptor	best_receptor_frac	frac_patients_pct10	target_auroc	centered_z	outgoing_expr	outgoing_lr	activity_delta_auroc	activity_delta_aupr	realized_activity_delta
ADAM17	200	0.5592537915456598	0.45133470474346565	0.042873347208102576	0.02808500559091196	0.011613578530390793	-0.0031747630867998214	0.10791908680219414	0.014788341617190615	0.0051590807073689	-0.123644764542245	0.0714223456469519	-0.0865625218210888	0.0569749074994479	-0.0760216161486459	0.0351672366592171	-0.0684277111049285	0.0225563413240914	-0.097225294741582	0.167982404080547	-0.02641946980066301	-0.15727522144518757	0.010662772920493196	0.0634755347076735	0.021203678592936093	0.12622559314467843	0.028797583636653495	0.17143214370741564	0.42371881374548875	0.48863579080025205	0.5252222927913623	0.5506703775411423	other	59.0	0.085325704876011	5.4937140187339444e-08	0.082448568644683	0.0994336365187837	0.0960915769818761	0.0336187434179477	True	ITGB1	0.9661016949152542	0.9830508474576272	0.48863579080025205	0.010662772920493196	0.085325704876011	0.082433308100553	0.10791908680219414	0.014788341617190615	-0.0019393183206538862
ADAM2	200	0.5724838657631494	0.4411894966118103	0.049246868594787385	0.026560899455206184	0.017987099917075602	-0.004698869222505599	0.13129436915133907	0.0226859691395812	0.0024008813869789	-0.0276731382689988	0.0085667407129012	-0.0276077449221422	0.007256646014312	-0.037991988094491	0.0061716884516815	-0.0418080943940223	0.0053322282054429	-0.097225294741582	0.167982404080547	0.0695521564725832	0.4140442973969653	0.0696175498194398	0.4144335842821872	0.05923330664709099	0.35261613840631084	0.055417200347559696	0.32989884060111047	0.6219802290914797	0.6011814744801512	0.5981057478564624	0.5905219425621168	other	59.0	0.0002021902213019		0.0	0.0005768997700367	4.610130600569524e-05	0.0	False	ITGB1	0.9661016949152542	0.0	0.6011814744801512	0.0696175498194398	0.0002021902213019	0.00019533631549505592	0.13129436915133907	0.0226859691395812	4.0915809433588654e-05
ADAM20	200	0.5644433688286544	0.43774967731526304	0.04360501016526627	0.026340236432979072	0.01234524148755449	-0.0049195322447327106	0.12669369151339138	0.0172647737322872	0.0024710761621214	0.0026854214710757	0.0097155419423087	-0.0246073409871719	0.007822395984556	-0.0393507851730362	0.0064887747612786	-0.0489273879500166	0.0055303850531907	-0.097225294741582	0.167982404080547	0.0999107162126577	0.5947689388035597	0.07261795375441009	0.4322950022764886	0.05787450956854579	0.34452721334310205	0.04829790679156539	0.28751765433959803	0.6838035462105758	0.6228985507246377	0.5925277865989202	0.5753565666343982	other	59.0	0.0002201777300497	0.5028400421142578	-2.46680876138999e-05	0.0003940749974577	0.000275967001305	-5.0627811147000015e-06	False		0.0	0.0	0.6228985507246377	0.07261795375441009	0.0002201777300497	0.0	0.12669369151339138	0.0172647737322872	5.41190478498973e-05
ADAM21	200	0.5865158115521136	0.4440383994837044	0.04433753174957566	0.029029931680248266	0.013077763071863875	-0.002229836997463517	0.14247741206840925	0.015307600069327392	0.0026507397857692	-0.136272791460991	0.02243650139826	-0.101582345733146	0.021946686198432	-0.072557128400402	0.0164305713264127	-0.0586860433478943	0.0107698338182875	-0.097225294741582	0.167982404080547	-0.039047496719409006	-0.23244992196138511	-0.004357050991564013	-0.025937543967252796	0.024668166341179992	0.14684970414729684	0.0385392513936877	0.2294243352726888	0.4304346461635023	0.4854505356017643	0.5416227373769451	0.5602484672474992	other	59.0	0.0005289038173881	0.02734375	0.0003424098009609	0.0012512368622017	0.000190844134974	0.0	False	IGSF21	0.0169491525423728	0.0	0.4854505356017643	-0.004357050991564013	0.0005289038173881	8.964471481154195e-06	0.14247741206840925	0.015307600069327392	-1.539053452235821e-05
ADAM23	200	0.5792191029364311	0.44101000322684736	0.04579080568594188	0.02646879929449652	0.014531037008230094	-0.004790969383215264	0.13820909970958373	0.019322006391445358	0.0026249724016335	-0.0100964967162452	0.0090079331119444	-0.0294557952512954	0.0076740674836034	-0.0286155636336153	0.0065820282781033	-0.0477673374876617	0.0057425808616504	-0.097225294741582	0.167982404080547	0.0871287980253368	0.5186781228798156	0.0677694994902866	0.403432132438058	0.0686097311079667	0.4084340350020742	0.04945795725392029	0.294423439911036	0.6615910873999686	0.6016257088846881	0.6158066052715148	0.5847684737011939	other	59.0	-0.0019764998785254	0.0384902954101562	-0.0014391517305918	0.0002761671462364	-0.0032754614447114	-0.0042982734407369	False	ITGA5	0.1525423728813559	0.0508474576271186	0.6016257088846881	0.0677694994902866	-0.0019764998785254	-0.0003014999814699762	0.13820909970958373	0.019322006391445358	-0.0004017264025312875
ADAM28	200	0.5796442400774443	0.433492658922233	0.045487304769834404	0.026166483376554313	0.014227536092122621	-0.00509328530115747	0.14615158115521132	0.01932082139328009	0.0030293611412915	-0.0213392203676445	0.0114442996195868	0.0018107172666935	0.0097253353659627	-0.0241973134484548	0.008245115656883	-0.0347563660549393	0.0070863415398062	-0.097225294741582	0.167982404080547	0.07588607437393749	0.45175013888687043	0.0990360120082755	0.5895618207773003	0.0730279812931272	0.43473589804150276	0.062468928686642694	0.3718778108252877	0.617291699356661	0.6748865784499055	0.6184677675452525	0.6049507905776057	other	59.0	0.0381409365824955	2.157606107134368e-05	0.0306355599310352	0.0270109624272594	0.0693131513341368	-0.0027583116753245	True	ITGA4	0.7288135593220338	0.3898305084745763	0.6748865784499055	0.0990360120082755	0.0381409365824955	0.02779763174656451	0.14615158115521132	0.01932082139328009	0.013340675795574939
ADAM29	200	0.565389641819942	0.4468501936108422	0.0443430699991997	0.027598464168499783	0.013083301321487918	-0.0036613045092119996	0.11853944820909978	0.016744605830699918	0.0025918761145193	-0.0200687596761634	0.0112947849928008	-0.0284221543451554	0.0091905809911923	-0.0476496319412817	0.0077301645932865	-0.0632298323918893	0.0065710880263392	-0.097225294741582	0.167982404080547	0.07715653506541859	0.4593131970442707	0.0688031403964266	0.40958540135808347	0.04957566280030029	0.2951241415531173	0.033995462349692696	0.202375138847233	0.6457367017103405	0.6033868935097668	0.5835328675770086	0.5421934494998386	other	59.0	0.0004413492993151	0.10546875	0.0002679063036371	0.0006403618508362	0.0005330319265395	0.0	False	ITGA4	0.7288135593220338	0.0	0.6033868935097668	0.0688031403964266	0.0004413492993151	0.0003216613537381237	0.11853944820909978	0.016744605830699918	9.125946601780089e-05
ADAM7	200	0.5726121329461117	0.43008349467570184	0.046195586599276126	0.025789230220251848	0.014935817921564343	-0.005470538457459935	0.14252863827040985	0.020406356379024278	0.0023123808525781	-0.0049654804367886	0.008502663357893	-0.0071531149357007	0.0070240787728995	-0.0318763776321617	0.0059181790485202	-0.0366741333497879	0.0051248920023271	-0.097225294741582	0.167982404080547	0.0922598143047934	0.5492230856545851	0.0900721798058813	0.5362000877347367	0.06534891710942028	0.38902239473894956	0.060551161391794096	0.36046133357372373	0.6556472618860819	0.6529678638941399	0.605828834550651	0.594838657631494	other	40.0	4.3900382309905e-05		0.0		8.361977582839048e-05	0.0	False	ITGA4	0.7288135593220338	0.0	0.6529678638941399	0.0900721798058813	4.3900382309905e-05	3.1995193886879914e-05	0.14252863827040985	0.020406356379024278	1.3430695412164507e-05
ADAM9	200	0.5751193933526945	0.43788802839625685	0.04369534299417353	0.028132905820509334	0.01243557431646175	-0.003126862857202449	0.13723136495643762	0.0155624371736642	0.0027326416520384	-0.0627366789238227	0.0141132326074801	-0.0473843384400585	0.0105052966703083	-0.0378400209043133	0.0081818517540297	-0.0401321598238928	0.0066455606202924	-0.097225294741582	0.167982404080547	0.03448861581775929	0.2053108836400634	0.04984095630152349	0.2967034349480135	0.059385273837268694	0.3535207997665854	0.05709313491768919	0.3398756865648454	0.5565228306919818	0.5865154379332073	0.5954763416957765	0.5887592771861891	other	59.0	0.1427693443875043	1.7936902455537938e-10	0.1628348763164849	0.1074074856589892	0.1690265349243175	0.1338603438629377	True	ITGB1	0.9661016949152542	0.9322033898305084	0.5865154379332073	0.04984095630152349	0.1427693443875043	0.13792970559470755	0.13723136495643762	0.0155624371736642	0.02470350470624364
ADAMTS3	200	0.5772668602775088	0.43208292997741216	0.04406400118644317	0.02584081265428123	0.012804232508731389	-0.005418956023430552	0.1451839303000967	0.01822318853216194	0.0022035461914654	-0.0548113730205798	0.0167030480343874	-0.0306020012481137	0.0112492882189383	-0.0295601808388659	0.0080380609720718	-0.0430843384342885	0.006071296323568	-0.097225294741582	0.167982404080547	0.042413921721002196	0.25249026499623656	0.0666232934934683	0.39660876303164855	0.0676651139027161	0.4028107245701217	0.05414095630729349	0.3223013541426225	0.566872744390397	0.6112759924385633	0.6066783105747856	0.5914948370442078	other	59.0	0.0010494861314995	0.3740789592266083	0.0002641114069133	0.0026781855825498	0.0004520784812948	-0.0001222896095888	False		0.0	0.0	0.6112759924385633	0.0666232934934683	0.0010494861314995	0.0	0.1451839303000967	0.01822318853216194	0.0002335652216662309
ADCYAP1	200	0.5821143917392707	0.43098741529525647	0.04374023507741699	0.02583420235497509	0.012480466399705209	-0.005425566322736691	0.15112697644401424	0.0179060327224419	0.0042627689469916	-0.0438117112890177	0.0427425920090604	-0.0631557964314052	0.0301040973007828	-0.0546183907078637	0.0199864359715874	-0.0429480094935417	0.0140898926837339	-0.097225294741582	0.167982404080547	0.05341358345256429	0.31797130029733744	0.03406949831017679	0.20281587524988975	0.04260690403371829	0.2536390895637404	0.05427728524804029	0.32311292093435284	0.599723834928605	0.5664335223692502	0.5779167989838044	0.5853412391093902	other	59.0	-0.0062236915228702	0.2861433029174804	0.0031925937145597	-6.104715074378948e-05	0.0093528840801661	-0.0660416007571446	False	VIPR1	0.0508474576271186	0.0508474576271186	0.5664335223692502	0.03406949831017679	-0.0062236915228702	-0.0003164588909933997	0.15112697644401424	0.0179060327224419	-0.00082692350000782
ADGRB1	200	0.5729896740884157	0.4519607131332688	0.04538088668154624	0.027424118751890176	0.014121118003834456	-0.003835649925821607	0.12102896095514692	0.017956767929656062	0.0027340698243564	-0.0046002155739571	0.0103065034074733	-0.0277746619849554	0.0086127917311515	-0.0421404530923811	0.0073412243372265	-0.0523041704016847	0.0062945936939956	-0.097225294741582	0.167982404080547	0.0926250791676249	0.5513975090105955	0.06945063275662659	0.41343992626349874	0.0550848416492009	0.32792030778883186	0.04492112433989729	0.26741565335829914	0.6657461164286835	0.609294265910523	0.5827786598920293	0.565350112939658	other	59.0	0.0038624431281844	0.0005617564504518	0.0076631405042164	0.0012140287115916	0.0039029093563798	0.0051361219462775	False		0.0	0.0338983050847457	0.609294265910523	0.06945063275662659	0.0038624431281844	0.0	0.12102896095514692	0.017956767929656062	0.0008442857726321166
ADGRE5	200	0.5801072926750566	0.4127246692481445	0.04420307671379575	0.024997692105827928	0.01294330803608397	-0.006262076571883855	0.16738262342691207	0.019205384607967824	0.0043624879529219	-0.0659992165953017	0.0194558899143359	-0.0250155129943453	0.0150463996417339	-0.0400390782103806	0.0122005849354376	-0.0413726752703533	0.0102650364280773	-0.097225294741582	0.167982404080547	0.031226078146280298	0.18588898234429066	0.07220978174723669	0.42986515249902213	0.05718621653120139	0.3404298018248435	0.055852619471228694	0.33249089258448494	0.5395198493645065	0.6215910522999369	0.5964115592251509	0.5943304291707002	other	59.0	0.0087396363206733	0.1865361118403643	-0.0394472744064661	0.0773809357666512	0.0154892806366368	-0.0983779317723729	True	CD55	0.7966101694915254	0.7966101694915254	0.6215910522999369	0.07220978174723669	0.0087396363206733	0.00696208317070585	0.16738262342691207	0.019205384607967824	0.0021253231538988313
ADGRF5	200	0.5579122297515328	0.4208518877057115	0.0480152140402063	0.025658863119955723	0.016755445362494514	-0.00560090555775606	0.13706034204582124	0.022356350920250574	0.0040923646608005	-0.0275086735599254	0.0153651643548934	-0.0308610812640181	0.0134707594060481	-0.0516025413680013	0.0120220188540863	-0.0593292581664311	0.0107865534354662	-0.097225294741582	0.167982404080547	0.0697166211816566	0.4150233565429134	0.0663642134775639	0.39506645854254163	0.045622753373580696	0.27159245412218735	0.03789603657515089	0.22559527459185472	0.6082661227051624	0.6116824196597354	0.5786360749444268	0.5681429493384963	other	59.0	0.1596847850430062	7.21667092871662e-08	0.2391510967422364	0.0358985215244418	0.0786833962005543	0.5217186801043296	False		0.0	0.6779661016949152	0.6116824196597354	0.0663642134775639	0.1596847850430062	0.0	0.13706034204582124	0.022356350920250574	0.0356679663528953
ADIPOQ	200	0.5717029686995805	0.43230800258147795	0.048342422461098905	0.025909596259311968	0.017082653783387122	-0.005350172418399815	0.13939496611810254	0.022432826201786937	0.0065008354594512	-0.0834084107492131	0.0536671657447042	-0.0633531729701284	0.0368357406289272	-0.0400566635574436	0.0257699165660354	-0.0381110287319431	0.0191483830022958	-0.097225294741582	0.167982404080547	0.013816883992368897	0.08225197197287253	0.0338721217714536	0.20164089183538553	0.057168631184138397	0.3403251161754194	0.05911426600963889	0.35190748896112833	0.492119880746901	0.5556899810964083	0.5933867894569704	0.5915472733139723	other	59.0	-8.561074483612204e-05		0.0	6.608031224894737e-05	-0.0003003123751457	0.0	False	ADIPOR1	0.6779661016949152	0.0	0.5556899810964083	0.0338721217714536	-8.561074483612204e-05	-5.804118293974375e-05	0.13939496611810254	0.022432826201786937	-9.535321523146145e-06
ADM	200	0.5644377218457567	0.4543679412713779	0.03831663196259841	0.036467435967318385	0.007056863284886625	0.005207667289606602	0.11006978057437877	0.001849195995280023	0.0045360101696905	-0.192469747469629	0.0693364734725328	-0.184654762339314	0.0683823679126286	-0.16101437383107	0.0674362373705379	-0.154826548469589	0.0649073787416	-0.097225294741582	0.167982404080547	-0.095244452728047	-0.566990651487388	-0.087429467597732	-0.5204680101840302	-0.06378907908948801	-0.3797366720558504	-0.05760125372800699	-0.3429005201067809	0.347233641926879	0.34746376811594204	0.38201333756748174	0.39065827686350435	other	59.0	0.1653876683645762	1.1664340509736017e-07	0.1759370240929607	0.1783037146242216	0.2332704935447075	-0.0319943055242979	False	RAMP2	0.0338983050847457	0.6440677966101694	0.34746376811594204	-0.087429467597732	0.1653876683645762	0.005606361639477149	0.11006978057437877	0.001849195995280023	-0.05045522346484534
ADM2	200	0.578268796385931	0.43973902871894155	0.0470490177757978	0.026472039109358407	0.015789249098086017	-0.004787729568353376	0.13852976766698943	0.020576978666439392	0.0020097955985824	-0.0059960256857924	0.007193120789439	-0.0296346409384422	0.006146019944156	-0.0309345416604073	0.0052743519072104	-0.0298884837878323	0.0045738432308521	-0.097225294741582	0.167982404080547	0.0912292690557896	0.5430882451952853	0.06759065380313979	0.40236746326555906	0.06629075308117469	0.3946291484755064	0.06733681095374969	0.4008563356520479	0.6703969872901302	0.6133711405166982	0.6099142584947602	0.6092804130364634	other	59.0	0.0175102617068251	2.5661582307983653e-07	0.0127500540471154	0.026720072272697	0.0131209384921288	0.0135982020795088	True	ADRB2	0.3050847457627119	0.2033898305084746	0.6133711405166982	0.06759065380313979	0.0175102617068251	0.005342113741065285	0.13852976766698943	0.020576978666439392	0.003970316680897255
AGRN	200	0.5700935785737334	0.4409555501774767	0.04460150533965865	0.026643050542826698	0.013341736661946865	-0.0046167181348850846	0.12913802839625677	0.01795845479683195	0.0034057987155059	-0.0045855740564991	0.015717008483334	-0.018690693334465	0.0121487275890421	-0.0488828900677663	0.0096857900400968	-0.0363801360493026	0.008011672740898	-0.097225294741582	0.167982404080547	0.09263972068508289	0.5514846700292636	0.07853460140711699	0.46751683211689193	0.048342404673815696	0.28778255043091105	0.0608451586922794	0.36221150081352776	0.6463894555154558	0.6211468178954002	0.5772753255001588	0.5950185543723782	other	59.0	0.2112981096940556	7.699600184405373e-11	0.2085264429492762	0.1813469042330956	0.2112012985939197	0.2778339546172657	True	ITGB1	0.9661016949152542	0.9322033898305084	0.6211468178954002	0.07853460140711699	0.2112981096940556	0.20413546190781642	0.12913802839625677	0.01795845479683195	0.05119618723349608
AGRP	200	0.5812229751532751	0.45403436592449176	0.04961935993227738	0.02725270266991161	0.0183595912545656	-0.004007066007800174	0.1271886092287834	0.022366657262365773	0.0032166744637464	-0.0233303006584969	0.0141400377904219	-0.0259239154815011	0.0118161911648191	-0.0329033927930796	0.0100013834637148	-0.0350915979515003	0.0086112588152905	-0.097225294741582	0.167982404080547	0.07389499408308509	0.43989722904342227	0.0713013792600809	0.4244574284452563	0.0643219019485024	0.3829085689097548	0.0621336967900817	0.3698821738513089	0.6179256237250902	0.6281348456206679	0.606800571610035	0.5897733139722491	other	59.0	-0.0033816811853832	0.0326697826385498	-0.001965087226525	-0.0001574089301862	-0.0001161426189127	-0.0193820614446279	False		0.0	0.0	0.6281348456206679	0.0713013792600809	-0.0033816811853832	-0.0	0.1271886092287834	0.022366657262365773	-0.0008666223932547872
AGT	200	0.5473184898354309	0.4574068247821878	0.037473871051799064	0.02837764058906147	0.006214102374087281	-0.002882128088650314	0.08991166505324305	0.009096230462737595	0.0049503032023895	-0.10338208457089	0.0643434532734381	-0.12484437879021	0.0529721488934158	-0.0879246850064916	0.0329867883565183	-0.0520362298552735	0.0210943743685727	-0.097225294741582	0.167982404080547	-0.006156789829308007	-0.03665139728775311	-0.027619084048628006	-0.1644165304086537	0.009300609735090393	0.055366571195342475	0.04518906488630849	0.2690107046249945	0.4931680527224227	0.4453276622558286	0.507721498888536	0.5684269119070668	other	59.0	0.0343506947073039	2.090238240270992e-07	0.0580587815989227	0.0358362498712834	0.0254628741978628	0.0256104517813559	False	LRP2	0.0169491525423728	0.1694915254237288	0.4453276622558286	-0.027619084048628006	0.0343506947073039	0.0005822151645305718	0.08991166505324305	0.009096230462737595	-0.0037560655655692796
