ligand	n	auroc_high	auroc_low	aupr_high	aupr_low	aupr_corrected_high	aupr_corrected_low	delta_auroc	delta_aupr_corrected	mean_rp_all	mean_z_top25	mean_rp_top25	mean_z_top50	mean_rp_top50	mean_z_top100	mean_rp_top100	mean_z_top200	mean_rp_top200	bg_mean_z	bg_sd_z	centered_z_top25	cohen_d_top25	centered_z_top50	cohen_d_top50	centered_z_top100	cohen_d_top100	centered_z_top200	cohen_d_top200	target_auroc_k25	target_auroc_k50	target_auroc_k100	target_auroc_k200	family	n_patients	mean_delta	p_wilcoxon	mean_GSE123902	mean_GSE131907	mean_GSE205335	mean_GSE189357	potential	best_receptor	best_receptor_frac	frac_patients_pct10	target_auroc	centered_z	outgoing_expr	outgoing_lr	activity_delta_auroc	activity_delta_aupr	realized_activity_delta
A2M	200	0.5689778960955146	0.44766416585995483	0.049014272053841	0.02705065543026487	0.017754503376129216	-0.004209113247446914	0.1213137302355598	0.02196361662357613	0.0038137001310396	-0.001443828092875	0.0129933562513914	-0.0252883691493731	0.011266166326768	-0.0532335401765352	0.0097511117097882	-0.0359852964401965	0.0084734801759143	-0.097225294741582	0.167982404080547	0.095781466648707	0.5701874977499436	0.07193692559220889	0.42824083859232887	0.043991754565046795	0.2618831109474591	0.0612399983013855	0.36456198276589213	0.6411172132433705	0.6100976685570259	0.5707700857415052	0.5964964504678929	other	59.0	-0.0500081987150815	0.0009167011499621	-0.0973470320668232	0.0071241318990921	-0.0059938138505597	-0.2207224243047307	False	LRP1	0.0677966101694915	0.1864406779661017	0.6100976685570259	0.07193692559220889	-0.0500081987150815	-0.003390386353564846	0.1213137302355598	0.02196361662357613	-0.011011572174533857
AANAT	200	0.5798273636656985	0.43053888351080993	0.05209955573470483	0.025820392729179693	0.020839787056993048	-0.0054393759485320894	0.1492884801548886	0.026279163005525137	0.0023319762348181	-0.0118582015691403	0.0074715417197295	-0.0262307089584093	0.0065644387324354	-0.0154550791172315	0.0057339183580473	-0.0324147756654876	0.005013675058226	-0.097225294741582	0.167982404080547	0.08536709317244169	0.5081906860405955	0.07099458578317269	0.4226310855101885	0.0817702156243505	0.48677845796957375	0.06481051907609439	0.3858173088475265	0.6333657618076259	0.6252205419029616	0.6364322006986345	0.6058397870280736	other	59.0	-7.588267093678816e-05	0.677703857421875	-0.0004228342270181	-7.549937382142078e-06	-0.0002221072226667	0.0005065516856859	False		0.0	0.0	0.6252205419029616	0.07099458578317269	-7.588267093678816e-05	-0.0	0.1492884801548886	0.026279163005525137	-1.9004138351497457e-05
ABCA1	200	0.5616271377863826	0.4261685221039045	0.03801625939579911	0.026490831068974343	0.00675649071808733	-0.00476893760873744	0.13545861568247813	0.01152542832682477	0.0048188695994175	-0.131248628149133	0.0469997338190793	-0.130510003272593	0.0460682887228249	-0.122780609545365	0.0451307129713287	-0.0921909927092762	0.040627241121507	-0.097225294741582	0.167982404080547	-0.034023333407550996	-0.2025410553788534	-0.033284708531010995	-0.19814401819759106	-0.025555314803783008	-0.15213090289819475	0.005034302032305787	0.029969222430534195	0.4428495214184842	0.43562381852551985	0.4533407430930454	0.5076419812842853	other	59.0	0.0681323244557076	3.868769162988199e-06	0.0340739400728181	0.0694606679432495	0.100221247339502	0.0282965396785873	False		0.0	0.6101694915254238	0.43562381852551985	-0.033284708531010995	0.0681323244557076	0.0	0.13545861568247813	0.01152542832682477	-0.00877219776687759
ACE	200	0.5700580832526622	0.4487842852533076	0.04674757466187465	0.026995267959480585	0.01548780598416287	-0.004264500718231198	0.12127379799935456	0.019752306702394067	0.0059100178693519	-0.0730030865264622	0.0357171518499031	-0.0285443757059105	0.0257161827255534	-0.045883805991781	0.0195447666075966	-0.0388534549937586	0.0154571132247923	-0.097225294741582	0.167982404080547	0.024222208215119792	0.14419491343572702	0.0686809190356715	0.40885781705290536	0.051341488749801	0.3056361112987937	0.058371839747823395	0.34748782211638246	0.5340467597677703	0.6078449905482042	0.5797777072086376	0.593268796385931	other	59.0	-0.0021898581530753	0.1357802118742239	0.0061117246672599	0.0080555677422813	0.0158803199061591	-0.0752068203151927	False		0.0	0.2033898305084746	0.6078449905482042	0.0686809190356715	-0.0021898581530753	-0.0	0.12127379799935456	0.019752306702394067	-0.0004723304636406272
ACE2	200	0.5765948693126816	0.44141618263956117	0.05151142957333933	0.02718538810126141	0.02025166089562755	-0.0040743805764503725	0.13517868667312039	0.02432604147207792	0.0026381872482989	-0.0232400398221195	0.0091984445170976	0.0181024931634303	0.0081500910472821	-0.0296438492510514	0.0071553953588	-0.0438125678877986	0.0062602689195352	-0.097225294741582	0.167982404080547	0.07398525491946249	0.4404345522045679	0.1153277879050123	0.6865468352846827	0.06758144549053059	0.4023126461395654	0.05341272685378339	0.3179662009609779	0.6259657931900204	0.6720447385003151	0.5972737376945062	0.5764230396902227	other	59.0	0.0064343509318537	0.0028951968317869	0.0030427433005484	0.0042288331405913	0.0091835964567347	0.0084439907456912	False	TIGIT	0.864406779661017	0.0338983050847457	0.6720447385003151	0.1153277879050123	0.0064343509318537	0.005561896568212521	0.13517868667312039	0.02432604147207792	0.0022139924469800573
ACP4	200	0.5806921587608905	0.4155860761535979	0.053201710645158044	0.0253608409905866	0.02194194196744626	-0.005898927687125181	0.16510608260729265	0.027840869654571443	0.0026861957312694	-0.0138004546080832	0.0089433025594859	-0.0026692786644124	0.0078606887304598	-0.0126565489358235	0.0070082359256181	-0.0518801759888778	0.0061980644617388	-0.097225294741582	0.167982404080547	0.0834248401334988	0.49662844504533266	0.0945560160771696	0.5628923850371276	0.08456874580575849	0.5034381206093946	0.045345118752704194	0.2699396939870045	0.6348344578691354	0.6397700063011972	0.6338139091775167	0.5736318167150694	other	40.0	-5.9209803818600015e-06	1.0	0.0		-1.1278057870209526e-05	0.0	False		0.0	0.0	0.6397700063011972	0.0945560160771696	-5.9209803818600015e-06	-0.0	0.16510608260729265	0.027840869654571443	-1.6551509305636745e-06
ADAM10	200	0.5533639883833494	0.4313226040658278	0.048450647255742205	0.025800346475885753	0.017190878578030422	-0.00545942220182603	0.12204138431752165	0.022650300779856452	0.004577502925574	-0.0389152514077706	0.0195258458616197	-0.051976639998071	0.0157932136035644	-0.0441839800513203	0.0131605612846349	-0.0498397529940734	0.0111100253571177	-0.097225294741582	0.167982404080547	0.058310043333811394	0.347119947788412	0.045248654743510995	0.2693654433104459	0.053041314690261694	0.3157551826965672	0.04738554174750859	0.2820863411669438	0.5884763847481563	0.5802047889098929	0.58946014607812	0.5775048402710552	other	59.0	0.0970482568021768	8.022986950499421e-08	0.0578456446328563	0.1188170048266409	0.1168411487575994	0.0484670543760117	True	CD44	1.0	0.9491525423728814	0.5802047889098929	0.045248654743510995	0.0970482568021768	0.0970482568021768	0.12204138431752165	0.022650300779856452	0.015567469901783338
ADAM11	200	0.5672394320748628	0.45039569215876096	0.04636575547078104	0.02714713256624372	0.015105986793069258	-0.004112636111468063	0.11684373991610186	0.01921862290453732	0.0032406103153762	-0.0257542965937324	0.0106554046897882	-0.0513666143297341	0.0091790891622094	-0.045576455209164	0.0079607431159691	-0.0513515387977441	0.0069360132528193	-0.097225294741582	0.167982404080547	0.0714709981478496	0.4254671704399438	0.045858680411847895	0.27299692883225324	0.051648839532417994	0.3074657718772292	0.04587375594383789	0.2730866735413644	0.6337988388514043	0.5894108380592312	0.579830104795173	0.5661503710874476	other	59.0	1.6688225699025462e-05	0.1429061889648437	0.0	0.0005396318740739	-0.0007174725491119	0.0006442803600208	False	ITGA4	0.7288135593220338	0.0169491525423728	0.5894108380592312	0.045858680411847895	1.6688225699025462e-05	1.2162605170476183e-05	0.11684373991610186	0.01921862290453732	2.984216490942933e-06
ADAM12	200	0.5778872216844143	0.4349350596966764	0.04644191516350106	0.02617077959614516	0.015182146485789277	-0.005088989081566624	0.1429521619877379	0.0202711355673559	0.003061542676136	0.0288777310056149	0.0113763267518549	-0.0363908193772898	0.0093574764510106	-0.0325646687843899	0.0079254382134518	-0.0328474504388119	0.0068251158440469	-0.097225294741582	0.167982404080547	0.1261030257471969	0.7506918741723146	0.06083447536429219	0.3621479029144164	0.0646606259571921	0.38492499444279626	0.0643778443027701	0.38324159399398255	0.7101522046132119	0.6034593572778828	0.5992918386789456	0.604349790254921	other	59.0	0.0007858552205881	0.0312616567634904	-0.0069888334179953	0.0104645220242147	0.0071474157402386	-0.0258519840900491	False	ITGB1	0.9661016949152542	0.0338983050847457	0.6034593572778828	0.06083447536429219	0.0007858552205881	0.0007592160605681644	0.1429521619877379	0.0202711355673559	0.00016260815207102728
ADAM15	200	0.5750298483381736	0.43585309777347536	0.05061851140378252	0.026235579812227638	0.019358742726070736	-0.005024188865484145	0.13917675056469825	0.02438293159155488	0.002875480065083	0.0008903514150677	0.0090818448129349	-0.0250933583636085	0.007870459076121	-0.0265124958600322	0.0068785808681352	-0.0348134705701862	0.0060697025275592	-0.097225294741582	0.167982404080547	0.0981156461566497	0.5840828787615373	0.0721319363779735	0.42940173866892917	0.0707127988815498	0.42095360682922034	0.06241182417139579	0.37153786739157235	0.6759328416758199	0.6241587901701323	0.618361384566529	0.6085503388189739	other	59.0	0.1779032903495858	4.8886831952957856e-11	0.2083648062505026	0.1496880904736499	0.2044915253698989	0.1415833684837008	True	ITGB1	0.9661016949152542	0.9491525423728814	0.6241587901701323	0.0721319363779735	0.1779032903495858	0.17187267033773543	0.13917675056469825	0.02438293159155488	0.0441765145941807
