n	barrier_mean_delta_auroc	potential_median_delta_auroc	potential_mean_delta_auroc	excess_over_median	perm_p_greater
50	0.28544108380592303	0.2728371140516699	0.26484275648736894	0.012603969754253153	0.13496625843539115
100	0.17244601460781195	0.15904255319148938	0.1545777269729318	0.013403461416322565	0.12446888277930518
200	0.13497398354307838	0.12598459180380767	0.12241338848308835	0.008989391739270713	0.1707073231692077
400	0.09426704734911637	0.0874281010336779	0.08398331349377532	0.0068389463154384655	0.15496125968507873
