family	n	metric	mean	min	max	n_ligands
core_barrier	50	delta_auroc	0.28544108380592303	0.25318840579710145	0.31510396975425325	4
core_barrier	50	delta_aupr_corrected	0.009580160695824859	0.0076761510411062165	0.011231992001101157	4
core_ifn_recruit	50	delta_auroc	0.23484483301827347	0.1782041587901702	0.2683963453056081	4
core_ifn_recruit	50	delta_aupr_corrected	0.006014893081236402	0.004222496984514748	0.0076466316998832756	4
core_barrier	100	delta_auroc	0.17244601460781195	0.14991743410606528	0.2013972689742774	4
core_barrier	100	delta_aupr_corrected	0.01147858875354593	0.009123503022586642	0.012950024764527609	4
core_ifn_recruit	100	delta_auroc	0.12179104477611942	0.09104160050809784	0.13655128612257855	4
core_ifn_recruit	100	delta_aupr_corrected	0.0038700121263219775	1.694990469571639e-05	0.0077548004844802	4
core_barrier	200	delta_auroc	0.13497398354307838	0.11647789609551462	0.16302879961277816	4
core_barrier	200	delta_aupr_corrected	0.018546775549432567	0.01500395988743504	0.020801448285377173	4
core_ifn_recruit	200	delta_auroc	0.08562691594062602	0.05236689254598259	0.1088427718618909	4
core_ifn_recruit	200	delta_aupr_corrected	0.00828394003073938	0.0016962104992835556	0.012966144718026366	4
core_barrier	400	delta_auroc	0.09426704734911637	0.06905385128376124	0.12091509669889955	4
core_barrier	400	delta_aupr_corrected	0.019094211464684	0.015281740266004547	0.023312151803839498	4
core_ifn_recruit	400	delta_auroc	0.05559858494498167	0.025003751250416872	0.07405864454818267	4
core_ifn_recruit	400	delta_aupr_corrected	0.008749625207416343	-0.0014121767457264123	0.013521077446130014	4
core_barrier	25	centered_z_top25	0.08743310497263984	0.0640806016773199	0.12028735817793049	4
core_barrier	25	target_auroc_k25	0.6479679899576338	0.6017385846540091	0.6965259689314295	4
core_ifn_recruit	25	centered_z_top25	0.012657017644803443	-0.078571796651432	0.052239397125314495	4
core_ifn_recruit	25	target_auroc_k25	0.5241314922328573	0.35139494743448924	0.6022971912756944	4
core_barrier	50	centered_z_top50	0.07444927498116771	0.0661465497571286	0.08603075646998119	4
core_barrier	50	target_auroc_k50	0.6261641461877756	0.6126275992438563	0.652284183994959	4
core_ifn_recruit	50	centered_z_top50	0.016799598087233646	-0.080342018531245	0.07012038274861969	4
core_ifn_recruit	50	target_auroc_k50	0.522846565847511	0.34627914303717705	0.6106427221172023	4
core_barrier	100	centered_z_top100	0.054939026612864164	0.039952893772985894	0.07315292614209849	4
core_barrier	100	target_auroc_k100	0.589770562083201	0.5634106065417593	0.6204302953318513	4
core_ifn_recruit	100	centered_z_top100	0.010893027445016617	-0.07699458856169901	0.04784457479060909	4
core_ifn_recruit	100	target_auroc_k100	0.5126282153064464	0.3536249603048587	0.5780692283264528	4
core_barrier	200	centered_z_top200	0.05749298839730449	0.041026653839840194	0.07191859582492109	4
core_barrier	200	target_auroc_k200	0.5906566634398194	0.5684841884478864	0.6119143272023233	4
core_ifn_recruit	200	centered_z_top200	0.011036195221250395	-0.06539514838019202	0.041836473075265494	4
core_ifn_recruit	200	target_auroc_k200	0.5148400693772184	0.372136172959019	0.572283801226202	4
