contrast	n	rho	p
drop IAC CLDN4 vs Slingshot PT	6	0.028571428571428574	0.9571545189504373
drop AIS CLDN4 vs Slingshot PT	6	-0.7714285714285715	0.07239650145772594
CLDN4 vs DPT (companion)	9	-0.5333333333333333	0.13922686754397814
IFN core vs Slingshot PT	9	0.7999999999999999	0.009627924725379839
CLDN4 vs IFN core	9	-0.09999999999999999	0.797971695234851
CLDN4 vs malignant-like	9	0.5166666666666667	0.15439012098622507
IFN vs Slingshot CLDN4-ward PT	9	-0.19999999999999998	0.6059012741795534
barrier vs Slingshot CLDN4-ward PT	9	0.7	0.03576957497026173
