dataset	graph	nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
GSE131907	GSE131907_mBrain	19	31	31	0	1.0	0.0	0.253621757030487		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	20	31	0	31	0.0	1.0	2.0240094661712646	2.0240094661712646	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	21	31	31	0	1.0	0.0	0.0658403038978576		NK cells	2	31			False		
GSE131907	GSE131907_mBrain	22	31	0	0	0.0	0.0	0.0325437672436237		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	23	31	0	31	0.0	1.0	1.347712755203247	1.347712755203247	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	24	31	0	31	0.0	1.0	1.2554099559783936	1.2554099559783936	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	25	31	31	0	1.0	0.0	0.4579618573188782		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	26	31	0	31	0.0	1.0	2.064116954803467	2.064116954803467	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	27	31	0	31	0.0	1.0	1.0958104133605957	1.0958104133605957	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	28	31	0	31	0.0	1.0	1.3277742862701416	1.3277742862701416	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	29	31	0	31	0.0	1.0	2.237607955932617	2.237607955932617	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	30	31	0	31	0.0	1.0	1.9131163358688357	1.9131163358688357	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	31	31	0	0	0.0	0.0	0.4003282785415649		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	32	31	0	30	0.0	0.967741935483871	1.0436557531356812	1.078444242477417	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	33	31	0	0	0.0	0.0	0.1136636137962341		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	34	31	0	31	0.0	1.0	1.7799336910247805	1.7799336910247805	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	35	31	0	31	0.0	1.0	1.666667103767395	1.666667103767395	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	36	31	0	31	0.0	1.0	1.5341506004333496	1.5341506004333496	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	37	31	0	31	0.0	1.0	1.813775658607483	1.813775658607483	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	38	31	0	0	0.0	0.0	0.0502882115542888		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	39	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	40	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	41	31	0	31	0.0	1.0	1.9539430141448972	1.9539430141448972	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	42	31	0	31	0.0	1.0	1.3683356046676636	1.3683356046676636	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	43	31	0	0	0.0	0.0	0.296776682138443		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	44	31	0	31	0.0	1.0	1.334148406982422	1.334148406982422	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	45	31	0	31	0.0	1.0	1.6721082925796509	1.6721082925796509	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	46	31	0	31	0.0	1.0	1.4319785833358765	1.4319785833358765	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	47	31	0	31	0.0	1.0	1.8269280195236208	1.8269280195236208	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	48	31	0	31	0.0	1.0	2.1135592460632324	2.1135592460632324	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	49	31	0	31	0.0	1.0	2.4076626300811768	2.4076626300811768	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	50	31	31	0	1.0	0.0	0.1377216428518295		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	51	31	0	31	0.0	1.0	1.7746803760528564	1.7746803760528564	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	52	31	0	31	0.0	1.0	1.1528470516204834	1.1528470516204834	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	53	31	0	31	0.0	1.0	2.321220636367798	2.321220636367798	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	54	31	0	0	0.0	0.0	0.004475163295865		B lymphocytes	4	31			False		
GSE131907	GSE131907_mBrain	55	31	0	31	0.0	1.0	2.0521798133850098	2.0521798133850098	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	56	31	0	0	0.0	0.0	0.0867502614855766		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	57	31	0	31	0.0	1.0	2.1694812774658203	2.1694812774658203	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	58	31	0	31	0.0	1.0	2.013640880584717	2.013640880584717	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	59	31	0	31	0.0	1.0	1.7773157358169556	1.7773157358169556	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	60	31	0	31	0.0	1.0	1.6245312690734863	1.6245312690734863	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	61	31	31	0	1.0	0.0	0.1172833889722824		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	62	31	0	31	0.0	1.0	0.4148584902286529	0.4148584902286529	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	63	31	0	31	0.0	1.0	1.9809701442718504	1.9809701442718504	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	64	31	31	0	1.0	0.0	0.1303924769163131		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	65	31	0	0	0.0	0.0	0.0796035155653953		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	66	31	0	0	0.0	0.0	0.0274730455130338		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	67	31	0	31	0.0	1.0	1.1797555685043335	1.1797555685043335	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	68	31	0	31	0.0	1.0	1.663791298866272	1.663791298866272	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	69	31	31	0	1.0	0.0	0.0672885030508041		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	70	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	71	31	0	0	0.0	0.0	0.1023425310850143		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	72	31	0	0	0.0	0.0	0.194919928908348		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	73	31	0	0	0.0	0.0	0.2278999537229538		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	74	31	0	0	0.0	0.0	0.3475064039230346		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	75	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	76	31	0	31	0.0	1.0	2.2853894233703613	2.2853894233703613	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	77	31	0	31	0.0	1.0	1.3882672786712646	1.3882672786712646	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	78	31	0	0	0.0	0.0	0.4471738934516907		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	79	31	31	0	1.0	0.0	0.0337126180529594		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	80	31	31	0	1.0	0.0	0.1253184527158737		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	81	31	0	0	0.0	0.0	0.0474107898771762		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	82	31	0	31	0.0	1.0	1.8817837238311768	1.8817837238311768	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	83	31	0	31	0.0	1.0	1.8398454189300537	1.8398454189300537	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	84	31	1	0	0.032258064516129	0.0	0.0763199254870414		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	85	31	0	31	0.0	1.0	2.0880417823791504	2.0880417823791504	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	86	31	0	31	0.0	1.0	1.980300545692444	1.980300545692444	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	87	31	0	31	0.0	1.0	1.9264849424362185	1.9264849424362185	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	88	31	0	30	0.0	0.967741935483871	1.071682691574097	1.0092450380325315	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	89	31	0	31	0.0	1.0	1.2025651931762695	1.2025651931762695	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	90	31	0	31	0.0	1.0	1.9439252614974976	1.9439252614974976	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	91	31	0	31	0.0	1.0	1.1590945720672607	1.1590945720672607	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	92	31	0	0	0.0	0.0	0.0177247989922761		Myeloid cells	3	31			False		
GSE131907	GSE131907_mBrain	93	31	31	0	1.0	0.0	0.1403362900018692		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	94	31	0	31	0.0	1.0	1.788427233695984	1.788427233695984	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	95	31	0	31	0.0	1.0	1.6269265413284302	1.6269265413284302	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	96	31	0	0	0.0	0.0	0.5377647280693054		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	97	31	0	31	0.0	1.0	1.626731514930725	1.626731514930725	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	98	31	0	31	0.0	1.0	2.025693655014038	2.025693655014038	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	99	31	0	31	0.0	1.0	2.2388830184936523	2.2388830184936523	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	100	31	0	31	0.0	1.0	1.924979567527771	1.924979567527771	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	101	31	0	31	0.0	1.0	2.159086227416992	2.159086227416992	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	102	31	0	0	0.0	0.0	0.0567946545779705		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	103	31	0	0	0.0	0.0	0.0865205973386764		Myeloid cells	3	31			False		
GSE131907	GSE131907_mBrain	104	31	0	0	0.0	0.0	0.1006549969315528		Myeloid cells	4	31			False		
GSE131907	GSE131907_mBrain	105	31	31	0	1.0	0.0	0.0473177433013916		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	106	31	0	0	0.0	0.0	0.1454517692327499		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	107	31	0	31	0.0	1.0	1.5275453329086304	1.5275453329086304	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	108	31	0	0	0.0	0.0	0.113380067050457		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	109	31	0	0	0.0	0.0	0.0		B lymphocytes	2	31			False		
GSE131907	GSE131907_mBrain	110	31	0	31	0.0	1.0	1.358851194381714	1.358851194381714	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	111	31	0	31	0.0	1.0	2.216559648513794	2.216559648513794	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	112	31	31	0	1.0	0.0	0.1629422307014465		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	113	31	0	31	0.0	1.0	0.8677699565887451	0.8677699565887451	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	114	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	115	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	116	31	0	31	0.0	1.0	1.6149619817733765	1.6149619817733765	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	117	31	0	0	0.0	0.0	0.0293056890368461		Myeloid cells	2	31			False		
GSE131907	GSE131907_mBrain	118	31	0	0	0.0	0.0	0.3934631943702698		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	119	31	0	31	0.0	1.0	1.5253808498382568	1.5253808498382568	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	120	31	0	31	0.0	1.0	1.631281495094299	1.631281495094299	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	121	31	0	31	0.0	1.0	2.069600820541382	2.069600820541382	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	122	31	0	30	0.0	0.967741935483871	1.2148319482803345	1.2553263902664185	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	123	31	0	31	0.0	1.0	1.881836533546448	1.881836533546448	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	124	31	0	31	0.0	1.0	0.9890978336334229	0.9890978336334229	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	125	31	0	0	0.0	0.0	0.0703782737255096		Myeloid cells	2	31			False		
GSE131907	GSE131907_mBrain	126	31	0	0	0.0	0.0	0.0096660135313868		Myeloid cells	2	31			False		
GSE131907	GSE131907_mBrain	127	31	0	31	0.0	1.0	1.984474539756775	1.984474539756775	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	128	31	0	31	0.0	1.0	1.3644057512283323	1.3644057512283323	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	129	31	0	0	0.0	0.0	0.1273511797189712		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	130	31	0	31	0.0	1.0	1.723727822303772	1.723727822303772	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	131	31	0	31	0.0	1.0	0.9985337257385254	0.9985337257385254	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	132	31	0	31	0.0	1.0	2.0007495880126958	2.0007495880126958	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	133	31	0	31	0.0	1.0	1.7186830043792725	1.7186830043792725	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	134	31	0	31	0.0	1.0	2.437054395675659	2.437054395675659	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	135	31	0	31	0.0	1.0	1.3938016891479492	1.3938016891479492	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	136	31	0	31	0.0	1.0	1.1030185222625732	1.1030185222625732	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	137	31	0	31	0.0	1.0	1.350694179534912	1.350694179534912	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	138	31	1	30	0.032258064516129	0.967741935483871	1.1251499652862549	1.162654995918274	Epithelial cells	7	31	-0.1428571428571428	0.7599453002180927	True	0.9456292858669998	0.928253005017017
GSE131907	GSE131907_mBrain	139	31	0	31	0.0	1.0	1.684714436531067	1.684714436531067	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	140	31	0	31	0.0	1.0	1.6180516481399536	1.6180516481399536	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	141	31	0	0	0.0	0.0	0.1543345898389816		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	142	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
GSE131907	GSE131907_mBrain	143	31	0	0	0.0	0.0	0.017645051702857		Myeloid cells	2	31			False		
GSE131907	GSE131907_mBrain	144	31	0	31	0.0	1.0	0.943662405014038	0.943662405014038	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	145	31	0	0	0.0	0.0	0.0889867767691612		Myeloid cells	2	31			False		
GSE131907	GSE131907_mBrain	146	31	31	0	1.0	0.0	0.118733562529087		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	147	31	0	31	0.0	1.0	1.835729002952576	1.835729002952576	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	148	31	0	31	0.0	1.0	2.332814693450928	2.332814693450928	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	149	31	0	31	0.0	1.0	1.9412612915039065	1.9412612915039065	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	150	31	0	31	0.0	1.0	1.375264286994934	1.375264286994934	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	151	31	0	31	0.0	1.0	1.2349549531936646	1.2349549531936646	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	152	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	153	31	0	31	0.0	1.0	2.0163018703460693	2.0163018703460693	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	154	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	155	31	0	1	0.0	0.032258064516129	0.1040789410471916	2.036881923675537	Myeloid cells	6	31	-0.942857142857143	0.004804664723032	True	0.0624606413994167	0.0608648274316385
GSE131907	GSE131907_mBrain	156	31	0	31	0.0	1.0	1.3587076663970947	1.3587076663970947	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	157	31	0	31	0.0	1.0	1.3813629150390625	1.3813629150390625	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	158	31	0	31	0.0	1.0	1.7559154033660889	1.7559154033660889	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	159	31	0	31	0.0	1.0	1.968723177909851	1.968723177909851	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	160	31	0	31	0.0	1.0	2.2268078327178955	2.2268078327178955	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	161	31	31	0	1.0	0.0	0.2804242372512817		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	162	31	31	0	1.0	0.0	0.1152817085385322		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	163	31	0	0	0.0	0.0	0.1012306064367294		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	164	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
GSE131907	GSE131907_mBrain	165	31	0	31	0.0	1.0	0.6384666562080383	0.6384666562080383	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	166	31	31	0	1.0	0.0	0.0636095777153968		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	167	31	0	31	0.0	1.0	2.3510873317718506	2.3510873317718506	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	168	31	0	31	0.0	1.0	1.8294191360473635	1.8294191360473635	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	169	31	0	31	0.0	1.0	2.1894898414611816	2.1894898414611816	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	170	31	0	31	0.0	1.0	1.6934159994125366	1.6934159994125366	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	171	31	0	0	0.0	0.0	0.0454237312078475		MAST cells	1	31			False		
GSE131907	GSE131907_mBrain	172	31	0	0	0.0	0.0	0.054817046970129		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	173	31	0	31	0.0	1.0	1.3744137287139893	1.3744137287139893	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	174	31	0	31	0.0	1.0	2.4910778999328613	2.4910778999328613	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	175	31	0	31	0.0	1.0	1.4773601293563845	1.4773601293563845	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	176	31	31	0	1.0	0.0	0.1347027420997619		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	177	31	0	31	0.0	1.0	1.7688685655593872	1.7688685655593872	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	178	31	0	31	0.0	1.0	1.7144376039505005	1.7144376039505005	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	179	31	0	31	0.0	1.0	1.794859528541565	1.794859528541565	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	180	31	0	31	0.0	1.0	2.154200792312622	2.154200792312622	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	181	31	0	30	0.0	0.967741935483871	1.5510188341140747	1.60271954536438	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	182	31	0	0	0.0	0.0	0.171880841255188		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	183	31	0	0	0.0	0.0	0.0922286659479141		Myeloid cells	3	31			False		
GSE131907	GSE131907_mBrain	184	31	0	0	0.0	0.0	0.0505770333111286		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	185	31	0	31	0.0	1.0	0.51633220911026	0.51633220911026	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	186	31	0	31	0.0	1.0	1.457271933555603	1.457271933555603	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	187	31	0	31	0.0	1.0	1.6699687242507937	1.6699687242507937	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	188	31	0	0	0.0	0.0	0.051233522593975		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	189	31	0	0	0.0	0.0	0.4190319180488586		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	190	31	0	31	0.0	1.0	1.3925471305847168	1.3925471305847168	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	191	31	0	31	0.0	1.0	1.6889175176620483	1.6889175176620483	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	192	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	GSE131907_mBrain	193	31	0	31	0.0	1.0	1.1940832138061523	1.1940832138061523	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	194	31	0	0	0.0	0.0	0.0719077512621879		Myeloid cells	4	31			False		
GSE131907	GSE131907_mBrain	195	31	0	0	0.0	0.0	0.0688636973500251		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	196	31	0	31	0.0	1.0	2.111811399459839	2.111811399459839	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	197	31	0	31	0.0	1.0	1.2694826126098633	1.2694826126098633	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	198	31	31	0	1.0	0.0	0.3256053328514099		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	199	31	0	31	0.0	1.0	1.5998858213424685	1.5998858213424685	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	200	31	0	31	0.0	1.0	1.380968451499939	1.380968451499939	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	201	31	0	31	0.0	1.0	1.632763385772705	1.632763385772705	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	202	31	0	31	0.0	1.0	1.3356225490570068	1.3356225490570068	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	203	31	0	31	0.0	1.0	1.4959614276885986	1.4959614276885986	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	204	31	0	31	0.0	1.0	1.7371271848678589	1.7371271848678589	Epithelial cells	3	31			False		
GSE131907	GSE131907_mBrain	205	31	0	31	0.0	1.0	1.9332358837127688	1.9332358837127688	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	206	31	0	0	0.0	0.0	0.5563437938690186		Myeloid cells	1	31			False		
GSE131907	GSE131907_mBrain	207	31	0	31	0.0	1.0	1.2736140489578247	1.2736140489578247	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	208	31	31	0	1.0	0.0	0.1799307763576507		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	209	31	0	31	0.0	1.0	2.161605834960937	2.161605834960937	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	210	31	31	0	1.0	0.0	0.0499279722571373		T lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	211	31	0	31	0.0	1.0	2.097264289855957	2.097264289855957	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	212	31	0	31	0.0	1.0	2.439610242843628	2.439610242843628	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	213	31	0	31	0.0	1.0	1.808996558189392	1.808996558189392	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	214	31	0	0	0.0	0.0	0.0514780096709728		MAST cells	1	31			False		
GSE131907	GSE131907_mBrain	215	31	0	28	0.0	0.9032258064516128	0.4063437283039093	0.4498805701732635	Epithelial cells	2	31			False		
GSE131907	GSE131907_mBrain	216	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_mBrain	217	31	1	0	0.032258064516129	0.0	0.1102286428213119		B lymphocytes	1	31			False		
GSE131907	GSE131907_mBrain	218	31	0	31	0.0	1.0	1.3746116161346436	1.3746116161346436	Epithelial cells	1	31			False		
GSE131907	GSE131907_mBrain	219	31	0	31	0.0	1.0	1.3364472389221191	1.3364472389221191	Epithelial cells	1	31			False		
