family,statistic,outcome,primary,T,p_one,p_two,null_mean,ci_block_lo,ci_block_hi,ci_cluster_lo,ci_cluster_hi,sign_donor_neg,sign_donor_n,sign_donor_p,sign_section_neg,sign_section_n,sign_section_p,beats_sample_sign_floor,beats_donor_sign_floor,T_cell_weighted,p_one_cell_weighted
within_fov,delta,cd8nk_count_20,False,-0.23701984964951386,0.0002,0.0002,-6.091879520615401e-05,-0.25882923772913263,-0.21667290334220607,-0.3444945629016686,-0.11608265250882596,5,5,0.03125,8,8,0.00390625,True,True,-0.23488867426582344,0.0002
within_fov,delta,cd8nk_count_40,False,-0.7169525135794952,0.0002,0.0002,8.497630850063252e-05,-0.7892919751660504,-0.6458228358256964,-1.0598974441329603,-0.3490399633405586,4,5,0.1875,7,8,0.03515625,True,True,-0.7170924983295699,0.0002
within_fov,delta,cd8nk_count_50,True,-0.975601231823811,0.0002,0.0002,4.281688023316427e-05,-1.083204481673536,-0.8734383147395931,-1.4864446255262946,-0.4476852242591228,4,5,0.1875,7,8,0.03515625,True,True,-0.9746774370969,0.0002
within_fov,delta,cd8nk_count_80,False,-1.683618904956949,0.0002,0.0002,0.00015146992665905764,-1.9203313557297665,-1.4668530602085328,-2.675474940104748,-0.6909296885497966,4,5,0.1875,7,8,0.03515625,True,True,-1.691976920346097,0.0002
within_fov,delta,cd8nk_count_100,False,-2.0436103853036616,0.0002,0.0002,0.0003683014269698949,-2.349938087524665,-1.7323082381921444,-3.4422277820226848,-0.6449929885846373,4,5,0.1875,7,8,0.03515625,True,True,-2.068867848704881,0.0002
within_fov,delta,cd8nk_contact_20,True,-0.12852298896648154,0.0002,0.0002,-9.850764040975146e-06,-0.1384304750981968,-0.11954209267819318,-0.1851434445385905,-0.06365674312800314,5,5,0.03125,8,8,0.00390625,True,True,-0.12859967440629663,0.0002
within_fov,delta,cd8_count_50,False,-0.5359948892766487,0.0002,0.0002,3.938788924496264e-05,-0.6037574842275666,-0.46741962941566323,-0.831000375573311,-0.24845009609793398,4,5,0.1875,7,8,0.03515625,True,True,-0.5361562379296098,0.0002
within_fov,delta,cd8_contact_20,False,-0.08581222498558314,0.0002,0.0002,1.2314472098946164e-05,-0.09376511520471735,-0.07763229454236963,-0.12461677812700034,-0.04250778741187063,5,5,0.03125,8,8,0.00390625,True,True,-0.08632780987684474,0.0002
within_fov,spearman,cd8nk_count_20,False,-0.12952139520878264,0.0002,0.0002,-1.2661605241865206e-05,-0.13918375581875564,-0.12017593707821769,-0.17592675957141554,-0.06481420612974774,5,5,0.03125,8,8,0.00390625,True,True,-0.13452471441365543,0.0002
within_fov,spearman,cd8nk_count_40,False,-0.1359584788757905,0.0002,0.0002,2.6319465938259258e-05,-0.1476549699956994,-0.12424136339526981,-0.18453822103282694,-0.06045521191889551,4,5,0.1875,7,8,0.03515625,True,True,-0.14226976739724567,0.0002
