family,statistic,outcome,primary,T,p_one,p_two,null_mean,ci_block_lo,ci_block_hi,ci_cluster_lo,ci_cluster_hi,sign_donor_neg,sign_donor_n,sign_donor_p,sign_section_neg,sign_section_n,sign_section_p,beats_sample_sign_floor,beats_donor_sign_floor,T_cell_weighted,p_one_cell_weighted
within_fov,spearman,cd8nk_count_50,True,-0.12708312281761575,0.0002,0.0002,3.3240564519457324e-05,-0.13884190259693938,-0.11600717594007551,-0.1762650030385789,-0.052953099725099075,4,5,0.1875,7,8,0.03515625,True,True,-0.13320236771229568,0.0002
within_fov,spearman,cd8nk_count_80,False,-0.10055761591243287,0.0002,0.0002,3.618108202942109e-05,-0.1119017290215943,-0.08899760335779815,-0.15338300416811193,-0.03540621055071657,4,5,0.1875,7,8,0.03515625,True,True,-0.10564321782427832,0.0002
within_fov,spearman,cd8nk_count_100,False,-0.08329396389912917,0.0002,0.0002,2.7782006293156567e-05,-0.09575738370513454,-0.07122394711519156,-0.13695419418706306,-0.02105983643468528,4,5,0.1875,7,8,0.03515625,True,True,-0.08824207040879288,0.0002
within_fov,spearman,cd8nk_contact_20,True,-0.1260953320016148,0.0002,0.0002,-4.664540240638764e-06,-0.13573202462601347,-0.1169021142264734,-0.17130277877300368,-0.06163546426446851,5,5,0.03125,8,8,0.00390625,True,True,-0.1306929759705895,0.0002
within_fov,spearman,cd8_count_50,False,-0.1074294486767432,0.0002,0.0002,4.375091988427817e-05,-0.118533491588069,-0.0965221908766931,-0.1506310698226216,-0.0462910455754925,4,5,0.1875,7,8,0.03515625,True,True,-0.11292554945034602,0.0002
within_fov,spearman,cd8_contact_20,False,-0.09491654439784451,0.0002,0.0002,2.0572260404415742e-05,-0.10289248330074834,-0.08751323241433581,-0.12893804705030085,-0.0475302242833038,5,5,0.03125,8,8,0.00390625,True,True,-0.0996095700590574,0.0002
within_fov,slope,cd8nk_count_20,False,-0.19140741364940211,0.0002,0.0002,-7.237541452276332e-05,-0.20998183917239494,-0.1728196147907675,-0.2729822409814769,-0.08990413133775424,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8nk_count_40,False,-0.5746266886468027,0.0002,0.0002,0.00012590905308569123,-0.6387784920719359,-0.5131841207841533,-0.8631582185030918,-0.22004714497356045,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8nk_count_50,False,-0.780799764749136,0.0002,0.0002,6.918611412325261e-05,-0.871344699391668,-0.6865760017240043,-1.2152949575521368,-0.28319560815226186,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8nk_count_80,False,-1.334265481274958,0.0002,0.0002,0.0001582136111560328,-1.5418686192906852,-1.1392300521062884,-2.2730500813708625,-0.4252529950538807,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8nk_count_100,False,-1.5946964349585016,0.0002,0.0002,0.00014501794044305096,-1.8777313617434366,-1.3246659263243596,-2.8697417700458394,-0.4036461750607795,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8nk_contact_20,False,-0.10502781227294133,0.0002,0.0002,-2.469802924519506e-06,-0.1140231574793935,-0.09640211079472702,-0.14853717909878947,-0.047398573816961984,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8_count_50,False,-0.42065195849175147,0.0002,0.0002,-4.158677315908645e-06,-0.4777166227377168,-0.36266102880170276,-0.6864911782886443,-0.14462255366119384,4,5,0.1875,7,8,0.03515625,True,True,,
within_fov,slope,cd8_contact_20,False,-0.07007447489603705,0.0002,0.0002,4.955760246322535e-06,-0.07742422999934565,-0.06281886895918554,-0.10306027168190013,-0.03098426362473385,4,5,0.1875,7,8,0.03515625,True,True,,
section_pooled,delta,cd8nk_count_20,False,-0.28891858921275626,0.0002,0.0002,-0.05704632777471309,-0.31279831585352535,-0.26335286487141474,-0.4217845343451902,-0.14392209599431222,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8nk_count_40,False,-0.9316247729609073,0.0002,0.0002,-0.21776754388409642,-1.0217252205098697,-0.8295974676928006,-1.3833714207592467,-0.44304436555630017,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8nk_count_50,False,-1.2977088508132595,0.0002,0.0002,-0.3237182248018401,-1.4316875406614331,-1.1464934812955905,-1.9416327126948958,-0.6492941670996905,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8nk_count_80,False,-2.4182635209075807,0.0002,0.0002,-0.7198365408685763,-2.738825192384223,-2.0601713216484465,-3.9165075199663546,-0.9849482451493703,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8nk_count_100,False,-3.1251562251374287,0.0002,0.0002,-1.0378856047206333,-3.6054311413279354,-2.6028588952902134,-5.465113306673654,-0.9694617682951419,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8nk_contact_20,False,-0.15954415836317412,0.0002,0.0002,-0.033077051115403884,-0.17049548134624,-0.14718632817249466,-0.2295365054846604,-0.08089949779361279,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8_count_50,False,-0.7041022174057803,0.0002,0.0002,-0.16540912526195467,-0.7845105146865272,-0.6127212754274179,-1.0875493651621644,-0.3420906642337863,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,delta,cd8_contact_20,False,-0.10711118763277487,0.0002,0.0002,-0.021143511945993898,-0.11584063298656357,-0.09697352716468519,-0.1545607539366784,-0.055457729074910755,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,spearman,cd8nk_count_50,False,-0.17138742605137955,0.0002,0.0002,-0.046002799313780714,,,-0.24765738077730243,-0.08183802930743697,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,spearman,cd8nk_count_100,False,-0.12456695937920281,0.0002,0.0002,-0.04519030815622848,,,-0.20505930065427166,-0.03798845756199175,5,5,0.03125,8,8,0.00390625,True,True,,
section_pooled,spearman,cd8nk_contact_20,False,-0.15637940127022532,0.0002,0.0002,-0.032111265135597464,,,-0.2091019759202116,-0.08389148145371791,5,5,0.03125,8,8,0.00390625,True,True,,
