donor,sample,fov,n_tumor,n_high,n_low,delta_cd8nk_count_20,spearman_cd8nk_count_20,mean_high_cd8nk_count_20,mean_low_cd8nk_count_20,delta_cd8nk_count_40,spearman_cd8nk_count_40,mean_high_cd8nk_count_40,mean_low_cd8nk_count_40,delta_cd8nk_count_50,spearman_cd8nk_count_50,mean_high_cd8nk_count_50,mean_low_cd8nk_count_50,delta_cd8nk_count_80,spearman_cd8nk_count_80,mean_high_cd8nk_count_80,mean_low_cd8nk_count_80,delta_cd8nk_count_100,spearman_cd8nk_count_100,mean_high_cd8nk_count_100,mean_low_cd8nk_count_100,delta_cd8nk_contact_20,spearman_cd8nk_contact_20,mean_high_cd8nk_contact_20,mean_low_cd8nk_contact_20
Lung5,Lung5_Rep2,26,872,383,489,-0.7999647599673229,-0.3093789876118619,0.4699738903394256,1.2699386503067485,-2.527911707699947,-0.2934841227575568,2.6684073107049606,5.196319018404908,-3.5569046436752156,-0.28425945010991854,4.553524804177545,8.110429447852761,-6.5307843043030225,-0.23672760409800564,12.994778067885118,19.52556237218814,-8.022697784683402,-0.18183701197871138,21.112271540469973,29.134969325153374,-0.3953451120472857,-0.3267482185440973,0.26109660574412535,0.656441717791411
Lung5,Lung5_Rep2,27,2628,1311,1317,-0.35022388098601465,-0.22313042804237299,0.12585812356979406,0.4760820045558087,-0.9403157790484931,-0.1825824723235929,1.1006864988558351,2.041002277904328,-1.305430308464039,-0.15715857924463517,1.958047292143402,3.263477600607441,-2.0654823649199248,-0.11081692850009292,6.459954233409611,8.525436598329536,-2.435694812946002,-0.09405153891914521,10.864988558352403,13.300683371298405,-0.19469913766291533,-0.21689099708586076,0.09687261632341723,0.29157175398633256
Lung5,Lung5_Rep2,28,2205,1100,1105,-0.5550226244343891,-0.279969042193472,0.14,0.6950226244343891,-1.6827354997943231,-0.2502936052977757,1.1154545454545455,2.7981900452488686,-2.3041999177293295,-0.23076771940973592,2.171818181818182,4.476018099547511,-3.6318058412176057,-0.15326242854607822,8.370909090909091,12.002714932126697,-3.9809337721102427,-0.1205983666284273,15.013636363636364,18.994570135746606,-0.2483422459893048,-0.2646812874418176,0.11636363636363636,0.36470588235294116
Lung5,Lung5_Rep2,29,1950,975,975,-0.3046153846153846,-0.16979021139123096,0.28205128205128205,0.5866666666666667,-1.0676923076923075,-0.202404144790143,1.5712820512820513,2.638974358974359,-1.5302564102564098,-0.19422115117497465,2.723076923076923,4.253333333333333,-2.563076923076922,-0.15883093030597195,8.405128205128205,10.968205128205128,-3.2266666666666666,-0.13807274996028993,13.855384615384615,17.08205128205128,-0.1733333333333333,-0.16399049539425772,0.19794871794871796,0.3712820512820513
Lung5,Lung5_Rep2,30,732,237,495,-0.7185781869326174,-0.2516520479326711,0.7763713080168776,1.494949494949495,-2.360669991049738,-0.25362557307029515,3.9746835443037973,6.335353535353535,-3.376038869709755,-0.2452702867946383,6.421940928270042,9.797979797979798,-6.284669479606187,-0.21172181284557964,18.0042194092827,24.288888888888888,-7.900907812300218,-0.18014172438010725,29.573839662447256,37.474747474747474,-0.29719984656693516,-0.2731606875690104,0.3755274261603376,0.6727272727272727
Lung5,Lung5_Rep3,1,994,233,761,-0.5006175520125428,-0.2332225012762207,0.27467811158798283,0.7752956636005256,-1.5539244161454602,-0.2850941847637539,1.5236051502145922,3.0775295663600524,-2.0210531658705224,-0.2672077789359818,2.6609442060085837,4.681997371879106,-3.1682448551431657,-0.20776718122338994,7.257510729613734,10.4257555847569,-3.1398318228217903,-0.17755856780782797,12.090128755364807,15.229960578186597,-0.28676408385171986,-0.23080069951925405,0.20600858369098712,0.492772667542707
Lung5,Lung5_Rep3,2,1234,425,809,-0.38307860103250196,-0.20621329162330798,0.19294117647058823,0.5760197775030902,-1.1930138878790082,-0.20394618497577177,1.1011764705882352,2.2941903584672434,-1.7145728204755324,-0.1943344739388817,1.8070588235294118,3.521631644004944,-3.9763542499818216,-0.17680242488402012,4.752941176470588,8.72929542645241,-6.051107394750237,-0.16635837271409093,7.569411764705882,13.62051915945612,-0.23140841998109504,-0.20742359319767184,0.12705882352941175,0.3584672435105068
Lung5,Lung5_Rep3,3,1736,605,1131,-0.22205464337125777,-0.17073672004734639,0.1537190082644628,0.3757736516357206,-0.7061300246253224,-0.20468718784092826,0.7801652892561983,1.4862953138815207,-0.9559696312047412,-0.20164308261737743,1.3190082644628098,2.274977895667551,-2.1993701178654157,-0.23312880014516604,3.1074380165289255,5.306808134394341,-3.0763706512922813,-0.2430462840875945,4.8148760330578515,7.891246684350133,-0.1682326033423212,-0.17151460835190405,0.11735537190082644,0.28558797524314766
Lung5,Lung5_Rep3,4,1689,635,1054,-0.504147678883593,-0.22344170169551034,0.3165354330708661,0.8206831119544592,-1.6446338657383197,-0.25879297467522944,1.6409448818897638,3.2855787476280836,-2.3819614815700216,-0.263905337919835,2.674015748031496,5.055977229601518,-5.399719105320563,-0.2773672942951753,6.839370078740157,12.23908918406072,-7.53073107322685,-0.2753752953615206,10.705511811023623,18.236242884250473,-0.2529815177277413,-0.21244428702312618,0.2251968503937008,0.4781783681214421
Lung5,Lung5_Rep3,5,1788,661,1127,-0.3544372955391458,-0.19432064962077183,0.1664145234493192,0.520851818988465,-1.155691612960385,-0.2519874469472938,0.8895612708018155,2.0452528837622004,-1.6875710621024045,-0.2589341974502565,1.5173978819969742,3.2049689440993787,-3.8673704303796104,-0.2333782920875225,4.295007564296521,8.162377994676131,-5.387289297090933,-0.22431052337648355,7.007564296520424,12.394853593611357,-0.2001779992402144,-0.1913274631942818,0.12102874432677761,0.321206743566992
Lung5,Lung5_Rep3,6,916,138,778,-0.2230356544092993,-0.053614942104949284,1.1304347826086956,1.3534704370179949,-0.8401326329123355,-0.06659948988648205,5.072463768115942,5.912596401028278,-1.1107261279386016,-0.05922580389194924,8.202898550724637,9.313624678663238,-2.1345143623560965,-0.04760121749163965,21.41304347826087,23.547557840616967,-2.6224060206400637,-0.0315320791628251,33.72463768115942,36.347043701799485,-0.10526806005737488,-0.06369866507807696,0.5579710144927537,0.6632390745501285
Lung5,Lung5_Rep3,7,2101,974,1127,-0.27778314254011577,-0.20160416840618858,0.07802874743326489,0.35581188997338065,-0.965447691441544,-0.20383615964791651,0.5420944558521561,1.5075421472937,-1.4447434540283393,-0.20879906452360172,0.9527720739219713,2.3975155279503104,-2.9747981685308713,-0.1697349047679348,2.9568788501026693,5.931677018633541,-4.222531151555346,-0.1678119219690788,4.870636550308008,9.093167701863354,-0.16200084176157742,-0.19868332083581883,0.061601642710472276,0.2236024844720497
Lung5,Lung5_Rep3,8,2404,1193,1211,-0.19968879847555554,-0.2106485977421245,0.06538139145012574,0.26507018992568127,-0.5985908717449643,-0.23592452654727394,0.3948030176026823,0.9933938893476466,-0.8385815135496562,-0.21540331996556827,0.6932103939647947,1.5317919075144508,-1.6059272261879958,-0.1912157432493742,2.0678960603520538,3.6738232865400495,-1.9765325256121762,-0.16493171747786134,3.4677284157585917,5.444260941370768,-0.14212205384700044,-0.21081697710602104,0.04945515507124895,0.1915772089182494
Lung5,Lung5_Rep3,9,1344,339,1005,-0.25513142253335097,-0.14607448175836785,0.5339233038348082,0.7890547263681592,-0.5921806894729889,-0.13396141966443031,2.678466076696165,3.270646766169154,-0.574578435257342,-0.09575200697092244,4.454277286135693,5.028855721393035,-0.13966450931184937,-0.015307333675330834,12.28023598820059,12.419900497512439,0.7691366177959758,0.03524173968195754,19.83480825958702,19.065671641791045,-0.1890899484876502,-0.15820213440660785,0.336283185840708,0.5253731343283582
Lung5,Lung5_Rep3,10,1715,827,888,-0.3666296284192294,-0.22702641430248013,0.18742442563482467,0.5540540540540541,-1.2764183470048043,-0.2844626460621183,1.0580411124546554,2.3344594594594597,-1.8438170637384663,-0.2733553865209551,1.7654171704957677,3.609234234234234,-4.291416113816356,-0.27409409995400114,4.856106408706167,9.147522522522523,-6.325218961403967,-0.26650518248047783,7.921402660217654,14.246621621621621,-0.23706929420351427,-0.22270602677618923,0.13905683192261184,0.3761261261261261
Lung5,Lung5_Rep3,11,1081,505,576,-0.6918763751375137,-0.23088565724872648,0.3306930693069307,1.0225694444444444,-2.5267979922992296,-0.24398811295303063,1.881188118811881,4.407986111111111,-3.6400611936193616,-0.21652440788353725,3.215841584158416,6.855902777777778,-7.92362486248625,-0.16700521820545494,9.506930693069307,17.430555555555557,-11.161503025302531,-0.14978956190842405,15.647524752475247,26.80902777777778,-0.2858670242024202,-0.219006134135323,0.201980198019802,0.4878472222222222
Lung5,Lung5_Rep3,12,1777,302,1475,-0.2854820967560894,-0.15169234196339815,0.059602649006622516,0.34508474576271186,-0.811440116735885,-0.1371407093748509,0.6821192052980133,1.4935593220338983,-1.0214659333258502,-0.11060258533298252,1.304635761589404,2.326101694915254,-1.8573420136940166,-0.09067841843097593,4.016556291390729,5.8738983050847455,-2.5206532719721633,-0.07000681740721992,6.513245033112582,9.033898305084746,-0.16480413065439442,-0.14780991980784464,0.059602649006622516,0.22440677966101694
Lung5,Lung5_Rep3,13,1556,390,1166,-0.2692307692307692,-0.1521967026680219,0.23076923076923078,0.5,-0.8179663104191406,-0.1968413092263865,1.1871794871794872,2.0051457975986278,-1.191023441966838,-0.19845212073245255,1.9333333333333333,3.1243567753001713,-2.4709548313321896,-0.18781833353632912,5.533333333333333,8.004288164665523,-3.605862690768351,-0.18334046257727887,8.85897435897436,12.46483704974271,-0.1875797158816027,-0.1519559689286953,0.1794871794871795,0.3670668953687822
Lung5,Lung5_Rep3,14,1335,254,1081,-0.06896137289036836,-0.04174874324677484,0.468503937007874,0.5374653098982424,-0.156657221732575,-0.037439693712437265,2.1023622047244093,2.2590194264569843,-0.1052138949791317,-0.016381214511532235,3.34251968503937,3.4477335800185016,-0.17007436975096013,-0.011506284166965676,8.433070866141732,8.603145235892692,-0.37698034045466855,-0.025010343151161882,12.82283464566929,13.19981498612396,-0.05777677420294708,-0.04303610182818217,0.36220472440944884,0.4199814986123959
Lung5,Lung5_Rep3,15,1319,404,915,-0.2942271276307959,-0.1817359370017258,0.297029702970297,0.5912568306010929,-1.0818806470811013,-0.2741518843345856,1.3465346534653466,2.428415300546448,-1.539750040577828,-0.27647763250407026,2.1881188118811883,3.7278688524590162,-3.1521262782015897,-0.2603602126353089,6.175742574257426,9.327868852459016,-4.131561434832006,-0.23678761954526628,10.061881188118813,14.193442622950819,-0.2267624303413948,-0.1884160673292818,0.2103960396039604,0.4371584699453552
Lung5,Lung5_Rep3,16,1274,378,896,-0.3918650793650794,-0.16646136987794244,0.3492063492063492,0.7410714285714286,-1.437830687830688,-0.18508679314476162,1.812169312169312,3.25,-2.0827959656084656,-0.1877163354310963,3.0343915343915344,5.1171875,-3.9656498015873023,-0.15353519251402234,9.198412698412698,13.1640625,-5.1273561507936485,-0.13163046745989207,15.277777777777779,20.405133928571427,-0.199239417989418,-0.1631603056920595,0.22486772486772486,0.42410714285714285
Lung5,Lung5_Rep3,17,1792,642,1150,-0.2638520926452661,-0.14788145168922961,0.21962616822429906,0.4834782608695652,-1.043570364350535,-0.21749817988330047,1.0903426791277258,2.1339130434782607,-1.466463497223351,-0.21043926819636793,1.898753894080997,3.365217391304348,-2.8051469592306653,-0.1750418032462143,5.842679127725857,8.647826086956522,-3.757418393606935,-0.1593002306177973,9.791277258566979,13.548695652173913,-0.1670269538128132,-0.1503270164919531,0.1573208722741433,0.3243478260869565
Lung5,Lung5_Rep3,18,1373,161,1212,-0.08729475432015252,-0.051460619315404146,0.15527950310559005,0.24257425742574257,-0.08136543468011403,-0.020263549436373766,0.8633540372670807,0.9447194719471947,0.0066109095381587935,-0.00014577390664046095,1.4472049689440993,1.4405940594059405,0.2485753233708463,0.03292822155319212,3.8385093167701863,3.58993399339934,0.06370559416190069,0.0062386173345075225,5.60248447204969,5.538778877887789,-0.06671381423856673,-0.050462592161479206,0.14285714285714285,0.20957095709570958
Lung5,Lung5_Rep3,19,1264,287,977,-0.29831775434291846,-0.1453777749573273,0.4529616724738676,0.7512794268167861,-0.391766732406321,-0.07886114194680238,2.5365853658536586,2.9283520982599796,-0.5522558924960501,-0.07886417302457374,4.038327526132404,4.590583418628454,-0.6853911747188821,-0.043185079131682944,10.477351916376307,11.162743091095189,-0.33503685819136564,-0.005599019292965398,16.557491289198605,16.89252814738997,-0.17194069878993862,-0.1384504544389081,0.34494773519163763,0.5168884339815762
Lung5,Lung5_Rep3,20,1043,249,794,-0.3313607073128788,-0.10548952737595566,0.678714859437751,1.0100755667506298,-1.079254043883342,-0.1336217193781568,2.8313253012048194,3.9105793450881614,-1.464012220165296,-0.12647345568356913,4.437751004016064,5.9017632241813605,-3.2072117184101643,-0.12932292596179512,11.116465863453815,14.32367758186398,-4.485878020899719,-0.12000159884135984,17.281124497991968,21.767002518891687,-0.10908621893114018,-0.08952288026888919,0.43373493975903615,0.5428211586901763
Lung5,Lung5_Rep3,21,423,68,355,-0.3435376967688484,-0.10565511087229122,0.6029411764705882,0.9464788732394366,-1.0850455675227835,-0.12502752905081777,2.7205882352941178,3.8056338028169012,-1.508740679370339,-0.10622344560610528,4.426470588235294,5.9352112676056334,-3.263711681855842,-0.09586829995527038,11.558823529411764,14.822535211267606,-4.843496271748137,-0.1037392401477605,17.970588235294116,22.814084507042253,-0.1472245236122618,-0.10328051522796042,0.38235294117647056,0.5295774647887324
Lung5,Lung5_Rep3,22,330,80,250,-0.358,-0.1315640890591491,0.65,1.008,-0.9375,-0.1347614848475238,2.8625,3.8,-1.2560000000000002,-0.12860105365499708,4.7,5.956,-2.2375000000000007,-0.12033623540848452,13.1625,15.4,-2.0734999999999992,-0.09657531867173365,21.0625,23.136,-0.14299999999999996,-0.10436143515061211,0.425,0.568
Lung5,Lung5_Rep3,23,309,31,278,-0.6173126015316778,-0.15444633657229925,0.6129032258064516,1.2302158273381294,-1.1716175446739387,-0.09077272700413706,3.7096774193548385,4.881294964028777,-1.2378742167556283,-0.06878012529165645,6.129032258064516,7.366906474820144,-1.3771176607101427,-0.03436812500941225,15.838709677419354,17.215827338129497,-1.7330006962172213,-0.031678696978656024,23.774193548387096,25.507194244604317,-0.25678811789278255,-0.1575646275233721,0.3870967741935484,0.6438848920863309
Lung5,Lung5_Rep3,24,504,55,449,-0.2648309374367281,-0.10875893943589833,0.45454545454545453,0.7193763919821826,-0.2785584126341365,-0.06788904657287227,2.4363636363636365,2.714922048997773,-0.2898562462036849,-0.055821981047562697,3.8727272727272726,4.1625835189309575,-0.9860295606398051,-0.06385815039874058,9.363636363636363,10.349665924276168,-1.4193156509414848,-0.05840856565253763,14.636363636363637,16.05567928730512,-0.1897955051629885,-0.11654182996740153,0.3090909090909091,0.49888641425389757
Lung5,Lung5_Rep3,25,373,18,355,0.2924882629107981,0.04447126805285155,1.8333333333333333,1.5408450704225352,0.4780907668231613,0.03913829620095809,7.055555555555555,6.577464788732394,0.43364632237871703,0.025520101227104505,10.61111111111111,10.177464788732394,1.7217527386541498,0.03725671122991644,26.555555555555557,24.833802816901407,2.7629107981220713,0.03674030546174694,40.833333333333336,38.070422535211264,0.11220657276995305,0.053702103139412406,0.8333333333333334,0.7211267605633803
Lung5,Lung5_Rep3,26,1628,814,814,-0.4213759213759214,-0.2514645074301269,0.16093366093366093,0.5823095823095823,-1.3353808353808356,-0.2357172352642234,1.101965601965602,2.4373464373464375,-1.769041769041769,-0.22316444505306932,1.945945945945946,3.714987714987715,-3.0638820638820645,-0.16677104703471818,6.1093366093366095,9.173218673218674,-4.11916461916462,-0.14973419241410116,10.14004914004914,14.25921375921376,-0.23587223587223588,-0.24292979332051207,0.13144963144963145,0.36732186732186733
Lung5,Lung5_Rep3,27,2910,1454,1456,-0.1668162477137718,-0.17864852339056517,0.0577716643741403,0.2245879120879121,-0.6046034433242137,-0.2347298382331225,0.3486932599724897,0.9532967032967034,-0.7978511344226612,-0.22193679555253568,0.6643741403026134,1.4622252747252746,-1.4159102589295163,-0.2028599214148466,2.217331499312242,3.633241758241758,-1.592246474295993,-0.17313136937028364,3.844566712517194,5.436813186813187,-0.1311170775579304,-0.17902685275833494,0.04676753782668501,0.1778846153846154
Lung5,Lung5_Rep3,28,1808,901,907,-0.4649850037995269,-0.25917486019831437,0.2097669256381798,0.6747519294377067,-1.741191644222333,-0.3026760574547171,1.1231964483906771,2.86438809261301,-2.4697610274997643,-0.2953252543591758,1.9877913429522753,4.4575523704520394,-4.172348009745389,-0.23896891417071095,6.946725860155383,11.119073869900772,-5.023117765755799,-0.22245086712880596,12.172031076581575,17.195148842337375,-0.26141968925865783,-0.25153333095818087,0.14872364039955605,0.4101433296582139
Lung5,Lung5_Rep3,29,805,382,423,-0.314903518869209,-0.24167123099762686,0.14136125654450263,0.4562647754137116,-0.7430779894297774,-0.21034483345302057,0.9921465968586387,1.7352245862884161,-0.935353310311537,-0.20303114803437577,1.837696335078534,2.773049645390071,-1.347820974589383,-0.18517021393526129,5.704188481675392,7.052009456264775,-1.4079190028839133,-0.1360094242353573,9.303664921465968,10.711583924349881,-0.2191650266731029,-0.24184284868369116,0.10471204188481675,0.32387706855791965
Lung5,Lung5_Rep3,30,360,27,333,-0.40740740740740744,-0.07127007604198926,1.7037037037037037,2.111111111111111,-0.8658658658658656,-0.05052988535352012,7.7407407407407405,8.606606606606606,-1.145145145145145,-0.046201721382367826,11.962962962962964,13.108108108108109,0.4354354354354335,0.00887775838282747,32.22222222222222,31.786786786786788,-0.5205205205205203,-0.01585416795165386,48.2962962962963,48.81681681681682,-0.2732732732732732,-0.1795626351792098,0.5555555555555556,0.8288288288288288
Lung6,Lung6,1,2269,283,1986,0.0005657980421252644,0.008753078644457409,0.024734982332155476,0.02416918429003021,-0.006172180528718707,0.0015593738678109038,0.14840989399293286,0.15458207452165157,0.004209679772542052,0.012710866850153433,0.27208480565371024,0.2678751258811682,0.013061394425287975,0.008127960875530874,0.7879858657243817,0.7749244712990937,-0.013556022902366127,0.004925536418341003,1.215547703180212,1.2291037260825781,0.0025798967329611136,0.008869490478881342,0.024734982332155476,0.022155085599194362
Lung6,Lung6,2,3246,760,2486,-0.0018757674556463579,-0.0038072958742685664,0.021052631578947368,0.022928399034593726,-0.0007960367531862633,0.009627687697354108,0.12631578947368421,0.12711182622687048,-0.004419485963500863,0.002149786404097025,0.20394736842105263,0.2083668543845535,0.010459626540204159,0.0041346404107236966,0.6407894736842106,0.6303298471440064,0.007150569505017579,0.004491168417837297,1.0328947368421053,1.0257441673370877,-0.002789304314688573,-0.003888815610135232,0.019736842105263157,0.02252614641995173
Lung6,Lung6,3,2985,789,2196,-0.015096580717100572,-0.017373705734033493,0.04182509505703422,0.05692167577413479,-0.013910532111616691,0.014252681667650152,0.28390367553865653,0.2978142076502732,-0.030300511818931064,0.008323280048686757,0.46514575411913817,0.49544626593806923,-0.07584997264296645,-0.007573873818642856,1.3307984790874525,1.406648451730419,-0.10593751515025573,-0.009874587152925187,2.108998732572877,2.214936247723133,-0.01099822006136287,-0.017058050576872524,0.04182509505703422,0.052823315118397086
Lung6,Lung6,4,2825,743,2082,-0.022353364026462805,-0.03706783201946224,0.03768506056527591,0.060038424591738714,-0.006633155044261957,0.007015681227193377,0.24360699865410498,0.25024015369836694,0.01570081568219811,0.032646736568846105,0.4306864064602961,0.414985590778098,0.004177316820584753,0.011745619139458291,1.1857335127860027,1.181556195965418,0.04778379832002311,0.010774417696311014,1.9286675639300135,1.8808837656099904,-0.02293387013987741,-0.037363952259045374,0.03230148048452221,0.05523535062439962
Lung6,Lung6,5,2684,1213,1471,-0.012512869026515942,-0.003525576916820326,0.025556471558120363,0.038069340584636305,-0.04603538709079019,-0.010380205830682563,0.18713932399010716,0.23317471108089735,-0.013400600675998686,0.029061205907205817,0.36933223413025557,0.38273283480625425,0.12291328419798453,0.03504299961584612,1.2860676009892829,1.1631543167912983,0.27945949247978086,0.04947191607316903,2.252267106347898,1.972807613868117,-0.008867789071821636,-0.0034157551760482592,0.023083264633140973,0.03195105370496261
Lung6,Lung6,6,3084,807,2277,-0.004437456837650795,-0.008350350369941499,0.028500619578686492,0.03293807641633729,-0.038937949072101324,-0.032757229897218035,0.15737298636926889,0.1963109354413702,-0.034978849428501935,-0.020786996316942415,0.29615861214374223,0.33113746157224416,-0.1154293868048516,-0.03160982646967224,0.8946716232961586,1.0101010101010102,-0.1489829603616577,-0.028990622341198487,1.4807930607187112,1.629776021080369,-0.006602308848955043,-0.008656922453769396,0.021065675340768277,0.02766798418972332
Lung6,Lung6,7,3180,683,2497,0.011110257638595303,0.02942465337598838,0.03513909224011713,0.024028834601521828,0.023586136453055545,0.023817432980574756,0.19619326500732065,0.1726071285542651,0.03904187220858296,0.037619283318444705,0.34260614934114203,0.30356427713255907,0.07689227072486982,0.02614935079116718,1.0,0.9231077292751302,0.12963784946034806,0.02351521193197903,1.6310395314787702,1.5014016820184222,0.009783922258687,0.029421969917087242,0.032210834553440704,0.022426912294753704
Lung6,Lung6,8,2823,740,2083,-0.015699809266779982,-0.02987164044048788,0.02702702702702703,0.04272683629380701,-0.0312367816688508,-0.006884070124583374,0.21216216216216216,0.24339894383101296,-0.02861971428942145,0.004467968304289842,0.39864864864864863,0.4272683629380701,0.07212375601717902,0.022715482288990393,1.3121621621621622,1.2400384061449832,0.1658970300112883,0.026248253515816364,2.214864864864865,2.0489678348535767,-0.014650776556681497,-0.02988603768752573,0.025675675675675677,0.040326452232357174
Lung6,Lung6,9,2550,754,1796,-0.016660955970532805,-0.018532594732009473,0.038461538461538464,0.05512249443207127,0.0034086948302446407,0.015486691920974934,0.28514588859416445,0.2817371937639198,-0.008576382529995874,0.002081177475800703,0.4708222811671088,0.47939866369710465,-0.09036438179745132,-0.02040714882656699,1.3010610079575597,1.391425389755011,-0.184336840488442,-0.032996388512588314,2.0344827586206895,2.2188195991091315,-0.012419287186970163,-0.018280415526933342,0.03713527851458886,0.04955456570155902
Lung6,Lung6,10,1303,66,1237,-0.04779402758384166,-0.01653082895296065,0.24242424242424243,0.2902182700080841,-0.2919943166507436,-0.045617001587365404,0.8939393939393939,1.1859337105901375,-0.2900222924475149,-0.03660793007446943,1.5151515151515151,1.80517380759903,-0.6604198819235201,-0.04982754409601298,3.878787878787879,4.539207760711399,-0.6612160407633327,-0.035289220678740685,6.348484848484849,7.009700889248181,-0.03321819651649885,-0.01755646423186986,0.18181818181818182,0.21503637833468067
Lung6,Lung6,11,2505,266,2239,0.004244644662124267,0.011923357642122115,0.022556390977443608,0.01831174631531934,0.017984331082283644,0.025998093818571492,0.10150375939849623,0.08351942831621259,0.029452259500918426,0.033494413507785925,0.16165413533834586,0.13220187583742743,0.042684872072991764,0.021090519733813744,0.42857142857142855,0.3858865564984368,0.04824757292964443,0.01731241947602294,0.6578947368421053,0.6096471639124609,0.005137900579944725,0.011970139808770597,0.022556390977443608,0.017418490397498883
Lung6,Lung6,12,2988,837,2151,-0.0012697270086931313,0.0032134597779469006,0.013142174432497013,0.014411901441190145,-0.00854316321990771,-0.00490966787133551,0.07048984468339307,0.07903300790330078,0.01704633503796682,0.010015535759937378,0.14814814814814814,0.13110181311018132,0.16285498617797173,0.07509489322855624,0.5436081242532855,0.3807531380753138,0.2867533480301735,0.07815153250080809,0.9283154121863799,0.6415620641562064,-0.0006048699529601128,0.0032059137578424176,0.011947431302270013,0.012552301255230125
Lung6,Lung6,13,1819,227,1592,-0.007355057224448222,0.004808751203201247,0.09691629955947137,0.10427135678391959,0.012847829455648274,0.024271837397475654,0.4845814977973568,0.47173366834170855,0.01279248666238686,0.045885110992206,0.788546255506608,0.7757537688442211,-0.014256303544152527,0.02322765033879993,2.101321585903084,2.1155778894472363,0.04797390033869808,0.020395967187189366,3.458149779735683,3.4101758793969847,-0.002354835853275186,0.004822576253978006,0.08370044052863436,0.08605527638190955
Lung6,Lung6,14,1340,275,1065,-0.01568928723858304,0.015204432939979808,0.33454545454545453,0.3502347417840376,0.010379854886897188,0.0371552838711479,1.5127272727272727,1.5023474178403755,0.07238583013230926,0.042641111508970896,2.4545454545454546,2.3821596244131453,-0.03489543320529265,0.009280669678233445,6.261818181818182,6.296713615023474,-0.22309859154929512,-0.000521892758426866,9.56,9.783098591549296,0.0019632949210413586,0.01937927221436957,0.2545454545454545,0.25258215962441316
Lung6,Lung6,15,754,74,680,-0.08990461049284576,-0.04025538496990365,0.4189189189189189,0.5088235294117647,0.08835453100159008,0.022581872444244984,2.1486486486486487,2.0602941176470586,0.24455484896661384,0.03766437630691906,3.3783783783783785,3.1338235294117647,0.17535771065182804,0.019405871966739922,7.945945945945946,7.770588235294118,0.40333863275039583,0.03266844595007115,12.162162162162161,11.758823529411766,-0.05894276629570744,-0.03795161087089548,0.35135135135135137,0.4102941176470588
Lung6,Lung6,16,1977,375,1602,-0.0034157303370786485,0.012143182999047453,0.064,0.06741573033707865,0.028709113607990056,0.03522044637582366,0.3626666666666667,0.33395755305867664,0.01159051186017479,0.037435404240202384,0.584,0.5724094881398252,0.20834456928838962,0.061554664190799586,1.8506666666666667,1.642322097378277,0.30631210986267154,0.054328783522099265,3.056,2.7496878901373285,0.0018626716604244684,0.012772733890965128,0.058666666666666666,0.0568039950062422
Lung6,Lung6,17,2828,487,2341,-0.007494296387843873,-0.020507818463474055,0.01642710472279261,0.02392140111063648,-0.021674164764000692,-0.021511418764793382,0.13552361396303902,0.15719777872703972,0.019804976374195538,0.006778988076408605,0.28336755646817247,0.26356258009397693,0.10276852149917504,0.01401075837391194,0.8767967145790554,0.7740281930798804,0.15753196961231208,0.024881417712816736,1.406570841889117,1.2490388722768049,-0.006639960633892567,-0.020474448182762724,0.01642710472279261,0.023067065356685176
Lung6,Lung6,18,2995,836,2159,-0.001443274065833243,0.007186900180129237,0.04904306220095694,0.05048633626679018,0.054449384018385255,0.06528085174812018,0.29066985645933013,0.23622047244094488,0.09125259567715871,0.07478322380957382,0.4784688995215311,0.3872163038443724,0.20528343575685182,0.07794024637448062,1.3145933014354068,1.109309865678555,0.32842934106920874,0.07793811333391663,2.1315789473684212,1.8031496062992125,-0.0011330116946752303,0.00729791137483984,0.04425837320574163,0.04539138490041686
Lung6,Lung6,19,2131,684,1447,-0.0049911694694003,0.023070135929877906,0.1111111111111111,0.1161022805805114,0.06260179358786278,0.06403734325604145,0.6023391812865497,0.539737387698687,0.14393259698428285,0.09226725746348181,1.0160818713450293,0.8721492743607464,0.4976064614427109,0.128762734286104,2.9751461988304095,2.4775397373876986,0.7535140257924242,0.13249369467518948,4.85233918128655,4.098825155494126,-0.0025733823154985014,0.02361868480636596,0.09210526315789473,0.09467864547339323
Lung6,Lung6,20,1467,80,1387,-0.0028478731074260966,0.015180493845829545,0.15,0.1528478731074261,0.11290555155010817,0.020550292046170815,0.8,0.6870944484498919,0.13584174477289124,0.013914998661196151,1.2375,1.1016582552271088,0.09781903388608493,-0.0003402437702312345,3.025,2.927180966113915,0.10135183850036,0.004283268538119666,4.725,4.62364816149964,0.023107426099495315,0.017591932375771255,0.15,0.12689257390050468
Lung6,Lung6,21,2259,478,1781,-0.007669284568163716,-8.559541417395099e-05,0.03556485355648536,0.043234138124649074,0.040989383520611544,0.041258232219213424,0.2824267782426778,0.24143739472206627,0.08766406912575558,0.046278322181545095,0.5104602510460251,0.4227961819202695,0.3695458101438005,0.06808540590846887,1.7468619246861925,1.377316114542392,0.6069788257736826,0.07814175029571241,2.9539748953974896,2.346996069623807,-0.003738908375013797,0.00018771831420975944,0.03556485355648536,0.039303761931499155
