file,record,md5,n_target_channels,TACSTD2,CLDN4,channels
ACD_stemimmunity.csv,10.5281/zenodo.11198494,1dba4e9c4b2b8f1e9193a921dadefe38,12,False,False,"IDO1,CCR7,FOXP3,CD4,PDCD1,CCL22,EPCAM,CCL19,CD8A,CXCL10,CD3E,TCF7"
ACD_tumor.csv,10.5281/zenodo.11198494,52adc008769b41af30c2faf4c1c1995b,12,False,False,"IDO1,CCR7,FOXP3,CD4,PDCD1,CCL22,EPCAM,CCL19,CD8A,CXCL10,CD3E,TCF7"
