source,gene_symbol,requested_target
10.5281/zenodo.21967935,ACTA2,False
10.5281/zenodo.21967935,AHSP,False
10.5281/zenodo.21967935,ALAS2,False
10.5281/zenodo.21967935,ANGPT2,False
10.5281/zenodo.21967935,ARG1,False
10.5281/zenodo.21967935,ARHGDIB,False
10.5281/zenodo.21967935,B2M,False
10.5281/zenodo.21967935,BACH2,False
10.5281/zenodo.21967935,BATF3,False
10.5281/zenodo.21967935,BCL6,False
10.5281/zenodo.21967935,BTLA,False
10.5281/zenodo.21967935,CALR,False
10.5281/zenodo.21967935,CANX,False
10.5281/zenodo.21967935,CCL5,False
10.5281/zenodo.21967935,CCR7,False
10.5281/zenodo.21967935,CCR8,False
10.5281/zenodo.21967935,CD163,False
10.5281/zenodo.21967935,CD2,False
10.5281/zenodo.21967935,CD247,False
10.5281/zenodo.21967935,CD274,False
10.5281/zenodo.21967935,CD276,False
10.5281/zenodo.21967935,CD34,False
10.5281/zenodo.21967935,CD37,False
10.5281/zenodo.21967935,CD3D,False
10.5281/zenodo.21967935,CD3E,False
10.5281/zenodo.21967935,CD40,False
10.5281/zenodo.21967935,CD40LG,False
10.5281/zenodo.21967935,CD48,False
10.5281/zenodo.21967935,CD52,False
10.5281/zenodo.21967935,CD53,False
10.5281/zenodo.21967935,CD6,False
10.5281/zenodo.21967935,CD80,False
10.5281/zenodo.21967935,CD86,False
10.5281/zenodo.21967935,CD8A,False
10.5281/zenodo.21967935,CD8B,False
10.5281/zenodo.21967935,CGAS,False
10.5281/zenodo.21967935,CLEC14A,False
10.5281/zenodo.21967935,CLEC9A,False
10.5281/zenodo.21967935,COL1A1,False
10.5281/zenodo.21967935,COL1A2,False
10.5281/zenodo.21967935,COL3A1,False
10.5281/zenodo.21967935,COL5A1,False
10.5281/zenodo.21967935,CORO1A,False
10.5281/zenodo.21967935,CSF1R,False
10.5281/zenodo.21967935,CTLA4,False
10.5281/zenodo.21967935,CX3CR1,False
10.5281/zenodo.21967935,CXCL10,False
10.5281/zenodo.21967935,CXCL11,False
10.5281/zenodo.21967935,CXCL9,False
10.5281/zenodo.21967935,CXCR3,False
10.5281/zenodo.21967935,CXCR5,False
10.5281/zenodo.21967935,CXCR6,False
10.5281/zenodo.21967935,DCN,False
10.5281/zenodo.21967935,DDX58,False
10.5281/zenodo.21967935,DLL4,False
10.5281/zenodo.21967935,EOMES,False
10.5281/zenodo.21967935,ESM1,False
10.5281/zenodo.21967935,EVL,False
10.5281/zenodo.21967935,FAP,False
10.5281/zenodo.21967935,FCGR3A,False
10.5281/zenodo.21967935,FLT1,False
10.5281/zenodo.21967935,FLT4,False
10.5281/zenodo.21967935,FOXP1,False
10.5281/zenodo.21967935,FOXP3,False
10.5281/zenodo.21967935,GNLY,False
10.5281/zenodo.21967935,GP9,False
10.5281/zenodo.21967935,GYPA,False
10.5281/zenodo.21967935,GZMA,False
10.5281/zenodo.21967935,GZMB,False
10.5281/zenodo.21967935,GZMH,False
10.5281/zenodo.21967935,GZMK,False
10.5281/zenodo.21967935,HAVCR2,False
10.5281/zenodo.21967935,HBA1,False
10.5281/zenodo.21967935,HBA2,False
10.5281/zenodo.21967935,HBB,False
10.5281/zenodo.21967935,HLA-A,False
10.5281/zenodo.21967935,HLA-B,False
10.5281/zenodo.21967935,HLA-C,False
10.5281/zenodo.21967935,ICAM1,False
10.5281/zenodo.21967935,ICOS,False
10.5281/zenodo.21967935,IDO1,False
10.5281/zenodo.21967935,IFI44L,False
10.5281/zenodo.21967935,IFIH1,False
10.5281/zenodo.21967935,IFIT1,False
10.5281/zenodo.21967935,IFIT3,False
10.5281/zenodo.21967935,IFNG,False
10.5281/zenodo.21967935,IKZF2,False
10.5281/zenodo.21967935,IKZF4,False
10.5281/zenodo.21967935,IL10,False
10.5281/zenodo.21967935,IL12RB1,False
10.5281/zenodo.21967935,IL12RB2,False
10.5281/zenodo.21967935,IL15,False
10.5281/zenodo.21967935,IL15RA,False
10.5281/zenodo.21967935,IL18R1,False
10.5281/zenodo.21967935,IL18RAP,False
10.5281/zenodo.21967935,IL21,False
10.5281/zenodo.21967935,IL21R,False
10.5281/zenodo.21967935,IL2RA,False
10.5281/zenodo.21967935,IL2RB,False
10.5281/zenodo.21967935,IL4I1,False
10.5281/zenodo.21967935,IL6R,False
10.5281/zenodo.21967935,IL6ST,False
10.5281/zenodo.21967935,IL7R,False
10.5281/zenodo.21967935,IRF1,False
10.5281/zenodo.21967935,IRF3,False
10.5281/zenodo.21967935,IRF7,False
10.5281/zenodo.21967935,IRF8,False
10.5281/zenodo.21967935,IRF9,False
10.5281/zenodo.21967935,ISG15,False
10.5281/zenodo.21967935,ITGA2B,False
10.5281/zenodo.21967935,ITGA4,False
10.5281/zenodo.21967935,ITGAE,False
10.5281/zenodo.21967935,ITGAL,False
10.5281/zenodo.21967935,ITGAX,False
10.5281/zenodo.21967935,ITGB2,False
10.5281/zenodo.21967935,KDR,False
10.5281/zenodo.21967935,KIR2DL4,False
10.5281/zenodo.21967935,KLF2,False
10.5281/zenodo.21967935,KLRB1,False
10.5281/zenodo.21967935,KLRD1,False
10.5281/zenodo.21967935,KLRF1,False
10.5281/zenodo.21967935,KLRG1,False
10.5281/zenodo.21967935,KLRK1,False
10.5281/zenodo.21967935,LAG3,False
10.5281/zenodo.21967935,LAMP3,False
10.5281/zenodo.21967935,LAPTM5,False
10.5281/zenodo.21967935,LCP1,False
10.5281/zenodo.21967935,LEF1,False
10.5281/zenodo.21967935,LRRC15,False
10.5281/zenodo.21967935,LRRC32,False
10.5281/zenodo.21967935,MARCO,False
10.5281/zenodo.21967935,MRC1,False
10.5281/zenodo.21967935,MSR1,False
10.5281/zenodo.21967935,MX1,False
10.5281/zenodo.21967935,MX2,False
10.5281/zenodo.21967935,NCR1,False
10.5281/zenodo.21967935,NCR3,False
10.5281/zenodo.21967935,NKG7,False
10.5281/zenodo.21967935,NLRC5,False
10.5281/zenodo.21967935,NOTCH4,False
10.5281/zenodo.21967935,OAS1,False
10.5281/zenodo.21967935,OAS2,False
10.5281/zenodo.21967935,OAS3,False
10.5281/zenodo.21967935,PDCD1,False
10.5281/zenodo.21967935,PDCD1LG2,False
10.5281/zenodo.21967935,PDGFRA,False
10.5281/zenodo.21967935,PDGFRB,False
10.5281/zenodo.21967935,PECAM1,False
10.5281/zenodo.21967935,PF4,False
10.5281/zenodo.21967935,PGF,False
10.5281/zenodo.21967935,POSTN,False
10.5281/zenodo.21967935,PPBP,False
10.5281/zenodo.21967935,PRF1,False
10.5281/zenodo.21967935,PSMB10,False
10.5281/zenodo.21967935,PSMB8,False
10.5281/zenodo.21967935,PSMB9,False
10.5281/zenodo.21967935,PTPRC,False
10.5281/zenodo.21967935,RAC2,False
10.5281/zenodo.21967935,ROBO4,False
10.5281/zenodo.21967935,S1PR1,False
10.5281/zenodo.21967935,SASH3,False
10.5281/zenodo.21967935,SELE,False
10.5281/zenodo.21967935,SELL,False
10.5281/zenodo.21967935,SELPLG,False
10.5281/zenodo.21967935,SPP1,False
10.5281/zenodo.21967935,STAT1,False
