Slide_ID,n_rois,n_above_loq,frac_above_loq,median_q_norm,median_loq,q_norm_used_as_quantitative_endpoint
ExpMSa23_Lung004,95,0,0.0,48.149635,118.72504,False
ExpMSa25_1,48,18,0.375,63.8785165,88.27000000000001,False
ExpMSa25_2,47,1,0.021277,58.020972,65.8501,False
ExpMSa26_1,47,4,0.085106,51.388726,57.21111,False
ExpMSa26_2,48,5,0.104167,56.033801499999996,52.276605,False
