n	rho	p	predictor	endpoint	kind	n_partial	partial_rho	partial_p	covariate
442	-0.21902110384004267	3.3489187131883584e-06	CLDN4	CD8A	continuous Spearman	442	-0.051325397585842876	0.28215843259664064	ESTIMATEScore (harvested ssGSEA, PR 302)
442	-0.03391757814429818	0.4769221029541272	CLDN4	CD274	continuous Spearman	442	0.15634646267442096	0.0009868898010473835	ESTIMATEScore (harvested ssGSEA, PR 302)
442	0.5493012658650044	3.3327171882765845e-36	CLDN4	TACSTD2	continuous Spearman	442	0.5212495492865847	4.3429398102782987e-32	ESTIMATEScore (harvested ssGSEA, PR 302)
