feature	partial_rho_LUAD	partial_p_LUAD	n_LUAD	partial_rho_LUSC	partial_p_LUSC	n_LUSC	partial_rho_POOLED	partial_p_POOLED	n_POOLED	fisher_z_LUAD_minus_LUSC	fisher_p_LUAD_vs_LUSC	class	pooled_abs_rho_exceeds_both_within
CD8	-0.10359934147872987	0.02037776272980996	502	-0.24384726415860772	4.303040143690978e-08	493	-0.1908864782424613	1.307133183603758e-09	995	2.2758489740851284	0.022855050380840285	both_negative_LUSC_stronger	False
CYT	-0.11603590888743637	0.009335045919631559	502	-0.1718906280813513	0.0001273253210669291	493	-0.1508505208216871	1.7761277971609769e-06	995	0.8961712898196524	0.3701612868430477	both_negative_similar	False
GEP18	-0.012829994651363977	0.7745192313375192	502	-0.22624653225433214	3.9462312216196733e-07	493	-0.1515928040091629	1.5776402033522581e-06	995	3.414825736818925	0.0006382282984819722	LUSC_only_negative	False
ESTIMATE	0.07168608504228305	0.10902164411357831	502	-0.1314802848561839	0.0034818398099459046	493	-0.10688169492728827	0.0007376921342765252	995	3.205221595726005	0.0013495853517190572	LUSC_only_negative	False
ESTIMATE_Score	0.04065068916845261	0.3638844913928357	502	-0.21963236231113456	8.677270029784641e-07	493	-0.16257940741719892	2.554776742553481e-07	995	4.145916226590772	3.3845756461605384e-05	LUSC_only_negative	False
ESTIMATE_StromalScore	0.007378341603733016	0.8691491394857285	502	-0.27192588432809706	8.667682329321187e-10	493	-0.18167062117302313	7.996659377409813e-09	995	4.497419568188199	6.878316858402508e-06	LUSC_only_negative	False
CD8_AB	-0.11498531347468031	0.009999705481820017	502	-0.2654449047517353	2.2246304048453624e-09	493	-0.19640799712362572	4.2260323576107343e-10	995	2.457628886820494	0.013985761565949483	both_negative_LUSC_stronger	False
GEP18_common	-0.013552951347979483	0.7621853708197792	502	-0.227396717507016	3.4324121562956487e-07	493	-0.1515928040091629	1.5776402033522581e-06	995	3.422514418347768	0.0006204480711273643	LUSC_only_negative	False
