histology	feature	n_unadj	spearman_rho	spearman_p	n_partial	partial_rho_ABSOLUTE	partial_p_ABSOLUTE	partial_rho_lo95	partial_rho_hi95	partial_rho_residual_method	partial_p_residual_method	n_residual	TACSTD2_vs_purity_rho	TACSTD2_vs_purity_p	feature_vs_purity_rho	feature_vs_purity_p	partial_fdr_8tests
LUAD	CD8	515	-0.09598934893947342	0.029399829332099343	502	-0.10359934147872987	0.02037776272980996	-0.18948262366639393	-0.016142895842251096	-0.10359934147872985	0.020377762729810026	502	0.007390157000782001	0.8688112903914171	-0.46089570491384724	9.088363697213822e-28	0.02717035030641328
LUAD	CYT	515	-0.11219255404488757	0.01083684753160543	502	-0.11603590888743637	0.009335045919631559	-0.201589684204341	-0.028724948286076253	-0.11603590888743638	0.00933504591963155	502	0.007390157000782001	0.8688112903914171	-0.4669920793110635	1.479918420640693e-28	0.014936073471410493
LUAD	GEP18	515	-0.02190479717184131	0.6199292897070214	502	-0.012829994651363977	0.7745192313375192	-0.10032019246541166	0.07485709286822596	-0.012829994651363993	0.774519231337519	502	0.007390157000782001	0.8688112903914171	-0.5880346045611753	5.145032290388558e-48	0.7745192313375192
LUAD	ESTIMATE	515	0.036355759060409235	0.41033121855225385	502	0.07168608504228305	0.10902164411357831	-0.016017455412885618	0.15829495875676666	0.07168608504228306	0.10902164411357823	502	0.007390157000782001	0.8688112903914171	-0.6163121438986883	7.706521485873724e-54	0.12459616470123236
LUAD	ESTIMATE_Score	515	0.005611713986772454	0.8989074659838221	502	0.04065068916845261	0.3638844913928357	-0.047120063283041226	0.12779853543295666	0.040650689168452624	0.3638844913928354	502	0.007390157000782001	0.8688112903914171	-0.658904445723204	8.065896203307869e-64	
LUAD	ESTIMATE_StromalScore	515	-0.020046378970509166	0.6499260512873973	502	0.007378341603733016	0.8691491394857285	-0.08027649850941516	0.09491994095664422	0.007378341603733034	0.8691491394857281	502	0.007390157000782001	0.8688112903914171	-0.5963280882307107	1.1557675418363958e-49	
LUAD	CD8_AB	515	-0.10977252705061137	0.012680494807756893	502	-0.11498531347468031	0.009999705481820017	-0.200567934291483	-0.02766099187601583	-0.11498531347468036	0.009999705481819983	502	0.007390157000782001	0.8688112903914171	-0.4295165551048932	5.937079798870497e-24	
LUAD	GEP18_common	515	-0.022424892463489797	0.6116433611832491	502	-0.013552951347979483	0.7621853708197792	-0.10103594577059054	0.07413802337063485	-0.013552951347979503	0.7621853708197789	502	0.007390157000782001	0.8688112903914171	-0.5864960193679148	1.0280365954910268e-47	
LUSC	CD8	502	-0.19902093738316218	7.0212537105198995e-06	493	-0.24384726415860772	4.303040143690978e-08	-0.3252375805529746	-0.15887067488056333	-0.2438472641586078	4.303040143690932e-08	493	-0.07364538495115974	0.1024142234474498	-0.32906698329635026	6.492473448222903e-14	3.4424321149527824e-07
LUSC	CYT	502	-0.12632007304030274	0.004588980187627649	493	-0.1718906280813513	0.0001273253210669291	-0.25639587342863457	-0.08477758276085194	-0.17189062808135133	0.00012732532106692879	493	-0.07364538495115974	0.1024142234474498	-0.35777630123113263	2.4721883404051224e-16	0.000339534189511811
LUSC	GEP18	502	-0.15815174834295762	0.0003750811836859368	493	-0.22624653225433214	3.9462312216196733e-07	-0.30847809242268465	-0.14065849952968243	-0.22624653225433217	3.9462312216196484e-07	493	-0.07364538495115974	0.1024142234474498	-0.44902377305954183	7.809853508559992e-26	1.5784924886478693e-06
LUSC	ESTIMATE	501	-0.05539652434079374	0.21579191965659608	493	-0.1314802848561839	0.0034818398099459046	-0.2173552301078645	-0.04358561111641232	-0.13148028485618382	0.0034818398099459172	493	-0.07364538495115974	0.1024142234474498	-0.5942764839220881	2.140295912643019e-48	0.006963679619891809
LUSC	ESTIMATE_Score	501	-0.12006809266255199	0.007134200340432225	493	-0.21963236231113456	8.677270029784641e-07	-0.30216682805586315	-0.13382949598831315	-0.21963236231113448	8.677270029784725e-07	493	-0.07364538495115974	0.1024142234474498	-0.6147257118784631	1.4482573025939976e-52	
LUSC	ESTIMATE_StromalScore	501	-0.17356124056310626	9.430466201954306e-05	493	-0.27192588432809706	8.667682329321187e-10	-0.3518687253851141	-0.18804495011259378	-0.271925884328097	8.667682329321256e-10	493	-0.07364538495115974	0.1024142234474498	-0.5678449036885427	1.979514543895531e-43	
LUSC	CD8_AB	502	-0.2341770278762586	1.110055797212571e-07	493	-0.2654449047517353	2.2246304048453624e-09	-0.34573331239811195	-0.18129791076229787	-0.26544490475173516	2.2246304048454136e-09	493	-0.07364538495115974	0.1024142234474498	-0.26265840928293427	3.1913396465598875e-09	
LUSC	GEP18_common	502	-0.1594051483927578	0.0003363323569560062	493	-0.227396717507016	3.4324121562956487e-07	-0.3095748647976797	-0.14184687555793873	-0.22739671750701598	3.43241215629566e-07	493	-0.07364538495115974	0.1024142234474498	-0.4479538898378883	1.0513317055192449e-25	
POOLED_LUAD_LUSC	CD8	1017	-0.16752103392283804	7.710852682938572e-08	995	-0.1908864782424613	1.307133183603758e-09	-0.25009797071194245	-0.13025250175093736	-0.1908864782424613	1.307133183603758e-09	995	-0.015532845459667939	0.6245756516982357	-0.3978192862014816	4.489434129295397e-39	
POOLED_LUAD_LUSC	CYT	1017	-0.13108312704184769	2.7497044030486398e-05	995	-0.1508505208216871	1.7761277971609769e-06	-0.21105087320018096	-0.08951013048381845	-0.15085052082168712	1.7761277971609718e-06	995	-0.015532845459667939	0.6245756516982357	-0.410027296199268	1.2529135530090712e-41	
POOLED_LUAD_LUSC	GEP18	1017	-0.12048312090326382	0.00011736175172891485	995	-0.1515928040091629	1.5776402033522581e-06	-0.2117765748102427	-0.0902636477076389	-0.15159280400916295	1.577640203352243e-06	995	-0.015532845459667939	0.6245756516982357	-0.5213093927962883	2.010811655489506e-70	
POOLED_LUAD_LUSC	ESTIMATE	1016	-0.08181827148156852	0.00907800868270328	995	-0.10688169492728827	0.0007376921342765252	-0.16794553026085807	-0.04500078081578943	-0.10688169492728827	0.0007376921342765252	995	-0.015532845459667939	0.6245756516982357	-0.6115725161076226	4.056236861731463e-103	
POOLED_LUAD_LUSC	ESTIMATE_Score	1016	-0.121873793838267	9.84255281340819e-05	995	-0.16257940741719892	2.554776742553481e-07	-0.22250999756432538	-0.10142474402944576	-0.16257940741719898	2.5547767425534474e-07	995	-0.015532845459667939	0.6245756516982357	-0.6425870838046011	5.671314268099338e-117	
POOLED_LUAD_LUSC	ESTIMATE_StromalScore	1016	-0.14376458823541025	4.209943796536686e-06	995	-0.18167062117302313	7.996659377409813e-09	-0.24112677139502484	-0.12085585745451846	-0.18167062117302318	7.996659377409697e-09	995	-0.015532845459667939	0.6245756516982357	-0.5923371478987071	2.850292899037695e-95	
POOLED_LUAD_LUSC	CD8_AB	1017	-0.1799718652721096	7.488867840065172e-09	995	-0.19640799712362572	4.2260323576107343e-10	-0.2554680411954649	-0.13588755891793058	-0.19640799712362567	4.2260323576108025e-10	995	-0.015532845459667939	0.6245756516982357	-0.3439249545453177	5.239819061689759e-29	
POOLED_LUAD_LUSC	GEP18_common	1017	-0.12048312090326382	0.00011736175172891485	995	-0.1515928040091629	1.5776402033522581e-06	-0.2117765748102427	-0.0902636477076389	-0.15159280400916295	1.577640203352243e-06	995	-0.015532845459667939	0.6245756516982357	-0.5213093927962883	2.010811655489506e-70	
