feature	n_LUAD	median_LUAD	mean_LUAD	n_LUSC	median_LUSC	mean_LUSC	mannwhitney_U	mannwhitney_p	LUSC_minus_LUAD_median
TACSTD2	515	12.6291	12.474141359223301	502	13.1084	12.897612250996016	98794.0	7.697235447121798e-11	0.4793000000000003
CD8	515	7.9462	7.969913398058252	502	7.69445	7.688058366533864	142464.0	0.004828001774388521	-0.25175000000000036
CYT	515	7.5136	7.58978	502	7.38705	7.385372609561753	138328.0	0.05297481524251335	-0.12654999999999994
GEP18	515	0.03313791384676719	-4.552992287394817e-16	502	0.0013977555338558936	-1.6737386156101962e-15	128791.0	0.9194655176551568	-0.0317401583129113
ESTIMATE	515	980.35	970.7598834951456	501	417.59	471.2217165668663	170452.0	7.805256421315425e-19	-562.76
ESTIMATE_Score	515	1058.84	1015.5102330097087	501	131.12	182.6037125748503	168083.0	6.479378055190926e-17	-927.7199999999999
purity	502	0.45	0.46115537848605576	493	0.5	0.5120486815415821	104346.5	1.8677173208665236e-05	0.04999999999999999
